Time,mat_z_trans,map_z_trans,wmm_z_trans,cmm_z_trans,wmmcmm_z_trans,wetmon_z_trans,drymon_z_trans,wetdry_z_trans
199.5,0.6362828310473001,-0.12570818347565008,0.9359908450560687,0.23202465023452196,0.31516061670572176,-0.21491759590600534,-0.6052149515408745,-0.006092632594698768
201.4,0.9324147079977484,1.1670031661559,0.9053120608644322,0.5587685209383371,0.0046933772247906135,1.5561546853509836,0.38052113237705104,1.6893566648612526
205.7,1.193377754244914,0.4798432637677984,0.6662230523058494,1.1477513813356301,-0.6577311425404938,0.5930733605900599,-0.3921236290475751,0.864680547791657
227.3,0.9000761963970212,0.5069316753276915,0.34512828049588035,0.9191334726987733,-0.6320752568306134,0.6631402428060102,-0.33895047083858887,0.9259274843496094
237.0,-0.23779323288297374,0.2472152421198503,0.33786757344645907,-0.4083151502026799,0.5554842402183318,-0.06727144936330055,-0.3440198453090429,0.061647430172972306
241.464,-0.18857106407230512,-0.6430992277320766,-0.2233591301230387,-0.08415745847588488,-0.049365216433674704,-0.7693193122867372,-0.22765890387358217,-0.8189142153695288
246.7,-0.6682892520278684,-0.025101058727522985,-1.5036222636618024,-0.07472663473800881,-0.7738057698824029,-0.1512117187275759,0.3613059576446478,-0.32790419364104717
249.9,-1.7437444821622643,-0.6765944168524026,0.26963894174737874,-2.2553033981515815,2.1753267431666985,-0.4310600265009839,-0.737230784701779,-0.20818901758831204
251.902,0.641031212990308,-0.8578332900518012,0.4000811832254378,0.6016020145050446,-0.316302721928526,-1.1566990746772552,-0.04562967921069114,-1.3532369717874138
254.14,-0.7664737461087415,-0.04607610678734187,1.6919795821681163,-1.7693218215772482,2.534502489141656,-0.5056040336963525,0.987962875270597,-1.005903590016187
259.51,-1.8332623178994385,-0.3896225346966943,-1.4234995449461583,-1.3691122131450306,0.4329421283535253,-0.3334112583985382,0.3303690844677489,-0.531297419410058
264.28,-1.2553809684033395,0.8396806950257695,-2.0498374421462007,-0.39671145050431417,-0.7902329682896332,0.2601049702917207,1.8981502356349311,-0.47188620989669905
266.9,0.6063293883737666,-0.14076145599504886,0.17063688843987007,0.5630652014312916,-0.4100236076660236,0.015811136480921088,0.542254146746606,-0.2041881140681919
274.4,0.8223473391570344,-1.324114629602887,0.11079846885065243,0.845616324758304,-0.6971272816985893,-0.8714308483693025,-1.7483803446314352,-0.31480298279686714
283.3,1.3383192051903265,-1.6675591566110997,0.6189426453162471,1.2644855450959724,-0.788961814335261,-1.3437797671605245,-1.8101456406042706,-0.8496767234961015
293.52,-0.37666357184148824,2.655796018135516,-1.252281141039196,0.22520101579687393,-0.9024838152055065,2.7564206895668812,1.7487908176162577,2.5504799434896137
