Time	mat_z_trans	map_z_trans	wmm_z_trans	cmm_z_trans	wmmcmm_z_trans	wetmon_z_trans	drymon_z_trans	wetdry_z_trans
199.3	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
201	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
201.3	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
202	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
203	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
204	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
205	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
206	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
207	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
208	0.932414708	1.167003166	0.905312061	0.558768521	0.004693377	1.556154685	0.380521132	1.689356665
208.5	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
209	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
210	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
211	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
212	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
213	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
214	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
215	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
216	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
217	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
218	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
219	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
220	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
221	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
222	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
223	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
224	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
225	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
226	1.193377754	0.479843264	0.666223052	1.147751381	-0.657731143	0.593073361	-0.392123629	0.864680548
227	0.900076196	0.506931675	0.34512828	0.919133473	-0.632075257	0.663140243	-0.338950471	0.925927484
228	0.900076196	0.506931675	0.34512828	0.919133473	-0.632075257	0.663140243	-0.338950471	0.925927484
229	0.900076196	0.506931675	0.34512828	0.919133473	-0.632075257	0.663140243	-0.338950471	0.925927484
230	0.900076196	0.506931675	0.34512828	0.919133473	-0.632075257	0.663140243	-0.338950471	0.925927484
231	0.900076196	0.506931675	0.34512828	0.919133473	-0.632075257	0.663140243	-0.338950471	0.925927484
