id,MinAge,MaxAge,Taxon,Rotated Lat,Rotated Lon,range
4404,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4403,227.0,237.0,Diphydontosaurus,24.9561,4.3648,"(237.0, 227.0)"
4402,227.0,237.0,Diphydontosaurus,24.9561,4.3648,"(237.0, 227.0)"
4401,227.0,237.0,Terrestrisuchus,24.9561,4.3648,"(237.0, 227.0)"
4400,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4399,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4398,227.0,237.0,Kuehneosaurus,24.9561,4.3648,"(237.0, 227.0)"
4397,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4396,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4395,227.0,237.0,Terrestrisuchus,24.9561,4.3648,"(237.0, 227.0)"
4394,227.0,237.0,Diphydontosaurus,24.9561,4.3648,"(237.0, 227.0)"
4393,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4392,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4391,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4390,227.0,237.0,Terrestrisuchus,24.9561,4.3648,"(237.0, 227.0)"
4389,227.0,237.0,Diphydontosaurus,24.9561,4.3648,"(237.0, 227.0)"
4388,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4387,227.0,237.0,Kuehneosaurus,24.9561,4.3648,"(237.0, 227.0)"
4386,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4385,227.0,237.0,Pelecymala,24.9561,4.3648,"(237.0, 227.0)"
4384,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4383,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4382,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4381,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4380,227.0,237.0,Kuehneosaurus,24.9561,4.3648,"(237.0, 227.0)"
4379,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4378,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4377,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4376,227.0,237.0,Kuehneosaurus,24.9561,4.3648,"(237.0, 227.0)"
4375,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4374,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4373,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4372,227.0,237.0,Kuehneosaurus,24.9561,4.3648,"(237.0, 227.0)"
4371,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4370,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4369,227.0,237.0,Sigmala,24.9561,4.3648,"(237.0, 227.0)"
4368,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4367,227.0,237.0,Planocephalosaurus,24.9561,4.3648,"(237.0, 227.0)"
4366,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4365,227.0,237.0,Terrestrisuchus,24.9561,4.3648,"(237.0, 227.0)"
4364,227.0,237.0,Diphydontosaurus,24.9561,4.3648,"(237.0, 227.0)"
4362,237.0,242.0,Lewisuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4361,237.0,242.0,Lagerpeton,-49.9808,-33.9335,"(242.0, 237.0)"
4355,237.0,247.2,Neusticosaurus,20.9379,22.0121,"(247.2, 237.0)"
4354,237.0,247.2,Mixosaurus,20.9379,22.0121,"(247.2, 237.0)"
4336,227.0,237.0,Eoraptor,-52.0012,-29.5316,"(237.0, 227.0)"
4337,227.0,237.0,Eoraptor,-52.0012,-29.5316,"(237.0, 227.0)"
4335,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4334,227.0,237.0,Saurosuchus,-52.0012,-29.5316,"(237.0, 227.0)"
4333,227.0,237.0,Aetosauroides,-52.0012,-29.5316,"(237.0, 227.0)"
4332,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4331,227.0,237.0,Terrestrisuchus,24.9561,4.3648,"(237.0, 227.0)"
4330,227.0,237.0,Agnosphitys,24.9561,4.3648,"(237.0, 227.0)"
4329,237.0,242.0,Luperosuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4328,237.0,242.0,Lagerpeton,-49.9808,-33.9335,"(242.0, 237.0)"
4327,237.0,242.0,Chanaresuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4326,237.0,242.0,Gualosuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4325,237.0,242.0,Gracilisuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4324,237.0,242.0,Marasuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4323,237.0,242.0,Lewisuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4322,237.0,242.0,Tropidosuchus,-49.9808,-33.9335,"(242.0, 237.0)"
4321,237.0,242.0,Tarjadia,-49.9808,-33.9335,"(242.0, 237.0)"
4320,227.0,237.0,Pisanosaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4312,227.0,237.0,Pantydraco,24.9561,4.3648,"(237.0, 227.0)"
4311,242.0,251.2,Eumetabolodon,42.9789,121.7034,"(251.2, 242.0)"
4310,242.0,251.2,Eumetabolodon,42.9789,121.7034,"(251.2, 242.0)"
4247,237.0,247.2,Omphalosaurus,17.3463,-49.8163,"(247.2, 237.0)"
4248,237.0,247.2,Omphalosaurus,17.3463,-49.8163,"(247.2, 237.0)"
4245,227.0,237.0,Coelurosaurichnus,29.6148,13.9762,"(237.0, 227.0)"
4239,227.0,237.0,Placochelys,27.932,16.0856,"(237.0, 227.0)"
4223,227.0,237.0,Placochelys,15.4479,12.7418,"(237.0, 227.0)"
4220,242.0,247.2,Paraplacodus,24.4854,22.6839,"(247.2, 242.0)"
4219,237.0,247.2,Barracudasaurus,15.0674,119.7846,"(247.2, 237.0)"
4211,227.0,237.0,Euscolosuchus,1.9826,-22.3794,"(237.0, 227.0)"
4210,227.0,237.0,Uatchitodon,1.9826,-22.3794,"(237.0, 227.0)"
4209,227.0,237.0,Gomphiosauridion,1.9826,-22.3794,"(237.0, 227.0)"
4208,227.0,237.0,Xenodiphyodon,1.9826,-22.3794,"(237.0, 227.0)"
4198,237.0,247.2,Cyamodus,26.4626,20.9891,"(247.2, 237.0)"
4190,242.0,247.2,Nothosaurus,25.024,18.7935,"(247.2, 242.0)"
4189,227.0,237.0,Parasuchus,1.0633,-40.6348,"(237.0, 227.0)"
4187,227.0,237.0,Terrestrisuchus,24.9561,4.3648,"(237.0, 227.0)"
4186,227.0,237.0,Kuehneosaurus,24.9561,4.3648,"(237.0, 227.0)"
4185,227.0,237.0,Clevosaurus,24.9561,4.3648,"(237.0, 227.0)"
4180,237.0,247.2,Cymbospondylus,17.3463,-49.8163,"(247.2, 237.0)"
4179,237.0,247.2,Cymbospondylus,17.3463,-49.8163,"(247.2, 237.0)"
4178,237.0,247.2,Cymbospondylus,17.3463,-49.8163,"(247.2, 237.0)"
4177,237.0,247.2,Phalarodon,17.3463,-49.8163,"(247.2, 237.0)"
4175,227.0,237.0,Lucasuchus,-0.5164,-22.3104,"(237.0, 227.0)"
4174,227.0,237.0,Diphydontosaurus,24.9561,4.3648,"(237.0, 227.0)"
4172,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4171,227.0,237.0,Hyperodapedon,-52.0012,-29.5316,"(237.0, 227.0)"
4170,227.0,237.0,Hyperodapedon,-52.0012,-29.5316,"(237.0, 227.0)"
4156,227.0,237.0,Hyperodapedon,-47.0393,20.0808,"(237.0, 227.0)"
4155,227.0,237.0,Saturnalia,-47.0393,20.0808,"(237.0, 227.0)"
4144,227.0,237.0,Staurikosaurus,-49.4771,-10.0175,"(237.0, 227.0)"
4143,237.0,242.0,Spondylosoma,-49.0435,-14.582,"(242.0, 237.0)"
4140,237.0,242.0,Zanclodon,27.7242,17.4803,"(242.0, 237.0)"
4021,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4022,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4020,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4019,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4018,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
4017,227.0,237.0,Herrerasaurus,-52.0012,-29.5316,"(237.0, 227.0)"
