id,MinAge,MaxAge,Taxon,Rotated Lat,Rotated Lon,range
4409,201.4,208.5,Kuehneosuchus,35.9688,2.1884,"(208.5, 201.4)"
4408,201.4,208.5,Kuehneosaurus,35.9688,2.1884,"(208.5, 201.4)"
4342,201.4,208.5,Proganochelys,42.7067,10.1418,"(208.5, 201.4)"
4341,201.4,208.5,Liliensternus,42.7067,10.1418,"(208.5, 201.4)"
4340,201.4,208.5,Elachistosuchus,42.7067,10.1418,"(208.5, 201.4)"
4222,201.4,208.5,Psephoderma,35.91,15.3389,"(208.5, 201.4)"
4221,201.4,208.5,Psephoderma,26.4928,14.9159,"(208.5, 201.4)"
4218,199.5,201.4,Sarcosaurus,39.8221,10.4256,"(201.4, 199.5)"
4184,201.4,208.5,Tricuspisaurus,35.9688,2.1884,"(208.5, 201.4)"
4183,201.4,208.5,Planocephalosaurus,35.9688,2.1884,"(208.5, 201.4)"
4182,201.4,208.5,Haligonia,35.9688,2.1884,"(208.5, 201.4)"
4181,201.4,208.5,Variodens,35.9688,2.1884,"(208.5, 201.4)"
4176,199.5,208.5,Protosuchus,6.0887,-50.239,"(208.5, 199.5)"
4173,199.5,201.4,Jingshanosaurus,52.1412,136.1873,"(201.4, 199.5)"
4166,199.5,201.4,Coelophysis,20.0114,-14.2092,"(201.4, 199.5)"
4159,201.4,208.5,Coelophysis,8.8311,-44.1355,"(208.5, 201.4)"
4158,201.4,208.5,Machaeroprosopus,8.8311,-44.1355,"(208.5, 201.4)"
4148,201.4,208.5,Plateosaurus,37.6253,13.0683,"(208.5, 201.4)"
4145,201.4,208.5,Camelotia,34.0586,4.4792,"(208.5, 201.4)"
4139,201.4,208.5,Plateosaurus,37.6253,13.0683,"(208.5, 201.4)"
4136,201.4,208.5,Plateosaurus,37.6253,13.0683,"(208.5, 201.4)"
4137,201.4,208.5,Plateosaurus,37.6253,13.0683,"(208.5, 201.4)"
4110,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4111,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4112,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4113,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4114,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4115,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4116,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4117,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4118,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4119,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4120,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4121,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4122,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4123,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4124,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4125,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4126,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4127,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4128,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4129,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4130,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4131,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4132,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4133,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4134,201.4,208.5,Plateosaurus,42.7067,10.1418,"(208.5, 201.4)"
4095,199.5,201.4,Lufengosaurus,52.1412,136.1873,"(201.4, 199.5)"
4094,199.5,201.4,Lufengosaurus,52.1412,136.1873,"(201.4, 199.5)"
4093,199.5,201.4,Lufengosaurus,52.1412,136.1873,"(201.4, 199.5)"
4092,199.5,201.4,Gyposaurus,52.1412,136.1873,"(201.4, 199.5)"
4091,199.5,201.4,Lufengosaurus,52.1412,136.1873,"(201.4, 199.5)"
4090,199.5,201.4,Lukousaurus,52.1412,136.1873,"(201.4, 199.5)"
4089,199.5,201.4,Sinosaurus,52.1412,136.1873,"(201.4, 199.5)"
4088,199.5,208.5,Lophostropheus,35.7562,6.5658,"(208.5, 199.5)"
4087,199.5,201.4,Chinshakiangosaurus,52.1412,136.1873,"(201.4, 199.5)"
4079,201.4,208.5,Eudimorphodon,37.6253,13.0683,"(208.5, 201.4)"
4078,201.4,208.5,Variodens,37.6253,13.0683,"(208.5, 201.4)"
4077,199.5,201.4,Grallator,20.0114,-14.2092,"(201.4, 199.5)"
4076,199.5,201.4,Eubrontes,20.0114,-14.2092,"(201.4, 199.5)"
4075,199.5,201.4,Grallator,20.0114,-14.2092,"(201.4, 199.5)"
4074,199.5,201.4,Eubrontes,20.0114,-14.2092,"(201.4, 199.5)"
4073,199.5,201.4,Batrachopus,20.0114,-14.2092,"(201.4, 199.5)"
4072,199.5,201.4,Grallator,20.0114,-14.2092,"(201.4, 199.5)"
4071,199.5,201.4,Eubrontes,20.0114,-14.2092,"(201.4, 199.5)"
4070,199.5,201.4,Batrachopus,20.0114,-14.2092,"(201.4, 199.5)"
4069,199.5,201.4,Grallator,20.0114,-14.2092,"(201.4, 199.5)"
4068,199.5,201.4,Grallator,20.0114,-14.2092,"(201.4, 199.5)"
4067,199.5,201.4,Eubrontes,20.0114,-14.2092,"(201.4, 199.5)"
