,id,genus,county,state,occurrence_no,age_max,age_min,cc
793,1465,Cyclotosaurus,Stuttgart,Baden-WÃ¼rttemberg,930391,237.0,227.0,DE
794,1466,Cyclotosaurus,Stuttgart,Baden-WÃ¼rttemberg,930391,237.0,227.0,DE
795,1467,Cyclotosaurus,Stuttgart,Baden-WÃ¼rttemberg,930391,237.0,227.0,DE
796,1468,Cyclotosaurus,Stuttgart,Baden-WÃ¼rttemberg,930391,237.0,227.0,DE
797,1469,Cyclotosaurus,Stuttgart,Baden-WÃ¼rttemberg,930391,237.0,227.0,DE
798,1470,Cyclotosaurus,Stuttgart,Baden-WÃ¼rttemberg,930391,237.0,227.0,DE
807,1439,Gerrothorax,,East Greenland,931097,227.0,208.5,GL
808,1440,Gerrothorax,,East Greenland,931097,227.0,208.5,GL
811,1435,Odenwaldia,,Illizi,933166,248.9,242.0,DZ
812,1436,Odenwaldia,,Illizi,933166,248.9,242.0,DZ
852,1394,Rewana,,Queensland,1087061,251.902,251.2,AU
853,1395,Rewana,,Queensland,1087061,251.902,251.2,AU
897,1336,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
898,1337,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
899,1338,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
900,1339,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
901,1340,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
902,1341,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
903,1342,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
904,1343,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
905,1344,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
906,1345,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
907,1346,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
908,1347,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
909,1348,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
910,1349,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
911,1350,Bothriceps,,Tasmania,1087685,259.51,251.2,AU
921,1324,Kuttycephalus,,Andhra Pradesh,1089197,227.0,208.5,IN
922,1325,Kuttycephalus,,Andhra Pradesh,1089197,227.0,208.5,IN
923,1326,Kuttycephalus,,Andhra Pradesh,1089197,227.0,208.5,IN
1010,1229,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1011,1230,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1012,1231,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1013,1232,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1014,1233,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1015,1234,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1016,1235,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1017,1236,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1018,1237,Micropholis,Chris Hani,Eastern Cape,1134117,251.902,247.2,ZA
1019,1227,Micropholis,,Eastern Cape,1134118,251.902,251.2,ZA
1020,1228,Micropholis,,Eastern Cape,1134118,251.902,251.2,ZA
1022,1224,Micropholis,,Free State,1134120,251.902,247.2,ZA
1023,1225,Micropholis,,Free State,1134120,251.902,247.2,ZA
1028,1218,Micropholis,Xhariep,Free State,1134126,251.902,251.2,ZA
1029,1219,Micropholis,Xhariep,Free State,1134126,251.902,251.2,ZA
1031,1215,Trematosuchus,,Eastern Cape,1134137,248.9,247.2,ZA
1032,1216,Trematosuchus,,Eastern Cape,1134137,248.9,247.2,ZA
1071,1175,Neldasaurus,Archer,Texas,1314749,298.9,286.1,US
1072,1176,Neldasaurus,Archer,Texas,1314749,298.9,286.1,US
1217,1028,Apateon,,Thuringia,1338566,298.9,293.52,DE
1218,1029,Apateon,,Thuringia,1338566,298.9,293.52,DE
1219,1030,Apateon,,Thuringia,1338566,298.9,293.52,DE
1342,406,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1343,407,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1344,408,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1345,409,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1346,410,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1347,411,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1348,412,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1349,413,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1350,414,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1351,415,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1352,416,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1353,417,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1354,418,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1355,419,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1356,420,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1357,421,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1358,422,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1359,423,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1360,424,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1361,425,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1362,426,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1363,427,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1364,428,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1365,429,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1366,430,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1367,431,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1368,432,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1369,433,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1370,434,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1371,435,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1372,436,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1373,437,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1374,438,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1375,439,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1376,440,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1377,441,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1378,442,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1379,443,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1380,444,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1381,445,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1382,446,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1383,447,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1384,448,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1385,449,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1386,450,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1387,451,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1388,452,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1389,453,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1390,454,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1391,455,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1392,456,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1393,457,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1394,458,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1395,459,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1396,460,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1397,461,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1398,462,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1399,463,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1400,464,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1401,465,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1402,466,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1403,467,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1404,468,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1405,469,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1406,470,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1407,471,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1408,472,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1409,473,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1410,474,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1411,475,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1412,476,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1413,477,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1414,478,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1415,479,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1416,480,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1417,481,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1418,482,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1419,483,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1420,484,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1421,485,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1422,486,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1423,487,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1424,488,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1425,489,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1426,490,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1427,491,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1428,492,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1429,493,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1430,494,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1431,495,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1432,496,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1433,497,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1434,498,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1435,499,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1436,500,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1437,501,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1438,502,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1439,503,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1440,504,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1441,505,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1442,506,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1443,507,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1444,508,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1445,509,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1446,510,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1447,511,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1448,512,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1449,513,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1450,514,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1451,515,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1452,516,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1453,517,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1454,518,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1455,519,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1456,520,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1457,521,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1458,522,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1459,523,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1460,524,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1461,525,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1462,526,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1463,527,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1464,528,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1465,529,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1466,530,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1467,531,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1468,532,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1469,533,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1470,534,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1471,535,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1472,536,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1473,537,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1474,538,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1475,539,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1476,540,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1477,541,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1478,542,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1479,543,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1480,544,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1481,545,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1482,546,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1483,547,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1484,548,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1485,549,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1486,550,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1487,551,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1488,552,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1489,553,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1490,554,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1491,555,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1492,556,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1493,557,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1494,558,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1495,559,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1496,560,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1497,561,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1498,562,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1499,563,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1500,564,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1501,565,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1502,566,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1503,567,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1504,568,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1505,569,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1506,570,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1507,571,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1508,572,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1509,573,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1510,574,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1511,575,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1512,576,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1513,577,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1514,578,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1515,579,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1516,580,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1517,581,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1518,582,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1519,583,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1520,584,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1521,585,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1522,586,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1523,587,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1524,588,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1525,589,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1526,590,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1527,591,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1528,592,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1529,593,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1530,594,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1531,595,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1532,596,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1533,597,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1534,598,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1535,599,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1536,600,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1537,601,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1538,602,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1539,603,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1540,604,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1541,605,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1542,606,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1543,607,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1544,608,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1545,609,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1546,610,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1547,611,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1548,612,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1549,613,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1550,614,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1551,615,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1552,616,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1553,617,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1554,618,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1555,619,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1556,620,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1557,621,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1558,622,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1559,623,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1560,624,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1561,625,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1562,626,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1563,627,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1564,628,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1565,629,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1566,630,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1567,631,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1568,632,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1569,633,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1570,634,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1571,635,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1572,636,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1573,637,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1574,638,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1575,639,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1576,640,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1577,641,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1578,642,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1579,643,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1580,644,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1581,645,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1582,646,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1583,647,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1584,648,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1585,649,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1586,650,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1587,651,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1588,652,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1589,653,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1590,654,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1591,655,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1592,656,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1593,657,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1594,658,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1595,659,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1596,660,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1597,661,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1598,662,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1599,663,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1600,664,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1601,665,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1602,666,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1603,667,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1604,668,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1605,669,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1606,670,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1607,671,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1608,672,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1609,673,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1610,674,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1611,675,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1612,676,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1613,677,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1614,678,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1615,679,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1616,680,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1617,681,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1618,682,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1619,683,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1620,684,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1621,685,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1622,686,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1623,687,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1624,688,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1625,689,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1626,690,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1627,691,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1628,692,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1629,693,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1630,694,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1631,695,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1632,696,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1633,697,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1634,698,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1635,699,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1636,700,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1637,701,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1638,702,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1639,703,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1640,704,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1641,705,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1642,706,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1643,707,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1644,708,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1645,709,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1646,710,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1647,711,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1648,712,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1649,713,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1650,714,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1651,715,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1652,716,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1653,717,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1654,718,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1655,719,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1656,720,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1657,721,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1658,722,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1659,723,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1660,724,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1661,725,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1662,726,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1663,727,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
1664,728,Apateon,Gotha District,Thuringia,1340709,298.9,293.52,DE
