age_max,age_min,genus
305.9,298.9,Anconastes
283.5,273.01,Broiliellus
298.9,286.1,Broiliellus
290.1,283.5,Eryops
290.1,283.5,Aspidosaurus
290.1,283.5,Zatrachys
290.1,283.5,Trimerorhachis
298.9,290.1,Eryops
298.9,290.1,Platyhystrix
227.0,208.5,Rileymillerus
227.0,208.5,Apachesaurus
303.7,298.9,Eryops
298.9,286.1,Eryops
237.0,208.5,Metoposaurus
290.1,283.5,Trimerorhachis
290.1,283.5,Eryops
237.0,227.0,Anaschisma
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
283.5,273.01,Trimerorhachis
298.9,290.1,Parioxys
290.1,283.5,Acheloma
290.1,283.5,Parioxys
283.5,273.01,Dissorophus
227.0,208.5,Anaschisma
237.0,208.5,Anaschisma
227.0,208.5,Gerrothorax
227.0,208.5,Cyclotosaurus
273.01,264.28,Nannospondylus
273.01,264.28,Fayella
273.01,264.28,Fayella
298.9,286.1,Eryops
293.52,290.1,Eryops
293.52,290.1,Eryops
293.52,290.1,Eryops
293.52,290.1,Eryops
