,occurrence_no,Locality,county_original,state,cc
572,829817,Fremont,Fremont,Wyoming,US
573,829818,Hot Springs,Hot Springs,Wyoming,US
574,829821,Fremont,Fremont,Wyoming,US
575,829824,Fremont,Fremont,Wyoming,US
576,831024,Fremont,Fremont,Wyoming,US
577,831025,Fremont,Fremont,Wyoming,US
578,831989,Ambilobe,Ambilobe,Diana,MG
579,832058,Quay,Quay,New Mexico,US
580,832693,Apache,Apache,Arizona,US
581,837087,Apache,Apache,Arizona,US
582,837165,Navajo,Navajo,Arizona,US
583,837211,Apache,Apache,Arizona,US
584,837212,Apache,Apache,Arizona,US
585,837354,Apache,Apache,Arizona,US
586,837355,Apache,Apache,Arizona,US
587,837393,Apache,Apache,Arizona,US
588,837394,Apache,Apache,Arizona,US
589,837399,Apache,Apache,Arizona,US
590,837553,Apache,Apache,Arizona,US
591,837554,Apache,Apache,Arizona,US
592,837555,Apache,Apache,Arizona,US
593,837557,Apache,Apache,Arizona,US
594,837561,Apache,Apache,Arizona,US
595,837564,Apache,Apache,Arizona,US
596,837592,Navajo,Navajo,Arizona,US
597,837634,Navajo,Navajo,Arizona,US
598,837636,Navajo,Navajo,Arizona,US
599,837641,Navajo,Navajo,Arizona,US
600,838831,Navajo,Navajo,Arizona,US
601,838833,Navajo,Navajo,Arizona,US
602,838835,Apache,Apache,Arizona,US
603,838836,Apache,Apache,Arizona,US
604,838863,Apache,Apache,Arizona,US
605,838888,Navajo,Navajo,Arizona,US
606,838888,Navajo,Navajo,Arizona,US
607,838888,Navajo,Navajo,Arizona,US
608,838888,Navajo,Navajo,Arizona,US
609,838888,Navajo,Navajo,Arizona,US
610,838888,Navajo,Navajo,Arizona,US
611,838888,Navajo,Navajo,Arizona,US
612,838889,Navajo,Navajo,Arizona,US
613,838915,Apache,Apache,Arizona,US
614,838923,Apache,Apache,Arizona,US
615,838931,Apache,Apache,Arizona,US
616,838931,Apache,Apache,Arizona,US
617,838931,Apache,Apache,Arizona,US
618,838931,Apache,Apache,Arizona,US
619,838934,Apache,Apache,Arizona,US
620,838962,Apache,Apache,Arizona,US
621,838968,Apache,Apache,Arizona,US
622,838996,Apache,Apache,Arizona,US
623,838997,Apache,Apache,Arizona,US
624,839582,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
625,840352,Totskoe,Totskoe,Orenburg,RU
626,840357,Totskoe,Totskoe,Orenburg,RU
627,840366,Belyaevka,Belyaevka,Orenburg,RU
628,840367,Belyaevka,Belyaevka,Orenburg,RU
629,840368,Belyaevka,Belyaevka,Orenburg,RU
630,840369,Belyaevka,Belyaevka,Orenburg,RU
631,840370,Belyaevka,Belyaevka,Orenburg,RU
632,840616,Apache,Apache,Arizona,US
633,840620,Apache,Apache,Arizona,US
634,840721,Apache,Apache,Arizona,US
635,840766,Navajo,Navajo,Arizona,US
636,841814,Apache,Apache,Arizona,US
637,841815,Apache,Apache,Arizona,US
638,841819,Apache,Apache,Arizona,US
639,841823,Navajo,Navajo,Arizona,US
640,841826,Navajo,Navajo,Arizona,US
641,841830,Apache,Apache,Arizona,US
642,841832,Apache,Apache,Arizona,US
643,841832,Apache,Apache,Arizona,US
644,841832,Apache,Apache,Arizona,US
645,841832,Apache,Apache,Arizona,US
646,841832,Apache,Apache,Arizona,US
647,841832,Apache,Apache,Arizona,US
648,841835,Apache,Apache,Arizona,US
649,841835,Apache,Apache,Arizona,US
650,841835,Apache,Apache,Arizona,US
651,841835,Apache,Apache,Arizona,US
652,841837,Apache,Apache,Arizona,US
653,842080,Apache,Apache,Arizona,US
654,842087,Apache,Apache,Arizona,US
655,842098,Arizona,,Arizona,US
656,842102,Apache,Apache,Arizona,US
657,842108,Apache,Apache,Arizona,US
658,842111,Apache,Apache,Arizona,US
659,842118,Apache,Apache,Arizona,US
660,842119,Apache,Apache,Arizona,US
661,842143,Apache,Apache,Arizona,US
662,842188,Apache,Apache,Arizona,US
663,842192,Apache,Apache,Arizona,US
664,842215,Apache,Apache,Arizona,US
665,842344,Apache,Apache,Arizona,US
666,842664,Coconino,Coconino,Arizona,US
667,842693,Coconino,Coconino,Arizona,US
668,842768,Coconino,Coconino,Arizona,US
669,842769,Coconino,Coconino,Arizona,US
670,842955,Coconino,Coconino,Arizona,US
671,842963,Apache,Apache,Arizona,US
672,842969,Cibola,Cibola,New Mexico,US
673,842980,Cibola,Cibola,New Mexico,US
674,843211,Quay,Quay,New Mexico,US
675,843239,Quay,Quay,New Mexico,US
676,843254,Quay,Quay,New Mexico,US
677,843296,Quay,Quay,New Mexico,US
678,843497,Baylor/Willbarger,Baylor/Willbarger,Texas,US
679,845877,Cimarron,Cimarron,Oklahoma,US
680,845918,Union,Union,New Mexico,US
681,846842,Belyaevka,Belyaevka,Orenburg,RU
682,847014,Nenetsia,Nenetsia,Arkhangelsk,RU
683,847022,Nenetsia,Nenetsia,Arkhangelsk,RU
684,848405,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
685,850014,Crosby,Crosby,Texas,US
686,850612,Queensland,,Queensland,AU
687,853399,Shadol,Shadol,Madhya Pradesh,IN
688,853403,Quay,Quay,New Mexico,US
689,853404,Quay,Quay,New Mexico,US
690,855632,Coconino,Coconino,Arizona,US
691,855737,Apache,Apache,Arizona,US
692,855738,Coconino,Coconino,Arizona,US
693,855739,Navajo,Navajo,Arizona,US
694,855740,Navajo,Navajo,Arizona,US
695,855741,Navajo,Navajo,Arizona,US
696,855742,Apache,Apache,Arizona,US
697,855776,Navajo,Navajo,Arizona,US
698,855777,Coconino,Coconino,Arizona,US
699,855778,Coconino,Coconino,Arizona,US
700,855781,Coconino,Coconino,Arizona,US
701,855789,Coconino,Coconino,Arizona,US
702,855795,Coconino,Coconino,Arizona,US
703,856130,Navajo,Navajo,Arizona,US
704,868560,Sterkstroom,Sterkstroom,Eastern Cape,ZA
705,868561,Wepener,Wepener,Free State,ZA
706,868562,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
707,868564,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
708,877596,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
709,877600,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
710,877603,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
711,877608,Sol'-Iletskiy,Sol'-Iletskiy,Orenburg,RU
712,877609,Sol'-Iletskiy,Sol'-Iletskiy,Orenburg,RU
713,877614,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
714,877630,Bashkortostan,,Bashkortostan,RU
715,877635,Bashkortostan,,Bashkortostan,RU
716,877636,Bashkortostan,,Bashkortostan,RU
717,877637,Bashkortostan,,Bashkortostan,RU
718,877649,Bashkortostan,,Bashkortostan,RU
719,877650,Bashkortostan,,Bashkortostan,RU
720,877689,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
721,877795,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
722,877796,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
723,877797,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
724,880669,Orenburg,,Orenburg,RU
725,880671,Yuanan,Yuanan,Hubei,CN
726,880678,Worcestershire,Worcestershire,England,UK
727,880679,Worcestershire,Worcestershire,England,UK
728,880951,Bamberg,Bamberg,Bayern,DE
729,881085,Bamberg,Bamberg,Bayern,DE
730,881089,Bamberg,Bamberg,Bayern,DE
731,881090,Bamberg,Bamberg,Bayern,DE
732,881093,Bamberg,Bamberg,Bayern,DE
733,881094,Bamberg,Bamberg,Bayern,DE
734,882294,Kronach,Kronach,Bayern,DE
735,882295,Bludenz,Bludenz,Vorarlberg,AT
736,895253,Rio Grande do Sul,,Rio Grande do Sul,BR
737,896222,Eastern,,Eastern,ZM
738,896224,Eastern,,Eastern,ZM
739,896257,Eastern,,Eastern,ZM
740,906409,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
741,906411,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
742,906412,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
743,908229,Catalonia,,Catalonia,ES
744,921164,Ruvuma,,Ruvuma,TZ
745,922673,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
746,924744,York,York,Pennsylvania,US
747,929764,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
748,929765,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
749,929766,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
750,929771,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
751,929772,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
752,929773,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
753,929774,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
754,929775,Ilm-Kreis,Ilm-Kreis,Thuringia,DE
755,929776,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
756,929777,Hohenlohekreis,Hohenlohekreis,Baden-Wurttemberg,DE
757,929780,Hohenlohekreis,Hohenlohekreis,Baden-Wurttemberg,DE
758,929781,Hohenlohekreis,Hohenlohekreis,Baden-Wurttemberg,DE
759,929782,Hohenlohekreis,Hohenlohekreis,Baden-Wurttemberg,DE
760,929783,Hohenlohekreis,Hohenlohekreis,Baden-Wurttemberg,DE
761,929795,Hohenlohekreis,Hohenlohekreis,Baden-Wurttemberg,DE
762,929799,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
763,929800,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
764,929801,Ludwigsburg,Ludwigsburg,Baden-Wurttemberg,DE
765,929802,Ludwigsburg,Ludwigsburg,Baden-Wurttemberg,DE
766,929802,Ludwigsburg,Ludwigsburg,Baden-Wurttemberg,DE
767,929803,Ludwigsburg,Ludwigsburg,Baden-Wurttemberg,DE
768,929804,,,,DE
769,929808,Erfurt,Erfurt,Thuringia,DE
770,929809,Thuringia,,Thuringia,DE
771,929812,Hildburghausen,Hildburghausen,Thuringia,DE
772,930385,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
773,930387,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
774,930388,Heilbronn,Heilbronn,Baden-Wurttemberg,DE
775,930389,Heilbronn,Heilbronn,Baden-Wurttemberg,DE
776,930389,Heilbronn,Heilbronn,Baden-Wurttemberg,DE
777,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
778,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
779,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
780,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
781,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
782,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
783,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
784,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
785,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
786,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
787,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
788,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
789,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
790,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
791,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
792,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
793,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
794,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
795,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
796,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
797,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
798,930391,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
799,930392,Tubingen,Tubingen,Baden-Wurttemberg,DE
800,930393,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
801,930394,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
802,930395,Heilbronn,Heilbronn,Baden-Wurttemberg,DE
803,930782,Comanche,Comanche,Oklahoma,US
804,930821,Baden-Wurttemberg,,Baden-Wurttemberg,DE
805,930826,Bolzano,,Bolzano,IT
806,931096,East Greenland,,East Greenland,GL
807,931097,East Greenland,,East Greenland,GL
808,931097,East Greenland,,East Greenland,GL
809,932452,Rems-Murr-Kreis,Rems-Murr-Kreis,Baden-Wurttemberg,DE
810,933157,Skane,,Skane,SE
811,933166,Illizi,,Illizi,DZ
812,933166,Illizi,,Illizi,DZ
813,933492,Nova Scotia,,Nova Scotia,CA
814,933980,Fremont,Fremont,Wyoming,US
815,933981,Fremont,Fremont,Wyoming,US
816,934043,Bucks,Bucks,Pennsylvania,US
817,959358,Adilabad,Adilabad,Telangana,IN
818,963873,Grundy/Will,Grundy/Will,Illinois,US
819,963874,Jefferson,Jefferson,Ohio,US
820,963875,Jefferson,Jefferson,Ohio,US
821,964693,Clay,Clay,Texas,US
822,968279,Howard,Howard,Texas,US
823,968280,Howard,Howard,Texas,US
824,968281,Crosby,Crosby,Texas,US
825,970671,Batken,,Batken,KG
826,984553,Krakowski,Krakowski,Malopolskie,PL
827,984559,Ostrowiec,Ostrowiec,Swietoryzskie,PL
828,985111,Freudenstadt,Freudenstadt,Baden-Wurttemberg,DE
829,985112,Calw,Calw,Baden-Wurttemberg,DE
830,985128,Neckar-Odenwald-Kreis,Neckar-Odenwald-Kreis,Baden-Wurttemberg,DE
831,985129,Freudenstadt,Freudenstadt,Baden-Wurttemberg,DE
832,1016311,Mittelfranken,Mittelfranken,Bayern,DE
833,1016312,Mittelfranken,Mittelfranken,Bayern,DE
834,1016313,Mittelfranken,Mittelfranken,Bayern,DE
835,1016314,Mittelfranken,Mittelfranken,Bayern,DE
836,1016620,Gotha,Gotha,Thuringia,DE
837,1021845,Ohio,Ohio,West Virginia,US
838,1037998,Monongalia,Monongalia,West Virginia,US
839,1076088,Oberhessen,Oberhessen,Hessen,DE
840,1076089,Hessen,,Hessen,DE
841,1076287,Pinneburg,Pinneburg,Schleswig-Holstein,DE
842,1076974,Wartburgkreis,Wartburgkreis,Thuringen,DE
843,1079951,Utah,,Utah,US
844,1081097,,,,AA
845,1081098,,,,AA
846,1081114,Songea,Songea,Ruvuma,TZ
847,1087030,New South Wales,,New South Wales,AU
848,1087050,Queensland,,Queensland,AU
849,1087055,Queensland,,Queensland,AU
850,1087056,Queensland,,Queensland,AU
851,1087060,Queensland,,Queensland,AU
852,1087061,Queensland,,Queensland,AU
853,1087061,Queensland,,Queensland,AU
854,1087070,Queensland,,Queensland,AU
855,1087071,Queensland,,Queensland,AU
856,1087079,Queensland,,Queensland,AU
857,1087080,Queensland,,Queensland,AU
858,1087081,Hobart,Hobart,Tasmania,AU
859,1087082,Queensland,,Queensland,AU
860,1087087,Queensland,,Queensland,AU
861,1087247,New South Wales,,New South Wales,AU
862,1087277,New South Wales,,New South Wales,AU
863,1087300,New South Wales,,New South Wales,AU
864,1087301,New South Wales,,New South Wales,AU
865,1087308,New South Wales,,New South Wales,AU
866,1087312,New South Wales,,New South Wales,AU
867,1087518,Western Australia,,Western Australia,AU
868,1087519,Western Australia,,Western Australia,AU
869,1087520,Western Australia,,Western Australia,AU
870,1087521,Western Australia,,Western Australia,AU
871,1087522,Western Australia,,Western Australia,AU
872,1087523,Western Australia,,Western Australia,AU
873,1087524,Western Australia,,Western Australia,AU
874,1087526,West Bengal,,West Bengal,IN
875,1087562,West Bengal,,West Bengal,IN
876,1087565,Azad Jammu & Kashmir,,Azad Jammu & Kashmir,PK
877,1087566,Western Australia,,Western Australia,AU
878,1087567,Western Australia,,Western Australia,AU
879,1087659,Hobart,Hobart,Tasmania,AU
880,1087660,Hobart,Hobart,Tasmania,AU
881,1087661,Tasmania,,Tasmania,AU
882,1087662,Tasmania,,Tasmania,AU
883,1087663,Tasmania,,Tasmania,AU
884,1087669,Tasmania,,Tasmania,AU
885,1087670,Tasmania,,Tasmania,AU
886,1087671,Tasmania,,Tasmania,AU
887,1087672,Tasmania,,Tasmania,AU
888,1087673,Tasmania,,Tasmania,AU
889,1087674,Tasmania,,Tasmania,AU
890,1087675,Tasmania,,Tasmania,AU
891,1087678,Tasmania,,Tasmania,AU
892,1087679,Tasmania,,Tasmania,AU
893,1087681,Tasmania,,Tasmania,AU
894,1087682,Tasmania,,Tasmania,AU
895,1087683,Tasmania,,Tasmania,AU
896,1087684,Tasmania,,Tasmania,AU
897,1087685,Tasmania,,Tasmania,AU
898,1087685,Tasmania,,Tasmania,AU
899,1087685,Tasmania,,Tasmania,AU
900,1087685,Tasmania,,Tasmania,AU
901,1087685,Tasmania,,Tasmania,AU
902,1087685,Tasmania,,Tasmania,AU
903,1087685,Tasmania,,Tasmania,AU
904,1087685,Tasmania,,Tasmania,AU
905,1087685,Tasmania,,Tasmania,AU
906,1087685,Tasmania,,Tasmania,AU
907,1087685,Tasmania,,Tasmania,AU
908,1087685,Tasmania,,Tasmania,AU
909,1087685,Tasmania,,Tasmania,AU
910,1087685,Tasmania,,Tasmania,AU
911,1087685,Tasmania,,Tasmania,AU
912,1087832,Chhindwara,Chhindwara,Madhya Pradesh,IN
913,1087835,Chhindwara,Chhindwara,Madhya Pradesh,IN
914,1087838,Andhra Pradesh,,Andhra Pradesh,IN
915,1087840,Adilabad,Adilabad,Andhra Pradesh,IN
916,1087841,Maharashtra,,Maharashtra,IN
917,1089186,Adilabad,Adilabad,Andhra Pradesh,IN
918,1089187,Adilabad,Adilabad,Andhra Pradesh,IN
919,1089188,Adilabad,Adilabad,Andhra Pradesh,IN
920,1089196,Andhra Pradesh,,Andhra Pradesh,IN
921,1089197,Andhra Pradesh,,Andhra Pradesh,IN
922,1089197,Andhra Pradesh,,Andhra Pradesh,IN
923,1089197,Andhra Pradesh,,Andhra Pradesh,IN
924,1091731,Baden-Wurttemberg,,Baden-Wurttemberg,DE
925,1091732,Baden-Wurttemberg,,Baden-Wurttemberg,DE
926,1099423,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
927,1099958,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
928,1100726,Santa Fe,Santa Fe,New Mexico,US
929,1104070,Sachsen-Anhalt,,Sachsen-Anhalt,DE
930,1104073,Sachsen-Anhalt,,Sachsen-Anhalt,DE
931,1104074,Sachsen-Anhalt,,Sachsen-Anhalt,DE
932,1104076,Sachsen-Anhalt,,Sachsen-Anhalt,DE
933,1104083,Sachsen-Anhalt,,Sachsen-Anhalt,DE
934,1104084,Sachsen-Anhalt,,Sachsen-Anhalt,DE
935,1104088,Sachsen-Anhalt,,Sachsen-Anhalt,DE
936,1104091,Sachsen-Anhalt,,Sachsen-Anhalt,DE
937,1112606,Ilovlya,Ilovlya,Volgograd,RU
938,1113545,Rybinsk,Rybinsk,Yaroslavl,RU
939,1113595,Kuyurgazinskii,Kuyurgazinskii,Bashkortostan,RU
940,1113638,Borskii,Borskii,Samara,RU
941,1116262,Eastern Cape,,Eastern Cape,ZA
942,1127412,Ilovlya,Ilovlya,Volgograd,RU
943,1127413,Ilovlya,Ilovlya,Volgograd,RU
944,1127434,Nagorsk,Nagorsk,Kirov,RU
945,1127576,Ilekskii,Ilekskii,Orenburg,RU
946,1129698,Western Australia,,Western Australia,AU
947,1130472,Free State,,Free State,ZA
948,1130488,Free State,,Free State,ZA
949,1130489,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
950,1130490,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
951,1130491,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
952,1130492,Bergville,Bergville,KwaZulu-Natal,ZA
953,1130495,KwaZulu-Natal,,KwaZulu-Natal,ZA
954,1130496,KwaZulu-Natal,,KwaZulu-Natal,ZA
955,1130694,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
956,1130695,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
957,1131046,Northeast Greenland National Park,,Northeast Greenland National Park,GL
958,1131047,Northeast Greenland National Park,,Northeast Greenland National Park,GL
959,1131048,Northeast Greenland National Park,,Northeast Greenland National Park,GL
960,1131049,Northeast Greenland National Park,,Northeast Greenland National Park,GL
961,1131085,Northeast Greenland National Park,,Northeast Greenland National Park,GL
962,1131086,Northeast Greenland National Park,,Northeast Greenland National Park,GL
963,1131087,Northeast Greenland National Park,,Northeast Greenland National Park,GL
964,1131088,Northeast Greenland National Park,,Northeast Greenland National Park,GL
965,1131095,Northeast Greenland National Park,,Northeast Greenland National Park,GL
966,1131097,Northeast Greenland National Park,,Northeast Greenland National Park,GL
967,1131219,,,,SJ
968,1131223,,,,SJ
969,1131868,Ambilobe,Ambilobe,Diana,MG
970,1131869,,,,SJ
971,1131895,,,,SJ
972,1131896,,,,SJ
973,1131898,,,,SJ
974,1131899,,,,SJ
975,1131900,,,,SJ
976,1131901,,,,SJ
977,1131902,,,,SJ
978,1131903,,,,SJ
979,1131904,,,,SJ
980,1131905,,,,SJ
981,1131906,,,,SJ
982,1131965,,,,SJ
983,1131966,,,,SJ
984,1131970,,,,SJ
985,1131971,,,,SJ
986,1131972,,,,SJ
987,1131973,,,,SJ
988,1131982,,,,SJ
989,1131983,,,,SJ
990,1132143,Ambilobe,Ambilobe,Diana,MG
991,1132144,Ambilobe,Ambilobe,Diana,MG
992,1132145,Ambilobe,Ambilobe,Diana,MG
993,1132146,Ambilobe,Ambilobe,Diana,MG
994,1132147,Ambilobe,Ambilobe,Diana,MG
995,1132148,Ambilobe,Ambilobe,Diana,MG
996,1132149,Ambilobe,Ambilobe,Diana,MG
997,1132150,Ambilobe,Ambilobe,Diana,MG
998,1132151,Ambilobe,Ambilobe,Diana,MG
999,1132152,Ambilobe,Ambilobe,Diana,MG
1000,1132252,Ambilobe,Ambilobe,Diana,MG
1001,1132254,Ambilobe,Ambilobe,Diana,MG
1002,1132297,Engcobo,Engcobo,Eastern Cape,ZA
1003,1132307,Chris Hani,Chris Hani,Eastern Cape,ZA
1004,1132308,Pixley ka Seme,Pixley ka Seme,Northern Cape,ZA
1005,1133423,Eastern Cape,,Eastern Cape,ZA
1006,1133445,Eastern Cape,,Eastern Cape,ZA
1007,1134100,Thabo Mofutsanyane,Thabo Mofutsanyane,Free State,ZA
1008,1134114,Eastern Cape,,Eastern Cape,ZA
1009,1134116,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
1010,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1011,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1012,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1013,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1014,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1015,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1016,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1017,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1018,1134117,Chris Hani,Chris Hani,Eastern Cape,ZA
1019,1134118,Eastern Cape,,Eastern Cape,ZA
1020,1134118,Eastern Cape,,Eastern Cape,ZA
1021,1134119,Eastern Cape,,Eastern Cape,ZA
1022,1134120,Free State,,Free State,ZA
1023,1134120,Free State,,Free State,ZA
1024,1134121,Xhariep,Xhariep,Free State,ZA
1025,1134122,Free State,,Free State,ZA
1026,1134124,Xhariep,Xhariep,Free State,ZA
1027,1134125,Xhariep,Xhariep,Free State,ZA
1028,1134126,Xhariep,Xhariep,Free State,ZA
1029,1134126,Xhariep,Xhariep,Free State,ZA
1030,1134127,Thabo Mofutsanyane,Thabo Mofutsanyane,Free State,ZA
1031,1134137,Eastern Cape,,Eastern Cape,ZA
1032,1134137,Eastern Cape,,Eastern Cape,ZA
1033,1134138,Thabo Mofutsanyane,Thabo Mofutsanyane,Free State,ZA
1034,1134176,Free State,,Free State,ZA
1035,1134194,Free State,,Free State,ZA
1036,1134210,Maletswai,Maletswai,Eastern Cape,ZA
1037,1142020,Eastern Cape,,Eastern Cape,ZA
1038,1142024,Chris Hani,Chris Hani,Eastern Cape,ZA
1039,1142138,Eastern Cape,,Eastern Cape,ZA
1040,1142822,Mangaung,Mangaung,Free State,ZA
1041,1142839,Thabo Mofutsanyana,Thabo Mofutsanyana,Free State,ZA
1042,1142840,Thabo Mofutsanyana,Thabo Mofutsanyana,Free State,ZA
1043,1142844,Thabo Mofutsanyana,Thabo Mofutsanyana,Free State,ZA
1044,1142847,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1045,1143559,Rouxville,Rouxville,Free State,ZA
1046,1143569,Eastern Cape,,Eastern Cape,ZA
1047,1143595,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1048,1143608,Venterstad,Venterstad,Eastern Cape,ZA
1049,1143834,Senekal,Senekal,Free State,ZA
1050,1143835,Senekal,Senekal,Free State,ZA
1051,1143860,Free State,,Free State,ZA
1052,1163741,Tetyushi,Tetyushi,Tatarstan,RU
1053,1209762,Sidhi,Sidhi,Madhya Pradesh,IN
1054,1210850,Akhtubinskii,Akhtubinskii,Astrakhan,RU
1055,1221318,Kostroma,,Kostroma,RU
1056,1221320,Kostroma,,Kostroma,RU
1057,1221322,Kirov,,Kirov,RU
1058,1237952,Noble,Noble,Oklahoma,US
1059,1242744,Baylor/Willbarger,Baylor/Willbarger,Texas,US
1060,1264414,Staffordshire,Staffordshire,England,UK
1061,1286789,,,,AA
1062,1300960,Clay,Clay,Texas,US
1063,1301296,Rio Arriba,Rio Arriba,New Mexico,US
1064,1301297,Rio Arriba,Rio Arriba,New Mexico,US
1065,1304609,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
1066,1307367,West Bengal,,West Bengal,IN
1067,1307512,Warwickshire,Warwickshire,England,UK
1068,1311815,Jefferson,Jefferson,Ohio,US
1069,1311853,Jefferson,Jefferson,Ohio,US
1070,1313771,Rumphi,Rumphi,Northern Region,MW
1071,1314749,Archer,Archer,Texas,US
1072,1314749,Archer,Archer,Texas,US
1073,1314750,Archer,Archer,Texas,US
1074,1314753,Young,Young,Texas,US
1075,1314763,Archer County,Archer County,Texas,US
1076,1315229,Young County,Young County,Texas,US
1077,1315230,Archer,Archer,Texas,US
1078,1315231,Archer,Archer,Texas,US
1079,1315232,Jack Couty,Jack Couty,Texas,US
1080,1315233,Otero County,Otero County,New Mexico,US
1081,1315234,Ohio,,Ohio,US
1082,1315235,Clay County,Clay County,Texas,US
1083,1315301,Bernalillo,Bernalillo,New Mexico,US
1084,1315325,Rakovnik,,Rakovnik,CZ
1085,1315463,Gotha District,Gotha District,Thuringia,DE
1086,1315479,Bockelwitz,Bockelwitz,Mittelsachsen,DE
1087,1315480,Sachsen-Anhalt,,Sachsen-Anhalt,DE
1088,1315481,Saxony-Anhalt,,Saxony-Anhalt,DE
1089,1315482,,,,DE
1090,1315483,Bohemian Region,,Bohemian Region,CZ
1091,1315505,Emsetal,Emsetal,Thuringia,DE
1092,1316960,Burgundy,,Burgundy,FR
1093,1317698,Pilsen-North,Pilsen-North,Pilsen,CZ
1094,1317699,Pilsen-North,Pilsen-North,Pilsen,CZ
1095,1317917,Knox,Knox,Texas,US
1096,1317919,Knox,Knox,Texas,US
1097,1317937,Foard,Foard,Texas,US
1098,1317981,Knox,Knox,Texas,US
1099,1317986,Baylor,Baylor,Texas,US
1100,1317987,Baylor,Baylor,Texas,US
1101,1319240,Jefferson,Jefferson,Ohio,US
1102,1328468,Taylor,Taylor,Texas,US
1103,1328469,Taylor,Taylor,Texas,US
1104,1328481,Taylor,Taylor,Texas,US
1105,1328492,Haskell ,Haskell ,Texas,US
1106,1328493,Haskell ,Haskell ,Texas,US
