Locality,id,Taxon,MaxAge,MinAge,Rotated Lat,Rotated Lon,Area
Volgograd,2086,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2087,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2088,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2089,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2090,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2091,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2092,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2093,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2094,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2095,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2096,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2097,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,2098,Benthosuchus,251.2,247.2,47.012,29.6875,1
Volgograd,1848,Thoosuchus,251.2,247.2,47.012,29.6875,1
Evenk Autonomous District,1847,Tungussogyrinus,259.51,247.2,71.3841,30.5145,1
Evenk Autonomous District,1846,Tungussogyrinus,259.51,247.2,71.3841,30.5145,1
Evenk Autonomous District,1845,Tungussogyrinus,259.51,247.2,71.3841,30.5145,1
Orenburg,1844,Eryosuchus,247.2,242.0,48.8243,42.2106,1
Texas,1843,Eryops,298.9,290.1,-2.7466,-38.9219,1
Allier,1842,Actinodon,298.9,290.1,9.6624,15.1988,1
KwaZulu-Natal,1841,Lydekkerina,251.902,247.2,-60.8807,-1.1886,1
Arizona,1840,Hadrokkosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1839,Eocyclotosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1838,Rhadalognathus,247.2,244.7,9.7821,-43.158,1
Orenburg,1837,Platyoposaurus,266.9,259.51,40.6921,38.7763,1
Orenburg,1836,Tryphosuchus,266.9,259.51,40.6921,38.7763,1
Texas,1835,Cacops,283.5,273.01,-1.1855,-37.6892,1
Bashkortostan,1834,Melosaurus,276.5,266.9,38.8994,37.6487,1
Archangelsk,1833,Dvinosaurus,259.51,256.8,45.3047,25.947,1
Archangelsk,1832,Dvinosaurus,259.51,256.8,45.3047,25.947,1
Archangelsk,1831,Dvinosaurus,259.51,256.8,45.3047,25.947,1
New South Wales,1830,Paracyclotosaurus,247.2,242.0,-62.8262,133.5696,1
Malopolskie,1829,Czatkobatrachus,251.2,247.2,29.45,26.3383,1
Malopolskie,1828,Parotosuchus,251.2,247.2,29.45,26.3383,1
Arizona,1827,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1826,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1825,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Texas,1824,Metoposaurus,237.0,201.4,-1.3878,-41.1268,1
Texas,1823,Metoposaurus,237.0,201.4,-1.3878,-41.1268,1
Komi,1822,Wetlugasaurus,251.2,247.2,52.3465,25.1911,1
Komi,1821,Angusaurus,251.2,247.2,52.3465,25.1911,1
Komi,1820,Vyborosaurus,251.2,247.2,52.3465,25.1911,1
Primorye,1819,Aphaneramma,248.9,247.2,40.1309,144.5677,1
Primorye,1818,Aphaneramma,248.9,247.2,40.1309,144.5677,1
Arizona,1817,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1816,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Lorraine,1815,Metoposaurus,208.5,201.4,37.6253,13.0683,1
Lorraine,1814,Plagiosaurus,208.5,201.4,37.6253,13.0683,1
Arizona,1813,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1812,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1811,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1810,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Saxony,1809,Onchiodon,293.52,290.1,16.6404,19.5629,1
Saxony,1808,Onchiodon,293.52,290.1,16.6404,19.5629,1
Saxony,1807,Apateon,293.52,290.1,16.6404,19.5629,1
Saxony,1806,Branchierpeton,293.52,290.1,16.6404,19.5629,1
Saxony,1805,Acanthostomatops,293.52,290.1,16.6404,19.5629,1
New Mexico,1804,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Luxembourg,1803,Plagiosaurus,216.7,213.2,32.5932,9.3339,1
Luxembourg,1802,Cyclotosaurus,216.7,213.2,32.5932,9.3339,1
England,1801,Cyclotosaurus,247.2,242.0,24.5505,12.962,1
England,1800,Cyclotosaurus,247.2,242.0,24.5505,12.962,1
England,1799,Mastodonsaurus,247.2,242.0,24.5505,12.962,1
Czechia,1798,Apateon,283.5,259.51,17.7901,21.2009,1
Arizona,1797,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1796,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1795,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1794,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
New Mexico,1793,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Opole,1792,Cyclotosaurus,237.0,208.5,33.3149,17.5971,1
Opole,1791,Metoposaurus,237.0,208.5,33.3149,17.5971,1
Opole,1790,Cyclotosaurus,233.4,227.0,33.3149,17.5971,1
New Mexico,1789,Anaschisma,227.0,208.5,3.8366,-43.9682,1
Oklahoma,1782,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1783,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1784,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1785,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1786,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1787,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1788,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1781,Doleserpeton,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1780,Tersomius,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1778,Acheloma,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1779,Acheloma,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1777,Cacops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1776,Trimerorhachis,283.5,273.01,1.0593,-36.5887,1
Oklahoma,1775,Tersomius,283.5,273.01,1.0593,-36.5887,1
Agadez,1774,Saharastega,254.14,251.902,-9.577,6.2542,1
Agadez,1773,Nigerpeton,254.14,251.902,-9.577,6.2542,1
Texas,1764,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1765,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1766,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1767,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1768,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1769,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1770,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1771,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Texas,1772,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Wales,1763,Mastodonsaurus,208.5,201.4,35.9688,2.1884,1
Wales,1762,Trematosaurus,208.5,201.4,35.9688,2.1884,1
England,1761,Mastodonsaurus,247.2,242.0,24.5505,12.962,1
England,1760,Mastodonsaurus,247.2,237.0,24.5505,12.962,1
England,1759,Stenotosaurus,247.2,237.0,24.5505,12.962,1
New Mexico,1758,Anaschisma,227.0,208.5,1.3531,-47.1801,1
New Mexico,1757,Anaschisma,227.0,208.5,1.3531,-47.1801,1
New Mexico,1756,Anaschisma,227.0,208.5,1.3531,-47.1801,1
New Mexico,1755,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Baden-Wurttemberg,1754,Gerrothorax,216.7,213.2,32.5932,9.3339,1
Oklahoma,1753,Tersomius,283.5,273.01,1.0593,-36.5887,1
Utah,1752,Eryops,298.9,273.01,5.4889,-44.6476,1
Texas,1751,Slaugenhopia,283.5,266.9,0.2573,-40.5036,1
Portugal,1750,Metoposaurus,237.0,208.5,12.0025,2.0252,1
Opole,1749,Metoposaurus,233.4,227.0,33.3149,17.5971,1
New Mexico,1748,Apachesaurus,227.0,208.5,1.3572,-44.289,1
New Mexico,1747,Apachesaurus,227.0,208.5,1.3572,-44.289,1
Texas,1746,Anaschisma,237.0,208.5,-1.3878,-41.1268,1
Arizona,1745,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1744,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Texas,1743,Anaschisma,237.0,227.0,1.0633,-40.6348,1
Tatarstan,1742,Melosaurus,276.5,266.9,38.1038,33.5023,1
Texas,1741,Trimerorhachis,286.1,273.01,0.6581,-40.4143,1
Texas,1740,Trimerorhachis,283.5,273.01,0.2573,-40.5036,1
Oklahoma,1739,Trimerorhachis,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1738,Eryops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1737,Trimerorhachis,286.1,273.01,1.5211,-36.5866,1
Oklahoma,1736,Trimerorhachis,286.1,273.01,1.5211,-36.5866,1
Oklahoma,1735,Eryops,286.1,273.01,1.5211,-36.5866,1
Oklahoma,1734,Eryops,286.1,273.01,1.5211,-36.5866,1
Texas,1733,Trimerorhachis,290.1,283.5,-2.9808,-38.7628,1
Oklahoma,1732,Doleserpeton,286.1,273.01,-0.73,-37.6741,1
Texas,1731,Slaugenhopia,283.5,266.9,0.2573,-40.5036,1
Ohio,1730,Isodectes,309.8,307.4,-0.4818,-24.8936,1
Ohio,1729,Isodectes,309.8,307.4,-0.4818,-24.8936,1
Texas,1728,Trimerorhachis,290.1,273.01,-2.9808,-38.7628,1
Texas,1727,Trimerorhachis,290.1,273.01,-0.73,-37.6741,1
Texas,1726,Eryops,290.1,273.01,-0.73,-37.6741,1
Agadez,1725,Nigerpeton,254.14,251.902,-9.577,6.2542,1
Gansu,1724,Anakamacops,273.01,266.9,39.6978,104.1239,1
Orenburg,1723,Parotosuchus,251.2,247.2,48.3133,44.0363,1
Orenburg,1722,Parotosuchus,251.2,247.2,48.3133,44.0363,1
Orenburg,1721,Yarengia,251.2,247.2,48.3133,44.0363,1
Orenburg,1720,Eryosuchus,251.2,247.2,48.3133,44.0363,1
Bashkortostan,1719,Mastodonsaurus,242.0,237.0,51.5683,36.4314,1
Bashkortostan,1718,Plagioscutum,242.0,237.0,51.5683,36.4314,1
Texas,1717,Eryops,298.9,286.1,-2.7466,-38.9219,1
Texas,1716,Zatrachys,298.9,286.1,-2.7466,-38.9219,1
Texas,1715,Acheloma,298.9,286.1,-2.7466,-38.9219,1
Texas,1714,Phonerpeton,298.9,286.1,-2.7466,-38.9219,1
Colorado,1713,Eryops,298.9,286.1,5.8574,-44.6091,1
Colorado,1712,Platyhystrix,298.9,286.1,5.8574,-44.6091,1
Thuringia,1711,Georgenthalia,290.1,283.5,15.5589,17.6663,1
Orenburg,1710,Konzhukovia,266.9,264.28,42.6534,40.3398,1
Oklahoma,1709,Trimerorhachis,286.1,273.01,1.5211,-36.5866,1
Oklahoma,1708,Eryops,286.1,273.01,1.5211,-36.5866,1
Texas,1707,Zatrachys,298.9,290.1,-2.7466,-38.9219,1
Texas,1706,Trimerorhachis,298.9,290.1,-2.7466,-38.9219,1
New Mexico,1705,Chenoprosopus,298.9,286.1,2.4804,-43.1405,1
Vladimir,1704,Dvinosaurus,259.51,256.8,41.0308,30.3357,1
Uruguay,1703,Uruyiella,237.0,201.4,-51.8925,-8.9992,1
Kirov,1702,Platyoposaurus,276.5,266.9,37.4571,29.4678,1
Orenburg,1701,Platyoposaurus,266.9,264.28,42.6534,40.3398,1
Kirov,1700,Platyoposaurus,266.9,264.28,43.179,32.9426,1
Kirov,1699,Melosaurus,266.9,264.28,43.179,32.9426,1
Oklahoma,1698,Eryops,286.1,273.01,1.5211,-36.5866,1
Oklahoma,1697,Trimerorhachis,286.1,273.01,1.5211,-36.5866,1
Kirov,1696,Melosaurus,276.5,266.9,37.4571,29.4678,1
Kirov,1695,Zygosaurus,276.5,266.9,37.4571,29.4678,1
Komi,1694,Intasuchus,276.5,273.01,45.2403,22.8665,1
Komi,1693,Syndyodosuchus,276.5,273.01,45.2403,22.8665,1
Texas,1692,Rileymillerus,227.0,208.5,-1.4701,-41.4649,1
England,1691,Eocyclotosaurus,247.2,242.0,21.0544,12.2826,1
England,1690,Eocyclotosaurus,247.2,242.0,21.0544,12.2826,1
Kirov,1689,Dvinosaurus,264.28,259.51,44.3876,33.3665,1
Oklahoma,1688,Eryops,290.1,273.01,-0.73,-37.6741,1
Thailand,1687,Cyclotosaurus,227.0,208.5,30.6753,108.9736,1
Queensland,1686,Lapillopsis,251.902,251.2,-54.016,134.4377,1
Eastern Cape,1685,Batrachosuchus,247.2,242.0,-61.3754,-6.6214,1
Oklahoma,1683,Pasawioops,290.1,283.5,-0.73,-37.6741,1
Oklahoma,1684,Pasawioops,290.1,283.5,-0.73,-37.6741,1
Thuringia,1682,Tambachia,290.1,283.5,15.5589,17.6663,1
Texas,1681,Gerobatrachus,283.5,273.01,0.2573,-40.5036,1
Wyoming,1680,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1678,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1679,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1675,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1676,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1677,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1674,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1673,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1672,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1671,Anaschisma,237.0,227.0,9.7144,-44.588,1
Wyoming,1670,Anaschisma,237.0,227.0,9.7144,-44.588,1
Diana,1669,Triadobatrachus,251.902,248.9,-37.335,38.8469,1
New Mexico,1668,Apachesaurus,227.0,213.2,1.7225,-43.6358,1
Arizona,1667,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1666,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1665,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1664,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1663,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1662,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1661,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1660,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1659,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1658,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1657,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1656,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1655,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1654,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1653,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1652,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1651,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1650,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1649,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1648,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1647,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1646,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1645,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1644,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1643,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1636,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1637,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1638,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1639,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1640,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1641,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1642,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1635,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1634,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1633,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1629,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1630,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1631,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1632,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1628,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1627,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1626,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1625,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1624,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Orenburg,1623,Plagioscutum,247.2,242.0,48.8243,42.2106,1
Orenburg,1622,Wetlugasaurus,251.2,247.2,46.4143,42.1659,1
Orenburg,1621,Benthosuchus,251.2,247.2,46.4143,42.1659,1
Orenburg,1620,Parotosuchus,251.2,247.2,46.9132,47.1091,1
Orenburg,1619,Wetlugasaurus,251.2,247.2,46.9132,47.1091,1
Orenburg,1618,Rhytidosteus,251.2,247.2,46.9132,47.1091,1
Orenburg,1617,Batrachosuchoides,251.2,247.2,46.9132,47.1091,1
Orenburg,1616,Melanopelta,251.2,247.2,46.9132,47.1091,1
Arizona,1615,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1614,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1613,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1612,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1611,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1610,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1609,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1608,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1607,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1606,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1600,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1601,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1602,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1603,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1604,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1605,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1596,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1597,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1598,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1599,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1595,Anaschisma,227.0,208.5,3.8468,-47.0031,1
Arizona,1594,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1593,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1592,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1591,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1590,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1589,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1588,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1587,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1586,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1585,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1584,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1583,Anaschisma,227.0,208.5,1.3531,-47.1801,1
Arizona,1582,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
Arizona,1581,Apachesaurus,208.5,201.4,6.0887,-50.239,1
Arizona,1580,Anaschisma,208.5,201.4,6.0887,-50.239,1
Arizona,1579,Anaschisma,227.0,208.5,1.6254,-50.2406,1
Arizona,1578,Apachesaurus,227.0,208.5,1.6254,-50.2406,1
Arizona,1577,Anaschisma,227.0,208.5,1.6254,-50.2406,1
Arizona,1576,Anaschisma,227.0,208.5,1.3531,-47.1801,1
New Mexico,1575,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
New Mexico,1574,Apachesaurus,227.0,208.5,1.3531,-47.1801,1
New Mexico,1573,Apachesaurus,227.0,208.5,1.3572,-44.289,1
New Mexico,1572,Apachesaurus,227.0,208.5,1.3572,-44.289,1
New Mexico,1571,Apachesaurus,227.0,208.5,1.3572,-44.289,1
New Mexico,1570,Apachesaurus,227.0,208.5,1.3572,-44.289,1
Texas,1569,Isodectes,283.5,273.01,1.0593,-36.5887,1
Oklahoma,1568,Anaschisma,233.4,227.0,3.5144,-40.1421,1
New Mexico,1567,Apachesaurus,227.0,208.5,3.8366,-43.9682,1
Orenburg,1566,Benthosuchus,251.902,251.2,47.7835,44.5676,1
Archangelsk,1565,Wetlugasaurus,251.2,247.2,52.7003,16.6602,1
Archangelsk,1564,Wetlugasaurus,251.2,247.2,52.7003,16.6602,1
Orenburg,1563,Parotosuchus,251.2,247.2,48.3133,44.0363,1
Texas,1562,Anaschisma,227.0,208.5,-1.4701,-41.4649,1
Queensland,1561,Warrenisuchus,251.902,251.2,-52.1532,140.794,1
Madhya Pradesh,1560,Metoposaurus,237.0,227.0,-30.8144,64.7603,1
New Mexico,1559,Apachesaurus,227.0,208.5,1.3572,-44.289,1
New Mexico,1558,Apachesaurus,227.0,208.5,1.3572,-44.289,1
Arizona,1557,Stanocephalosaurus,248.9,247.2,10.7549,-46.119,1
Arizona,1556,Eocyclotosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1555,Eocyclotosaurus,247.2,244.7,10.7549,-46.119,1
Arizona,1554,Eocyclotosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1553,Eocyclotosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1552,Quasicyclotosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1551,Quasicyclotosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1550,Stanocephalosaurus,247.2,244.7,9.7821,-43.158,1
Arizona,1549,Wellesaurus,248.9,247.2,10.7549,-46.119,1
Arizona,1548,Cosgriffius,248.9,247.2,10.7549,-46.119,1
Arizona,1547,Wellesaurus,248.9,247.2,10.7549,-46.119,1
Arizona,1546,Wellesaurus,248.9,247.2,10.7549,-46.119,1
Arizona,1545,Eocyclotosaurus,247.2,244.7,10.7549,-46.119,1
Arizona,1544,Vigilius,247.2,244.7,9.7821,-43.158,1
Eastern Cape,1543,Paracyclotosaurus,247.2,242.0,-63.335,-9.9696,1
Free State,1542,Jammerbergia,247.2,242.0,-61.3754,-6.6214,1
Eastern Cape,1541,Vanastega,247.2,242.0,-61.3754,-6.6214,1
Eastern Cape,1540,Xenotosuchus,247.2,242.0,-61.3754,-6.6214,1
Orenburg,1539,Eryosuchus,247.2,242.0,48.8243,42.2106,1
Orenburg,1538,Eryosuchus,247.2,242.0,48.8243,42.2106,1
Orenburg,1537,Plagioscutum,247.2,242.0,48.8243,42.2106,1
Orenburg,1536,Eryosuchus,247.2,242.0,48.8243,42.2106,1
Orenburg,1535,Plagiorophus,247.2,242.0,48.8243,42.2106,1
Orenburg,1534,Bukobaja,242.0,237.0,51.5683,36.4314,1
Bashkortostan,1533,Plagioscutum,247.2,242.0,48.8243,42.2106,1
Bashkortostan,1532,Eryosuchus,247.2,242.0,46.885,40.4161,1
Bashkortostan,1531,Plagioscutum,247.2,242.0,46.885,40.4161,1
Bashkortostan,1530,Plagiorophus,247.2,242.0,46.885,40.4161,1
Bashkortostan,1529,Eryosuchus,247.2,242.0,46.885,40.4161,1
Bashkortostan,1528,Plagiorophus,247.2,242.0,46.885,40.4161,1
Orenburg,1527,Mastodonsaurus,242.0,237.0,51.5683,36.4314,1
Orenburg,1526,Mastodonsaurus,242.0,237.0,51.5683,36.4314,1
Orenburg,1525,Bukobaja,242.0,237.0,51.5683,36.4314,1
Orenburg,1524,Cyclotosaurus,242.0,237.0,51.5683,36.4314,1
Orenburg,1523,Eryosuchus,247.2,242.0,48.8243,42.2106,1
Hubei,1522,Yuanansuchus,247.2,242.0,18.3084,126.3019,1
England,1521,Mastodonsaurus,247.2,242.0,23.3969,10.8064,1
England,1520,Cyclotosaurus,247.2,242.0,23.3969,10.8064,1
Bavaria,1519,Metoposaurus,237.0,227.0,29.6148,13.9762,1
Bavaria,1518,Metoposaurus,237.0,227.0,29.6148,13.9762,1
Bavaria,1517,Metoposaurus,237.0,227.0,29.6148,13.9762,1
Bavaria,1516,Cyclotosaurus,237.0,227.0,29.6148,13.9762,1
Bavaria,1515,Metoposaurus,237.0,227.0,29.6148,13.9762,1
Bavaria,1514,Gerrothorax,237.0,227.0,29.6148,13.9762,1
Bavaria,1513,Stenotosaurus,247.2,244.7,26.4493,22.0688,1
Austria,1512,Tatrasuchus,242.0,237.0,25.8877,19.3809,1
Rio Grande do Sul,1511,Sangaia,251.902,247.2,-46.4894,-19.7677,1
Eastern,1510,Cherninia,247.2,242.0,-46.5586,19.7779,1
Eastern,1509,Batrachosuchus,247.2,242.0,-46.5586,19.7779,1
Eastern,1508,Stanocephalosaurus,247.2,242.0,-46.5586,19.7779,1
Baden-Wurttemberg,1507,Callistomordax,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1506,Trematolestes,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1505,Mastodonsaurus,239.7,237.0,27.7242,17.4803,1
Catalonia,1504,Calmasuchus,247.2,242.0,17.3547,21.0994,1
Ruvuma,1503,Stanocephalosaurus,247.2,242.0,-46.5586,19.7779,1
Free State,1502,Lydekkerina,251.902,247.2,-60.8807,-1.1886,1
Pennsylvania,1501,Anaschisma,227.0,208.5,6.739,-20.6269,1
Baden-Wurttemberg,1500,Trematolestes,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1499,Gerrothorax,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1498,Mastodonsaurus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1497,Plagiosuchus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1496,Plagiosuchus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1495,Plagiosuchus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1494,Plagiosuchus,239.7,237.0,27.7242,17.4803,1
Thuringia,1493,Plagiosuchus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1492,Trematolestes,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1491,Tatrasuchus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1490,Plagiosuchus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1489,Gerrothorax,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1488,Mastodonsaurus,239.7,237.0,27.7242,17.4803,1
Baden-Wurttemberg,1487,Trematolestes,239.7,237.0,27.7242,17.4803,1
