,occurrence_no_x,locality,county_original,state,cc,notes,genus,age_max,age_min
2122,1423615,Volgograd,Nikolsk,Volgograd,RU,,Benthosuchus,251.2,247.2
2123,1423616,Vosges,,Vosges,FR,,Eocyclotosaurus,247.2,242.0
2124,1423617,Bas-Rhin,,Bas-Rhin,FR,,Eocyclotosaurus,247.2,242.0
2125,1423618,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Cyclotosaurus,242.0,237.0
2126,1423653,San Juan,Valle Fertil,San Juan,AR,,Promastodonsaurus,237.0,208.5
2127,1423654,Westphalia,,Westphalia,DE,,Mastodonsaurus,247.2,242.0
2128,1423655,Archangelsk,,Archangelsk,RU,,Yarengia,251.2,247.2
2129,1423663,Kirov,,Kirov,RU,,Vladlenosaurus,251.902,247.2
2130,1423664,Saxony,Weisseritzkreis,Saxony,DE,,Archegosaurus,293.52,290.1
2131,1423665,Thuringia,,Thuringia,DE,,Limnogyrinus,298.9,283.5
2132,1424999,Texas,Archer,Texas,US,,Tersomius,298.9,286.1
2133,1425011,Texas,Archer,Texas,US,,Pasawioops,298.9,286.1
2134,1425012,Texas,Archer,Texas,US,,Reiszerpeton,298.9,290.1
2135,1425271,Czechia,Pilsen-North,Pilsen,CZ,,Cochleosaurus,309.8,307.4
2136,1425273,Czechia,,Boheme,CZ,,Chelydosaurus,283.5,259.51
2137,1425274,Czechia,,,CZ,,Sclerocephalus,298.9,283.5
2138,1425275,Czechia,Pilsen-North,Pilsen,CZ,,Potamochoston,309.8,307.4
2139,1425276,Ohio,Jefferson,Ohio,US,,Stegops,309.8,307.4
2140,1425279,Czechia,,South Moravia,CZ,,Melanerpeton,298.9,273.01
2141,1425280,Czechia,Pilsen-North,Pilsen,CZ,,Mordex,309.8,307.4
2142,1425281,Czechia,Pilsen-North,Pilsen,CZ,,Cochleosaurus,309.8,307.4
2143,1425282,Czechia,Pilsen-North,Pilsen,CZ,,Macromerium,309.8,307.4
2144,1425288,Czechia,Pilsen-North,Pilsen,CZ,,Limnerpeton,309.8,307.4
2145,1425289,Czechia,Pilsen-North,Pilsen,CZ,,Limnerpeton,309.8,307.4
2146,1425291,Czechia,Pilsen-North,Pilsen,CZ,,Sparagmites,309.8,307.4
2147,1425294,Pennsylvania,Alleghany,Pennsylvania,US,,Branchiosaurus,307.0,298.9
2148,1428417,Western Cape,Prince Albert,Western Cape,ZA,,Rhinesuchus,264.28,259.51
2149,1428991,Western Cape,,Western Cape,ZA,,Rhinesuchoides,264.28,259.51
2150,1429155,Texas,,Texas,US,,Zatrachys,290.1,283.5
2151,1429156,Texas,,Texas,US,,Eryops,290.1,283.5
2152,1429175,Texas,Taylor,Texas,US,,Cacops,283.5,273.01
2154,1491277,Texas,Crosby,Texas,US,,Anaschisma,237.0,208.5
2155,1491392,Texas,Clay,Texas,US,,Eryops,298.9,286.1
2156,1491648,Texas,Clay,Texas,US,,Eryops,298.9,290.1
2157,1491819,Texas,Clay,Texas,US,,Eryops,298.9,293.52
2158,1491824,Texas,Montague,Texas,US,,Eryops,298.9,293.52
2159,1494771,Madhya Pradesh,Shahdol,Madhya Pradesh,IN,,Eodiscoglossus,237.0,227.0
2160,1494775,Madhya Pradesh,Shahdol,Madhya Pradesh,IN,,Metoposaurus,237.0,227.0
2161,1494788,Madhya Pradesh,Shahdol,Madhya Pradesh,IN,,Metoposaurus,237.0,227.0
2162,1517672,Svalbard,,,SJ,what is SJ?,Lyrocephaliscus,251.2,248.9
2163,1535404,Kansas,Greenwood County,Kansas,US,,Eryops,303.7,298.9
2164,1535408,Kansas,Greenwood County,Kansas,US,,Trimerorhachis,303.7,298.9
2165,1545289,Oklahoma,Comanche,Oklahoma,US,,Aspidosaurus,290.1,283.5
2166,1545290,Oklahoma,Comanche,Oklahoma,US,,Dissorophus,290.1,283.5
2167,1545818,Colorado,San Miguel,Colorado,US,,Conjunctio,298.9,286.1
2168,1545820,Burgundy,,Burgundy,FR,,Nyranerpeton,301.4,300.3
2169,1545821,Illinois,,Illinois,US,,Amphibamus,309.8,307.4
2170,1546518,Arizona,Apache,Arizona,US,,Anaschisma,227.0,208.5
2171,1546563,Oklahoma,Blaine,Oklahoma,US,,Nooxobeia,273.01,264.28
2172,1546564,Allier,,Allier,FR,,Anthracobamus,300.9,300.3
2173,1546565,Allier,,Allier,FR,,Branchiosaurus,300.9,300.3
2174,1546686,Czechia,,,CZ,,Korkonterpeton,298.9,293.52
2175,1546691,Thuringia,Gotha District,Thuringia,DE,,Schoenfelderpeton,298.9,293.52
2176,1546692,Thuringia,Gotha District,Thuringia,DE,,Glanochthon,298.9,293.52
2177,1546693,Thuringia,,Thuringia,DE,,Apateon,298.9,293.52
2178,1546694,Thuringia,,Thuringia,DE,,Melanerpeton,298.9,293.52
2179,1546695,Thuringia,,Thuringia,DE,,Sclerocephalus,298.9,293.52
2180,1546803,Texas,Garza,Texas,US,,Metoposaurus,227.0,208.5
2181,1546983,Westphalia,,Westphalia,DE,,Cyclotosaurus,208.5,201.4
2182,1547000,Utah,,Utah,US,,Eryops,307.0,273.01
2183,1547018,New Mexico,Cibola,New Mexico,US,,Eryops,293.52,283.5
2184,1547077,New Mexico,Rio Arriba,New Mexico,US,,Zatrachys,298.9,286.1
2185,1547082,West Bengal,,West Bengal,IN,,Capulomala,251.902,248.9
2186,1547083,Queensland,,Queensland,AU,,Capulomala,251.902,251.2
2187,1547084,Queensland,,Queensland,AU,,Capulomala,251.902,251.2
2188,1547197,Queensland,,Queensland,AU,,Capulomala,251.902,251.2
2189,1547198,Volgograd,Nikolsky District,Volgograd,RU,,Benthosuchus,251.902,247.2
2190,1558355,New Mexico,Bernalillo,New Mexico,US,,Bermanerpeton,303.7,298.9
2191,1558912,Netherland,,Gelderland,NL,,Capitosauroides,247.2,242.0
2193,1564214,Oklahoma,Noble,Oklahoma,US,,Trimerorhachis,290.1,283.5
2194,1567343,Oklahoma,Tillman,Oklahoma,US,,Trimerorhachis,298.9,251.902
2195,1567353,Oklahoma,Tillman,Oklahoma,US,,Trimerorhachis,298.9,251.902
2196,1567369,Oklahoma,Tillman,Oklahoma,US,,Trimerorhachis,298.9,251.902
2197,1567370,Oklahoma,Tillman,Oklahoma,US,,Eryops,298.9,251.902
2198,1567371,Oklahoma,Tillman,Oklahoma,US,,Acheloma,298.9,251.902
2199,1567392,Oklahoma,Tillman,Oklahoma,US,,Trimerorhachis,298.9,251.902
2200,1567393,Oklahoma,Tillman,Oklahoma,US,,Eryops,298.9,251.902
2201,1567394,Oklahoma,Tillman,Oklahoma,US,,Acheloma,298.9,251.902
2202,1567399,Saarland,,Saarland,DE,,Sclerocephalus,303.7,293.52
2203,1576258,Marrakech,,Marrakech-Safi,MA,,Metoposaurus,237.0,227.0
2204,1576259,Marrakech,,Marrakech-Safi,MA,,Metoposaurus,237.0,227.0
2205,1576261,Marrakech,,Marrakech-Safi,MA,,Dutuitosaurus,237.0,227.0
2206,1578935,Arizona,Apache,Arizona,US,,Apachesaurus,227.0,208.5
2207,1584331,Saarland,Lebach/Saar,Saarland,DE,,Archegosaurus,298.9,283.5
2208,1589314,New Mexico,Rio Arriba,New Mexico,US,,Anaschisma,227.0,208.5
2210,1626336,Arizona,,Arizona,US,,Funcusvermis,227.0,208.5
2211,1639000,Bavaria,,Bavaria,DE,,Trematosaurus,259.51,251.902
2212,1639001,Thuringia,,Thuringia,DE,,Cyclotosaurus,242.0,237.0
2213,1639800,New South Wales,,New South Wales,AU,,Arenaerpeton,251.902,247.2
2214,1640636,Perm,,Perm,RU,,Clamorosaurus,283.5,273.01
2215,1640654,Samara,,Samara,RU,,Platyoposaurus,273.01,266.9
2216,1640655,Samara,,Samara,RU,,Koinia,273.01,266.9
2217,1640842,Czechia,,Krkonose,CZ,,Archegosaurus,298.9,293.52
2218,1640844,Czechia,,Krkonose,CZ,,Cheliderpeton,298.9,293.52
2219,1640845,Czechia,,Krkonose,CZ,,Melanerpeton,298.9,293.52
2220,1640846,Czechia,,Krkonose,CZ,,Apateon,298.9,293.52
2221,1640847,Czechia,,Krkonose,CZ,,Branchiosaurus,298.9,293.52
2222,1642295,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Stenokranio,303.7,293.52
2223,1642296,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Trypanognathus,303.7,293.52
2224,1643371,Czechia,,Liberec,CZ,,Archegosaurus,298.9,293.52
2225,1643373,Czechia,,Liberec,CZ,,Branchiosaurus,298.9,293.52
2226,1643375,Czechia,,Liberec,CZ,,Melanerpeton,298.9,293.52
2227,1643397,Czechia,,Liberec,CZ,,Melanerpeton,298.9,293.52
2228,1643411,Czechia,,Liberec,CZ,,Melanerpeton,298.9,293.52
2229,1646160,Volgograd,,Volgograd,RU,,Dvinosaurus,264.28,259.51
2230,1646173,Volgograd,,Volgograd,RU,,Dvinosaurus,264.28,259.51
2231,1646274,Volgograd,,Volgograd,RU,,Dvinosaurus,259.51,254.14
2232,1646560,Yaroslavl,Rybinsk,Yaroslavl,RU,,Wetlugasaurus,251.2,247.2
2233,N1,Parana,Sao Jeronimo da Serra,Parana,BR,,Australerpeton,266.9,264.3
2234,N10,Rio Grande do Sul,Pivetta,Rio Grande do Sul,BR,,Compsocerops,227.0,208.5
2235,N11,Rio Grande do Sul,Pivetta,Rio Grande do Sul,BR,,Compsocerops,227.0,208.5
2236,N12,Parana,Serra do Cadeado,Parana,BR,,Australerpeton,266.9,264.3
2237,N13,Rio Grande do Sul,-,Rio Grande do Sul,BR,,Kwatisuchus,251.2,247.2
2238,N14,Rio Grande do Sul,Toroqua,Rio Grande do Sul,BR,,Tomeia,251.2,247.2
2239,N2,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
2240,N3,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
2241,N4,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
2242,N5,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
2243,N6,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
2244,N7,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
2245,N8,Rio Grande do Sul,Buriol,Rio Grande do Sul,BR,,Compsocerops,227.0,208.5
2246,N9,Rio Grande do Sul,Buriol,Rio Grande do Sul,BR,,Compsocerops,227.0,208.5
