Species	Status
Acerosodontosaurus	extinct
Acrodenta	extinct
Adelosaurus	extinct
Aenigmasaurus	extinct
Aenigmastropheus	extinct
Ammorhynchus	extinct
Amotosaurus	extinct
Anisodontosaurus	extinct
Anomoiodon	extinct
Antarctanax	extinct
Anthodon	extinct
Archeopelta	extinct
Archosaurus	extinct
Arganaceras	extinct
Arizonasaurus	extinct
Asilisaurus	extinct
Asperoris	extinct
Augustaburiania	extinct
Australothyris	extinct
Baisesaurus	extinct
Barasaurus	extinct
Barberenasuchus	extinct
Bashkyroleter	extinct
Batrachotomus	extinct
Belebey	extinct
Benggwigwishingasuchus	extinct
Bentonyx	extinct
Blomosaurus	extinct
Boreopricea	extinct
Bradysaurus	extinct
Brasinorhynchus	extinct
Bromsgroveia	extinct
Broomia	extinct
Bunostegos	extinct
Bystrowisuchus	extinct
Candelaria	extinct
Captorhinus	extinct
Cartorhynchus	extinct
Chalishevia	extinct
Chanaresuchus	extinct
Chasmatosuchus	extinct
Cladeiodon	extinct
Claudiosaurus	extinct
Coartaredens	extinct
Coelodontognathus	extinct
Coelurosauravus	extinct
Coletta	extinct
Collilongus	extinct
Cosesaurus	extinct
Ctenosauriscus	extinct
Czatkowiella	extinct
Decuriasuchus	extinct
Deltavjatia	extinct
Diandongosuchus	extinct
Dongusuchus	extinct
Dorosuchus	extinct
Eifelosaurus	extinct
Elessaurus	extinct
Elginia	extinct
Elorhynchus	extinct
Embrithosaurus	extinct
Emeroleter	extinct
Energosuchus	extinct
Eohupehsuchus	extinct
Eohyosaurus	extinct
Eomurruna	extinct
Eorasaurus	extinct
Eretmorhipis	extinct
Erythrosuchus	extinct
Eumetabolodon	extinct
Eunotosaurus	extinct
Euparkeria	extinct
Eusaurosphargis	extinct
Feralisaurus	extinct
Fodonyx	extinct
Fraxinisaura	extinct
Fugusuchus	extinct
Fuyuansaurus	extinct
Galesphyrus	extinct
Gamatavus	extinct
Gansurhinus	extinct
Garjainia	extinct
Gecatogomphius	extinct
Glaurung	extinct
Gondwanax	extinct
Gracilicollum	extinct
Gracilisuchus	extinct
Gualosuchus	extinct
Guchengosuchus	extinct
Halazhaisuchus	extinct
Helveticosaurus	extinct
Hemilopas	extinct
Heteropelta	extinct
Horaffia	extinct
Hovasaurus	extinct
Howesia	extinct
Hupehsuchus	extinct
Hypselorhachis	extinct
Indosauriscus	extinct
Jaxtasuchus	extinct
Jesairosaurus	extinct
Jushatyria	extinct
Kadimakara	extinct
Kahneria	extinct
Kalisuchus	extinct
Kapes	extinct
Kenyasaurus	extinct
Kinelia	extinct
Kitchingnathus	extinct
Koilamasuchus	extinct
Koiloskiosaurus	extinct
Kudnu	extinct
Lagerpeton	extinct
Langeronyx	extinct
Lanthaniscus	extinct
Lanthanolania	extinct
Lanthanosuchus	extinct
Largocephalosaurus	extinct
Lasasaurus	extinct
Lewisuchus	extinct
Litorosuchus	extinct
Lotosaurus	extinct
Luperosuchus	extinct
Macrocnemus	extinct
Macroleter	extinct
Malutinisuchus	extinct
Mambawakale	extinct
Mandaphon	extinct
Mandasuchus	extinct
Marasuchus	extinct
Marcianosuchus	extinct
Megachirella	extinct
Mesodapedon	extinct
Mesosuchus	extinct
Microcnemus	extinct
Milleretta	extinct
Millerinoides	extinct
Milleropsis	extinct
Millerosaurus	extinct
Moradisaurus	extinct
Nanchangosaurus	extinct
Nanoparia	extinct
Neoprocolophon	extinct
Nochelesaurus	extinct
Noteosuchus	extinct
Nundasuchus	extinct
Nyasasaurus	extinct
Nycteroleter	extinct
Nyctiphruretus	extinct
Obirkovia	extinct
Orenburgia	extinct
Oryporan	extinct
Osmolskina	extinct
Owenetta	extinct
Palacrodon	extinct
Palaeagama	extinct
Paliguana	extinct
Pamelaria	extinct
Pamelina	extinct
Pappochelys	extinct
Parahupehsuchus	extinct
Parasaurus	extinct
Parasuchus	extinct
Pareiasaurus	extinct
Pareiasuchus	extinct
Parringtonia	extinct
Parvosuchus	extinct
Pectodens	extinct
Pentaedrusaurus	extinct
Permotriturus	extinct
Phaanthosaurus	extinct
Phonodus	extinct
Pinheirochampsa	extinct
Pintosaurus	extinct
Polymorphodon	extinct
Prestosuchus	extinct
Procerosuchus	extinct
Procolina	extinct
Procolophon	extinct
Procolophonichnium	extinct
Prolacerta	extinct
Prolacertoides	extinct
Prosaurosphargis	extinct
Protanystropheus	extinct
Proterosuchus	extinct
Protorosaurus	extinct
Provelosaurus	extinct
Pumiliopareia	extinct
Qianosuchus	extinct
Rautiania	extinct
Retymaijychampsa	extinct
Rhipaeosaurus	extinct
Rhombopholis	extinct
Rothianiscus	extinct
Ruhuhuaria	extinct
Sanchuansaurus	extinct
Santaisaurus	extinct
Sarmatosuchus	extinct
Saurodektes	extinct
Sauropareion	extinct
Saurorictus	extinct
Saurosternon	extinct
Scharschengia	extinct
Schultzsuchus	extinct
Sclerocormus	extinct
Sclerosaurus	extinct
Scolotosuchus	extinct
Scutosaurus	extinct
Scythosuchus	extinct
Shansisuchus	extinct
Shihtienfenia	extinct
Shringasaurus	extinct
Sinosaurosphargis	extinct
Sophineta	extinct
Spondylolestes	extinct
Spondylosoma	extinct
Stagonosuchus	extinct
Stauromatodon	extinct
Stenaulorhynchus	extinct
Styracocephalus	extinct
Suchonosaurus	extinct
Tangasaurus	extinct
Tanystropheus	extinct
Tarjadia	extinct
Tasmaniosaurus	extinct
Teleocrater	extinct
Teratophon	extinct
Teratosaurus	extinct
Teyujagua	extinct
Thadeosaurus	extinct
Thecodontosaurus	extinct
Theledectes	extinct
Thelephon	extinct
Thelerpeton	extinct
Tichvinskia	extinct
Ticinosuchus	extinct
Timanophon	extinct
Trachelosaurus	extinct
Tramuntanasaurus	extinct
Tropidosuchus	extinct
Turfanosuchus	extinct
Uralosaurus	extinct
Vellbergia	extinct
Vjushkovisaurus	extinct
Vonhuenia	extinct
Vritramimosaurus	extinct
Vytshegdosuchus	extinct
Wapitisaurus	extinct
Weigeltisaurus	extinct
Xilousuchus	extinct
Yarasuchus	extinct
Youngetta	extinct
Youngina	extinct
Youngosuchus	extinct
Zanclodon	extinct
Zhongjiania	extinct
