Species	Status	min_age	max_age
Rhombopholis	extinct	237.0	246.7
Langeronyx	extinct	237.0	246.7
Teratosaurus	extinct	237.0	246.7
Macrocnemus	extinct	237.0	246.7
Macrocnemus	extinct	237.0	246.7
Macrocnemus	extinct	237.0	246.7
Macrocnemus	extinct	237.0	246.7
Tanystropheus	extinct	237.0	246.7
Hupehsuchus	extinct	237.0	246.7
Hupehsuchus	extinct	237.0	246.7
Hupehsuchus	extinct	237.0	246.7
Hupehsuchus	extinct	237.0	246.7
Tanystropheus	extinct	237.0	246.7
Tanystropheus	extinct	237.0	246.7
Eusaurosphargis	extinct	237.0	246.7
Tanystropheus	extinct	237.0	246.7
Thecodontosaurus	extinct	237.0	246.7
Decuriasuchus	extinct	237.0	246.7
Eretmorhipis	extinct	237.0	246.7
Nanchangosaurus	extinct	237.0	246.7
Tanystropheus	extinct	237.0	246.7
Anisodontosaurus	extinct	237.0	246.7
Anisodontosaurus	extinct	237.0	246.7
Scutosaurus	extinct	254.14	264.28
Bradysaurus	extinct	254.14	264.28
Eohyosaurus	extinct	237.0	246.7
Eohyosaurus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Erythrosuchus	extinct	237.0	246.7
Mesosuchus	extinct	237.0	246.7
Mesosuchus	extinct	237.0	246.7
Mesosuchus	extinct	237.0	246.7
Mesosuchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
Stenaulorhynchus	extinct	237.0	246.7
