genus,Rotated_lat_min,Rotated_lat_max,Arctic,Temperate_N,Tropical,Temperate_S,Antarctic,lat_range,lat_range_z_trans
Acerosodontosaurus,-50.09196,-50.09196,0,0,0,1,0,0.0,-0.2645399781685992
Acrodenta,5.137181,5.137181,0,0,1,0,0,0.0,-0.2645399781685992
Adelosaurus,26.1672,26.1672,0,1,0,0,0,0.0,-0.2645399781685992
Aenigmasaurus,-60.88067,-60.88067,0,0,0,1,0,0.0,-0.2645399781685992
Aenigmastropheus,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.2645399781685992
Ammorhynchus,8.561859,9.506042,0,0,1,0,0,0.9441830000000007,-0.19304858189429672
Amotosaurus,22.98052,27.06795,0,1,1,0,0,4.087430000000001,0.044950955128730014
Anisodontosaurus,8.561859,9.506042,0,0,1,0,0,0.9441830000000007,-0.19304858189429672
Anomoiodon,11.92386,26.46257,0,1,1,0,0,14.53871,0.8362981834241895
Antarctanax,-76.62466,-76.62466,0,0,0,0,1,0.0,-0.2645399781685992
Anthodon,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.8996481818957338
Archeopelta,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.2645399781685992
Archosaurus,43.07523,46.3931,0,1,0,0,0,3.317869999999999,-0.01331838346013713
Arganaceras,5.137181,5.137181,0,0,1,0,0,0.0,-0.2645399781685992
Arizonasaurus,7.907044,9.506042,0,0,1,0,0,1.5989980000000008,-0.1434674745757394
Asilisaurus,-46.55859,-46.55859,0,0,0,1,0,0.0,-0.2645399781685992
Asperoris,-46.55859,-46.55859,0,0,0,1,0,0.0,-0.2645399781685992
Augustaburiania,41.16511,57.37442,0,1,0,0,0,16.209310000000002,0.9627922281335836
Australothyris,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.2645399781685992
Baisesaurus,9.647978,9.647978,0,0,1,0,0,0.0,-0.2645399781685992
Barasaurus,-47.63135,-37.33496,0,0,0,1,0,10.296389999999995,0.5150793304662362
Barberenasuchus,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.2645399781685992
Bashkyroleter,41.97247,42.68761,0,1,0,0,0,0.7151399999999981,-0.21039119860827613
Batrachotomus,27.72418,27.72418,0,1,0,0,0,0.0,-0.2645399781685992
Belebey,39.6978,42.6534,0,1,0,0,0,2.955599999999997,-0.04074864658528524
Benggwigwishingasuchus,16.03868,16.03868,0,0,1,0,0,0.0,-0.2645399781685992
Bentonyx,21.05439,21.05439,0,0,1,0,0,0.0,-0.2645399781685992
Blomosaurus,45.21636,45.21636,0,1,0,0,0,0.0,-0.2645399781685992
Boreopricea,52.70026,52.70026,0,1,0,0,0,0.0,-0.2645399781685992
Bradysaurus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.2645399781685992
Brasinorhynchus,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.2645399781685992
Bromsgroveia,23.39688,24.55053,0,1,1,0,0,1.153649999999999,-0.17718821552105213
Broomia,-65.18245,-62.75164,0,0,0,1,0,2.430810000000001,-0.08048455567366207
Bunostegos,-9.576991,-9.576991,0,0,1,0,0,0.0,-0.2645399781685992
Bystrowisuchus,41.16511,41.16511,0,1,0,0,0,0.0,-0.2645399781685992
Candelaria,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.2645399781685992
Captorhinus,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.2645399781685992
Cartorhynchus,32.10397,32.10397,0,1,0,0,0,0.0,-0.2645399781685992
Chalishevia,51.56832,51.56832,0,1,0,0,0,0.0,-0.2645399781685992
Chanaresuchus,-49.98075,-49.98075,0,0,0,1,0,0.0,-0.2645399781685992
Chasmatosuchus,45.89776,49.80777,0,1,0,0,0,3.9100099999999998,0.03151711494416108
Cladeiodon,29.56131,29.56131,0,1,0,0,0,0.0,-0.2645399781685992
Claudiosaurus,-47.63135,-47.63135,0,0,0,1,0,0.0,-0.2645399781685992
Coartaredens,21.05439,21.05439,0,0,1,0,0,0.0,-0.2645399781685992
Coelodontognathus,41.16511,41.16511,0,1,0,0,0,0.0,-0.2645399781685992
Coelurosauravus,-50.09196,27.6348,0,1,0,1,0,77.72676,5.620754080586538
Coletta,-62.62076,-62.62076,0,0,0,1,0,0.0,-0.2645399781685992
Collilongus,29.45002,29.45002,0,1,0,0,0,0.0,-0.2645399781685992
Cosesaurus,12.62107,12.62107,0,0,1,0,0,0.0,-0.2645399781685992
Ctenosauriscus,28.45267,28.45267,0,1,0,0,0,0.0,-0.2645399781685992
Czatkowiella,29.45002,29.45002,0,1,0,0,0,0.0,-0.2645399781685992
Decuriasuchus,-49.04351,-47.42171,0,0,0,1,0,1.6218000000000004,-0.14174095882842494
Deltavjatia,44.38761,44.38761,0,1,0,0,0,0.0,-0.2645399781685992
Diandongosuchus,18.78245,18.78245,0,0,1,0,0,0.0,-0.2645399781685992
Dongusuchus,46.885,48.82432,0,1,0,0,0,1.9393200000000022,-0.11769906425394452
Dorosuchus,48.82432,48.82432,0,1,0,0,0,0.0,-0.2645399781685992
Eifelosaurus,25.02402,25.02402,0,1,0,0,0,0.0,-0.2645399781685992
Elessaurus,-46.32232,-46.32232,0,0,0,1,0,0.0,-0.2645399781685992
Elginia,27.72345,38.44569,0,1,0,0,0,10.72224,0.5473237270539867
Elorhynchus,-49.98075,-49.98075,0,0,0,1,0,0.0,-0.2645399781685992
Embrithosaurus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.2645399781685992
