genus,Rotated_lat_min,Rotated_lat_max,Arctic,Temperate_N,Tropical,Temperate_S,Antarctic,lat_range,lat_range_z_trans
Scharschengia,46.41431,46.41431,0,1,0,0,0,0.0,-0.3179518273738846
Schultzsuchus,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.3179518273738846
Sclerocormus,32.10397,32.10397,0,1,0,0,0,0.0,-0.3179518273738846
Sclerosaurus,11.92386,22.98052,0,0,1,0,0,11.056659999999999,0.5421211779475902
Scolotosuchus,41.16511,41.16511,0,1,0,0,0,0.0,-0.3179518273738846
Scutosaurus,39.54136,44.08246,0,1,0,0,0,4.5411,0.03529024794229131
Scythosuchus,41.16511,41.16511,0,1,0,0,0,0.0,-0.3179518273738846
Serpianosaurus,20.93788,28.4265,0,1,1,0,0,7.488620000000001,0.2645712771721993
Shansisuchus,40.10246,42.97892,0,1,0,0,0,2.8764600000000016,-0.09419839759608453
Shihtienfenia,35.97523,38.09178,0,1,0,0,0,2.1165499999999966,-0.15331010741386372
Shringasaurus,-38.39131,-38.39131,0,0,0,1,0,0.0,-0.3179518273738846
Simosaurus,-14.99022,27.72418,0,1,1,0,0,42.7144,3.0047064056280894
Sinosaurosphargis,12.57983,12.57983,0,0,1,0,0,0.0,-0.3179518273738846
Sophineta,29.45002,29.45002,0,1,0,0,0,0.0,-0.3179518273738846
Spondylolestes,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.3179518273738846
Spondylosoma,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.3179518273738846
Stagonosuchus,-46.55859,-46.55859,0,0,0,1,0,0.0,-0.3179518273738846
Stauromatodon,27.72418,27.72418,0,1,0,0,0,0.0,-0.3179518273738846
Stenaulorhynchus,-46.55859,-46.55859,0,0,0,1,0,0.0,-0.3179518273738846
Styracocephalus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.3179518273738846
Suchonosaurus,44.03487,44.03487,0,1,0,0,0,0.0,-0.3179518273738846
Tanaisosaurus,41.16511,41.16511,0,1,0,0,0,0.0,-0.3179518273738846
Tangasaurus,-43.64076,-43.64076,0,0,0,1,0,0.0,-0.3179518273738846
Tanystropheus,-9.650311,29.9194,0,1,1,0,0,39.569711,2.76008803814357
Tarjadia,-49.98075,-49.98075,0,0,0,1,0,0.0,-0.3179518273738846
Tasmaniosaurus,-70.84624,-52.15324,0,0,0,1,1,18.692999999999998,1.1361350929505467
Teleocrater,-46.55859,-46.55859,0,0,0,1,0,0.0,-0.3179518273738846
Teratophon,-61.37537,-61.37537,0,0,0,1,0,0.0,-0.3179518273738846
Teratosaurus,-45.49458,26.46257,0,1,0,1,0,71.95715,5.279434929103042
Teyujagua,-46.32232,-46.32232,0,0,0,1,0,0.0,-0.3179518273738846
Thadeosaurus,-50.09196,-50.09196,0,0,0,1,0,0.0,-0.3179518273738846
Thaisaurus,-10.60254,-10.60254,0,0,1,0,0,0.0,-0.3179518273738846
Thalattoarchon,16.03868,16.03868,0,0,1,0,0,0.0,-0.3179518273738846
Thalattosaurus,30.4196,30.4196,0,1,0,0,0,0.0,-0.3179518273738846
Thecodontosaurus,24.21337,26.46257,0,1,0,0,0,2.2491999999999983,-0.1429915587603015
Theledectes,-61.37537,-61.37537,0,0,0,1,0,0.0,-0.3179518273738846
Thelephon,-61.37537,-61.37537,0,0,0,1,0,0.0,-0.3179518273738846
