clade	species	ts	te
0.0	Abajudon	91.11359258958959	85.43632044244245
0.0	Abdalodon	81.61885461861861	81.42621368768769
0.0	Aelurognathus	85.04707907107108	77.01576075475477
0.0	Aelurosaurus	87.06397984284284	78.89357960960959
0.0	Aelurosuchus	69.22016289289287	68.9853120960961
0.0	Akidnognathus	85.65525656056057	78.64994986486487
0.0	Aleodon	71.08403784384384	62.335162233233234
0.0	Alepognathus	87.73528024124124	87.10461936336337
0.0	Alopecideops	88.22860696696696	87.55769108508508
0.0	Alopecodon	88.3758426996997	85.10936285485487
0.0	Alopecognathus	89.00467998598599	85.17531087087087
0.0	Alopecorhinus	86.95923040240241	86.4287451981982
0.0	Aloposaurus	86.00412516816816	76.7470562082082
0.0	Alrausuchus	98.9210858978979	90.07925158258257
0.0	Andescynodon	70.69313126426427	67.64943088088089
0.0	Angelosaurus	96.01710593493493	91.54686422722722
0.0	Angonisaurus	71.71856221821821	67.07484516016015
0.0	Annatherapsidus	89.6504070990991	82.16777887087086
0.0	Anningia	87.11659999499498	86.52022124524522
0.0	Anomocephalus	90.73348992192192	90.31371618918918
0.0	Antecosuchus	71.37892807907906	68.20213410210211
0.0	Anteosaurus	89.785032998999	84.49842582182184
0.0	Archaeosyodon	90.23631686386385	89.53203122822822
0.0	Arctognathus	85.67750710610609	77.90437584884886
0.0	Arctops	85.95651707607608	78.26893533333333
0.0	Aulacephalodon	85.13022632032033	77.34153580880881
0.0	Aulacocephalus	82.18850516016016	81.97635915015016
0.0	Australobarbarus	88.35416150750753	85.58841417717717
0.0	Australosyodon	91.05540425525524	90.67575025625626
0.0	Avenantia	87.43550423423423	86.83896572572573
0.0	Basilodon	86.11744964664666	76.9409818838839
0.0	Bauria	72.5236098988989	67.14909802802804
0.0	Beishanodon	73.29543853753755	73.20514392892892
0.0	Biarmosuchoides	90.9475907177177	90.17318613813813
0.0	Biarmosuchus	97.23953212012012	88.67842891291292
0.0	Biseridens	98.00516911611612	92.63264864364363
0.0	Blattoidealestes	84.22863270870872	83.83412212212212
0.0	Bolotridon	68.87580013113113	68.63020802602601
0.0	Bonacynodon	66.31498872372372	63.33034331031031
0.0	Brachyprosopus	89.61257639339338	84.47662672672672
0.0	Bulbasaurus	84.27900166666667	79.52358157357358
0.0	Bullacephalus	89.21636940840841	88.71790207907908
0.0	Burnetia	81.53097751751753	81.33004708008008
0.0	Candelariodon	64.88425451751752	64.7310481121121
0.0	Caodeyao	80.2110575905906	80.07412150950951
0.0	Cerdorhinus	81.60096028528528	81.38479042842843
0.0	Cerdosuchus	80.97785590790791	80.76588693293291
0.0	Charassognathus	81.23758075475476	81.00487269569571
0.0	Chiniquodon	68.24212023523523	61.900348133133136
0.0	Choerosaurus	82.60442570970972	82.39994760960961
0.0	Chthomaloporus	90.8361609049049	90.04878456856858
0.0	Chthonosaurus	88.13598797097097	84.1941456106106
0.0	Cistecephaloides	82.00889283183183	81.79751556956957
0.0	Cistecephalus	84.74613353453455	79.08438335435434
0.0	Cistecynodon	69.96943274074074	69.72445091391391
0.0	Clelandina	86.21162216516517	77.92649431831832
0.0	Colobodectes	88.9791665015015	77.1027642992993
0.0	Compsodon	86.34894363363365	76.40248583783784
0.0	Cotylorhynchus	97.52714442142144	90.53049816916916
0.0	Counillonia	74.47580208308308	74.39415683683684
0.0	Cricodon	71.70699044344346	67.0924709039039
0.0	Criocephalosaurus	88.77939933133133	85.65223778478477
0.0	Cromptodon	68.90502193693693	68.66291492892893
0.0	Cryptocynodon	86.77189086886888	79.39545396696697
0.0	Cynariognathus	88.99305568868868	85.32104221821822
0.0	Cyniscops	81.07603168768769	80.8724559049049
0.0	Cynognathus	71.89141743143144	65.51071425425425
0.0	Cynosaurus	86.58325284884884	77.09832791191191
0.0	Cyonosaurus	85.75344162562563	76.92967558158158
0.0	Dalongkoua	78.12760123823824	77.98693065365366
0.0	Daptocephalus	88.58308542842843	76.8525484864865
0.0	Daqingshanodon	80.39910021021021	80.2642005015015
0.0	Davletkulia	95.60417921421421	94.90235353153153
0.0	Delectosaurus	85.29740249149148	82.29897413413413
0.0	Delphinognathus	87.3726641111111	86.7567495985986
0.0	Deuterosaurus	92.08642178378378	85.4242536926927
0.0	Diademodon	71.80613436436435	67.10332103103103
0.0	Dicynodon	90.53623024024024	64.5163941021021
0.0	Dicynodontipus	76.63167768168168	76.43961727827828
0.0	Dicynodontoides	85.8897445085085	73.12184775275276
0.0	Digalodon	86.11172981181181	77.99814232032033
0.0	Diictodon	89.4403878958959	77.2740043903904
0.0	Diictodontoides	81.08699314114115	80.8763406986987
0.0	Dinanomodon	86.69193137737737	72.48977621421423
0.0	Dinodontosaurus	67.0808987917918	61.977847725725724
0.0	Dinogorgon	85.51662545445446	78.18104769169169
0.0	Dinosaurus	91.66148579279279	89.36062116916918
0.0	Dolichuranus	71.62928185585585	67.21322453053052
0.0	Dolomitipes	77.61026085585587	74.60690801501502
0.0	Dvinia	88.24049936136136	84.05105844644645
0.0	Elephantosaurus	65.05978839539539	64.92588582082082
0.0	Elliotsmithia	87.44634348248249	86.86443952252253
0.0	Elph	88.72319965865866	83.7445578888889
0.0	Emydochampsa	81.17564401301303	80.97212223923924
0.0	Emydops	89.35639724224224	78.34445765965965
0.0	Emydorhinus	83.11811357157156	79.16219110710712
0.0	Emydorhynchus	81.89840496296297	81.70535038638639
0.0	Emyduranus	83.5779765995996	80.64028499399397
0.0	Endothiodon	89.40124375775778	77.56773295395395
0.0	Ennatosaurus	100.15408066566567	87.57358788188188
0.0	Eodicynodon	91.81943226026026	89.39385603803802
0.0	Eosimops	88.91285508408407	81.2716286106106
0.0	Ericiolacerta	76.53826032732732	71.25837643443444
0.0	Eriphostoma	89.66771663463462	78.74149746746747
0.0	Estemmenosuchus	94.28552225425426	88.97617287287288
0.0	Etjoia	69.87691213213212	69.63030395795796
0.0	Euchambersia	81.50191796196196	81.30333007807808
0.0	Euptychognathus	81.24482317917918	81.04906825625626
0.0	Exaeretodon	71.08584195395396	62.20129686286287
0.0	Galechirus	87.80747767167166	85.16082895395395
0.0	Galeops	88.8377400780781	81.41844975075075
0.0	Galepus	87.53099728928929	86.9602431931932
0.0	Galesaurus	76.88925641241241	71.96138671771772
0.0	Geikia	87.88386513813813	76.28327433533535
0.0	Glanosuchus	91.17915713713714	84.72565427427426
0.0	Gordonia	79.05416457857858	77.21879197197198
0.0	Gorgonops	88.93864350450451	78.39055978278279
0.0	Gorochovetzia	86.23468431431432	85.85468195995998
0.0	Gorynychus	89.45168402502502	85.10369424624623
0.0	Hazhenia	70.62514550150149	70.41871288888889
0.0	Heleosaurus	87.64712646446446	87.05541304904905
0.0	Herpetoskylax	82.94222898098099	80.69206902002001
0.0	Hipposaurus	88.5411422132132	85.4601719089089
0.0	Hofmeyria	86.62363976076075	79.08478202302302
0.0	Homodontosaurus	85.38996638038037	76.66815882282283
