id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka,
6058,1415290,1415290,29.56131,Cymatosaurus,246.7,242,Middle Triassic,"(246.7, 242.0)",PL,,,Wellenkalk,,"Gogoliner Schichten, Muschelkalk, Chorzow",,
6059,1415291,1415291,29.56131,Cymatosaurus,246.7,242,Middle Triassic,"(246.7, 242.0)",PL,,,Gogolin,,"Sacrau, near Goglin",Zakrzów,
6060,1415292,1415292,29.56131,Hemilopas,246.7,242,Middle Triassic,"(246.7, 242.0)",PL,,,Wellenkalk,,"Gogoliner Schichten, Muschelkalk, Chorzow",,
6061,1415293,1415293,29.56131,Hemilopas,246.7,242,Middle Triassic,"(246.7, 242.0)",PL,,,Gogolin,,"Sacrau, near Goglin",Zakrzów,
6080,1574347,1574347,29.56131,Cladeiodon,246.7,242,Middle Triassic,"(246.7, 242.0)",PL,,,Wellenkalk,,"Gogoliner Schichten, Muschelkalk, Chorzow",,
6261,1094915,1094915,31.13755,Placodus,242,237,Middle Triassic,"(242.0, 237.0)",PL,,,,,Tarnowitz,Tarnowskie Góry,
6262,1094916,1094916,34.44921,Placodus,242,237,Middle Triassic,"(242.0, 237.0)",PL,,,,,Rybina,,
6265,1095298,1095298,31.13755,Cyamodus,242,237,Middle Triassic,"(242.0, 237.0)",PL,,,,,Tarnowitz,Tarnowskie Góry,
6290,1419164,1419164,31.13755,Pistosaurus,242,237,Middle Triassic,"(242.0, 237.0)",PL,,,,,Tarnowitz,Tarnowskie Góry,
6700,1415008,1415008,29.56131,Dactylosaurus,246.7,242,Middle Triassic,"(246.7, 242.0)",PL,,,Karchowice,,"Kamien Slaski, Opole",Reef 65,
6825,1419165,1419165,31.13755,Pistosaurus,242,239.7,Middle Triassic,"(242.0, 239.7)",PL,,,Boruszowice,,"Laryszów, OS, mo2b",,
5088,1382837,1382837,44.03487,Suchonosaurus,264.28,256.8,Guadalupian,"(264.28, 256.8)",RU,,,Salarevskaya,Scutosaurus karpinskii,Salarevo,,
6743,219963,219963,41.97247,Rhipaeosaurus,266.9,264.28,Guadalupian,"(266.9, 264.28)",RU,,,,Estemmenosuchus uralensis,Belebei,"ETE Locality 1518, Belebei, ",
6754,1424401,1424401,40.12712,Kinelia,266.9,264.28,Guadalupian,"(266.9, 264.28)",RU,,,'Third',,"Monastery Ravine, Volga River ('Third' Formation)",,
6270,1163463,1163463,-12.54747,Simosaurus,242,237,Middle Triassic,"(242.0, 237.0)",SA,,,Jilh,,Ar Rubay'iyah,,
6271,1163464,1163464,-12.54747,Nothosaurus,242,237,Middle Triassic,"(242.0, 237.0)",SA,,,Jilh,,Ar Rubay'iyah,,
6272,1163468,1163468,-12.54747,Psephosauriscus,242,237,Middle Triassic,"(242.0, 237.0)",SA,,,Jilh,,Ar Rubay'iyah (2007 coll),,
6273,1163470,1163470,-12.54747,Nothosaurus,242,237,Middle Triassic,"(242.0, 237.0)",SA,,,Jilh,,Ar Rubay'iyah (2007 coll),,
6274,1163473,1163473,-14.99022,Simosaurus,242,237,Middle Triassic,"(242.0, 237.0)",SA,,,Jilh,,Khasm Dalqan,,
6074,1419483,1419483,47.29689,Pessopteryx,246.7,242,Middle Triassic,"(246.7, 242.0)",SJ,,,,,Heimen Mount,,
6279,1310774,1310774,46.58566,Mikadocephalus,242,237,Middle Triassic,"(242.0, 237.0)",SJ,,,Tschermakjfellet,,Mikadocephalus Middlehook,,
7032,1419116,1419116,47.8035,Phalarodon,251.2,246.7,Early Triassic,"(251.2, 246.7)",SJ,,,,,"Saurie Hook, Ice Fjord",,
7035,1420109,1420109,47.8035,Quasianosteosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",SJ,,,Sticky Keep,,"33m Above the Fish Horizon, Mt. Viking",,
7036,1420150,1420150,47.8035,Isfjordosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",SJ,,,Vikinghøgda,,Isfjord area,,
7037,1420151,1420151,47.8035,Merriamosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",SJ,,,Sticky Keep,,Mts. Heimen and Ibsen,,
7038,1420184,1420184,47.8035,Pessopteryx,251.2,246.7,Early Triassic,"(251.2, 246.7)",SJ,,,Vikinghøgda,,Isfjord area,,
7039,1529048,1529048,47.8035,Omphalosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",SJ,,,Vikinghøgda,,"Marmierfjellet, Flowerdalen (Grippia niveau bonebed)",,
6844,1285940,1285940,-43.64076,Tangasaurus,254.14,251.902,Lopingian,"(254.14, 251.902)",TZ,,,,,Tanga marine reptiles,,
6845,1285940,1285940,-43.64076,Tangasaurus,254.14,251.902,Lopingian,"(254.14, 251.902)",TZ,,,,,Tanga marine reptiles,,
6846,1285940,1285940,-43.64076,Tangasaurus,254.14,251.902,Lopingian,"(254.14, 251.902)",TZ,,,,,Tanga marine reptiles,,
5750,1358998,1358998,-47.78411,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZM,,,Madumabisa Mudstone,Cistecephalus Assemblage Zone,"Drysdall & Kitching locality 4, Upper Luangwa Valley",,
5177,604143,604143,45.57481,Plateosaurus,208.5,201.4,Late Triassic,"(208.5, 201.4)",,,,Lunde,,Snorre Field well 34/4-9S,,
