id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
9555,896673,896673,-47.29913,Chiniquodon,246.7,237.0,Middle Triassic,"(246.7, 237.0)",,,,Omingonde,Cynognathus subzone C,"Omingonde 96, OM-3",
9556,896672,896672,-47.29913,Kannemeyeria,246.7,237.0,Middle Triassic,"(246.7, 237.0)",,,,Omingonde,Cynognathus subzone C,"Omingonde 96, OM-1",
9557,896671,896671,-47.29913,Aleodon,246.7,237.0,Middle Triassic,"(246.7, 237.0)",,,,Omingonde,Cynognathus subzone C,"Etjo Nord, EN-3",
9558,896313,896313,-47.29913,Trirachodon,246.7,237.0,Middle Triassic,"(246.7, 237.0)",,,,Omingonde,Cynognathus subzone B or C,"western Etjo Mtn, above lower arenaceous layer",
9559,896306,896306,-47.29913,Titanogomphodon,246.7,237.0,Middle Triassic,"(246.7, 237.0)",,,,Omingonde,Cynognathus subzone C,"N slope, Etjo Mtn, upper arenaceous layer",
9560,896303,896303,-47.29913,Microgomphodon,246.7,237.0,Middle Triassic,"(246.7, 237.0)",,,,Omingonde,Cynognathus subzone C,"western Etjo Mtn, above upper arenaceous layer",
9589,1385141,1385141,-61.37537,Kannemeyeria,246.7,242.0,Middle Triassic,"(246.7, 242.0)",ZA,,,Burgersdorp,Cynognathus Assemblage Zone,Karoo Basin 2,
9609,1286785,1286785,-74.17096,Angonisaurus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",AA,,,Fremouw,,Fremouw Peak Saddle,Fremouw Peak
9667,921157,921157,-74.17096,Diademodon,246.7,242.0,Middle Triassic,"(246.7, 242.0)",AA,,,Fremouw,,Gordon Valley,
9668,921155,921155,-74.17096,Cynognathus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",AA,,,Fremouw,,Gordon Valley,
9713,897150,897150,-47.29913,Cynognathus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Etjo Nord, EN-2",
9714,897143,897143,-47.29913,Diademodon,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Rhenosterkloof, RK-3",
9715,897137,897137,-47.29913,Diademodon,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Rhenosterkloof, RK-2",
9716,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9717,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9718,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9719,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9720,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9721,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9722,896364,896364,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Mt Etjo, general",
9723,896305,896305,-47.29913,Diademodon,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Etjo Mtn general, btwn lower + middle arenaceous layers",
9724,896304,896304,-47.29913,Cynognathus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"Etjo Mtn general, below lowest arenaceous layer",
9725,896302,896302,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"N slopes, Etjo Mtn, btwn lower + middle arenaceous layers",
9726,896299,896299,-47.29913,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"S slope, hill north of Etjo Mtn",
9727,896297,896297,-47.29913,Kannemeyeria,246.7,242.0,Middle Triassic,"(246.7, 242.0)",,,,Omingonde,Cynognathus subzone B,"N slopes, Etjo Mtn, btwn lower + middle arenaceous layers",
9729,896225,896225,-46.55859,Kannemeyeria,246.7,242.0,Middle Triassic,"(246.7, 242.0)",ZM,,,Ntawere,Cynognathus B,"Locality 16, Upper Luangwa Valley, 0.75 miles north Sitwe",
9735,896217,896217,-46.55859,Diademodon,246.7,242.0,Middle Triassic,"(246.7, 242.0)",ZM,,,Ntawere,Cynognathus B,"Locality 16, Upper Luangwa Valley, 0.75 miles north Sitwe",
9736,896216,896216,-46.55859,Dolichuranus,246.7,242.0,Middle Triassic,"(246.7, 242.0)",ZM,,,Ntawere,Cynognathus B,"Locality 16, Upper Luangwa Valley, 0.75 miles north Sitwe",
10292,630036,630036,39.29812,Kuehneotherium,208.5,201.4,Late Triassic,"(208.5, 201.4)",LU,,,,,"Auf dem Heftgen, Syren",SYREN 16561
10293,630034,630034,39.29812,Thomasia,208.5,201.4,Late Triassic,"(208.5, 201.4)",LU,,,,,"Auf dem Heftgen, Syren",SYREN 16561
10294,630033,630033,39.29812,Pseudotriconodon,208.5,201.4,Late Triassic,"(208.5, 201.4)",LU,,,,,"Auf dem Heftgen, Syren",SYREN 16561
10295,630032,630032,39.29812,Tricuspes,208.5,201.4,Late Triassic,"(208.5, 201.4)",LU,,,,,"Auf dem Heftgen, Syren",SYREN 16561
10296,630031,630031,39.29812,Tricuspes,208.5,201.4,Late Triassic,"(208.5, 201.4)",LU,,,,,"Auf dem Heftgen, Syren",SYREN 16561
10311,283944,283944,46.8713,Brachyzostrodon,208.5,201.4,Late Triassic,"(208.5, 201.4)",GL,,,Fleming Fjord,,"western slope, Tait Bjerg (Tait Bjerg beds)","area VI, Jameson Land"
10312,283943,283943,46.8713,Kuehneotherium,208.5,201.4,Late Triassic,"(208.5, 201.4)",GL,,,Fleming Fjord,,"western slope, Tait Bjerg (Tait Bjerg beds)","area VI, Jameson Land"
