genus,lat_range_z_trans,Arctic,Temperate_N,Tropical,Temperate_S,Antarctic
Chasmatosuchus,0.031517114944161,0,1,0,0,0
Cladeiodon,-0.2645399781685992,0,1,0,0,0
Claudiosaurus,-0.2645399781685992,0,0,0,1,0
Coartaredens,-0.2645399781685992,0,0,1,0,0
Coelodontognathus,-0.2645399781685992,0,1,0,0,0
Coelurosauravus,5.620754080586538,0,1,0,1,0
Coletta,-0.2645399781685992,0,0,0,1,0
Collilongus,-0.2645399781685992,0,1,0,0,0
Cosesaurus,-0.2645399781685992,0,0,1,0,0
Ctenosauriscus,-0.2645399781685992,0,1,0,0,0
Czatkowiella,-0.2645399781685992,0,1,0,0,0
Decuriasuchus,-0.1417409588284249,0,0,0,1,0
Deltavjatia,-0.2645399781685992,0,1,0,0,0
Diandongosuchus,-0.2645399781685992,0,0,1,0,0
Dongusuchus,-0.1176990642539445,0,1,0,0,0
Dorosuchus,-0.2645399781685992,0,1,0,0,0
Eifelosaurus,-0.2645399781685992,0,1,0,0,0
Elessaurus,-0.2645399781685992,0,0,0,1,0
Elginia,0.5473237270539867,0,1,0,0,0
Elorhynchus,-0.2645399781685992,0,0,0,1,0
Embrithosaurus,-0.2645399781685992,0,0,0,1,0
Emeroleter,-0.2645399781685992,0,1,0,0,0
Energosuchus,-0.2645399781685992,0,1,0,0,0
Eohupehsuchus,-0.2645399781685992,0,0,1,0,0
Eohyosaurus,-0.2645399781685992,0,0,0,1,0
Eomurruna,-0.1234960138905728,0,0,0,1,0
Eorasaurus,-0.2645399781685992,0,1,0,0,0
Eretmorhipis,-0.2645399781685992,0,0,1,0,0
Erythrosuchus,-0.1161642658065245,0,0,0,1,0
Eumetabolodon,-0.0427468375585163,0,1,0,0,0
Eunotosaurus,0.0426188489530752,0,0,0,1,0
Euparkeria,-0.2645399781685992,0,0,0,1,0
Eusaurosphargis,0.1996150252144455,0,1,1,0,0
Feralisaurus,-0.2645399781685992,0,0,1,0,0
Fodonyx,-0.2645399781685992,0,0,1,0,0
Fraxinisaura,-0.2645399781685992,0,1,0,0,0
Fugusuchus,-0.2645399781685992,0,1,0,0,0
Fuyuansaurus,-0.2645399781685992,0,0,1,0,0
Galesphyrus,-0.0457437454296996,0,0,0,1,0
Gamatavus,-0.2645399781685992,0,0,0,1,0
Gansurhinus,-0.1697330475322533,0,1,0,0,0
Garjainia,7.988581611127592,0,1,0,1,0
Gecatogomphius,-0.2645399781685992,0,1,0,0,0
Glaurung,-0.2645399781685992,0,1,0,0,0
Gondwanax,-0.2645399781685992,0,0,0,1,0
Gracilisuchus,-0.2645399781685992,0,0,0,1,0
Gualosuchus,-0.2645399781685992,0,0,0,1,0
Guchengosuchus,-0.2645399781685992,0,1,0,0,0
Halazhaisuchus,-0.2645399781685992,0,1,0,0,0
Helveticosaurus,-0.2645399781685992,0,0,1,0,0
Hemilopas,-0.2561133516657209,0,1,0,0,0
Heteropelta,-0.2645399781685992,0,1,0,0,0
Horaffia,-0.1254828472038583,0,1,0,0,0
Hovasaurus,0.7013911414038527,0,0,0,1,0
Howesia,-0.2645399781685992,0,0,0,1,0
Hupehsuchus,0.146938955560502,0,0,1,0,0
Hypselorhachis,-0.2645399781685992,0,0,0,1,0
Indosauriscus,-0.2645399781685992,0,0,0,1,0
Jaxtasuchus,-0.2645399781685992,0,1,0,0,0
Jesairosaurus,-0.2645399781685992,0,0,1,0,0
Jushatyria,-0.2645399781685992,0,1,0,0,0
Kadimakara,-0.2645399781685992,0,0,0,1,0
Kahneria,-0.2645399781685992,0,0,1,0,0
Kalisuchus,-0.2645399781685992,0,0,0,1,0
Kapes,1.912600770823495,0,1,1,0,0
Kinelia,0.134914222386613,0,1,0,0,0
Kitchingnathus,-0.2645399781685992,0,0,0,1,0
Koilamasuchus,-0.2645399781685992,0,0,0,1,0
Koiloskiosaurus,-0.2645399781685992,0,1,0,0,0
Kudnu,-0.2645399781685992,0,0,0,1,0
Lagerpeton,-0.2645399781685992,0,0,0,1,0
Langeronyx,-0.1771882155210521,0,1,1,0,0
Lanthaniscus,-0.2645399781685992,0,1,0,0,0
Lanthanolania,-0.2645399781685992,0,1,0,0,0
Lanthanosuchus,-0.2645399781685992,0,1,0,0,0
Largocephalosaurus,-0.2645399781685992,0,0,1,0,0
Lasasaurus,-0.2645399781685992,0,0,0,1,0
Lewisuchus,-0.2645399781685992,0,0,0,1,0
Litorosuchus,-0.2645399781685992,0,0,1,0,0
Lotosaurus,-0.2342294124810515,0,0,1,0,0
Luperosuchus,-0.2645399781685992,0,0,0,1,0
Macrocnemus,0.2734504153484802,0,1,1,0,0
Macroleter,2.764036001936168,0,1,1,0,0
Malutinisuchus,0.133929891857927,0,1,0,0,0
Mambawakale,-0.2645399781685992,0,0,0,1,0
Mandaphon,-0.2645399781685992,0,0,0,1,0
Mandasuchus,-0.2645399781685992,0,0,0,1,0
Marasuchus,-0.2645399781685992,0,0,0,1,0
Marcianosuchus,-0.2645399781685992,0,0,1,0,0
Megachirella,-0.2645399781685992,0,1,0,0,0
Mesodapedon,-0.2645399781685992,0,0,0,1,0
Mesosuchus,-0.2645399781685992,0,0,0,1,0
Microcnemus,1.267020021811763,0,1,0,0,0
Milleretta,-0.0618837373908236,0,0,0,1,0
Millerinoides,-0.2645399781685992,0,0,0,1,0
Milleropsis,-0.0897312052246685,0,0,0,1,0
Millerosaurus,-0.0897312052246685,0,0,0,1,0
Moradisaurus,-0.052018549679138,0,0,1,0,0
Nanchangosaurus,0.146938955560502,0,0,1,0,0
Nanoparia,-0.0897312052246685,0,0,0,1,0
Neoprocolophon,-0.2645399781685992,0,1,0,0,0
Nochelesaurus,-0.2645399781685992,0,0,0,1,0
Noteosuchus,-0.2645399781685992,0,0,0,1,0
Nundasuchus,-0.2645399781685992,0,0,0,1,0
Nyasasaurus,-0.2645399781685992,0,0,0,1,0
Nycteroleter,-0.2645399781685992,0,1,0,0,0
Nyctiphruretus,-0.2018093507527973,0,1,0,0,0
Obirkovia,-0.2177782206373966,0,1,0,0,0
Orenburgia,0.9627922281335836,0,1,0,0,0
Oryporan,-0.2645399781685992,0,0,0,1,0
Osmolskina,-0.2645399781685992,0,1,0,0,0
Owenetta,-0.0865245592331424,0,0,0,1,0
Palacrodon,1.1606608366552982,0,0,0,1,1
Palaeagama,-0.2645399781685992,0,0,0,1,0
Paliguana,-0.2645399781685992,0,0,0,1,0
Pamelaria,-0.2645399781685992,0,0,0,1,0
Pamelina,-0.2645399781685992,0,1,0,0,0
Pappochelys,-0.2645399781685992,0,1,0,0,0
Parahupehsuchus,-0.2645399781685992,0,0,1,0,0
Parasaurus,-0.1114788524899818,0,1,0,0,0
Parasuchus,-0.2645399781685992,0,1,0,0,0
Pareiasaurus,0.8996481818957338,0,0,0,1,0
Pareiasuchus,0.8996481818957338,0,0,0,1,0
Parringtonia,-0.2645399781685992,0,0,0,1,0
Parvosuchus,-0.2645399781685992,0,0,0,1,0
Pectodens,-0.2645399781685992,0,0,1,0,0
Pentaedrusaurus,-0.2645399781685992,0,1,0,0,0
Permotriturus,-0.2645399781685992,0,1,0,0,0
Phaanthosaurus,0.0495939665148067,0,1,0,0,0
Phonodus,-0.2645399781685992,0,0,0,1,0
Pinheirochampsa,-0.2645399781685992,0,0,0,1,0
Pintosaurus,-0.2645399781685992,0,0,0,1,0
Polymorphodon,-0.2645399781685992,0,1,0,0,0
Prestosuchus,-0.2645399781685992,0,0,0,1,0
Procerosuchus,-0.2645399781685992,0,0,0,1,0
Procolina,-0.2645399781685992,0,1,0,0,0
Procolophon,2.102553847539919,0,0,0,1,1
Procolophonichnium,-0.2645399781685992,0,0,0,1,0
Prolacerta,1.2119505146184544,0,0,0,1,1
Prolacertoides,-0.2645399781685992,0,1,0,0,0
Prosaurosphargis,-0.2645399781685992,0,0,1,0,0
Protanystropheus,0.2337425218213041,0,1,1,0,0
Proterosuchus,9.114364222671933,0,1,0,1,0
Protorosaurus,-0.1114788524899818,0,1,0,0,0
Provelosaurus,-0.0779510403282914,0,0,0,1,0
Pumiliopareia,-0.2645399781685992,0,0,0,1,0
Qianosuchus,-0.2645399781685992,0,0,1,0,0
Rautiania,-0.2645399781685992,0,1,0,0,0
Retymaijychampsa,-0.2645399781685992,0,0,0,1,0
Rhipaeosaurus,-0.081671052549393,0,1,0,0,0
Rhombopholis,-0.1771882155210521,0,1,1,0,0
Rothianiscus,-0.2645399781685992,0,0,1,0,0
Ruhuhuaria,-0.2645399781685992,0,0,0,1,0
Sanchuansaurus,-0.2645399781685992,0,1,0,0,0
Santaisaurus,-0.2645399781685992,0,1,0,0,0
Sarmatosuchus,-0.2645399781685992,0,1,0,0,0
Saurodektes,0.0810827001274581,0,0,0,1,0
Sauropareion,0.0810827001274581,0,0,0,1,0
Saurorictus,-0.2645399781685992,0,0,0,1,0
Saurosternon,-0.2645399781685992,0,0,0,1,0
Scharschengia,-0.2645399781685992,0,1,0,0,0
Schultzsuchus,-0.2645399781685992,0,0,0,1,0
Sclerocormus,-0.2645399781685992,0,1,0,0,0
Sclerosaurus,0.5726452513157582,0,0,1,0,0
Scolotosuchus,-0.2645399781685992,0,1,0,0,0
Scutosaurus,0.0793018190478672,0,1,0,0,0
Scythosuchus,-0.2645399781685992,0,1,0,0,0
Shansisuchus,-0.0467409479729907,0,1,0,0,0
Shihtienfenia,-0.1042796104386415,0,1,0,0,0
Shringasaurus,-0.2645399781685992,0,0,0,1,0
Sinosaurosphargis,-0.2645399781685992,0,0,1,0,0
Sophineta,-0.2645399781685992,0,1,0,0,0
Spondylolestes,-0.2645399781685992,0,0,0,1,0
Spondylosoma,-0.2645399781685992,0,0,0,1,0
Stagonosuchus,-0.2645399781685992,0,0,0,1,0
Stauromatodon,-0.2645399781685992,0,1,0,0,0
Stenaulorhynchus,-0.2645399781685992,0,0,0,1,0
Styracocephalus,-0.2645399781685992,0,0,0,1,0
Suchonosaurus,-0.2645399781685992,0,1,0,0,0
Tangasaurus,-0.2645399781685992,0,0,0,1,0
Tanystropheus,2.731588833259509,0,1,1,0,0
Tarjadia,-0.2645399781685992,0,0,0,1,0
Tasmaniosaurus,1.1508516043482813,0,0,0,1,1
Teleocrater,-0.2645399781685992,0,0,0,1,0
Teratophon,-0.2645399781685992,0,0,0,1,0
Teratosaurus,5.183892291231955,0,1,0,1,0
Teyujagua,-0.2645399781685992,0,0,0,1,0
Thadeosaurus,-0.2645399781685992,0,0,0,1,0
Thecodontosaurus,-0.0942356531593997,0,1,0,0,0
Theledectes,-0.2645399781685992,0,0,0,1,0
Thelephon,-0.2645399781685992,0,0,0,1,0
Thelerpeton,-0.2645399781685992,0,0,0,1,0
Tichvinskia,-0.0970508384714401,0,1,0,0,0
Ticinosuchus,-0.2645399781685992,0,0,1,0,0
Timanophon,-0.1539951167332304,0,1,0,0,0
Trachelosaurus,-0.2645399781685992,0,1,0,0,0
Tramuntanasaurus,-0.2645399781685992,0,0,0,1,0
Tropidosuchus,-0.2645399781685992,0,0,0,1,0
Turfanosuchus,-0.2645399781685992,0,1,0,0,0
Uralosaurus,-0.1176990642539445,0,1,0,0,0
Vellbergia,-0.2645399781685992,0,1,0,0,0
Vjushkovisaurus,-0.1176990642539445,0,1,0,0,0
Vonhuenia,-0.2645399781685992,0,1,0,0,0
Vritramimosaurus,-0.2645399781685992,0,1,0,0,0
Vytshegdosuchus,-0.2645399781685992,0,1,0,0,0
Wapitisaurus,-0.2645399781685992,0,1,0,0,0
Weigeltisaurus,-0.1114788524899818,0,1,0,0,0
Xilousuchus,-0.2645399781685992,0,1,0,0,0
Yarasuchus,-0.2645399781685992,0,0,0,1,0
Youngetta,-0.2645399781685992,0,1,0,0,0
Youngina,-0.0897312052246685,0,0,0,1,0
Youngosuchus,-0.2645399781685992,0,1,0,0,0
Zanclodon,-0.1428434090205527,0,1,0,0,0
Zhongjiania,-0.2645399781685992,0,1,0,0,0
