genus	lat_range_z_trans	Arctic	Temperate_N	Tropical	Temperate_S	Antarctic
Eohupehsuchus	-0.3179518273738846	0	0	1	0	0
Eohyosaurus	-0.3179518273738846	0	0	0	1	0
Eomurruna	-0.1730518674047228	0	0	0	1	0
Eorasaurus	-0.3179518273738846	0	1	0	0	0
Eretmorhipis	-0.3179518273738846	0	0	1	0	0
Erythrosuchus	-0.1655196769326199	0	0	0	1	0
Eumetabolodon	-0.0900950923456101	0	1	0	0	0
Eunotosaurus	-0.0023955965069447	0	0	0	1	0
Euparkeria	-0.3179518273738846	0	0	0	1	0
Eusaurosphargis	0.1588926923753899	0	1	1	0	0
Feralisaurus	-0.3179518273738846	0	0	1	0	0
Fodonyx	-0.3179518273738846	0	0	1	0	0
Fraxinisaura	-0.3179518273738846	0	1	0	0	0
Fugusuchus	-0.3179518273738846	0	1	0	0	0
Fuyuansaurus	-0.3179518273738846	0	0	1	0	0
Galesphyrus	-0.0931739325695684	0	0	0	1	0
Gamatavus	-0.3179518273738846	0	0	0	1	0
Gansurhinus	-0.220552973588648	0	1	0	0	0
Garjainia	8.160801545952504	0	1	0	1	0
Gecatogomphius	-0.3179518273738846	0	1	0	0	0
Germanosaurus	-0.3179518273738846	0	1	0	0	0
Glaurung	-0.3179518273738846	0	1	0	0	0
Glyphoderma	-0.3179518273738846	0	0	1	0	0
Gondwanax	-0.3179518273738846	0	0	0	1	0
Gracilisuchus	-0.3179518273738846	0	0	0	1	0
Grippia	0.9919764504986748	0	1	0	0	0
Gualosuchus	-0.3179518273738846	0	0	0	1	0
Guchengosuchus	-0.3179518273738846	0	1	0	0	0
Guizhouichthyosaurus	-0.3179518273738846	0	0	1	0	0
Gulosaurus	-0.3179518273738846	0	1	0	0	0
Halazhaisuchus	-0.3179518273738846	0	1	0	0	0
Hanosaurus	-0.3179518273738846	0	0	1	0	0
Helveticosaurus	-0.3179518273738846	0	0	1	0	0
Hemilopas	-0.3092948256425998	0	1	0	0	0
Hescheleria	-0.3179518273738846	0	0	1	0	0
Heteropelta	-0.3179518273738846	0	1	0	0	0
Hispaniasaurus	-0.3179518273738846	0	0	1	0	0
Honghesaurus	-0.3179518273738846	0	0	1	0	0
Horaffia	-0.1750930186800299	0	1	0	0	0
Hovasaurus	0.6743868471341543	0	0	0	1	0
Howesia	-0.3179518273738846	0	0	0	1	0
Hupehsuchus	0.1047765136132596	0	0	1	0	0
Hypselorhachis	-0.3179518273738846	0	0	0	1	0
Indosauriscus	-0.3179518273738846	0	0	0	1	0
Isfjordosaurus	-0.3179518273738846	0	1	0	0	0
Jaxtasuchus	-0.3179518273738846	0	1	0	0	0
Jesairosaurus	-0.3179518273738846	0	0	1	0	0
Jushatyria	-0.3179518273738846	0	1	0	0	0
Kadimakara	-0.3179518273738846	0	0	0	1	0
Kahneria	-0.3179518273738846	0	0	1	0	0
Kalisuchus	-0.3179518273738846	0	0	0	1	0
Kapes	1.9187096915432555	0	1	1	0	0
Keichousaurus	-0.0511327504715344	0	0	1	0	0
Kinelia	0.0924230367065714	0	1	0	0	0
Kitchingnathus	-0.3179518273738846	0	0	0	1	0
Koilamasuchus	-0.3179518273738846	0	0	0	1	0
Koiloskiosaurus	-0.3179518273738846	0	1	0	0	0
Kudnu	-0.3179518273738846	0	0	0	1	0
Kwangsisaurus	-0.3179518273738846	0	0	1	0	0
Lagerpeton	-0.3179518273738846	0	0	0	1	0
Langeronyx	-0.228211958137685	0	1	1	0	0
Lanthaniscus	-0.3179518273738846	0	1	0	0	0
Lanthanolania	-0.3179518273738846	0	1	0	0	0
Lanthanosuchus	-0.3179518273738846	0	1	0	0	0
Largocephalosaurus	-0.3179518273738846	0	0	1	0	0
Lariosaurus	0.8600934971762307	0	1	1	0	0
Lasasaurus	-0.3179518273738846	0	0	0	1	0
Lewisuchus	-0.3179518273738846	0	0	0	1	0
Litorosuchus	-0.3179518273738846	0	0	1	0	0
Lotosaurus	-0.2868126022588645	0	0	1	0	0
Luopingosaurus	-0.3179518273738846	0	0	1	0	0
Luperosuchus	-0.3179518273738846	0	0	0	1	0
Macrocnemus	0.2347466654928758	0	1	1	0	0
Macroleter	2.7934222787573177	0	1	1	0	0
Majiashanosaurus	-0.3179518273738846	0	1	0	0	0
Malutinisuchus	0.0914117956021887	0	1	0	0	0
Mambawakale	-0.3179518273738846	0	0	0	1	0
Mandaphon	-0.3179518273738846	0	0	0	1	0
Mandasuchus	-0.3179518273738846	0	0	0	1	0
Marasuchus	-0.3179518273738846	0	0	0	1	0
Marcianosuchus	-0.3179518273738846	0	0	1	0	0
Megachirella	-0.3179518273738846	0	1	0	0	0
Merriamosaurus	-0.3179518273738846	0	1	0	0	0
Mesodapedon	-0.3179518273738846	0	0	0	1	0
Mesosuchus	-0.3179518273738846	0	0	0	1	0
Microcnemus	1.2554794344564233	0	1	0	0	0
Mikadocephalus	1.6771319704840593	0	1	1	0	0
Milleretta	-0.1097551751703467	0	0	0	1	0
Millerinoides	-0.3179518273738846	0	0	0	1	0
Milleropsis	-0.1383639638910937	0	0	0	1	0
Millerosaurus	-0.1383639638910937	0	0	0	1	0
Mixosaurus	0.3322023043555123	0	0	1	0	0
Moradisaurus	-0.099620283458896	0	0	1	0	0
Nanchangosaurus	0.1047765136132596	0	0	1	0	0
Nanoparia	-0.1383639638910937	0	0	0	1	0
Neoprocolophon	-0.3179518273738846	0	1	0	0	0
Neusticosaurus	0.3528456246848171	0	1	1	0	0
Nochelesaurus	-0.3179518273738846	0	0	0	1	0
Noteosuchus	-0.3179518273738846	0	0	0	1	0
Nothosaurus	2.9799053286042283	0	1	1	0	0
Nundasuchus	-0.3179518273738846	0	0	0	1	0
Nyasasaurus	-0.3179518273738846	0	0	0	1	0
Nycteroleter	-0.3179518273738846	0	1	0	0	0
Nyctiphruretus	-0.2535062096693757	0	1	0	0	0
Obirkovia	-0.2699116518935466	0	1	0	0	0
Odoiporosaurus	-0.3179518273738846	0	0	1	0	0
Omphalosaurus	2.051248395828003	0	1	1	0	0
Orenburgia	0.9429343684472256	0	1	0	0	0
Oryporan	-0.3179518273738846	0	0	0	1	0
Osmolskina	-0.3179518273738846	0	1	0	0	0
Owenetta	-0.1350696515241249	0	0	0	1	0
Pachypleurosaurus	0.0670805567529792	0	1	1	0	0
Palacrodon	1.1462124994946026	0	0	0	1	1
Palaeagama	-0.3179518273738846	0	0	0	1	0
Paliguana	-0.3179518273738846	0	0	0	1	0
Pamelaria	-0.3179518273738846	0	0	0	1	0
Pamelina	-0.3179518273738846	0	1	0	0	0
Panzhousaurus	-0.3179518273738846	0	0	1	0	0
Pappochelys	-0.3179518273738846	0	1	0	0	0
Parahupehsuchus	-0.3179518273738846	0	0	1	0	0
Paralonectes	-0.2247301772275193	0	1	0	0	0
Paraplacodus	-0.041998909665645	0	1	1	0	0
Pararcus	-0.3179518273738846	0	1	0	0	0
Parasaurus	-0.160706169275761	0	1	0	0	0
Parasuchus	-0.3179518273738846	0	1	0	0	0
Pareiasaurus	0.8780640294788764	0	0	0	1	0
Pareiasuchus	0.8780640294788764	0	0	0	1	0
Parringtonia	-0.3179518273738846	0	0	0	1	0
Partanosaurus	-0.3179518273738846	0	1	0	0	0
Parvosuchus	-0.3179518273738846	0	0	0	1	0
Pectodens	-0.3179518273738846	0	0	1	0	0
Pentaedrusaurus	-0.3179518273738846	0	1	0	0	0
Permotriturus	-0.3179518273738846	0	1	0	0	0
Pessopteryx	-0.2785437615361077	0	1	0	0	0
Phaanthosaurus	0.004770213534262	0	1	0	0	0
Phalarodon	2.4220191688719863	0	1	1	0	0
Phantomosaurus	-0.3179518273738846	0	1	0	0	0
Phonodus	-0.3179518273738846	0	0	0	1	0
Pinheirochampsa	-0.3179518273738846	0	0	0	1	0
Pintosaurus	-0.3179518273738846	0	0	0	1	0
Pistosaurus	1.1170203024444048	0	1	1	0	0
Placodus	3.131497137687751	0	1	1	0	0
Polymorphodon	-0.3179518273738846	0	1	0	0	0
Prestosuchus	-0.3179518273738846	0	0	0	1	0
Procerosuchus	-0.3179518273738846	0	0	0	1	0
Procolina	-0.3179518273738846	0	1	0	0	0
Procolophon	2.1138558883558547	0	0	0	1	1
Procolophonichnium	-0.3179518273738846	0	0	0	1	0
Prolacerta	1.198904384055099	0	0	0	1	1
Prolacertoides	-0.3179518273738846	0	1	0	0	0
Prosantosaurus	-0.3179518273738846	0	1	0	0	0
Prosaurosphargis	-0.3179518273738846	0	0	1	0	0
Protanystropheus	0.1939531993420955	0	1	1	0	0
Proterosuchus	9.317361886423358	0	1	0	1	0
Protorosaurus	-0.160706169275761	0	1	0	0	0
Provelosaurus	-0.1262617415049558	0	0	0	1	0
Psephoderma	-0.3179518273738846	0	0	1	0	0
Psephosauriscus	-0.0925882683945763	0	0	1	0	0
Psephosaurus	2.464303126622849	0	1	1	0	0
Pumiliopareia	-0.3179518273738846	0	0	0	1	0
Qianichthyosaurus	-0.3179518273738846	0	0	1	0	0
Qianosuchus	-0.3179518273738846	0	0	1	0	0
Qianxisaurus	-0.3179518273738846	0	0	1	0	0
Quasianosteosaurus	-0.3179518273738846	0	1	0	0	0
Rautiania	-0.3179518273738846	0	1	0	0	0
Retymaijychampsa	-0.3179518273738846	0	0	0	1	0
Rhipaeosaurus	-0.130083455001748	0	1	0	0	0
Rhombopholis	-0.228211958137685	0	1	1	0	0
Rothianiscus	-0.3179518273738846	0	0	1	0	0
Ruhuhuaria	-0.3179518273738846	0	0	0	1	0
Sanchiaosaurus	-0.3179518273738846	0	0	1	0	0
Sanchuansaurus	-0.3179518273738846	0	1	0	0	0
Santaisaurus	-0.3179518273738846	0	1	0	0	0
Sarmatosuchus	-0.3179518273738846	0	1	0	0	0
Saurodektes	0.0371198164634504	0	0	0	1	0
Sauropareion	0.0371198164634504	0	0	0	1	0
Saurorictus	-0.3179518273738846	0	0	0	1	0
Saurosternon	-0.3179518273738846	0	0	0	1	0
Scharschengia	-0.3179518273738846	0	1	0	0	0
Schultzsuchus	-0.3179518273738846	0	0	0	1	0
Sclerocormus	-0.3179518273738846	0	1	0	0	0
Sclerosaurus	0.5421211779475902	0	0	1	0	0
Scolotosuchus	-0.3179518273738846	0	1	0	0	0
Scutosaurus	0.0352902479422913	0	1	0	0	0
Scythosuchus	-0.3179518273738846	0	1	0	0	0
Serpianosaurus	0.2645712771721993	0	1	1	0	0
Shansisuchus	-0.0941983975960845	0	1	0	0	0
Shihtienfenia	-0.1533101074138637	0	1	0	0	0
Shringasaurus	-0.3179518273738846	0	0	0	1	0
Simosaurus	3.004706405628089	0	1	1	0	0
Sinosaurosphargis	-0.3179518273738846	0	0	1	0	0
Sophineta	-0.3179518273738846	0	1	0	0	0
Spondylolestes	-0.3179518273738846	0	0	0	1	0
Spondylosoma	-0.3179518273738846	0	0	0	1	0
Stagonosuchus	-0.3179518273738846	0	0	0	1	0
Stauromatodon	-0.3179518273738846	0	1	0	0	0
Stenaulorhynchus	-0.3179518273738846	0	0	0	1	0
Styracocephalus	-0.3179518273738846	0	0	0	1	0
Suchonosaurus	-0.3179518273738846	0	1	0	0	0
Tanaisosaurus	-0.3179518273738846	0	1	0	0	0
Tangasaurus	-0.3179518273738846	0	0	0	1	0
Tanystropheus	2.76008803814357	0	1	1	0	0
Tarjadia	-0.3179518273738846	0	0	0	1	0
Tasmaniosaurus	1.1361350929505467	0	0	0	1	1
Teleocrater	-0.3179518273738846	0	0	0	1	0
Teratophon	-0.3179518273738846	0	0	0	1	0
Teratosaurus	5.279434929103042	0	1	0	1	0
Teyujagua	-0.3179518273738846	0	0	0	1	0
Thadeosaurus	-0.3179518273738846	0	0	0	1	0
Thaisaurus	-0.3179518273738846	0	0	1	0	0
Thalattoarchon	-0.3179518273738846	0	0	1	0	0
Thalattosaurus	-0.3179518273738846	0	1	0	0	0
Thecodontosaurus	-0.1429915587603015	0	1	0	0	0
Theledectes	-0.3179518273738846	0	0	0	1	0
Thelephon	-0.3179518273738846	0	0	0	1	0
Thelerpeton	-0.3179518273738846	0	0	0	1	0
Tholodus	1.937369423552426	0	1	1	0	0
Tichvinskia	-0.1458837083188344	0	1	0	0	0
Ticinosuchus	-0.3179518273738846	0	0	1	0	0
Timanophon	-0.2043847840851208	0	1	0	0	0
Trachelosaurus	-0.3179518273738846	0	1	0	0	0
Tramuntanasaurus	-0.3179518273738846	0	0	0	1	0
Tropidosuchus	-0.3179518273738846	0	0	0	1	0
Turfanosuchus	-0.3179518273738846	0	1	0	0	0
Uralosaurus	-0.1670964351776839	0	1	0	0	0
Utatsusaurus	0.82931287371438	0	1	1	0	0
Vellbergia	-0.3179518273738846	0	1	0	0	0
Vjushkovisaurus	-0.1670964351776839	0	1	0	0	0
Vonhuenia	-0.3179518273738846	0	1	0	0	0
Vritramimosaurus	-0.3179518273738846	0	1	0	0	0
Vytshegdosuchus	-0.3179518273738846	0	1	0	0	0
Wangosaurus	-0.3179518273738846	0	0	1	0	0
Wapitisaurus	-0.3179518273738846	0	1	0	0	0
Weigeltisaurus	-0.160706169275761	0	1	0	0	0
Wimanius	-0.3179518273738846	0	0	1	0	0
Wumengosaurus	-0.3179518273738846	0	0	1	0	0
Xilousuchus	-0.3179518273738846	0	1	0	0	0
Xinminosaurus	-0.3179518273738846	0	0	1	0	0
Xinpusaurus	-0.3179518273738846	0	0	1	0	0
Yarasuchus	-0.3179518273738846	0	0	0	1	0
Youngetta	-0.3179518273738846	0	1	0	0	0
Youngina	-0.1383639638910937	0	0	0	1	0
Youngosuchus	-0.3179518273738846	0	1	0	0	0
Yunguisaurus	-0.3179518273738846	0	0	1	0	0
Zanclodon	-0.1929282002502425	0	1	0	0	0
Zhongjiania	-0.3179518273738846	0	1	0	0	0
