occurrence_no_x,locality,county_original,state,cc,notes,genus,age_max,age_min
1087080,Queensland,,Queensland,AU,,Nanolania,251.902,251.2
1087082,Queensland,,Queensland,AU,,Tirraturhinus,251.902,251.2
1087087,Queensland,,Queensland,AU,,Lydekkerina,251.902,251.2
1547083,Queensland,,Queensland,AU,,Capulomala,251.902,251.2
1547084,Queensland,,Queensland,AU,,Capulomala,251.902,251.2
1547197,Queensland,,Queensland,AU,,Capulomala,251.902,251.2
1087081,Tasmania,Hobart,Tasmania,AU,,Rotaurisaurus,251.902,251.2
1087659,Tasmania,Hobart,Tasmania,AU,,Banksiops,251.902,251.2
1087660,Tasmania,Hobart,Tasmania,AU,,Chomatobatrachus,251.902,251.2
1087661,Tasmania,,Tasmania,AU,,Banksiops,251.902,251.2
1087662,Tasmania,,Tasmania,AU,,Chomatobatrachus,251.902,251.2
1087663,Tasmania,,Tasmania,AU,,Derwentia,251.902,251.2
1087669,Tasmania,,Tasmania,AU,,Banksiops,251.902,251.2
1087670,Tasmania,,Tasmania,AU,,Chomatobatrachus,251.902,251.2
1087671,Tasmania,,Tasmania,AU,,Deltasaurus,251.902,251.2
1087672,Tasmania,,Tasmania,AU,,Banksiops,251.902,251.2
1087673,Tasmania,,Tasmania,AU,,Chomatobatrachus,251.902,251.2
1087674,Tasmania,,Tasmania,AU,,Deltasaurus,251.902,251.2
1087675,Tasmania,,Tasmania,AU,,Derwentia,251.902,251.2
1087678,Tasmania,,Tasmania,AU,,Chomatobatrachus,251.902,251.2
1087679,Tasmania,,Tasmania,AU,,Banksiops,251.902,251.2
1087681,Tasmania,,Tasmania,AU,,Chomatobatrachus,251.902,251.2
1087682,Tasmania,,Tasmania,AU,,Deltasaurus,251.902,251.2
1087683,Tasmania,,Tasmania,AU,,Watsonisuchus,251.902,251.2
1087684,Tasmania,,Tasmania,AU,,Watsonisuchus,251.902,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087685,Tasmania,,Tasmania,AU,,Bothriceps,259.51,251.2
1087518,Western Australia,,Western Australia,AU,,Deltasaurus,251.902,247.2
1087519,Western Australia,,Western Australia,AU,,Deltasaurus,251.902,247.2
1087520,Western Australia,,Western Australia,AU,,Deltasaurus,251.902,247.2
1087521,Western Australia,,Western Australia,AU,,Deltasaurus,251.902,247.2
1087522,Western Australia,,Western Australia,AU,,Deltasaurus,251.902,247.2
1087523,Western Australia,,Western Australia,AU,,Watsonisuchus,251.902,247.2
1087524,Western Australia,,Western Australia,AU,,Deltasaurus,251.902,247.2
1087566,Western Australia,,Western Australia,AU,,Batrachosuchus,251.902,247.2
1087567,Western Australia,,Western Australia,AU,,Batrachosuchus,251.902,247.2
1129698,Western Australia,,Western Australia,AU,,Erythrobatrachus,251.902,247.2
1338643,Maranhao,Timon,Maranhao,BR,,Timonya,283.5,273.01
1395191,Maranhao,,Maranhao,BR,,Prionosuchus,283.5,273.01
1364550,Parana,Ortigueira,Parana,BR,,Australerpeton,266.9,254.14
1364551,Parana,Ortigueira,Parana,BR,,Konzhukovia,266.9,254.14
1368853,Parana,,Parana,BR,,Australerpeton,266.9,254.14
N1,Parana,Sao Jeronimo da Serra,Parana,BR,,Australerpeton,266.9,264.3
N12,Parana,Serra do Cadeado,Parana,BR,,Australerpeton,266.9,264.3
N2,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
N3,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
N4,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
N5,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
N6,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
N7,Parana,Morro do Mulato,Parana,BR,,Rastosuchus,266.9,264.3
1338644,Piaui,Nazaria,Piaui,BR,,Timonya,298.9,273.01
1338645,Piaui,Nazaria,Piaui,BR,,Procuhy,298.9,273.01
895253,Rio Grande do Sul,,Rio Grande do Sul,BR,,Sangaia,251.902,247.2
1347764,Rio Grande do Sul,Sao Joao do Polesine,Rio Grande do Sul,BR,,Compsocerops,237,227
1368857,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,,Konzhukovia,266.9,259.51
1368861,Rio Grande do Sul,,Rio Grande do Sul,BR,,Bageherpeton,273.01,259.51
1396073,Rio Grande do Sul,,Rio Grande do Sul,BR,,Tomeia,251.902,247.2
N10,Rio Grande do Sul,Pivetta,Rio Grande do Sul,BR,,Compsocerops,227,208.5
N11,Rio Grande do Sul,Pivetta,Rio Grande do Sul,BR,,Compsocerops,227,208.5
N13,Rio Grande do Sul,-,Rio Grande do Sul,BR,,Kwatisuchus,251.2,247.2
N14,Rio Grande do Sul,Toroqua,Rio Grande do Sul,BR,,Tomeia,251.2,247.2
N8,Rio Grande do Sul,Buriol,Rio Grande do Sul,BR,,Compsocerops,227,208.5
N9,Rio Grande do Sul,Buriol,Rio Grande do Sul,BR,,Compsocerops,227,208.5
1357107,Santa Catarina ,,Santa Catarina ,BR,,Parapytanga,273.01,254.14
933492,Nova Scotia,,Nova Scotia,CA,,Metoposaurus,237,227
789653,Gansu,,Gansu,CN,,Anakamacops,273.01,266.9
880671,Hubei,Yuanan,Hubei,CN,,Yuanansuchus,247.2,242
1396077,Hubei,Yuanan,Hubei,CN,,Yuanansuchus,247.2,242
559541,Czechia,,Boheme,CZ,,Apateon,283.5,259.51
1315325,Czechia,,Rakovnik,CZ,,Dawsonerpeton,301.4,300.9
1315483,Czechia,,Boheme,CZ,,Branchierpeton,300.9,300.3
1317698,Czechia,Pilsen-North,Pilsen,CZ,,Nyranerpeton,309.8,307.4
1317699,Czechia,Pilsen-North,Pilsen,CZ,,Cochleosaurus,309.8,307.4
1336075,Czechia,,,CZ,,Dawsonerpeton,301.4,300.9
1336733,Czechia,Pilsen-North,Pilsen,CZ,,Branchiosaurus,309.8,307.4
1337320,Czechia,Pilsen-North,Pilsen,CZ,,Limnogyrinus,309.8,307.4
1338165,Czechia,Pilsen-North,Pilsen,CZ,,Platyrhinops,309.8,307.4
1338188,Czechia,Plze-North District,Pilsen,CZ,,Dasyceps,298.9,283.5
1338190,Czechia,Pilsen-North,Pilsen,CZ,,Capetus,309.8,307.4
1338234,Czechia,,Rakovnik,CZ,,Porierpeton,301.4,300.9
1338517,Czechia,,Boheme,CZ,,Melanerpeton,283.5,259.51
1338555,Czechia,,Boheme,CZ,,Onchiodon,283.5,259.51
1338556,Czechia,,,CZ,,Onchiodon,298.9,283.5
1338565,Czechia,Semily District,Liberec,CZ,,Melanerpeton,298.9,293.52
1338612,Czechia,,,CZ,,Apateon,298.9,273.01
1338793,Czechia,,,CZ,,Sclerocephalus,298.9,283.5
1338886,Czechia,,Boheme,CZ,,Cheliderpeton,283.5,259.51
1338887,Czechia,,,CZ,,Cheliderpeton,298.9,283.5
1342750,Czechia,Semily District,Liberec,CZ,,Cheliderpeton,298.9,293.52
1342751,Czechia,Semily District,Liberec,CZ,,Archegosaurus,298.9,293.52
1396075,Czechia,,,CZ,,Sclerocephalus,298.9,290.1
1425271,Czechia,Pilsen-North,Pilsen,CZ,,Cochleosaurus,309.8,307.4
1425273,Czechia,,Boheme,CZ,,Chelydosaurus,283.5,259.51
1425274,Czechia,,,CZ,,Sclerocephalus,298.9,283.5
1425275,Czechia,Pilsen-North,Pilsen,CZ,,Potamochoston,309.8,307.4
1425279,Czechia,,South Moravia,CZ,,Melanerpeton,298.9,273.01
1425280,Czechia,Pilsen-North,Pilsen,CZ,,Mordex,309.8,307.4
1425281,Czechia,Pilsen-North,Pilsen,CZ,,Cochleosaurus,309.8,307.4
1425282,Czechia,Pilsen-North,Pilsen,CZ,,Macromerium,309.8,307.4
1425288,Czechia,Pilsen-North,Pilsen,CZ,,Limnerpeton,309.8,307.4
1425289,Czechia,Pilsen-North,Pilsen,CZ,,Limnerpeton,309.8,307.4
1425291,Czechia,Pilsen-North,Pilsen,CZ,,Sparagmites,309.8,307.4
1546686,Czechia,,,CZ,,Korkonterpeton,298.9,293.52
1640842,Czechia,,Krkonose,CZ,,Archegosaurus,298.9,293.52
1640844,Czechia,,Krkonose,CZ,,Cheliderpeton,298.9,293.52
1640845,Czechia,,Krkonose,CZ,,Melanerpeton,298.9,293.52
1640846,Czechia,,Krkonose,CZ,,Apateon,298.9,293.52
1640847,Czechia,,Krkonose,CZ,,Branchiosaurus,298.9,293.52
1643371,Czechia,,Liberec,CZ,,Archegosaurus,298.9,293.52
1643373,Czechia,,Liberec,CZ,,Branchiosaurus,298.9,293.52
1643375,Czechia,,Liberec,CZ,,Melanerpeton,298.9,293.52
1643397,Czechia,,Liberec,CZ,,Melanerpeton,298.9,293.52
1643411,Czechia,,Liberec,CZ,,Melanerpeton,298.9,293.52
728366,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Gerrothorax,216.7,213.2
906409,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Callistomordax,239.7,237
906411,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Trematolestes,239.7,237
906412,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929764,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Trematolestes,239.7,237
929765,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Gerrothorax,239.7,237
929766,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929771,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Plagiosuchus,239.7,237
929772,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Plagiosuchus,239.7,237
929773,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Plagiosuchus,239.7,237
929774,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Plagiosuchus,239.7,237
929776,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Trematolestes,239.7,237
929777,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,Tatrasuchus,239.7,237
929780,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,Plagiosuchus,239.7,237
929781,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,Gerrothorax,239.7,237
929782,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929783,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,Trematolestes,239.7,237
929795,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,Callistomordax,239.7,237
929799,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929800,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929801,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929802,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929802,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
929803,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,Mastodonsaurus,239.7,237
930385,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Metoposaurus,237,227
930387,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Metoposaurus,237,227
930388,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,Metoposaurus,237,227
930389,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,Hyperokynodon,237,227
930389,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,Hyperokynodon,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930392,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,Cyclotosaurus,237,227
930393,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Metoposaurus,237,227
930394,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Metoposaurus,237,227
930395,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,Metoposaurus,237,227
930821,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Metoposaurus,227,208.5
932452,Baden-Wurttemberg,Rems-Murr-Kreis,Baden-Wurttemberg,DE,,Metoposaurus,237,227
985111,Baden-Wurttemberg,Freudenstadt,Baden-Wurttemberg,DE,,Meyerosuchus,248.9,247.2
985112,Baden-Wurttemberg,Calw,Baden-Wurttemberg,DE,,Meyerosuchus,248.9,247.2
985128,Baden-Wurttemberg,Neckar-Odenwald-Kreis,Baden-Wurttemberg,DE,,Odenwaldia,248.9,247.2
985129,Baden-Wurttemberg,Freudenstadt,Baden-Wurttemberg,DE,,Odenwaldia,248.9,247.2
1091731,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Mastodonsaurus,247.2,237
1091732,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Plagiosternum,247.2,237
1099423,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,227,208.5
1099958,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Plagiosternum,237,227
1338636,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Megalophthalma,239.7,237
1418701,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Mastodonsaurus,247.2,242
1419585,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Plagiosternum,239.7,237
1419594,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Gerrothorax,247.2,237
1419597,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Gerrothorax,237,227
1419635,Baden-Wurttemberg,Waldshut,Baden-Wurttemberg,DE,,Mastodonsaurus,247.2,244.7
1419642,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Tatrasuchus,239.7,237
1419643,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Tatrasuchus,239.7,237
1419644,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,Tatrasuchus,239.7,237
1419645,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Eocyclotosaurus,247.2,242
1419646,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Heptasaurus,247.2,242
1419647,Baden-Wurttemberg,Calw,Baden-Wurttemberg,DE,,Eocyclotosaurus,247.2,244.7
1419648,Baden-Wurttemberg,Freudenstadt,Baden-Wurttemberg,DE,,Eocyclotosaurus,247.2,244.7
1419649,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Stenotosaurus,248.9,245.5
1419650,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Cyclotosaurus,216.7,213.2
1419651,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Cyclotosaurus,227,208.5
1423618,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Cyclotosaurus,242,237
880951,Bavaria,Bamberg,Bavaria,DE,,Metoposaurus,237,227
881085,Bavaria,Bamberg,Bavaria,DE,,Metoposaurus,237,227
881089,Bavaria,Bamberg,Bavaria,DE,,Metoposaurus,237,227
881090,Bavaria,Bamberg,Bavaria,DE,,Cyclotosaurus,237,227
881093,Bavaria,Bamberg,Bavaria,DE,,Metoposaurus,237,227
881094,Bavaria,Bamberg,Bavaria,DE,,Gerrothorax,237,227
882294,Bavaria,Kronach,Bavaria,DE,,Stenotosaurus,247.2,244.7
1016311,Bavaria,Mittelfranken,Bavaria,DE,,Cyclotosaurus,237,227
1016312,Bavaria,Mittelfranken,Bavaria,DE,,Metoposaurus,237,227
1016313,Bavaria,Mittelfranken,Bavaria,DE,,Gerrothorax,237,227
1016314,Bavaria,Mittelfranken,Bavaria,DE,,Cyclotosaurus,237,227
1419641,Bavaria,,Bavaria,DE,,Mastodonsaurus,247.2,242
1639000,Bavaria,,Bavaria,DE,,Trematosaurus,259.51,251.902
1076088,Hessen,Oberhessen,Hessen,DE,,Sclerothorax,251.2,248.9
1076089,Hessen,,Hessen,DE,,Sclerothorax,248.9,247.2
1330336,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Micromelerpeton,298.9,283.5
1333239,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,,Micromelerpeton,303.7,298.9
1336743,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Leptorophus,298.9,283.5
1337697,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Eimerisaurus,293.52,290.1
1337750,Rhineland-Palatinate,Donnersbergkreis district,Rhineland-Palatinate,DE,,Eimerisaurus,293.52,290.1
1338558,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Melanerpeton,298.9,283.5
1338559,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,,Melanerpeton,298.9,293.52
1338619,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Apateon,298.9,283.5
1338620,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338621,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338622,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Apateon,298.9,290.1
1338623,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Apateon,303.7,293.52
1338624,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Apateon,298.9,290.1
1338625,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338626,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Apateon,298.9,283.5
1338627,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338628,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Apateon,298.9,290.1
1338631,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338632,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Apateon,300.3,297.7
1338633,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338634,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Apateon,298.9,293.52
1338759,Rhineland-Palatinate,Donnersbergkreis,Rhineland-Palatinate,DE,,Eryops,298.9,290.1
1338761,Rhineland-Palatinate,Donnersbergkreis ,Rhineland-Palatinate,DE,,Palatinerpeton,298.9,290.1
1338764,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,290.1
1338765,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,283.5
1338766,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338767,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338768,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Apateon,298.9,290.1
1338769,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,290.1
1338770,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338771,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,290.1
1338796,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,283.5
1338861,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,283.5
1338862,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,283.5
1338863,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Cheliderpeton,298.9,283.5
1338871,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338872,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Melanerpeton,298.9,293.52
1338873,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338874,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338875,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338876,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338878,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338879,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338880,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338881,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338882,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Sclerocephalus,298.9,293.52
1338891,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Archegosaurus,298.9,283.5
1338892,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Archegosaurus,298.9,283.5
1338900,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,,Glanochthon,298.9,293.52
1338902,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,,Glanochthon,298.9,283.5
1338909,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,,Glanochthon,298.9,290.1
1338912,Rhineland-Palatinate,,Rhineland-Palatinate,DE,,Glanochthon,298.9,293.52
1642295,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Stenokranio,303.7,293.52
1642296,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Trypanognathus,303.7,293.52
1338883,Saarland,,Saarland,DE,,Sclerocephalus,298.9,293.52
1338885,Saarland,,Saarland,DE,,Sclerocephalus,298.9,293.52
1338890,Saarland,Saarlouis,Saarland,DE,,Archegosaurus,298.9,293.52
1338901,Saarland,,Saarland,DE,,Glanochthon,298.9,283.5
1338910,Saarland,,Saarland,DE,,Glanochthon,298.9,293.52
1567399,Saarland,,Saarland,DE,,Sclerocephalus,303.7,293.52
