Time	mat_z_trans	map_z_trans	wmm_z_trans	cmm_z_trans	wmmcmm_z_trans	wetmon_z_trans	drymon_z_trans	wetdry_z_trans
199.3	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
199.4	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
199.5	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
199.6	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
199.7	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
199.8	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
199.9	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.1	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.2	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.3	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.4	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.5	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.6	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.7	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.8	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
200.9	0.636282831	-0.125708183	0.935990845	0.23202465	0.315160617	-0.214917596	-0.605214952	-0.006092633
