age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
-200.00001,0.035776381,3.34E-06,0.118287595,0.247677774,0.005862866,0.555093357,-0.212136437,-0.617165719,0.06690761
-201,0.035776381,3.34E-06,0.118287595,0.247677774,0.005862866,0.555093357,-0.212136437,-0.617165719,0.06690761
-201.00001,0.019890499,5.53E-05,0.079376125,0.301478047,0.025643923,0.591814183,-0.281587548,-0.591063035,-0.005445935
-202,0.019890499,5.53E-05,0.079376125,0.301478047,0.025643923,0.591814183,-0.281587548,-0.591063035,-0.005445935
-202.00001,0.02147927,1.86E-05,0.087309841,0.357079442,0.031762014,0.640126588,-0.335600172,-0.671317787,-0.046723952
-203,0.02147927,1.86E-05,0.087309841,0.357079442,0.031762014,0.640126588,-0.335600172,-0.671317787,-0.046723952
-203.00001,0.021382833,1.40E-05,0.084283304,0.368461321,0.031362141,0.640576691,-0.347078488,-0.663958327,-0.035647168
-204,0.021382833,1.40E-05,0.084283304,0.368461321,0.031362141,0.640576691,-0.347078488,-0.663958327,-0.035647168
-204.00001,0.019636558,1.49E-05,0.077327433,0.367172347,0.045657596,0.668750208,-0.347535789,-0.681598709,-0.050687053
-205,0.019636558,1.49E-05,0.077327433,0.367172347,0.045657596,0.668750208,-0.347535789,-0.681598709,-0.050687053
-205.00001,0.01272969,7.85E-06,0.049108137,0.049405005,0.000140749,0.172635438,-0.036675315,-0.181459782,0.039413642
-206,0.01272969,7.85E-06,0.049108137,0.049405005,0.000140749,0.172635438,-0.036675315,-0.181459782,0.039413642
-206.00001,0.033551621,9.95E-05,0.117250471,0.03334123,0.000265771,0.092693989,0.000210391,-0.1011898,0.118838673
-207,0.033551621,9.95E-05,0.117250471,0.03334123,0.000265771,0.092693989,0.000210391,-0.1011898,0.118838673
-207.00001,0.022189315,0.00013054,0.07271766,0.042452638,0.000265819,0.122356943,-0.020263323,-0.126500527,0.07213224
-208,0.022189315,0.00013054,0.07271766,0.042452638,0.000265819,0.122356943,-0.020263323,-0.126500527,0.07213224
-208.00001,0.018381905,0.00017442,0.053967666,0.0207284,0.000126101,0.060996056,-0.002346495,-0.05877849,0.040941802
-209,0.018381905,0.00017442,0.053967666,0.0207284,0.000126101,0.060996056,-0.002346495,-0.05877849,0.040941802
-209.00001,0.012305247,7.15E-05,0.034319373,0.020215466,0.000129778,0.055590186,-0.007910219,-0.054105568,0.025842737
-210,0.012305247,7.15E-05,0.034319373,0.020215466,0.000129778,0.055590186,-0.007910219,-0.054105568,0.025842737
-210.00001,0.01176886,6.19E-05,0.032557831,0.02099937,0.000139059,0.056517191,-0.00923051,-0.053628082,0.025479806
-211,0.01176886,6.19E-05,0.032557831,0.02099937,0.000139059,0.056517191,-0.00923051,-0.053628082,0.025479806
-211.00001,0.011663514,0.000146739,0.03248095,0.02163261,0.000129796,0.058863162,-0.009969096,-0.054809169,0.024567444
-212,0.011663514,0.000146739,0.03248095,0.02163261,0.000129796,0.058863162,-0.009969096,-0.054809169,0.024567444
-212.00001,0.011699956,0.000154892,0.03189899,0.022257329,0.000129796,0.059422414,-0.010557372,-0.056213609,0.024454384
-213,0.011699956,0.000154892,0.03189899,0.022257329,0.000129796,0.059422414,-0.010557372,-0.056213609,0.024454384
-213.00001,0.011645898,6.86E-05,0.031475644,0.022507306,0.000129796,0.062542497,-0.010861409,-0.057469778,0.024365064
-214,0.011645898,6.86E-05,0.031475644,0.022507306,0.000129796,0.062542497,-0.010861409,-0.057469778,0.024365064
-214.00001,0.011477298,6.86E-05,0.030551101,0.022791532,0.000139002,0.061545252,-0.011314234,-0.058692942,0.023835017
-215,0.011477298,6.86E-05,0.030551101,0.022791532,0.000139002,0.061545252,-0.011314234,-0.058692942,0.023835017
-215.00001,0.011050915,6.86E-05,0.029902486,0.024774283,0.000139002,0.066150964,-0.013723367,-0.060537347,0.026393696
-216,0.011050915,6.86E-05,0.029902486,0.024774283,0.000139002,0.066150964,-0.013723367,-0.060537347,0.026393696
-216.00001,0.010818477,5.95E-05,0.030069113,0.02748484,0.000139002,0.073890379,-0.016666363,-0.068279118,0.026401137
-217,0.010818477,5.95E-05,0.030069113,0.02748484,0.000139002,0.073890379,-0.016666363,-0.068279118,0.026401137
