clade	species	ts	te
0.0	Abyssomedon	114.53137960731623	114.11926357313968
0.0	Acadiella	56.787548264463325	55.0780703794132
0.0	Acaenasuchus	47.44991967787878	33.16110666522172
0.0	Acallosuchus	51.016215850705166	48.88904143228437
0.0	Acerosodontosaurus	81.6965653314864	81.59061214276882
0.0	Acleistorhinus	99.87189251990965	98.56008819349884
0.0	Acrodenta	79.97370853801021	79.8703118768556
0.0	Actiosaurus	28.02906496690526	27.106860889460645
0.0	Adamanasuchus	36.42325355037232	34.84645929107412
0.0	Adelosaurus	80.60505476217446	80.49942548119316
0.0	Aenigmasaurus	74.87481400072377	74.45772426643154
0.0	Aenigmaspina	53.97639732879082	52.64707578663584
0.0	Aenigmastropheus	79.74435152899086	79.63877574907242
0.0	Aetosauroides	59.091635050457924	38.78511821161652
0.0	Aetosaurus	52.814143018997875	33.60970272062268
0.0	Agkistrognathus	75.52625167101311	75.11427280641486
0.0	Agnosphitys	52.90360849012543	51.30158203013907
0.0	Alexeyisaurus	47.60235217103974	45.909977053796446
0.0	Alwalkeria	53.45482698170618	52.17142946574636
0.0	Amanasaurus	55.0191889365828	36.111256414108745
0.0	Ammorhynchus	72.38491394087507	69.34470937330191
0.0	Ammosaurus	25.48946365744499	24.139759561843995
0.0	Amotosaurus	72.23865483719375	69.87878152846493
0.0	Anarosaurus	72.26675932358796	66.81212690878073
0.0	Anchisauripus_Temperate_N	42.94399200506344	23.334132607204236
0.0	Anchisauripus_Tropical_N	53.58920485382368	23.567699572501102
0.0	Ancistronychus	43.76296235032422	41.75849635578638
0.0	Angistorhinus	60.30881770893853	33.89043746154317
0.0	Anisodontosaurus	72.13656700952605	63.13256910768421
0.0	Anomoepus_Temperate_N	26.774417169376285	24.34883127967119
0.0	Anomoepus_Tropical_N	41.16202783416287	24.169817999630713
0.0	Anomoiodon	72.41972631146551	66.83947917630242
0.0	Anshunsaurus	64.29338303162756	51.683357447321775
0.0	Anthodon	83.50815272474286	78.75416997267375
0.0	Anticheiropus	25.859047378400962	24.96127823097057
0.0	Apachesuchus	44.43538011943833	42.416432023775435
0.0	Apatopus_Temperate_N	59.12866307537333	57.46766816911846
0.0	Apatopus_Tropical_N	52.78770875591304	25.611021509797066
0.0	Apatopus_Tropical_S	59.57029574297654	57.91697368266831
0.0	Apatosuchus	42.36590023260546	40.60434767489956
0.0	Aphelosaurus	122.10922034606138	121.07241120036811
0.0	Araeoscelis	115.78516629080517	96.56072821212248
0.0	Archeopelta	66.672124553705	65.96265122344401
0.0	Archosaurus	85.71177142308026	81.42535218636716
0.0	Arcticodactylus	46.55909591205294	44.85395241966277
0.0	Arganaceras	83.64180999013963	83.53485535000542
0.0	Arganasuchus	59.31684294757037	50.929817342515285
0.0	Argoides	26.567195079504774	24.004011042931563
0.0	Arizonasaurus	72.35307777778519	69.28370023577378
0.0	Asilisaurus	72.19963552766106	67.1880034201576
0.0	Askeptosaurus	67.86333239721043	60.73299524610688
0.0	Asperoris	72.20435456769268	71.52107691637258
0.0	Asylosaurus	31.127533079612803	27.31712360387191
0.0	Atopodentatus	70.0573981001974	69.17053483975607
0.0	Atreipus_Temperate_N	58.31043454805271	56.76103483282517
0.0	Atreipus_Tropical_N	54.01719137875304	44.45805366325598
0.0	Augustaburiania	75.36672711941195	74.18625849926677
0.0	Augustasaurus	68.77685916736682	68.0443322747907
0.0	Australothyris	87.46358509332923	86.94181308278216
0.0	Austriadactylus	38.83107042115375	34.83601790738282
0.0	Austriadraco	36.87347188421281	35.31664657829083
0.0	Avalonnectes	25.154954883950683	24.25652867936422
0.0	Avicranium	27.932008798977762	27.02783661627292
0.0	Azendohsaurus	55.764307307776306	54.18999674292985
0.0	Baeotherates	110.3940020852502	110.13036597496502
0.0	Baisesaurus	73.30063741182659	72.87472692843104
0.0	Barasaurus	85.92363327295512	73.4716850605488
0.0	Barberenasuchus	64.08938113206239	63.425415856772894
0.0	Barracudasauroides	69.72204619369082	67.02238642645008
0.0	Barracudasaurus	71.37621693168995	69.34730170877218
0.0	Barrancapus	44.78385432681843	42.80996723024075
0.0	Bashkyroleter	98.0538704322773	88.83197522828212
0.0	Batrachopus_Temperate_N	68.90675849866635	24.685507727314786
0.0	Batrachopus_Tropical_N	43.45230213994174	24.058824081142454
0.0	Batrachotomus	64.6608930130661	61.11829646375809
0.0	Belebey	92.8745071485589	89.04565489331168
0.0	Benggwigwishingasuchus	69.64758336670809	68.90266851065986
0.0	Bentonyx	71.99699447421331	71.19815903744036
0.0	Bergamodactylus	40.850292483748234	39.26778053997459
0.0	Besanosaurus	67.20727359919462	66.41804966441691
0.0	Blezingeria	70.38343532546568	69.62891999462103
0.0	Blomosaurus	76.53072841195957	76.1678471037497
0.0	Bobosaurus	59.673164340475836	58.08871820959014
0.0	Bolosaurus	122.3116138457232	100.12703035200592
0.0	Boreopricea	73.54548131249511	72.86656925117495
0.0	Brachychirotherium_Temperate_N	53.82775550716159	52.54897729381844
0.0	Brachychirotherium_Tropical_N	53.93564964519253	28.15624247929427
0.0	Brachychirotherium_Tropical_S	54.43501698620101	50.98522952121766
0.0	Bradysaurus	89.60809059315922	84.61129007581974
0.0	Brasinorhynchus	66.46139304553095	64.68096752568451
0.0	Brazilosaurus	116.24311458337719	107.57783681597496
0.0	Bromsgroveia	72.54115906055226	67.36141623088476
0.0	Broomia	90.16156010786781	84.5971562756445
0.0	Bunostegos	77.71367535675928	77.6106074416293
0.0	Buriolestes	60.70015727753365	31.992081635299794
0.0	Bystrowisuchus	75.05914277479849	74.64079847991673
0.0	Callawayia	53.52289939967244	35.1567315631693
0.0	Calyptosuchus	61.81124211310891	33.20713543924944
0.0	Camelotia	34.42737710413825	26.43843985536022
0.0	Camposaurus	41.797710665881006	40.15323649864228
0.0	Candelaria	67.42633363364301	62.20261249063725
0.0	Captorhinikos	108.41047907061586	97.5813265589552
0.0	Captorhinoides	108.2329905962014	100.8256662780717
0.0	Captorhinus_Temperate_S	83.16566278752259	83.05803048696907
0.0	Captorhinus_Tropical_N	110.60343827831993	98.0476666561441
0.0	Captorhinus_Tropical_S	115.60036518826809	99.26303311970767
0.0	Cargninia	48.338394585002725	46.5951050006056
0.0	Carnufex	61.93250382633513	60.722739595498346
0.0	Cartorhynchus	72.49388424106851	72.05608000726141
0.0	Caseosaurus	37.7882301945148	36.223284092644455
0.0	Caviramus	30.10762395483448	29.198662956717147
0.0	Ceresiosaurus	67.14402110262937	61.05993855023128
0.0	Chalishevia	67.73758018162604	61.117080862820075
0.0	Chanaresuchus	65.65119041869367	62.56078867501851
0.0	Chaohusaurus	74.61144114857595	64.63549756284263
0.0	Chasmatosuchus	76.83523657608148	72.48366818139823
0.0	Chelyoposuchus	28.684483736881184	27.790370283173896
0.0	Chinchenia	66.34941580333204	65.66165063690809
0.0	Chindesaurus	54.43781082694805	34.688075825420505
0.0	Chinshakiangosaurus	25.04695250671738	24.142027364601724
0.0	Chirotherium_Temperate_N	60.72358610256241	25.742762070094074
0.0	Chirotherium_Temperate_S	67.7750575351874	65.25574228876653
0.0	Chirotherium_Tropical_N	77.02917753987506	38.29808499593982
0.0	Chromogisaurus	59.19928684045939	57.618075776560154
0.0	Clarazia	68.57892786354189	67.85678961775942
0.0	Claudiosaurus	84.43998955113138	77.23936094680552
0.0	Clevosaurus_Temperate_N	61.88273577313832	23.970261651692738
0.0	Clevosaurus_Temperate_S	59.29601469772829	33.115561006093984
0.0	Coahomasuchus	57.94376198796821	34.08473164047346
0.0	Coartaredens	71.75761547332863	66.16249980527479
0.0	Coburgosuchus	51.615644480263065	49.427815596459396
0.0	Coelodontognathus	75.26973179567972	71.92925528935973
0.0	Coelophysis_Tropical_N	52.25512006761868	25.616737741664988
0.0	Coelophysis_Tropical_S	48.17972604799317	46.228524124143995
0.0	Coelurosauravus_Temperate_N	80.44715610514477	80.3407613429525
