feature1,feature2,feature1_state,feature2_state,posterior_probability,fold_change,fold_change_lwr_CI,fold_change_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
lat_range_z_trans,none,none,none,1.0,-40.0,-40.0,-22.815512070346628,0.42729038804769515,0.3011501729488373,0.5485389828681946,-1121.5419719092013,-1465.6201600977777,-786.8143745667292,4.0
Temperate_N,none,0_1,none,1.0,-6.833137223138323,-34.805407563352965,-1.2091361061414332,0.4353166805952787,0.10591316968202591,0.8988946676254272,-513.827435975432,-1017.6116319373696,-145.0963844501739,4.0
Tropical,none,0_1,none,0.96,-4.1186417658116365,-31.53111083010988,1.3799440071378342,0.3992049799859524,0.14461983740329742,0.7682477831840515,-850.6501811967286,-1870.2433147664824,-236.99317362137322,8.0
Temperate_S,none,0_1,none,0.97,-7.056269714546868,-40.0,-1.5891606242569591,0.4827005089819431,0.17296943068504333,0.9501445889472961,-1066.7932441377147,-2149.820505974078,-276.8036953273006,2.0
Antarctic,none,0_1,none,0.55,-1.1685533939168258,-22.711405081499663,5.268618673989322,0.06506517585366964,0.0453483909368515,0.08843724429607391,-22.58001376392343,-79.74715059258801,5.724682925154752,23.0
mat_z_trans,none,none,none,0.65,-1.848188917461703,-40.0,12.668894789406888,0.4513367661833763,0.18892495334148407,0.9548045992851257,-1185.070560653063,-2432.1797394313485,-336.5922028605062,6.0
map_z_trans,none,none,none,0.53,-1.1533632673602248,-40.0,39.99999999999999,0.33377156898379323,0.10457503795623779,0.7613188028335571,-1098.080164503023,-2376.7079637361794,-265.29591791808,10.0
wmm_z_trans,none,none,none,0.71,-3.094348497443571,-40.0,5.162751115428104,0.3746060937643051,0.09335032105445862,0.7454614043235779,-1084.2695815839534,-2015.989379789748,-274.8211614069596,9.0
cmm_z_trans,none,none,none,0.56,-1.4155148515751184,-40.0,33.03589135955918,0.49078129187226294,0.10200762003660202,0.919268012046814,-1664.3291432789258,-3586.3252003474254,-184.122996031816,1.0
wmmcmm_z_trans,none,none,none,0.67,-4.2047057646895745,-40.0,9.96236287845343,0.4024443882703781,0.17678393423557281,0.7477354407310486,-1364.5846572903504,-2428.448989945412,-353.8984921415969,5.0
wetmon_z_trans,none,none,none,0.39,1.2565001174265515,-8.207720179323438,9.52090451936783,0.41000861912965775,0.10179189592599869,0.8161076903343201,-1255.004595343607,-2453.560363889664,-350.1012479694489,7.0
drymon_z_trans,none,none,none,0.77,-3.032124051555413,-24.757530274166346,11.915156928665265,0.24987725108861925,0.08747874945402145,0.4954889416694641,-1023.6142894901568,-2082.2701380468993,-279.55225210953154,11.0
wetdry_z_trans,none,none,none,0.49,1.0113578007020516,-30.983413083983127,12.238543229619651,0.47569746121764184,0.1592319756746292,1.0587220191955566,-1383.5127278069617,-3194.8174158364145,-281.7035914234982,3.0
208-217,none,0_1,none,0.64,1.3991551753423606,-5.144517867501882,15.164298816971769,0.14569822296500207,0.05733621120452881,0.2883110046386719,-149.7956969055083,-328.3772060384075,-14.362274840667396,15.0
217-227,none,0_1,none,0.88,-3.203711652267218,-18.348357511396426,3.9116930266192687,0.07039322033524513,0.045559342950582504,0.09810613095760345,-61.2768601981111,-126.85674781551779,-4.942627597037244,20.0
227-237,none,0_1,none,0.84,-2.2701151490805014,-22.829689607226687,3.563151284163335,0.09757593028247356,0.04481000825762749,0.18396180868148804,-105.79905116326206,-221.8292387762607,-16.054340293476685,19.0
237-242,none,0_1,none,0.96,-5.94884156515127,-35.022104062113065,2.367981414145722,0.1139633696898818,0.04903071001172066,0.19681164622306824,-123.84950169190644,-276.70916750758465,-7.922751118123642,17.0
242-246.7,none,0_1,none,0.75,-2.328557562934505,-19.63130584775193,5.754775034289336,0.12952650550752878,0.05363874509930611,0.21874384582042694,-145.17803292781386,-307.87255956660124,-13.85515130368617,13.0
246.7-252,none,0_1,none,0.72,1.7117627280890955,-5.366186820397744,7.593143354295767,0.23344348080456256,0.06427670270204544,0.4610946774482727,-172.47140661059393,-339.7023124689681,-27.93455685041522,12.0
252-259.5,none,0_1,none,0.67,-1.781033102085976,-13.532819521286607,8.978306362348096,0.11348240371793508,0.05713314563035965,0.21103297173976898,-159.11709368161013,-335.01389396213676,-10.491086361587236,14.0
259.5-264.3,none,0_1,none,0.93,-9.800620354853027,-40.0,1.4550302592701878,0.08178138423711062,0.047166403383016586,0.11880350112915039,-114.58579891246748,-268.41495242707344,-5.686014618986519,18.0
264.3-274.4,none,0_1,none,0.97,-9.210407736963518,-40.0,-1.6931666267110226,0.0831341588869691,0.05018472671508789,0.12111213058233261,-145.08796472445042,-293.9327458689595,-25.351768021935072,16.0
274.4-283.5,none,0_1,none,0.83,-3.411673844076652,-40.0,1.8585762095938745,0.06779236644506455,0.04768892005085945,0.08760827034711838,-113.45268887987073,-272.76076706677986,-17.313677374578333,21.0
283.5-290.1,none,0_1,none,0.8,-4.709747421641531,-40.0,2.398361954271862,0.06944427110254764,0.047055892646312714,0.0990646705031395,-83.9104358468779,-201.57437779529323,-8.021878520626728,22.0
