genus,Rotated_lat_min,Rotated_lat_max,Arctic,Temperate_N,Tropical,Temperate_S,Antarctic,lat_range,lat_range_z_trans
Diegocanis,-52.00118,-52.00118,0,0,0,1,0,0.0,-0.29742455904134807
Digalodon,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Diictodon,-63.15948,58.99032,0,1,0,1,0,122.1498,7.378515237349116
Diictodontoides,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Dimetrodon,-2.980824,15.55887,0,0,1,0,0,18.539694,0.8676168490289189
Dinanomodon,-63.15948,-60.80844,0,0,0,1,0,2.3510400000000047,-0.14968431305727053
Dinodontosaurus,-49.98075,-49.04351,0,0,0,1,0,0.9372400000000027,-0.23852804169323108
Dinogorgon,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.6687695277866947
Dinosaurus,42.6534,42.6534,0,1,0,0,0,0.0,-0.29742455904134807
Dolichuranus,-47.29913,-46.55859,0,0,0,1,0,0.7405399999999958,-0.2508887443546358
Dolomitipes,-60.80844,-58.08447,0,0,0,1,0,2.7239699999999942,-0.12624925030425896
Dromatherium,1.358284,1.358284,0,0,1,0,0,0.0,-0.29742455904134807
Dvinia,44.03487,44.03487,0,1,0,0,0,0.0,-0.29742455904134807
Ecteninion,-52.00118,-52.00118,0,0,0,1,0,0.0,-0.29742455904134807
Edaphosaurus,-2.980824,16.6404,0,0,1,0,0,19.621223999999998,0.9355806047451801
Elephantosaurus,51.56832,51.56832,0,1,0,0,0,0.0,-0.29742455904134807
Elliotsmithia,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Elph,44.03487,44.03487,0,1,0,0,0,0.0,-0.29742455904134807
Emydochampsa,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Emydops,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.6687695277866947
Emydorhinus,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Emydorhynchus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Emyduranus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Endothiodon,-63.15948,-19.66153,0,0,1,1,0,43.49795,2.4360031294722853
Ennatosaurus,5.982186,42.68761,0,1,1,0,0,36.705424,2.0091582173936984
Eodicynodon,-65.24442,-65.24442,0,0,0,1,0,0.0,-0.29742455904134807
Eoraetia,42.70672,42.70672,0,1,0,0,0,0.0,-0.29742455904134807
Eosimops,-63.48283,-62.75164,0,0,0,1,0,0.731189999999998,-0.2514763019036145
Eothyris,-2.980824,-2.980824,0,0,1,0,0,0.0,-0.29742455904134807
Eozostrodon,34.05859,34.05859,0,1,0,0,0,0.0,-0.29742455904134807
Ericiolacerta,-77.5844,-58.08447,0,0,0,1,1,19.49993,0.9279584437456256
Eriphostoma,-62.75164,-60.85079,0,0,0,1,0,1.9008499999999984,-0.17797442353585563
Estemmenosuchus,42.20409,44.97893,0,1,0,0,0,2.7748399999999975,-0.12305256019553665
Etjoia,-47.29913,-47.29913,0,0,0,1,0,0.0,-0.29742455904134807
Eubrachiosaurus,9.714393,9.714393,0,0,1,0,0,0.0,-0.29742455904134807
Euchambersia,-61.36501,-61.36501,0,0,0,1,0,0.0,-0.29742455904134807
Euptychognathus,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.29742455904134807
Euromycter,8.535905,8.535905,0,0,1,0,0,0.0,-0.29742455904134807
Exaeretodon,-52.00118,11.92386,0,0,1,1,0,63.925039999999996,3.7196492185813104
Fluctuodon,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Galechirus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Galeops,-62.75164,-60.85079,0,0,0,1,0,1.9008499999999984,-0.17797442353585563
Galepus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Galesaurus,-62.88224,-60.80844,0,0,0,1,0,2.0738000000000056,-0.16710617988923657
Gaumia,32.59323,37.62532,0,1,0,0,0,5.032090000000004,0.018793886588677672
Geikia,-47.78411,27.72345,0,1,0,1,0,75.50756,4.4474991717575625
Glanosuchus,-65.24442,-62.75164,0,0,0,1,0,2.4927800000000033,-0.14077731765702942
Glaucosaurus,-2.980824,-2.980824,0,0,1,0,0,0.0,-0.29742455904134807
Gondwanadon,-30.8144,-30.8144,0,0,0,1,0,0.0,-0.29742455904134807
Gordonia,27.72345,27.72345,0,1,0,0,0,0.0,-0.29742455904134807
Gorgonops,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.6687695277866947
Gorochovetzia,39.54136,39.54136,0,1,0,0,0,0.0,-0.29742455904134807
Gorynychus,41.27216,44.38761,0,1,0,0,0,3.1154500000000027,-0.10164849851022405
Habayia,37.53662,37.53662,0,1,0,0,0,0.0,-0.29742455904134807
Hahnia,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Hallautherium,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Haptodus,10.6131,16.6404,0,0,1,0,0,6.0273,0.08133326074046283
Haramiyavia,46.8713,46.8713,0,1,0,0,0,0.0,-0.29742455904134807
Hazhenia,40.04971,40.04971,0,1,0,0,0,0.0,-0.29742455904134807
Heleosaurus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Helvetiodon,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Herpetoskylax,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Hipposaurus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Hofmeyria,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Homodontosaurus,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Hwanghocynodon,32.58371,32.58371,0,1,0,0,0,0.0,-0.29742455904134807
Hyaenasuchus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Hypselohaptodus,12.79505,12.79505,0,0,1,0,0,0.0,-0.29742455904134807
Hypsiprymnopsis,34.05859,34.05859,0,1,0,0,0,0.0,-0.29742455904134807
Ichibengops,-50.10377,-50.10377,0,0,0,1,0,0.0,-0.29742455904134807
Icticephalus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Ictidochampsa,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Ictidognathus,-62.75164,-60.85079,0,0,0,1,0,1.9008499999999984,-0.17797442353585563
Ictidorhinus,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Ictidosaurus,-65.24442,-62.75164,0,0,0,1,0,2.4927800000000033,-0.14077731765702942
Ictidosuchops,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Ictidosuchus,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Idelesaurus,43.04599,43.04599,0,1,0,0,0,0.0,-0.29742455904134807
Impidens,-63.33496,-63.33496,0,0,0,1,0,0.0,-0.29742455904134807
Inostrancevia,-47.78411,47.30502,0,1,0,1,0,95.08913,5.6780124631326245
Interpresosaurus,44.7139,44.7139,0,1,0,0,0,0.0,-0.29742455904134807
Irajatherium,-46.11636,-46.11636,0,0,0,1,0,0.0,-0.29742455904134807
Ischigualastia,-52.00118,-52.00118,0,0,0,1,0,0.0,-0.29742455904134807
Isengops,-50.10377,-50.10377,0,0,0,1,0,0.0,-0.29742455904134807
Jachaleria,-50.49719,-46.11636,0,0,0,1,0,4.380830000000003,-0.02213153901003193
Jimusaria,38.44569,59.52056,0,1,0,0,0,21.074870000000004,1.0269282711454841
Jiufengia,36.878,36.878,0,1,0,0,0,0.0,-0.29742455904134807
Jonkeria,-62.75164,-60.25703,0,0,0,1,0,2.4946100000000015,-0.14066231976241655
Julognathus,41.27216,41.27216,0,1,0,0,0,0.0,-0.29742455904134807
Kamagorgon,42.62095,43.11683,0,1,0,0,0,0.49587999999999965,-0.2662632716202135
Kannemeyeria,-63.33496,-46.55859,0,0,0,1,0,16.77637,0.7568088995641599
Karenites,44.38761,44.38761,0,1,0,0,0,0.0,-0.29742455904134807
Kataigidodon,1.353064,1.353064,0,0,1,0,0,0.0,-0.29742455904134807
Katumbia,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.29742455904134807
Kawingasaurus,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.29742455904134807
Kembawacela,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.29742455904134807
Keratocephalus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Keyseria,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Kitchinganomodon,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.6687695277866947
Kombuisia,-77.5844,-63.33496,0,0,0,1,1,14.24944,0.5980156592175285
Kotelcephalon,44.38761,44.38761,0,1,0,0,0,0.0,-0.29742455904134807
Kuehneotherium,35.96879,46.8713,0,1,0,0,0,10.90251,0.3876933076235584
Kunpania,61.21097,61.21097,0,1,0,0,0,0.0,-0.29742455904134807
Kwazulusaurus,-63.50161,-63.50161,0,0,0,1,0,0.0,-0.29742455904134807
Lalieudorhynchus,11.28092,11.28092,0,0,1,0,0,0.0,-0.29742455904134807
Langbergia,-62.62076,-58.76185,0,0,0,1,0,3.8589099999999945,-0.05492918991516789
Lanthanostegus,-65.18245,-65.18245,0,0,0,1,0,0.0,-0.29742455904134807
Lemurosaurus,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Lende,-47.78411,-47.78411,0,0,0,1,0,0.0,-0.29742455904134807
Leogorgon,43.51609,44.03487,0,1,0,0,0,0.5187799999999996,-0.26482422692806223
Leontosaurus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Lepagia,37.53662,40.95422,0,1,0,0,0,3.4176,-0.08266127782317127
Leucocephalus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Lobalopex,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Lophorhinus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Luangwa,-49.04351,-46.55859,0,0,0,1,0,2.4849199999999954,-0.14127124304044952
Lumkuia,-63.33496,-63.33496,0,0,0,1,0,0.0,-0.29742455904134807
Lupeosaurus,-2.746595,-2.746595,0,0,1,0,0,0.0,-0.29742455904134807
Lycaenodon,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Lycaenops,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.6687695277866947
Lycedops,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Lycideops,-61.36501,-61.36501,0,0,0,1,0,0.0,-0.29742455904134807
Lycosaurus,-63.15948,-62.75164,0,0,0,1,0,0.4078400000000002,-0.2717957386375497
Lycosuchus,-61.70423,-61.70423,0,0,0,1,0,0.0,-0.29742455904134807
Lystrosaurus,-77.5844,61.21759,0,1,0,1,1,138.80199,8.42494517761963
Malasaurus,46.3931,46.3931,0,1,0,0,0,0.0,-0.29742455904134807
Mandagomphodon,-46.55859,-46.55859,0,0,0,1,0,0.0,-0.29742455904134807
Martensius,15.55887,15.55887,0,0,1,0,0,0.0,-0.29742455904134807
Massetognathus,-49.98075,-49.04351,0,0,0,1,0,0.9372400000000027,-0.23852804169323108
Maubeugia,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Megawhaitsia,43.07523,46.3931,0,1,0,0,0,3.317869999999999,-0.08892834887767999
Menadon,-49.47713,-49.47713,0,0,0,1,0,0.0,-0.29742455904134807
Mesenosaurus,-0.7299915,42.68761,0,1,1,0,0,43.417601499999996,2.4309539992344105
Meurthodon,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Microconodon,1.358284,1.982645,0,0,1,0,0,0.6243609999999999,-0.25818947681268994
Microgomphodon,-63.33496,-47.29913,0,0,0,1,0,16.035830000000004,0.7102730848774477
Microhelodon,-61.37537,-61.37537,0,0,0,1,0,0.0,-0.29742455904134807
Microscalenodon,37.53662,37.62532,0,1,0,0,0,0.08870000000000289,-0.2918506173734955
Microsyodon,41.45729,41.45729,0,1,0,0,0,0.0,-0.29742455904134807
Microurania,42.6534,45.40269,0,1,0,0,0,2.749290000000002,-0.12465813189354795
Microvaranops,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Microwhaitsia,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Minicynodon,-46.11636,-46.11636,0,0,0,1,0,0.0,-0.29742455904134807
Mirotenthes,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Mitredon,46.8713,46.8713,0,1,0,0,0,0.0,-0.29742455904134807
Moghreberia,5.214221,5.214221,0,0,1,0,0,0.0,-0.29742455904134807
Mojo,37.53662,37.53662,0,1,0,0,0,0.0,-0.29742455904134807
Molybdopygus,43.17901,43.17901,0,1,0,0,0,0.0,-0.29742455904134807
Morganucodon,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Mormosaurus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Moschops,-62.75164,-60.85079,0,0,0,1,0,1.9008499999999984,-0.17797442353585563
Moschorhinus,-63.50161,-58.08447,0,0,0,1,0,5.417139999999996,0.042990574742076945
Moschowhaitsia,43.07523,46.3931,0,1,0,0,0,3.317869999999999,-0.08892834887767999
Muchia,44.38761,44.38761,0,1,0,0,0,0.0,-0.29742455904134807
Mucrotherium,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Mupashi,-50.10377,-50.10377,0,0,0,1,0,0.0,-0.29742455904134807
Mycterosaurus,-2.980824,-0.7299915,0,0,1,0,0,2.2508325,-0.15598139039302414
Myosauroides,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Myosaurus,-77.5844,-60.88067,0,0,0,1,1,16.70373,0.7522441743922005
Nanictidops,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Nanictocephalus,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Nanictosaurus,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Nanocynodon,44.38761,44.38761,0,1,0,0,0,0.0,-0.29742455904134807
Nanogomphodon,27.72418,27.72418,0,1,0,0,0,0.0,-0.29742455904134807
Niaftasuchus,42.68761,42.68761,0,1,0,0,0,0.0,-0.29742455904134807
Niassodon,-50.10377,-50.10377,0,0,0,1,0,0.0,-0.29742455904134807
Nikkasaurus,42.68761,42.68761,0,1,0,0,0,0.0,-0.29742455904134807
Niuksenitia,44.03487,44.03487,0,1,0,0,0,0.0,-0.29742455904134807
Nochnitsa,44.38761,44.38761,0,1,0,0,0,0.0,-0.29742455904134807
Notaelurodon,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Nothogomphodon,40.81749,48.82432,0,1,0,0,0,8.00683,0.20572767731051714
Notictoides,-77.5844,-77.5844,0,0,0,0,1,0.0,-0.29742455904134807
Notosyodon,41.3739,41.3739,0,1,0,0,0,0.0,-0.29742455904134807
Nshimbodon,-50.10377,-50.10377,0,0,0,1,0,0.0,-0.29742455904134807
Nythosaurus,-61.37537,-61.37537,0,0,0,1,0,0.0,-0.29742455904134807
Odontocyclops,-63.15948,-47.78411,0,0,0,1,0,15.375370000000004,0.6687695277866947
Oligokyphus,37.62532,37.62532,0,1,0,0,0,0.0,-0.29742455904134807
Olivierosuchus,-62.64909,-60.80844,0,0,0,1,0,1.8406500000000037,-0.1817574143859648
Ophiacodon,-2.980824,12.79505,0,0,1,0,0,15.775874,0.693937351165968
Ophidostoma,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Ordosiodon,42.97892,42.97892,0,1,0,0,0,0.0,-0.29742455904134807
Oromycter,-0.7299915,-0.7299915,0,0,1,0,0,0.0,-0.29742455904134807
Otsheria,44.97893,44.97893,0,1,0,0,0,0.0,-0.29742455904134807
Oudenodon,-63.48283,-42.23717,0,0,0,1,0,21.24566,1.0376607795722315
Pachydectes,-65.18245,-65.18245,0,0,0,1,0,0.0,-0.29742455904134807
Palemydops,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Pampaphoneus,-51.32705,-51.32705,0,0,0,1,0,0.0,-0.29742455904134807
Panchetocynodon,-45.49458,-45.49458,0,0,0,1,0,0.0,-0.29742455904134807
Parabradysaurus,42.62095,43.11683,0,1,0,0,0,0.49587999999999965,-0.2662632716202135
Paraburnetia,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
Paragalerhinus,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Parakannemeyeria,40.81749,62.82523,0,1,0,0,0,22.00774,1.08555017603488
Parasuminia,41.27216,41.27216,0,1,0,0,0,0.0,-0.29742455904134807
Paratraversodon,-49.04351,-49.04351,0,0,0,1,0,0.0,-0.29742455904134807
Pardosuchus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Pascualgnathus,-56.92756,-56.92756,0,0,0,1,0,0.0,-0.29742455904134807
Patranomodon,-65.24442,-65.24442,0,0,0,1,0,0.0,-0.29742455904134807
Pelanomodon,-63.15948,-60.85079,0,0,0,1,0,2.3086899999999986,-0.15234560313205725
Pelictosuchus,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Peramodon,43.51609,44.03487,0,1,0,0,0,0.5187799999999996,-0.26482422692806223
Perplexisaurus,40.69209,44.38761,0,1,0,0,0,3.695520000000002,-0.06519667953309752
Phocosaurus,-62.75164,-62.75164,0,0,0,1,0,0.0,-0.29742455904134807
Phreatophasma,40.21952,40.21952,0,1,0,0,0,0.0,-0.29742455904134807
Phthinosaurus,41.45729,41.97247,0,1,0,0,0,0.5151800000000009,-0.26505045229451385
Placerias,-0.5164049,1.625439,0,0,1,0,0,2.1418439,-0.1628302753858189
Planitorostris,56.83089,56.83089,0,1,0,0,0,0.0,-0.29742455904134807
Platycraniellus,-60.88067,-60.88067,0,0,0,1,0,0.0,-0.29742455904134807
Platycyclops,-63.15948,-63.15948,0,0,0,1,0,0.0,-0.29742455904134807
Platypodosaurus,-50.10377,-47.78411,0,0,0,1,0,2.319659999999999,-0.15165624416817516
Polonodon,33.3149,33.3149,0,1,0,0,0,0.0,-0.29742455904134807
Polycynodon,-60.85079,-60.85079,0,0,0,1,0,0.0,-0.29742455904134807
