occurrence_no_x,locality,county_original,state,cc,notes,genus,age_max,age_min
1337540,Switzerland,,,CH,,Neusticosaurus,242,239.7
1337541,Switzerland,,,CH,,Ceresiosaurus,242,239.7
1337549,Switzerland,,,CH,,Neusticosaurus,242,239.7
1337550,Switzerland,,,CH,,Ceresiosaurus,242,239.7
1337557,Switzerland,,,CH,,Ceresiosaurus,242,239.7
1337567,Switzerland,,,CH,,Neusticosaurus,242,239.7
1337578,Switzerland,,,CH,,Ceresiosaurus,242,239.7
1408746,Switzerland,,Schaffhausen,CH,,Deltadectes,208.5,201.4
1408748,Switzerland,,Schaffhausen,CH,,Paleollanosaurus,208.5,201.4
1408749,Switzerland,,Schaffhausen,CH,,Deltadectes,227,208.5
1408750,Switzerland,,Schaffhausen,CH,,Diphydontosaurus,227,208.5
1409649,Switzerland,,Monte San Giorgio,CH,,Neusticosaurus,242,237
1415286,Switzerland,,,CH,,Neusticosaurus,242,239.7
1417908,Switzerland,,,CH,,Eusaurosphargis,242,239.7
1419047,Switzerland,Mendrisio,Ticino,CH,,Pachypleurosaurus,242,237
1419096,Switzerland,,Graubunden,CH,,Pachypleurosaurus,242,239.7
1419794,Switzerland,Mendrisio,Ticino,CH,,Ceresiosaurus,242,237
1419795,Switzerland,Mendrisio,Ticino,CH,,Tanystropheus,242,237
1456627,Switzerland,,Aargau,CH,,Notatesseraeraptor,227,208.5
1514433,Switzerland,,Schaffhausen,CH,,Schleitheimia,227,208.5
1559619,Switzerland,,Aargau,CH,,Clevosaurus,227,208.5
1561500,Switzerland,Mendrisio,Kanton Tessin,CH,,Tanystropheus,247.2,237
1600123,Switzerland,,,CH,,Serpianosaurus,243.8,239.7
1600124,Switzerland,,,CH,,Macrocnemus,243.8,239.7
1600125,Switzerland,,,CH,,Macrocnemus,243.8,239.7
1600126,Switzerland,,,CH,,Lariosaurus,243.8,239.7
1600127,Switzerland,,,CH,,Askeptosaurus,243.8,239.7
1600128,Switzerland,,,CH,,Helveticosaurus,243.8,239.7
1610810,Switzerland,,Aargau,CH,,Plateosaurus,227,208.5
1610811,Switzerland,,Aargau,CH,,Proganochelys,227,208.5
1648022,Switzerland,,,CH,,Prosantosaurus,242,239.7
388713,Anhui,Chao,Anhui,CN,,Chaohusaurus,248.9,247.2
388714,Anhui,,Anhui,CN,,Chaohusaurus,248.9,247.2
1134401,Anhui,,Anhui,CN,,Chaohusaurus,248.9,247.2
1134402,Anhui,,Anhui,CN,,Chaohusaurus,248.9,247.2
1134403,Anhui,,Anhui,CN,,Chaohusaurus,248.9,247.2
1202577,Anhui,,Anhui,CN,,Chaohusaurus,248.9,247.2
1329759,Anhui,,Anhui,CN,,Cartorhynchus,248.9,247.2
1329760,Anhui,,Anhui,CN,,Sclerocormus,248.9,247.2
1378800,Anhui,,Anhui,CN,,Chaohusaurus,251.2,247.2
1409652,Anhui,,Anhui,CN,,Majiashanosaurus,251.2,247.2
1475021,Anhui,,Anhui,CN,,Chaohusaurus,251.2,247.2
789656,Gansu,,Gansu,CN,,Belebey,273.01,266.9
990446,Gansu,,Gansu,CN,,Gansurhinus,273.01,266.9
883958,Guangxi,,Guangxi,CN,,Kwangsisaurus,251.2,247.2
883958,Guangxi,,Guangxi,CN,,Kwangsisaurus,251.2,247.2
1605531,Guangxi,,Guangxi,CN,,Baisesaurus,248.9,247.2
391980,Guizhou,,Guizhou,CN,,Barracudasaurus,247.2,237
575542,Guizhou,Zhenfeng,Guizhou,CN,,Chirotherium,251.902,251.2
788480,Guizhou,,Guizhou,CN,,Odontochelys,233.4,227
788480,Guizhou,,Guizhou,CN,,Odontochelys,233.4,227
788480,Guizhou,,Guizhou,CN,,Odontochelys,233.4,227
788481,Guizhou,,Guizhou,CN,,Qianichthyosaurus,233.4,227
788482,Guizhou,,Guizhou,CN,,Guizhouichthyosaurus,233.4,227
788483,Guizhou,,Guizhou,CN,,Guanlingsaurus,233.4,227
788484,Guizhou,,Guizhou,CN,,Sinocyamodus,233.4,227
788485,Guizhou,,Guizhou,CN,,Psephochelys,233.4,227
788486,Guizhou,,Guizhou,CN,,Anshunsaurus,233.4,227
788487,Guizhou,,Guizhou,CN,,Xinpusaurus,233.4,227
788488,Guizhou,,Guizhou,CN,,Xinpusaurus,233.4,227
806205,Guizhou,Panxian,Guizhou,CN,,Qianosuchus,244.7,243.8
806205,Guizhou,Panxian,Guizhou,CN,,Qianosuchus,244.7,243.8
806205,Guizhou,Panxian,Guizhou,CN,,Qianosuchus,244.7,243.8
880873,Guizhou,Anshun,Guizhou,CN,,Guizhouichthyosaurus,237,227
880946,Guizhou,Wusha,Guizhou,CN,,Tanystropheus,239.7,237
882593,Guizhou,,Guizhou,CN,,Qianichthyosaurus,237,227
882951,Guizhou,Guanlin,Guizhou,CN,,Anshunsaurus,237,227
883956,Guizhou,,Guizhou,CN,,Sanchiaosaurus,247.2,242
883957,Guizhou,,Guizhou,CN,,Chinchenia,247.2,237
887799,Guizhou,Guanlin,Guizhou,CN,,Miodentosaurus,237,227
887799,Guizhou,Guanlin,Guizhou,CN,,Miodentosaurus,237,227
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892336,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
892976,Guizhou,Guanlin,Guizhou,CN,,Xinpusaurus,237,227
892977,Guizhou,,Guizhou,CN,,Lariosaurus,242,237
893427,Guizhou,Panxian,Guizhou,CN,,Nothosaurus,247.2,242
893427,Guizhou,Panxian,Guizhou,CN,,Nothosaurus,247.2,242
893428,Guizhou,Qianxinan,Guizhou,CN,,Anshunsaurus,239.7,237
893428,Guizhou,Qianxinan,Guizhou,CN,,Anshunsaurus,239.7,237
893430,Guizhou,Guanling,Guizhou,CN,,Guizhouichthyosaurus,237,227
899638,Guizhou,,Guizhou,CN,,Nothosaurus,239.7,237
899756,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,247.2,242
899759,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,247.2,242
899762,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,244.7,243.8
899764,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,247.2,242
899766,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,247.2,242
899768,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,247.2,242
899770,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,247.2,242
899772,Guizhou,Panxian,Guizhou,CN,,Barracudasauroides,244.7,243.8
911118,Guizhou,Guanling,Guizhou,CN,,Guizhouichthyosaurus,237,227
913706,Guizhou,Panxian,Guizhou,CN,,Xinminosaurus,244.7,243.8
915088,Guizhou,Panxian,Guizhou,CN,,Phalarodon,244.7,243.8
916388,Guizhou,Panxian,Guizhou,CN,,Barracudasaurus,247.2,242
916388,Guizhou,Panxian,Guizhou,CN,,Barracudasaurus,247.2,242
931832,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,244.7,243.8
931832,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,244.7,243.8
931832,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,244.7,243.8
931832,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,244.7,243.8
931832,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,244.7,243.8
931833,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,247.2,242
931833,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,247.2,242
931833,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,247.2,242
931833,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,247.2,242
931833,Guizhou,Panxian,Guizhou,CN,,Wumengosaurus,247.2,242
935632,Guizhou,Panxian,Guizhou,CN,,Sinosaurosphargis,244.7,243.8
1058263,Guizhou,,Guizhou,CN,,Yunguisaurus,242,237
1081119,Guizhou,,Guizhou,CN,,Qianxisaurus,242,237
1100594,Guizhou,Guanlin,Guizhou,CN,,Concavispina,237,227
1108332,Guizhou,Anshun,Guizhou,CN,,Guanlingsaurus,237,227
1129589,Guizhou,Panxian,Guizhou,CN,,Dinocephalosaurus,244.7,243.8
1129589,Guizhou,Panxian,Guizhou,CN,,Dinocephalosaurus,244.7,243.8
1134552,Guizhou,Guanling,Guizhou,CN,,Qianichthyosaurus,237,227
1135822,Guizhou,Guanling,Guizhou,CN,,Guizhouichthyosaurus,237,227
1137542,Guizhou,Panxian,Guizhou,CN,,Largocephalosaurus,244.7,243.8
1409644,Guizhou,Panxian,Guizhou,CN,,Nothosaurus,244.7,243.8
1415537,Guizhou,Qianxinan,Guizhou,CN,,Anshunsaurus,239.7,237
1415556,Guizhou,Guanlin,Guizhou,CN,,Xinpusaurus,237,227
1415694,Guizhou,Qianxinan,Guizhou,CN,,Wangosaurus,239.7,237
1415801,Guizhou,Guanling,Guizhou,CN,,Eorhynchochelys,237,227
1418453,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
1418457,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
1418461,Guizhou,,Guizhou,CN,,Keichousaurus,239.7,237
1418462,Guizhou,,Guizhou,CN,,Lariosaurus,239.7,237
1418463,Guizhou,,Guizhou,CN,,Lariosaurus,239.7,237
1418464,Guizhou,,Guizhou,CN,,Wangosaurus,239.7,237
1418465,Guizhou,,Guizhou,CN,,Yunguisaurus,239.7,237
1418466,Guizhou,,Guizhou,CN,,Qianichthyosaurus,239.7,237
1418467,Guizhou,,Guizhou,CN,,Xinpusaurus,239.7,237
1418469,Guizhou,,Guizhou,CN,,Qianichthyosaurus,239.7,237
1418470,Guizhou,,Guizhou,CN,,Guizhouichthyosaurus,239.7,237
1418471,Guizhou,,Guizhou,CN,,Xinpusaurus,239.7,237
1418472,Guizhou,,Guizhou,CN,,Guizhouichthyosaurus,239.7,237
1418474,Guizhou,,Guizhou,CN,,Xinpusaurus,239.7,237
1418475,Guizhou,,Guizhou,CN,,Xinpusaurus,239.7,237
1418476,Guizhou,Qianxinan,Guizhou,CN,,Qianichthyosaurus,239.7,237
1418523,Guizhou,Panxian,Guizhou,CN,,Lariosaurus,244.7,243.8
1418652,Guizhou,Qianxinan,Guizhou,CN,,Macrocnemus,239.7,237
1418765,Guizhou,,Guizhou,CN,,Mixosaurus,244.7,243.8
1418911,Guizhou,,Guizhou,CN,,Lariosaurus,242,237
1419101,Guizhou,Panxian,Guizhou,CN,,Placodus,244.7,243.8
1441011,Guizhou,Panxian,Guizhou,CN,,Panzhousaurus,244.7,243.8
1505388,Guizhou,Guanling,Guizhou,CN,,Qianichthyosaurus,237,227
1523739,Guizhou,,Guizhou,CN,,Xinpusaurus,242,237
1523740,Guizhou,,Guizhou,CN,,Guizhouichthyosaurus,242,237
1589225,Guizhou,,Guizhou,CN,,Cyamodus,233.4,227
1286766,Henan,,Henan,CN,,Zhongjiania,259.51,254.14
1286767,Henan,,Henan,CN,,Zhongjiania,259.51,254.14
1286768,Henan,,Henan,CN,,Zhongjiania,259.51,254.14
880672,Hubei,Yuanan,Hubei,CN,,Lotosaurus,247.2,242
899636,Hubei,Yuan'an,Hubei,CN,,Keichousaurus,251.2,247.2
966703,Hubei,Nanzhang,Hubei,CN,,Hupehsuchus,247.2,237
966703,Hubei,Nanzhang,Hubei,CN,,Hupehsuchus,247.2,237
966703,Hubei,Nanzhang,Hubei,CN,,Hupehsuchus,247.2,237
966703,Hubei,Nanzhang,Hubei,CN,,Hupehsuchus,247.2,237
1200768,Hubei,Yuan'an,Hubei,CN,,Parahupehsuchus,248.9,247.2
1301648,Hubei,Yuan'an,Hubei,CN,,Nanchangosaurus,248.9,247.2
1409443,Hubei,Yuan'an,Hubei,CN,,Eohupehsuchus,248.9,247.2
1412684,Hubei,Yuan'an,Hubei,CN,,Hupehsuchus,251.2,247.2
1412685,Hubei,Nanzhang,Hubei,CN,,Chaohusaurus,247.2,237
1412687,Hubei,Nanzhang,Hubei,CN,,Eretmorhipis,247.2,237
1418845,Hubei,Nanzhang,Hubei,CN,,Nanchangosaurus,247.2,237
1632821,Hubei,Yuan'an,Hubei,CN,,Prosaurosphargis,248.9,247.2
1638028,Hubei,Yuan'an,Hubei,CN,,Lariosaurus,251.2,247.2
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
880670,Hunan,Sangzhi,Hunan,CN,,Lotosaurus,247.2,242
884084,Jiangxi,,Jiangxi,CN,,Hanosaurus,251.2,247.2
285740,Nei Mongol,Zhuengeerqi,Nei Mongol,CN,,Eumetabolodon,251.2,242
285753,Nei Mongol,,Nei Mongol,CN,,Youngetta,251.902,247.2
833223,Nei Mongol,Zhuengeerqi,Nei Mongol,CN,,Eumetabolodon,247.2,242
990462,Nei Mongol,,Nei Mongol,CN,,Gansurhinus,259.51,251.902
1406770,Nei Mongol,,Nei Mongol,CN,,Elginia,259.51,251.902
285752,Shaanxi,Fugu,Shaanxi,CN,,Eumetabolodon,251.2,242
833134,Shaanxi,Fugu,Shaanxi,CN,,Pentaedrusaurus,251.2,242
890990,Shaanxi,Fugu,Shaanxi,CN,,Xilousuchus,251.2,242
899258,Shaanxi,,Shaanxi,CN,,Halazhaisuchus,247.2,242
902374,Shaanxi,Fugu,Shaanxi,CN,,Guchengosuchus,247.2,242
902422,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902425,Shaanxi,,Shaanxi,CN,,Fugusuchus,251.2,242
733517,Shaanxi,Liulin,Shaanxi,CN,,Sanchuansaurus,254.14,251.902
833317,Shaanxi,Yushe,Shaanxi,CN,,Neoprocolophon,247.2,242
837542,Shaanxi,Liulin,Shaanxi,CN,,Shihtienfenia,254.14,251.902
837576,Shaanxi,Liulin,Shaanxi,CN,,Shihtienfenia,254.14,251.902
842666,Shaanxi,Baode,Shaanxi,CN,,Shihtienfenia,254.14,251.902
902067,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902068,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902069,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902069,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902070,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902378,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902379,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902380,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902381,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902382,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902383,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902384,Shaanxi,Ningwu,Shaanxi,CN,,Shansisuchus,247.2,242
902385,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902385,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902386,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902395,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902395,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902395,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902395,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902395,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902396,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902397,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902398,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
902417,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
1286764,Shaanxi,Liulin,Shaanxi,CN,,Shihtienfenia,254.14,251.902
1286765,Shaanxi,Liulin,Shaanxi,CN,,Shihtienfenia,254.14,251.902
1308749,Shaanxi,,Shaanxi,CN,,Shansisuchus,247.2,242
1157811,Tibet,,Tibet,CN,,Himalayasaurus,216.7,213.2
806332,Xinjiang,Turfan,Xinjiang,CN,,Turfanosuchus,247.2,242
842090,Xinjiang,Changji,Xinjiang,CN,,Santaisaurus,251.902,251.2
842090,Xinjiang,Changji,Xinjiang,CN,,Santaisaurus,251.902,251.2
842090,Xinjiang,Changji,Xinjiang,CN,,Santaisaurus,251.902,251.2
902092,Xinjiang,,Xinjiang,CN,,Prolacertoides,251.902,251.2
902375,Xinjiang,Turfan,Xinjiang,CN,,Youngosuchus,247.2,242
981517,Xinjiang,,Xinjiang,CN,,Proterosuchus,251.902,251.2
1130047,Xinjiang,,Xinjiang,CN,,Proterosuchus,251.902,251.2
472008,Yunnan,Lufeng,Yunnan,CN,,Jingshanosaurus,201.4,199.5
490781,Yunnan,Lufeng,Yunnan,CN,,Lufengosaurus,201.4,199.5
490782,Yunnan,Lufeng,Yunnan,CN,,Lufengosaurus,201.4,199.5
490785,Yunnan,Lufeng,Yunnan,CN,,Lufengosaurus,201.4,199.5
490786,Yunnan,Lufeng,Yunnan,CN,,Gyposaurus,201.4,199.5
490787,Yunnan,Lufeng,Yunnan,CN,,Lufengosaurus,201.4,199.5
490788,Yunnan,Lufeng,Yunnan,CN,,Lukousaurus,201.4,199.5
490789,Yunnan,Lufeng,Yunnan,CN,,Sinosaurus,201.4,199.5
492832,Yunnan,Yungyin,Yunnan,CN,,Chinshakiangosaurus,201.4,199.5
513242,Yunnan,Eshan,Yunnan,CN,,Eshanosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
539205,Yunnan,Yimen,Yunnan,CN,,Yimenosaurus,201.4,199.5
902174,Yunnan,Lufeng,Yunnan,CN,,Jingshanosaurus,201.4,199.5
931425,Yunnan,Fuyuan,Yunnan,CN,,Macrocnemus,242,237
931425,Yunnan,Fuyuan,Yunnan,CN,,Macrocnemus,242,237
931426,Yunnan,Fuyuan,Yunnan,CN,,Keichousaurus,242,237
935625,Yunnan,Luoping,Yunnan,CN,,Dianopachysaurus,244.7,243.8
935627,Yunnan,Luoping,Yunnan,CN,,Sinosaurosphargis,244.7,243.8
963746,Yunnan,Luoping,Yunnan,CN,,Diandongosaurus,244.7,243.8
1012675,Yunnan,Luoping,Yunnan,CN,,Largocephalosaurus,244.7,243.8
1058570,Yunnan,Fuyuan,Yunnan,CN,,Yunguisaurus,242,237
1071217,Yunnan,Fuyuan,Yunnan,CN,,Diandongosuchus,242,237
1092070,Yunnan,Lufeng,Yunnan,CN,,Yunnanosaurus,201.4,199.5
1092071,Yunnan,Lufeng,Yunnan,CN,,Sinosaurus,201.4,199.5
1092072,Yunnan,Lufeng,Yunnan,CN,,Lukousaurus,201.4,199.5
1092073,Yunnan,Lufeng,Yunnan,CN,,Gyposaurus,201.4,199.5
1092073,Yunnan,Lufeng,Yunnan,CN,,Gyposaurus,201.4,199.5
1092254,Yunnan,Lufeng,Yunnan,CN,,Yunnanosaurus,201.4,199.5
1102551,Yunnan,Luoping,Yunnan,CN,,Phalarodon,244.7,243.8
1190487,Yunnan,,Yunnan,CN,,Yunguisaurus,242,237
1193266,Yunnan,Luoping,Yunnan,CN,,Atopodentatus,244.7,243.8
1290839,Yunnan,Fuyuan,Yunnan,CN,,Fuyuansaurus,242,237
1299065,Yunnan,Lufeng,Yunnan,CN,,Lufengosaurus,201.4,199.5
1299067,Yunnan,Lufeng,Yunnan,CN,,Yunnanosaurus,201.4,199.5
1347723,Yunnan,Fuyuan,Yunnan,CN,,Litorosuchus,242,237
1347918,Yunnan,Lufeng,Yunnan,CN,,Anomoepus,201.4,199.5
1380905,Yunnan,Luoping,Yunnan,CN,,Dinocephalosaurus,244.7,243.8
1402790,Yunnan,Shuangbai,Yunnan,CN,,Shuangbaisaurus,201.4,199.5
1406778,Yunnan,Chuxiong Yi,Yunnan,CN,,Xingxiulong,201.4,199.5
1407038,Yunnan,Lufeng,Yunnan,CN,,Panguraptor,201.4,199.5
1409641,Yunnan,Luoping,Yunnan,CN,,Nothosaurus,244.7,243.8
1409648,Yunnan,Luoping,Yunnan,CN,,Dawazisaurus,247.2,242
1410191,Yunnan,Lufeng,Yunnan,CN,,Clevosaurus,201.4,199.5
1415693,Yunnan,Luoping,Yunnan,CN,,Atopodentatus,244.7,243.8
1417409,Yunnan,Luoping,Yunnan,CN,,Askeptosaurus,239.7,237
1417410,Yunnan,Luoping,Yunnan,CN,,Keichousaurus,239.7,237
1417530,Yunnan,Luoping,Yunnan,CN,,Dianmeisaurus,244.7,243.8
1418525,Yunnan,Luoping,Yunnan,CN,,Lariosaurus,239.7,237
1418768,Yunnan,Luoping,Yunnan,CN,,Mixosaurus,247.2,242
1419102,Yunnan,,Yunnan,CN,,Glyphoderma,242,237
1425292,Yunnan,Luoping,Yunnan,CN,,Pectodens,247.2,242
1625162,Yunnan,Lufeng,Yunnan,CN,,Sinosaurus,201.4,199.5
1625162,Yunnan,Lufeng,Yunnan,CN,,Sinosaurus,201.4,199.5
1643172,Yunnan,Muta,Yunnan,CN,,Dianmeisaurus,247.2,242
1648021,Yunnan,,Yunnan,CN,,Honghesaurus,244.7,243.8
1648024,Yunnan,Luoping,Yunnan,CN,,Luopingosaurus,244.7,243.8
1658055,Yunnan,Luxy,Yunnan,CN,,Mixosaurus,247.2,242
149988,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Efraasia,227,208.5
220082,Baden-Wurttemberg,Freiburg,Baden-Wurttemberg,DE,,Plateosaurus,227,208.5
220082,Baden-Wurttemberg,Freiburg,Baden-Wurttemberg,DE,,Plateosaurus,227,208.5
220083,Baden-Wurttemberg,Freiburg,Baden-Wurttemberg,DE,,Proganochelys,227,208.5
220083,Baden-Wurttemberg,Freiburg,Baden-Wurttemberg,DE,,Proganochelys,227,208.5
220083,Baden-Wurttemberg,Freiburg,Baden-Wurttemberg,DE,,Proganochelys,227,208.5
220084,Baden-Wurttemberg,Freiburg,Baden-Wurttemberg,DE,,Liliensternus,227,208.5
411325,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Cyamodus,247.2,237
479381,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Teratosaurus,227,208.5
479548,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Efraasia,216.7,213.2
486398,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Zanclodon,242,237
486402,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Plateosaurus,208.5,201.4
486405,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Plateosaurus,227,208.5
486407,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Plateosaurus,208.5,201.4
486407,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Plateosaurus,208.5,201.4
486408,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Gresslyosaurus,227,208.5
497884,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Grallator,227,208.5
497885,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Grallator,227,208.5
614939,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Nothosaurus,242,237
632299,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Efraasia,216.7,213.2
632300,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Efraasia,216.7,213.2
632301,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Efraasia,216.7,213.2
632302,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,Plateosaurus,227,208.5
