,id,genus,county,state,occurrence_no
1324,3088,Anomoiodon,Hildburghausen,Thuringia,792622
1325,3083,Nyctiphruretus,Mezen',Arkhangelsk,792642
1326,3084,Nyctiphruretus,Mezen',Arkhangelsk,792642
1327,3085,Nyctiphruretus,Mezen',Arkhangelsk,792642
1328,3086,Nyctiphruretus,Mezen',Arkhangelsk,792642
1336,3073,Macrocnemus,Varese,Piedmont,797372
1337,3074,Macrocnemus,Varese,Piedmont,797372
1338,3075,Macrocnemus,Varese,Piedmont,797372
1339,3071,Macrocnemus,Mendrisio,Ticino,797942
1340,3072,Macrocnemus,Mendrisio,Ticino,797942
1343,3067,Serpianosaurus,Mendrisio,Ticino,797946
1344,3068,Serpianosaurus,Mendrisio,Ticino,797946
1345,3063,Serpianosaurus,Mendrisio,Ticino,797947
1346,3064,Serpianosaurus,Mendrisio,Ticino,797947
1347,3065,Serpianosaurus,Mendrisio,Ticino,797947
1348,3066,Serpianosaurus,Mendrisio,Ticino,797947
1349,3061,Serpianosaurus,Mendrisio,Ticino,797948
1350,3062,Serpianosaurus,Mendrisio,Ticino,797948
1351,3058,Serpianosaurus,Mendrisio,Ticino,797949
1352,3059,Serpianosaurus,Mendrisio,Ticino,797949
1353,3060,Serpianosaurus,Mendrisio,Ticino,797949
1354,3053,Serpianosaurus,Mendrisio,Ticino,797950
1355,3054,Serpianosaurus,Mendrisio,Ticino,797950
1356,3055,Serpianosaurus,Mendrisio,Ticino,797950
1357,3056,Serpianosaurus,Mendrisio,Ticino,797950
1358,3057,Serpianosaurus,Mendrisio,Ticino,797950
1360,3047,Serpianosaurus,Mendrisio,Kanton Tessin,797952
1361,3048,Serpianosaurus,Mendrisio,Kanton Tessin,797952
1362,3049,Serpianosaurus,Mendrisio,Kanton Tessin,797952
1363,3050,Serpianosaurus,Mendrisio,Kanton Tessin,797952
1364,3051,Serpianosaurus,Mendrisio,Kanton Tessin,797952
1368,3040,Serpianosaurus,Mendrisio,Ticino,797956
1369,3041,Serpianosaurus,Mendrisio,Ticino,797956
1370,3042,Serpianosaurus,Mendrisio,Ticino,797956
1371,3043,Serpianosaurus,Mendrisio,Ticino,797956
1377,3032,Captorhinikos,Cleveland,Oklahoma,800077
1378,3033,Captorhinikos,Cleveland,Oklahoma,800077
1379,3034,Captorhinikos,Cleveland,Oklahoma,800077
1384,3025,Procolophon,,,803158
1385,3026,Procolophon,,,803158
1386,3027,Procolophon,,,803158
1392,3017,Qianosuchus,Panxian,Guizhou,806205
1393,3018,Qianosuchus,Panxian,Guizhou,806205
1394,3019,Qianosuchus,Panxian,Guizhou,806205
1404,3006,Youngina,Camdeboo,Eastern Cape,807814
1405,3007,Youngina,Camdeboo,Eastern Cape,807814
1409,2998,Youngina,Beaufort West,Western Cape,808154
1410,2999,Youngina,Beaufort West,Western Cape,808154
1411,3000,Youngina,Beaufort West,Western Cape,808154
1412,3001,Youngina,Beaufort West,Western Cape,808154
1413,3002,Youngina,Beaufort West,Western Cape,808154
1414,2996,Eunotosaurus,Kareeberg,Northern Cape,808649
1415,2997,Eunotosaurus,Kareeberg,Northern Cape,808649
1446,2962,Saurischichnus,,Baden-WÃ¼rttemberg,811738
1447,2963,Saurischichnus,,Baden-WÃ¼rttemberg,811738
1448,2964,Saurischichnus,,Baden-WÃ¼rttemberg,811738
1449,2965,Saurischichnus,,Baden-WÃ¼rttemberg,811738
1453,2956,Soturnia,Faxinal do Soturno County,Rio Grande do Sul,811795
1454,2957,Soturnia,Faxinal do Soturno County,Rio Grande do Sul,811795
1455,2958,Soturnia,Faxinal do Soturno County,Rio Grande do Sul,811795
1456,2940,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1457,2941,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1458,2942,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1459,2943,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1460,2944,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1461,2945,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1462,2946,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1463,2947,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1464,2948,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1465,2949,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1466,2950,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1467,2951,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1468,2952,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1469,2953,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1470,2954,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1471,2955,Clevosaurus,Faxinal do Soturno County,Rio Grande do Sul,811801
1476,2927,Deltavjatia,Kotelnich,Kirov,814161
1477,2928,Deltavjatia,Kotelnich,Kirov,814161
1478,2929,Deltavjatia,Kotelnich,Kirov,814161
1479,2930,Deltavjatia,Kotelnich,Kirov,814161
1480,2931,Deltavjatia,Kotelnich,Kirov,814161
1481,2932,Deltavjatia,Kotelnich,Kirov,814161
1482,2933,Deltavjatia,Kotelnich,Kirov,814161
1483,2934,Deltavjatia,Kotelnich,Kirov,814161
1484,2935,Deltavjatia,Kotelnich,Kirov,814161
1488,2914,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1489,2915,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1490,2916,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1491,2917,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1492,2918,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1493,2919,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1494,2920,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1495,2921,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1496,2922,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1497,2923,Brazilosaurus,PerolÃ¢ndia,GoiÃ¡s,815039
1508,2902,Yarasuchus,Adilabad,Andhra Pradesh,818246
1509,2903,Yarasuchus,Adilabad,Andhra Pradesh,818246
1510,2896,Pamelaria,Adilabad,Andhra Pradesh,818268
1511,2897,Pamelaria,Adilabad,Andhra Pradesh,818268
1512,2898,Pamelaria,Adilabad,Andhra Pradesh,818268
1513,2899,Pamelaria,Adilabad,Andhra Pradesh,818268
1514,2900,Pamelaria,Adilabad,Andhra Pradesh,818268
1515,2901,Pamelaria,Adilabad,Andhra Pradesh,818268
1520,2883,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1521,2884,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1522,2885,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1523,2886,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1524,2887,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1525,2888,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1526,2889,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1527,2890,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1528,2891,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,820351
1530,2880,Stereosternum,SÃ£o Gabriel,Rio Grande do Sul,820353
1531,2881,Stereosternum,SÃ£o Gabriel,Rio Grande do Sul,820353
1532,2876,Stereosternum,,SÃ£o Paulo,820354
1533,2877,Stereosternum,,SÃ£o Paulo,820354
1534,2878,Stereosternum,,SÃ£o Paulo,820354
1535,2879,Stereosternum,,SÃ£o Paulo,820354
1536,2863,Stereosternum,,SÃ£o Paulo,820355
1537,2864,Stereosternum,,SÃ£o Paulo,820355
1538,2865,Stereosternum,,SÃ£o Paulo,820355
1539,2866,Stereosternum,,SÃ£o Paulo,820355
1540,2867,Stereosternum,,SÃ£o Paulo,820355
1541,2868,Stereosternum,,SÃ£o Paulo,820355
1542,2869,Stereosternum,,SÃ£o Paulo,820355
1543,2870,Stereosternum,,SÃ£o Paulo,820355
1544,2871,Stereosternum,,SÃ£o Paulo,820355
1545,2872,Stereosternum,,SÃ£o Paulo,820355
1546,2873,Stereosternum,,SÃ£o Paulo,820355
1547,2874,Stereosternum,,SÃ£o Paulo,820355
1548,2875,Stereosternum,,SÃ£o Paulo,820355
1549,2860,Brazilosaurus,,SÃ£o Paulo,820356
1550,2861,Brazilosaurus,,SÃ£o Paulo,820356
1551,2862,Brazilosaurus,,SÃ£o Paulo,820356
1553,2855,Stereosternum,Itapetininga,SÃ£o Paulo,820479
1554,2856,Stereosternum,Itapetininga,SÃ£o Paulo,820479
1555,2857,Stereosternum,Itapetininga,SÃ£o Paulo,820479
1556,2858,Stereosternum,Itapetininga,SÃ£o Paulo,820479
1561,2848,Brazilosaurus,,ParanÃ¡,820575
1562,2849,Brazilosaurus,,ParanÃ¡,820575
1563,2850,Brazilosaurus,,ParanÃ¡,820575
1564,2846,Eunotosaurus,Prince Albert,Western Cape,820640
1565,2847,Eunotosaurus,Prince Albert,Western Cape,820640
1571,2839,Mesosaurus,Irati,ParanÃ¡,820921
1572,2840,Mesosaurus,Irati,ParanÃ¡,820921
1573,2836,Mesosaurus,Irati,ParanÃ¡,820922
1574,2837,Mesosaurus,Irati,ParanÃ¡,820922
1575,2838,Mesosaurus,Irati,ParanÃ¡,820922
1583,2823,Stereosternum,,ParanÃ¡,821068
1584,2824,Stereosternum,,ParanÃ¡,821068
1585,2825,Stereosternum,,ParanÃ¡,821068
1586,2826,Stereosternum,,ParanÃ¡,821068
1587,2827,Stereosternum,,ParanÃ¡,821068
1588,2828,Stereosternum,,ParanÃ¡,821068
1591,2796,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1592,2797,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1593,2798,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1594,2799,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1595,2800,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1596,2801,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1597,2802,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1598,2803,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1599,2804,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1600,2805,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1601,2806,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1602,2807,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1603,2808,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1604,2809,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1605,2810,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1606,2811,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1607,2812,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1608,2813,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1609,2814,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1610,2815,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1611,2816,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1612,2817,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1613,2818,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1614,2819,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1615,2820,Mesosaurus,SÃ£o Mateus do Sul,ParanÃ¡,821444
1616,2786,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1617,2787,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1618,2788,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1619,2789,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1620,2790,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1621,2791,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1622,2792,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1623,2793,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1624,2794,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1625,2795,Stereosternum,Rio Claro,SÃ£o Paulo,821454
1626,2784,Brazilosaurus,Rio Claro,SÃ£o Paulo,821455
1627,2785,Brazilosaurus,Rio Claro,SÃ£o Paulo,821455
1628,2767,Mesosaurus,,ParanÃ¡,823059
1629,2768,Mesosaurus,,ParanÃ¡,823059
1630,2769,Mesosaurus,,ParanÃ¡,823059
1631,2770,Mesosaurus,,ParanÃ¡,823059
1632,2771,Mesosaurus,,ParanÃ¡,823059
1633,2772,Mesosaurus,,ParanÃ¡,823059
1634,2773,Mesosaurus,,ParanÃ¡,823059
1635,2774,Mesosaurus,,ParanÃ¡,823059
1636,2775,Mesosaurus,,ParanÃ¡,823059
1637,2776,Mesosaurus,,ParanÃ¡,823059
1638,2777,Mesosaurus,,ParanÃ¡,823059
1639,2778,Mesosaurus,,ParanÃ¡,823059
1640,2779,Mesosaurus,,ParanÃ¡,823059
1641,2780,Mesosaurus,,ParanÃ¡,823059
1642,2781,Mesosaurus,,ParanÃ¡,823059
1643,2782,Mesosaurus,,ParanÃ¡,823059
1644,2783,Mesosaurus,,ParanÃ¡,823059
1663,2747,Poposaurus,Fremont,Wyoming,829496
1664,2748,Poposaurus,Fremont,Wyoming,829496
1737,2651,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1738,2652,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1739,2653,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1740,2654,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1741,2655,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1742,2656,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1743,2657,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1744,2658,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1745,2659,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1746,2660,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1747,2661,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1748,2662,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1749,2663,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1750,2664,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1751,2665,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1752,2666,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1753,2667,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1754,2668,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1755,2669,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1756,2670,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1757,2671,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1758,2672,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1759,2673,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1760,2674,Aetosaurus,Stuttgart,Baden-WÃ¼rttenburg,832046
1766,2641,Teratophon,Xhariep,Free State,832667
1767,2642,Teratophon,Xhariep,Free State,832667
1768,2643,Teratophon,Xhariep,Free State,832667
1769,2644,Teratophon,Xhariep,Free State,832667
1770,2645,Teratophon,Xhariep,Free State,832667
1772,2637,Thelerpeton,Xhariep,Free State,832670
1773,2638,Thelerpeton,Xhariep,Free State,832670
1774,2639,Thelerpeton,Xhariep,Free State,832670
1784,2626,Elginia,Moray,Scotland,832708
1785,2627,Elginia,Moray,Scotland,832708
1791,2611,Barasaurus,,Fianarantsoa,833385
1792,2612,Barasaurus,,Fianarantsoa,833385
1793,2613,Barasaurus,,Fianarantsoa,833385
1794,2614,Barasaurus,,Fianarantsoa,833385
1795,2615,Barasaurus,,Fianarantsoa,833385
1796,2616,Barasaurus,,Fianarantsoa,833385
1797,2617,Barasaurus,,Fianarantsoa,833385
1798,2618,Barasaurus,,Fianarantsoa,833385
1799,2619,Barasaurus,,Fianarantsoa,833385
1800,2620,Barasaurus,,Fianarantsoa,833385
1813,2597,Candelaria,Novo Cabrais,Rio Grande do Sul,837006
1814,2598,Candelaria,Novo Cabrais,Rio Grande do Sul,837006
1847,2562,Leptosuchus,Apache,Arizona,837550
1848,2563,Leptosuchus,Apache,Arizona,837550
1849,2564,Leptosuchus,Apache,Arizona,837550
1851,2559,Calyptosuchus,Apache,Arizona,837552
1852,2560,Calyptosuchus,Apache,Arizona,837552
1860,2549,Scutosaurus,Tetyushi,Tatarstan,837578
1861,2550,Scutosaurus,Tetyushi,Tatarstan,837578
1862,2551,Scutosaurus,Tetyushi,Tatarstan,837578
1865,2545,Leptosuchus,Navajo,Arizona,837594
1866,2546,Leptosuchus,Navajo,Arizona,837594
1880,2524,Tawa,Rio Arriba,New Mexico,837654
1881,2525,Tawa,Rio Arriba,New Mexico,837654
1882,2526,Tawa,Rio Arriba,New Mexico,837654
1883,2527,Tawa,Rio Arriba,New Mexico,837654
1884,2528,Tawa,Rio Arriba,New Mexico,837654
1885,2529,Tawa,Rio Arriba,New Mexico,837654
1886,2530,Tawa,Rio Arriba,New Mexico,837654
1887,2531,Tawa,Rio Arriba,New Mexico,837654
1890,2513,Scutosaurus,Kotlas,Arkhangelsk,838081
1891,2514,Scutosaurus,Kotlas,Arkhangelsk,838081
1892,2515,Scutosaurus,Kotlas,Arkhangelsk,838081
1893,2516,Scutosaurus,Kotlas,Arkhangelsk,838081
1894,2517,Scutosaurus,Kotlas,Arkhangelsk,838081
1895,2518,Scutosaurus,Kotlas,Arkhangelsk,838081
1896,2519,Scutosaurus,Kotlas,Arkhangelsk,838081
1897,2520,Scutosaurus,Kotlas,Arkhangelsk,838081
1898,2521,Scutosaurus,Kotlas,Arkhangelsk,838081
1902,2508,Protorosaurus,Wartburgkreis,Thuringia,838172
1903,2509,Protorosaurus,Wartburgkreis,Thuringia,838172
1917,2493,Bradysaurus,Prince Albert,Western Cape,838670
1918,2494,Bradysaurus,Prince Albert,Western Cape,838670
1920,2488,Tichvinskia,Nagorsk,Kirov,838751
1921,2489,Tichvinskia,Nagorsk,Kirov,838751
1922,2490,Tichvinskia,Nagorsk,Kirov,838751
1923,2491,Tichvinskia,Nagorsk,Kirov,838751
1982,2428,Orenburgia,Novaya Zemlya,Arkhangelsk,841368
1983,2429,Orenburgia,Novaya Zemlya,Arkhangelsk,841368
2016,2393,Santaisaurus,Changji,Xinjiang,842090
2017,2394,Santaisaurus,Changji,Xinjiang,842090
2018,2395,Santaisaurus,Changji,Xinjiang,842090
2095,2315,Leptosuchus,Coconino,Arizona,842803
2096,2316,Leptosuchus,Coconino,Arizona,842803
2098,2311,Machaeroprosopus,Coconino,Arizona,842807
2099,2312,Machaeroprosopus,Coconino,Arizona,842807
2100,2313,Machaeroprosopus,Coconino,Arizona,842807
2156,2254,Procolophon,Chris Hani,Eastern Cape,843782
2157,2255,Procolophon,Chris Hani,Eastern Cape,843782
2164,2245,Typothorax,Rio Arriba,New Mexico,846168
2165,2246,Typothorax,Rio Arriba,New Mexico,846168
2166,2247,Typothorax,Rio Arriba,New Mexico,846168
2196,2202,Asilisaurus,,Ruvuma,851246
2197,2203,Asilisaurus,,Ruvuma,851246
2198,2204,Asilisaurus,,Ruvuma,851246
2199,2205,Asilisaurus,,Ruvuma,851246
2200,2206,Asilisaurus,,Ruvuma,851246
2201,2207,Asilisaurus,,Ruvuma,851246
2202,2208,Asilisaurus,,Ruvuma,851246
2203,2209,Asilisaurus,,Ruvuma,851246
2204,2210,Asilisaurus,,Ruvuma,851246
2205,2211,Asilisaurus,,Ruvuma,851246
2206,2212,Asilisaurus,,Ruvuma,851246
2207,2213,Asilisaurus,,Ruvuma,851246
2208,2214,Asilisaurus,,Ruvuma,851246
2209,2215,Asilisaurus,,Ruvuma,851246
2264,2138,Lotosaurus,Sangzhi,Hunan,880670
2265,2139,Lotosaurus,Sangzhi,Hunan,880670
2266,2140,Lotosaurus,Sangzhi,Hunan,880670
2267,2141,Lotosaurus,Sangzhi,Hunan,880670
2268,2142,Lotosaurus,Sangzhi,Hunan,880670
2269,2143,Lotosaurus,Sangzhi,Hunan,880670
2270,2144,Lotosaurus,Sangzhi,Hunan,880670
2271,2145,Lotosaurus,Sangzhi,Hunan,880670
2272,2146,Lotosaurus,Sangzhi,Hunan,880670
2273,2147,Lotosaurus,Sangzhi,Hunan,880670
2289,2120,Mystriosuchus,,Styria,882293
2290,2121,Mystriosuchus,,Styria,882293
2291,2122,Mystriosuchus,,Styria,882293
2302,2108,Kwangsisaurus,,Guangxi,883958
2303,2109,Kwangsisaurus,,Guangxi,883958
2307,2103,Miodentosaurus,Guanlin,Guizhou,887799
2308,2104,Miodentosaurus,Guanlin,Guizhou,887799
2314,2083,Keichousaurus,,Guizhou,892336
2315,2084,Keichousaurus,,Guizhou,892336
2316,2085,Keichousaurus,,Guizhou,892336
2317,2086,Keichousaurus,,Guizhou,892336
2318,2087,Keichousaurus,,Guizhou,892336
2319,2088,Keichousaurus,,Guizhou,892336
2320,2089,Keichousaurus,,Guizhou,892336
2321,2090,Keichousaurus,,Guizhou,892336
2322,2091,Keichousaurus,,Guizhou,892336
2323,2092,Keichousaurus,,Guizhou,892336
2324,2093,Keichousaurus,,Guizhou,892336
2325,2094,Keichousaurus,,Guizhou,892336
2326,2095,Keichousaurus,,Guizhou,892336
2327,2096,Keichousaurus,,Guizhou,892336
2328,2097,Keichousaurus,,Guizhou,892336
2332,2078,Nothosaurus,Panxian,Guizhou,893427
2333,2079,Nothosaurus,Panxian,Guizhou,893427
2334,2076,Anshunsaurus,Qianxinan,Guizhou,893428
2335,2077,Anshunsaurus,Qianxinan,Guizhou,893428
2372,2038,Shansisuchus,,Shanxi,902069
2373,2039,Shansisuchus,,Shanxi,902069
2374,2005,Shansisuchus,,Shanxi,902070
2375,2006,Shansisuchus,,Shanxi,902070
2376,2007,Shansisuchus,,Shanxi,902070
2377,2008,Shansisuchus,,Shanxi,902070
2378,2009,Shansisuchus,,Shanxi,902070
2379,2010,Shansisuchus,,Shanxi,902070
2380,2011,Shansisuchus,,Shanxi,902070
2381,2012,Shansisuchus,,Shanxi,902070
2382,2013,Shansisuchus,,Shanxi,902070
2383,2014,Shansisuchus,,Shanxi,902070
2384,2015,Shansisuchus,,Shanxi,902070
2385,2016,Shansisuchus,,Shanxi,902070
2386,2017,Shansisuchus,,Shanxi,902070
2387,2018,Shansisuchus,,Shanxi,902070
2388,2019,Shansisuchus,,Shanxi,902070
2389,2020,Shansisuchus,,Shanxi,902070
2390,2021,Shansisuchus,,Shanxi,902070
2391,2022,Shansisuchus,,Shanxi,902070
2392,2023,Shansisuchus,,Shanxi,902070
2393,2024,Shansisuchus,,Shanxi,902070
2394,2025,Shansisuchus,,Shanxi,902070
2395,2026,Shansisuchus,,Shanxi,902070
2396,2027,Shansisuchus,,Shanxi,902070
2397,2028,Shansisuchus,,Shanxi,902070
2398,2029,Shansisuchus,,Shanxi,902070
2399,2030,Shansisuchus,,Shanxi,902070
2400,2031,Shansisuchus,,Shanxi,902070
2401,2032,Shansisuchus,,Shanxi,902070
2402,2033,Shansisuchus,,Shanxi,902070
2403,2034,Shansisuchus,,Shanxi,902070
2404,2035,Shansisuchus,,Shanxi,902070
2405,2036,Shansisuchus,,Shanxi,902070
2406,2037,Shansisuchus,,Shanxi,902070
2418,1992,Shansisuchus,,Shanxi,902385
2419,1993,Shansisuchus,,Shanxi,902385
2421,1986,Shansisuchus,,Shanxi,902395
2422,1987,Shansisuchus,,Shanxi,902395
2423,1988,Shansisuchus,,Shanxi,902395
2424,1989,Shansisuchus,,Shanxi,902395
2425,1990,Shansisuchus,,Shanxi,902395
2438,1972,Teyumbaita,,Rio Grande do Sul,908524
2439,1973,Teyumbaita,,Rio Grande do Sul,908524
2441,1968,Teyumbaita,,Rio Grande do Sul,908533
2442,1969,Teyumbaita,,Rio Grande do Sul,908533
2443,1970,Teyumbaita,,Rio Grande do Sul,908533
2448,1961,Shastasaurus,El Antimonio,Sonora,909072
2449,1962,Shastasaurus,El Antimonio,Sonora,909072
2450,1963,Shastasaurus,El Antimonio,Sonora,909072
2463,1947,Barracudasaurus,Panxian,Guizhou,916388
2464,1948,Barracudasaurus,Panxian,Guizhou,916388
2466,1944,Grippia,,British Columbia,920238
2467,1945,Grippia,,British Columbia,920238
2468,1942,Gulosaurus,,British Columbia,920239
2469,1943,Gulosaurus,,British Columbia,920239
2486,1924,Prolacerta,Maluti-A-Phofung,Free State,922664
2487,1925,Prolacerta,Maluti-A-Phofung,Free State,922664
2505,1905,Neoaetosauroides,General Lavalle,La Rioja,923086
2506,1906,Neoaetosauroides,General Lavalle,La Rioja,923086
2507,1903,Hemiprotosuchus,,La Rioja,923087
2508,1904,Hemiprotosuchus,,La Rioja,923087
2510,1899,Palaeochersis,,La Rioja,923089
2511,1900,Palaeochersis,,La Rioja,923089
2512,1901,Palaeochersis,,La Rioja,923089
2515,1895,Neoaetosauroides,,La Rioja,923093
2516,1896,Neoaetosauroides,,La Rioja,923093
2522,1888,Stagonosuchus,,Ruvuma,923790
2523,1889,Stagonosuchus,,Ruvuma,923790
2526,1883,Lewisuchus,,La Rioja,923804
2527,1884,Lewisuchus,,La Rioja,923804
2528,1885,Lewisuchus,,La Rioja,923804
2529,1881,Lagerpeton,,La Rioja,923807
2530,1882,Lagerpeton,,La Rioja,923807
2531,1874,Tropidosuchus,,La Rioja,923809
2532,1875,Tropidosuchus,,La Rioja,923809
2533,1876,Tropidosuchus,,La Rioja,923809
2534,1877,Tropidosuchus,,La Rioja,923809
2535,1878,Tropidosuchus,,La Rioja,923809
2536,1879,Tropidosuchus,,La Rioja,923809
2537,1880,Tropidosuchus,,La Rioja,923809
2549,1861,Pachypleurosaurus,Como or Varese,Lombardia,929597
2550,1862,Pachypleurosaurus,Como or Varese,Lombardia,929597
2559,1851,Faxinalipterus,Faxinal do Soturno County,Rio Grande do Sul,930806
2560,1852,Faxinalipterus,Faxinal do Soturno County,Rio Grande do Sul,930806
2573,1837,Macrocnemus,Fuyuan,Yunnan,931425
2574,1838,Macrocnemus,Fuyuan,Yunnan,931425
2579,1828,Wumengosaurus,Panxian,Guizhou,931832
2580,1829,Wumengosaurus,Panxian,Guizhou,931832
2581,1830,Wumengosaurus,Panxian,Guizhou,931832
2582,1831,Wumengosaurus,Panxian,Guizhou,931832
2583,1832,Wumengosaurus,Panxian,Guizhou,931832
2584,1823,Wumengosaurus,Panxian,Guizhou,931833
2585,1824,Wumengosaurus,Panxian,Guizhou,931833
2586,1825,Wumengosaurus,Panxian,Guizhou,931833
2587,1826,Wumengosaurus,Panxian,Guizhou,931833
2588,1827,Wumengosaurus,Panxian,Guizhou,931833
2600,1803,Decuriasuchus,,Rio Grande do Sul,933819
2601,1804,Decuriasuchus,,Rio Grande do Sul,933819
2602,1805,Decuriasuchus,,Rio Grande do Sul,933819
