,occurrence_no,locality,county_original,state,cc,notes
2175,846848,Lombardia,Bergamo,Lombardia,IT,
2176,846849,Lombardia,,Lombardia,IT,
2177,846853,Lorraine,Meurthe-et-Moselle,Lorraine,FR,
2178,847011,Arkhangelsk,Nenetsia,Arkhangelsk,RU,
2179,847020,Arkhangelsk,Nenetsia,Arkhangelsk,RU,
2180,847023,Arkhangelsk,Nenetsia,Arkhangelsk,RU,
2181,847025,Arkhangelsk,Nenetsia,Arkhangelsk,RU,
2182,847026,Nizhegorod,Varnavino,Nizhegorod,RU,
2183,847027,Nizhegorod,Varnavino,Nizhegorod,RU,
2184,847947,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
2185,847948,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
2186,847949,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
2187,847959,Arizona,Apache,Arizona,US,
2188,848381,Free State,Kopanong,Free State,ZA,
2189,848404,Orenburg,Sol'-Iletsk,Orenburg,RU,
2190,849947,New Mexico,Rio Arriba,New Mexico,US,
2191,850008,Arizona,Apache,Arizona,US,
2192,850012,Texas,Crosby,Texas,US,
2193,850016,Texas,Crosby,Texas,US,
2194,850048,Arizona,Apache,Arizona,US,
2195,850677,Bavaria,Unterfranken,Bavaria,DE,
2196,851246,Ruvuma,,Ruvuma,TZ,
2197,851246,Ruvuma,,Ruvuma,TZ,
2198,851246,Ruvuma,,Ruvuma,TZ,
2199,851246,Ruvuma,,Ruvuma,TZ,
2200,851246,Ruvuma,,Ruvuma,TZ,
2201,851246,Ruvuma,,Ruvuma,TZ,
2202,851246,Ruvuma,,Ruvuma,TZ,
2203,851246,Ruvuma,,Ruvuma,TZ,
2204,851246,Ruvuma,,Ruvuma,TZ,
2205,851246,Ruvuma,,Ruvuma,TZ,
2206,851246,Ruvuma,,Ruvuma,TZ,
2207,851246,Ruvuma,,Ruvuma,TZ,
2208,851246,Ruvuma,,Ruvuma,TZ,
2209,851246,Ruvuma,,Ruvuma,TZ,
2210,851317,Lombardia,,Lombardia,IT,
2211,851324,Lombardia,Bergamo,Lombardia,IT,
2212,851325,Lombardia,Bergamo,Lombardia,IT,
2213,851329,Lombardia,,Lombardia,IT,
2214,851330,Lombardia,,Lombardia,IT,
2215,853387,Mashonaland Central,,Mashonaland Central,ZW,
2216,853388,Mashonaland Central,,Mashonaland Central,ZW,
2217,853390,Eastern Cape,,Eastern Cape,ZA,
2218,853392,Marrakech,,Marrakech-Safi,MA,
2219,853397,Madhya Pradesh,Shadol,Madhya Pradesh,IN,
2220,853401,Madhya Pradesh,Shadol,Madhya Pradesh,IN,
2221,853407,New Mexico,Quay,New Mexico,US,
2222,853411,New Mexico,Quay,New Mexico,US,
2223,853631,,,,AA,delete
2224,853693,Oklahoma,Comanche,Oklahoma,US,
2225,854902,Eastern Cape,Camdeboo,Eastern Cape,ZA,
2226,855747,Arizona,Navajo,Arizona,US,
2227,855754,Arizona,Navajo,Arizona,US,
2228,855755,Arizona,Coconino,Arizona,US,
2229,855796,Arizona,Coconino,Arizona,US,
2230,855799,Arizona,Coconino,Arizona,US,
2231,871895,England,Somerset,England,UK,
2232,871897,England,Somerset,England,UK,
2233,871898,England,Somerset,England,UK,
2234,871899,England,Somerset,England,UK,
2235,871901,England,Somerset,England,UK,
2236,871902,England,Somerset,England,UK,
2237,871903,England,Somerset,England,UK,
2238,871904,England,Somerset,England,UK,
2239,871905,England,Somerset,England,UK,
2240,871909,England,Somerset,England,UK,
2241,871913,England,Warwickshire,England,UK,
2242,873708,Netherlands,,Gelderland,NL,
2243,873709,Netherlands,,Gelderland,NL,
2244,873710,Netherlands,,Gelderland,NL,
2245,873711,Netherlands,,Gelderland,NL,
2246,873712,Netherlands,,Gelderland,NL,
2247,873713,Netherlands,,Gelderland,NL,
2248,873715,Netherlands,,Gelderland,NL,
2249,876982,Lombardia,Bergamo,Lombardia,IT,
2250,877604,Orenburg,Sol'-Iletsk,Orenburg,RU,
2251,877605,Orenburg,Sol'-Iletsk,Orenburg,RU,
2252,877610,Orenburg,Sol'-Iletskiy,Orenburg,RU,
2253,877687,Orenburg,Sol'-Iletsk,Orenburg,RU,
2254,877690,Orenburg,Sol'-Iletsk,Orenburg,RU,
2255,877701,Orenburg,Sol'-Iletsk,Orenburg,RU,
2256,877774,Orenburg,Sol'-Iletsk,Orenburg,RU,
2257,877792,Orenburg,Sol'-Iletsk,Orenburg,RU,
2258,877798,Orenburg,Sol'-Iletsk,Orenburg,RU,
2259,877799,Orenburg,Sol'-Iletsk,Orenburg,RU,
2260,877800,Orenburg,Sol'-Iletsk,Orenburg,RU,
2261,879452,Bashkortostan,,Bashkortostan,RU,
2262,879453,Bashkortostan,,Bashkortostan,RU,
2263,879454,Bashkortostan,,Bashkortostan,RU,
2264,880670,Hunan,Sangzhi,Hunan,CN,
2265,880670,Hunan,Sangzhi,Hunan,CN,
2266,880670,Hunan,Sangzhi,Hunan,CN,
2267,880670,Hunan,Sangzhi,Hunan,CN,
2268,880670,Hunan,Sangzhi,Hunan,CN,
2269,880670,Hunan,Sangzhi,Hunan,CN,
2270,880670,Hunan,Sangzhi,Hunan,CN,
2271,880670,Hunan,Sangzhi,Hunan,CN,
2272,880670,Hunan,Sangzhi,Hunan,CN,
2273,880670,Hunan,Sangzhi,Hunan,CN,
2274,880672,Hubei,Yuanan,Hubei,CN,
2275,880673,England,Worcestershire,England,UK,
2276,880676,England,Worcestershire,England,UK,
2277,880677,England,Worcestershire,England,UK,
2278,880873,Guizhou,Anshun,Guizhou,CN,
2279,880945,Bavaria,Coburg,Bavaria,DE,
2280,880946,Guizhou,Wusha,Guizhou,CN,
2281,880949,Sachsen-Anhalt,Bernburg,Sachsen-Anhalt,DE,
2282,880955,Bavaria,Bamberg,Bavaria,DE,
2283,881081,Bavaria,Bamberg,Bavaria,DE,
2284,881082,Bavaria,Bamberg,Bavaria,DE,
2285,881088,Bavaria,Bamberg,Bavaria,DE,
2286,881097,Bavaria,Bamberg,Bavaria,DE,
2287,882064,Bavaria,Nurnberger Land,Bavaria,DE,
2288,882292,England,Somerset,England,UK,
2289,882293,Austria,,Styria,AT,
2290,882293,Austria,,Styria,AT,
2291,882293,Austria,,Styria,AT,
2292,882303,Austria,Scheibbs,Niederosterreich,AT,
2293,882304,British Columbia,,British Columbia,CA,
2294,882305,British Columbia,,British Columbia,CA,
2295,882306,British Columbia,,British Columbia,CA,
2296,882311,Bavaria,Berchtesgadener Land,Bavaria,DE,
2297,882413,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,
2298,882593,Guizhou,,Guizhou,CN,
2299,882951,Guizhou,Guanlin,Guizhou,CN,
2300,883956,Guizhou,,Guizhou,CN,
2301,883957,Guizhou,,Guizhou,CN,
2302,883958,Guangxi,,Guangxi,CN,
2303,883958,Guangxi,,Guangxi,CN,
2304,884084,Jiangxi,,Jiangxi,CN,
2305,884125,Nevada,Pershing,Nevada,US,
2306,884857,Switzerland,,,CH,
2307,887799,Guizhou,Guanlin,Guizhou,CN,
2308,887799,Guizhou,Guanlin,Guizhou,CN,
2309,890418,Pennsylvania,Adams,Pennsylvania,US,
2310,890419,Pennsylvania,Adams,Pennsylvania,US,
2311,890420,Pennsylvania,Adams,Pennsylvania,US,
2312,890990,Shaanxi,Fugu,Shaanxi,CN,
2313,890991,Orenburg,Ilekskii,Orenburg,RU,
2314,892336,Guizhou,,Guizhou,CN,
2315,892336,Guizhou,,Guizhou,CN,
2316,892336,Guizhou,,Guizhou,CN,
2317,892336,Guizhou,,Guizhou,CN,
2318,892336,Guizhou,,Guizhou,CN,
2319,892336,Guizhou,,Guizhou,CN,
2320,892336,Guizhou,,Guizhou,CN,
2321,892336,Guizhou,,Guizhou,CN,
2322,892336,Guizhou,,Guizhou,CN,
2323,892336,Guizhou,,Guizhou,CN,
2324,892336,Guizhou,,Guizhou,CN,
2325,892336,Guizhou,,Guizhou,CN,
2326,892336,Guizhou,,Guizhou,CN,
2327,892336,Guizhou,,Guizhou,CN,
2328,892336,Guizhou,,Guizhou,CN,
2329,892976,Guizhou,Guanlin,Guizhou,CN,
2330,892977,Guizhou,,Guizhou,CN,
2331,893426,San Juan,,San Juan,AR,
2332,893427,Guizhou,Panxian,Guizhou,CN,
2333,893427,Guizhou,Panxian,Guizhou,CN,
2334,893428,Guizhou,Qianxinan,Guizhou,CN,
2335,893428,Guizhou,Qianxinan,Guizhou,CN,
2336,893430,Guizhou,Guanling,Guizhou,CN,
2337,895255,Rio Grande do Sul,,Rio Grande do Sul,BR,
2338,895260,Rio Grande do Sul,,Rio Grande do Sul,BR,
2339,895264,Rio Grande do Sul,,Rio Grande do Sul,BR,
2340,895292,Rio Grande do Sul,Novo Cabrais,Rio Grande do Sul,BR,
2341,895602,Tirol,,Tirol,IT,
2342,895605,Tirol,,Tirol,IT,
2343,895624,Udine,,Udine,IT,
2344,895625,Tirol,,Tirol,IT,
2345,895626,Tirol,,Tirol,IT,
2346,895629,Udine,,Udine,IT,
2347,895947,Rio Grande do Sul,,Rio Grande do Sul,BR,
2348,896139,Rio Grande do Sul,,Rio Grande do Sul,BR,
2349,896140,Rio Grande do Sul,,Rio Grande do Sul,BR,
2350,896145,Rio Grande do Sul,,Rio Grande do Sul,BR,
2351,896147,Rio Grande do Sul,,Rio Grande do Sul,BR,
2352,897122,North Carolina,Chatham,North Carolina,US,
2353,897129,North Carolina,Chatham,North Carolina,US,
2354,897134,North Carolina,Chatham,North Carolina,US,
2355,897618,Rio Grande do Sul,,Rio Grande do Sul,BR,
2356,899258,Shaanxi,,Shaanxi,CN,
2357,899636,Hubei,Yuan'an,Hubei,CN,
2358,899638,Guizhou,,Guizhou,CN,
2359,899756,Guizhou,Panxian,Guizhou,CN,
2360,899759,Guizhou,Panxian,Guizhou,CN,
2361,899762,Guizhou,Panxian,Guizhou,CN,
2362,899764,Guizhou,Panxian,Guizhou,CN,
2363,899766,Guizhou,Panxian,Guizhou,CN,
2364,899768,Guizhou,Panxian,Guizhou,CN,
2365,899770,Guizhou,Panxian,Guizhou,CN,
2366,899772,Guizhou,Panxian,Guizhou,CN,
2367,900174,Nevada,,Nevada,US,
2368,900219,Nevada,,Nevada,US,
2369,900302,Nevada,,Nevada,US,
2370,902067,Shanxi,,Shaanxi,CN,
2371,902068,Shanxi,,Shaanxi,CN,
2372,902069,Shanxi,,Shaanxi,CN,
2373,902069,Shanxi,,Shaanxi,CN,
2374,902070,Shanxi,,Shaanxi,CN,
2375,902070,Shanxi,,Shaanxi,CN,
2376,902070,Shanxi,,Shaanxi,CN,
2377,902070,Shanxi,,Shaanxi,CN,
2378,902070,Shanxi,,Shaanxi,CN,
2379,902070,Shanxi,,Shaanxi,CN,
2380,902070,Shanxi,,Shaanxi,CN,
2381,902070,Shanxi,,Shaanxi,CN,
2382,902070,Shanxi,,Shaanxi,CN,
2383,902070,Shanxi,,Shaanxi,CN,
2384,902070,Shanxi,,Shaanxi,CN,
2385,902070,Shanxi,,Shaanxi,CN,
2386,902070,Shanxi,,Shaanxi,CN,
2387,902070,Shanxi,,Shaanxi,CN,
2388,902070,Shanxi,,Shaanxi,CN,
2389,902070,Shanxi,,Shaanxi,CN,
2390,902070,Shanxi,,Shaanxi,CN,
2391,902070,Shanxi,,Shaanxi,CN,
2392,902070,Shanxi,,Shaanxi,CN,
2393,902070,Shanxi,,Shaanxi,CN,
2394,902070,Shanxi,,Shaanxi,CN,
2395,902070,Shanxi,,Shaanxi,CN,
2396,902070,Shanxi,,Shaanxi,CN,
2397,902070,Shanxi,,Shaanxi,CN,
2398,902070,Shanxi,,Shaanxi,CN,
2399,902070,Shanxi,,Shaanxi,CN,
2400,902070,Shanxi,,Shaanxi,CN,
2401,902070,Shanxi,,Shaanxi,CN,
2402,902070,Shanxi,,Shaanxi,CN,
2403,902070,Shanxi,,Shaanxi,CN,
2404,902070,Shanxi,,Shaanxi,CN,
2405,902070,Shanxi,,Shaanxi,CN,
2406,902070,Shanxi,,Shaanxi,CN,
2407,902092,Xinjiang,,Xinjiang,CN,
2408,902174,Yunnan,Lufeng,Yunnan,CN,
2409,902374,Shaanxi,Fugu,Shaanxi,CN,
2410,902375,Xinjiang,Turfan,Xinjiang,CN,
2411,902378,Shanxi,,Shaanxi,CN,
2412,902379,Shanxi,,Shaanxi,CN,
2413,902380,Shanxi,,Shaanxi,CN,
2414,902381,Shanxi,,Shaanxi,CN,
2415,902382,Shanxi,,Shaanxi,CN,
2416,902383,Shanxi,,Shaanxi,CN,
2417,902384,Shanxi,Ningwu,Shaanxi,CN,
2418,902385,Shanxi,,Shaanxi,CN,
2419,902385,Shanxi,,Shaanxi,CN,
2420,902386,Shanxi,,Shaanxi,CN,
2421,902395,Shanxi,,Shaanxi,CN,
2422,902395,Shanxi,,Shaanxi,CN,
2423,902395,Shanxi,,Shaanxi,CN,
2424,902395,Shanxi,,Shaanxi,CN,
2425,902395,Shanxi,,Shaanxi,CN,
2426,902396,Shanxi,,Shaanxi,CN,
2427,902397,Shanxi,,Shaanxi,CN,
2428,902398,Shanxi,,Shaanxi,CN,
2429,902417,Shanxi,,Shaanxi,CN,
2430,902422,Shaanxi,,Shaanxi,CN,
2431,902425,Shaanxi,,Shaanxi,CN,
2432,906287,Nevada,Lander,Nevada,US,
2433,906398,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,
2434,906404,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,
2435,906408,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,
2436,908441,Svalbard,Spitsbergen,Svalbard,NO,
2437,908443,Svalbard,Spitsbergen,Svalbard,NO,
2438,908524,Rio Grande do Sul,,Rio Grande do Sul,BR,
2439,908524,Rio Grande do Sul,,Rio Grande do Sul,BR,
2440,908525,Rio Grande do Sul,,Rio Grande do Sul,BR,
2441,908533,Rio Grande do Sul,,Rio Grande do Sul,BR,
2442,908533,Rio Grande do Sul,,Rio Grande do Sul,BR,
2443,908533,Rio Grande do Sul,,Rio Grande do Sul,BR,
2444,908629,Nevada,Nye,Nevada,US,
2445,908660,Nevada,Pershing,Nevada,US,
2446,908661,Nevada,Pershing,Nevada,US,
2447,908663,San Juan,,San Juan,AR,
2448,909072,Sonora,El Antimonio,Sonora,MX,
2449,909072,Sonora,El Antimonio,Sonora,MX,
2450,909072,Sonora,El Antimonio,Sonora,MX,
2451,909076,Nevada,Pershing,Nevada,US,
2452,911118,Guizhou,Guanling,Guizhou,CN,
2453,913310,Friuli-Venezia Giulia,,Friuli-Venezia Giulia,IT,
2454,913311,Friuli-Venezia Giulia,,Friuli-Venezia Giulia,IT,
2455,913706,Guizhou,Panxian,Guizhou,CN,
2456,914542,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,
2457,914556,Nenets,Franz Josef Land,Nenets,RU,
2458,915088,Guizhou,Panxian,Guizhou,CN,
2459,915667,Lombardia,Bergamo,Lombardia,IT,
2460,915702,Baden-Wurttemberg,Calw,Baden-Wurttemberg,DE,
2461,915953,Alsace,Bas-Rhin,Alsace,FR,
2462,916023,Opolskie,,Opolskie,PL,
2463,916388,Guizhou,Panxian,Guizhou,CN,
2464,916388,Guizhou,Panxian,Guizhou,CN,
2465,920202,England,Devon,England,UK,
2466,920238,British Columbia,,British Columbia,CA,
2467,920238,British Columbia,,British Columbia,CA,
2468,920239,British Columbia,,British Columbia,CA,
2469,920239,British Columbia,,British Columbia,CA,
2470,920614,Baden-Wurttemberg,Rhein-Neckar-Kreis,Baden-Wurttemberg,DE,
2471,920619,Thuringia,Weimarer Land,Thuringia,DE,
2472,921159,Iringa,,Iringa,TZ,
2473,921162,Ruvuma,,Ruvuma,TZ,
2474,921163,Ruvuma,,Ruvuma,TZ,
2475,921260,Bavaria,Bayreuth,Bavaria,DE,
2476,921261,Bavaria,Bayreuth,Bavaria,DE,
2477,921262,Bavaria,Bayreuth,Bavaria,DE,
2478,921263,Bavaria,Bayreuth,Bavaria,DE,
2479,922174,La Rioja,,La Rioja,AR,
2480,922175,La Rioja,,La Rioja,AR,
2481,922176,La Rioja,,La Rioja,AR,
2482,922177,La Rioja,,La Rioja,AR,
2483,922178,La Rioja,,La Rioja,AR,
2484,922179,La Rioja,,La Rioja,AR,
2485,922663,Free State,Maluti-A-Phofung,Free State,ZA,
2486,922664,Free State,Maluti-A-Phofung,Free State,ZA,
2487,922664,Free State,Maluti-A-Phofung,Free State,ZA,
2488,922665,Free State,Maluti-A-Phofung,Free State,ZA,
2489,922666,Free State,Maluti-A-Phofung,Free State,ZA,
2490,922675,Free State,,Free State,ZA,
2491,922676,Free State,,Free State,ZA,
2492,922685,Rio Grande do Sul,Bom Retiro do Sul,Rio Grande do Sul,BR,
2493,922693,,,,AA,delete
2494,922694,,,,AA,delete
2495,922695,,,,AA,delete
2496,922696,,,,AA,delete
2497,922697,Eastern Cape,Drakensburg,Eastern Cape,ZA,
2498,922701,Free State,,Free State,ZA,
2499,922705,Free State,,Free State,ZA,
2500,922706,Free State,,Free State,ZA,
2501,922716,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
2502,922721,Eastern Cape,,Eastern Cape,ZA,
2503,923080,Rio Grande do Sul,,Rio Grande do Sul,BR,
2504,923083,La Rioja,,La Rioja,AR,
2505,923086,La Rioja,General Lavalle,La Rioja,AR,
2506,923086,La Rioja,General Lavalle,La Rioja,AR,
2507,923087,La Rioja,,La Rioja,AR,
2508,923087,La Rioja,,La Rioja,AR,
2509,923088,La Rioja,,La Rioja,AR,
2510,923089,La Rioja,,La Rioja,AR,
2511,923089,La Rioja,,La Rioja,AR,
2512,923089,La Rioja,,La Rioja,AR,
2513,923090,La Rioja,Lavalle,La Rioja,AR,
2514,923092,La Rioja,,La Rioja,AR,
2515,923093,La Rioja,,La Rioja,AR,
2516,923093,La Rioja,,La Rioja,AR,
2517,923094,La Rioja,,La Rioja,AR,
2518,923095,La Rioja,General Lavalle,La Rioja,AR,
2519,923096,La Rioja,,La Rioja,AR,
2520,923197,Northern Cape,Noupoort,Northern Cape,ZA,
2521,923785,Eastern Cape,,Eastern Cape,ZA,
2522,923790,Ruvuma,,Ruvuma,TZ,
2523,923790,Ruvuma,,Ruvuma,TZ,
2524,923791,Switzerland,Mendrisio,Ticino,CH,
2525,923792,Switzerland,Mendrisio,Ticino,CH,
2526,923804,La Rioja,,La Rioja,AR,
2527,923804,La Rioja,,La Rioja,AR,
2528,923804,La Rioja,,La Rioja,AR,
2529,923807,La Rioja,,La Rioja,AR,
2530,923807,La Rioja,,La Rioja,AR,
2531,923809,La Rioja,,La Rioja,AR,
2532,923809,La Rioja,,La Rioja,AR,
2533,923809,La Rioja,,La Rioja,AR,
2534,923809,La Rioja,,La Rioja,AR,
2535,923809,La Rioja,,La Rioja,AR,
2536,923809,La Rioja,,La Rioja,AR,
2537,923809,La Rioja,,La Rioja,AR,
2538,924724,Rio Grande do Sul,,Rio Grande do Sul,BR,
2539,924725,Rio Grande do Sul,,Rio Grande do Sul,BR,
2540,924728,Rio Grande do Sul,,Rio Grande do Sul,BR,
2541,924734,Baden-Wurttemberg,Tuttlingen,Baden-Wurttemberg,DE,
2542,924735,Baden-Wurttemberg,Tuttlingen,Baden-Wurttemberg,DE,
2543,924736,Baden-Wurttemberg,Tuttlingen,Baden-Wurttemberg,DE,
2544,924737,Baden-Wurttemberg,Tuttlingen,Baden-Wurttemberg,DE,
2545,924739,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,
2546,924740,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,
2547,924743,Pennsylvania,York,Pennsylvania,US,
2548,924747,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,
2549,929597,Lombardia,Como or Varese,Lombardia,IT,
2550,929597,Lombardia,Como or Varese,Lombardia,IT,
2551,929791,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,
2552,929792,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,
2553,929794,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,
2554,929818,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,
2555,929821,Volgograd,Ilovlya,Volgograd,RU,
2556,929822,Arkhangelsk,Nenetsia,Arkhangelsk,RU,
2557,930320,Sachsen-Anhalt,,Sachsen-Anhalt,DE,
2558,930780,Rio Grande do Sul,Sao Pedro do Sul,Rio Grande do Sul,BR,
2559,930806,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
2560,930806,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
2561,930809,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
2562,930836,Niedersachsen,Gottingen,Niedersachsen,DE,
2563,930837,Niedersachsen,Gottingen,Niedersachsen,DE,
2564,930849,Baden-Wurttemberg,Tuttlingen,Baden-Wurttemberg,DE,
2565,930879,Lombardia,Bergamo,Lombardia,IT,
2566,930888,Lombardia,,Lombardia,IT,
2567,930889,Lombardia,,Lombardia,IT,
2568,930893,Madhya Pradesh,Shadol,Madhya Pradesh,IN,
2569,930895,Lombardia,Bergamo,Lombardia,IT,
2570,930990,Thailand,Nam Nao,Phetchabun,TH,
2571,931088,Thailand,,Khon Kaen,TH,
2572,931095,Thailand,,Khon Kaen,TH,
2573,931425,Yunnan,Fuyuan,Yunnan,CN,
2574,931425,Yunnan,Fuyuan,Yunnan,CN,
2575,931426,Yunnan,Fuyuan,Yunnan,CN,
2576,931597,Switzerland,,Ticino,CH,
2577,931661,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
2578,931662,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
2579,931832,Guizhou,Panxian,Guizhou,CN,
2580,931832,Guizhou,Panxian,Guizhou,CN,
2581,931832,Guizhou,Panxian,Guizhou,CN,
2582,931832,Guizhou,Panxian,Guizhou,CN,
2583,931832,Guizhou,Panxian,Guizhou,CN,
2584,931833,Guizhou,Panxian,Guizhou,CN,
2585,931833,Guizhou,Panxian,Guizhou,CN,
2586,931833,Guizhou,Panxian,Guizhou,CN,
2587,931833,Guizhou,Panxian,Guizhou,CN,
2588,931833,Guizhou,Panxian,Guizhou,CN,
2589,933167,Illizi,,Illizi,DZ,
2590,933482,Nova Scotia,Hants,Nova Scotia,CA,
2591,933484,Nova Scotia,Hants,Nova Scotia,CA,
2592,933490,Nova Scotia,,Nova Scotia,CA,
2593,933495,Nova Scotia,Digby,Nova Scotia,CA,
2594,933496,British Columbia,,British Columbia,CA,
2595,933497,British Columbia,,British Columbia,CA,
2596,933499,British Columbia,,British Columbia,CA,
2597,933502,British Columbia,,British Columbia,CA,
2598,933503,British Columbia,,British Columbia,CA,
2599,933505,British Columbia,,British Columbia,CA,
2600,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2601,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2602,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2603,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2604,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2605,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2606,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2607,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2608,933819,Rio Grande do Sul,,Rio Grande do Sul,BR,
2609,933820,Rio Grande do Sul,,Rio Grande do Sul,BR,
2610,933978,Wyoming,Fremont,Wyoming,US,
2611,933979,Wyoming,Fremont,Wyoming,US,
2612,933983,Wyoming,Fremont,Wyoming,US,
2613,933984,Wyoming,Fremont,Wyoming,US,
2614,933985,Wyoming,Fremont,Wyoming,US,
2615,933990,Wyoming,Fremont,Wyoming,US,
2616,934002,Nevada,Pershing,Nevada,US,
2617,934039,North Carolina,Chatham,North Carolina,US,
2618,934045,North Carolina,Anson,North Carolina,US,
2619,934229,Arizona,Apache,Arizona,US,
2620,935231,New Mexico,Rio Arriba,New Mexico,US,
2621,935625,Yunnan,Luoping,Yunnan,CN,
2622,935627,Yunnan,Luoping,Yunnan,CN,
2623,935632,Guizhou,Panxian,Guizhou,CN,
2624,939490,Utah,Garfield,Utah,US,
2625,943015,Israel,,,IL,
2626,943872,Niedersachsen,Gottingen,Niedersachsen,DE,
2627,944327,Tirol,,Tirol,IT,
2628,945415,Tarragona,,Tarragona,ES,
2629,945416,Tarragona,,Tarragona,ES,
2630,945417,Tarragona,,Tarragona,ES,
2631,945501,Bourgogne,Saone-et-Loire,Bourgogne,FR,
2632,946851,England,Somerset,England,UK,
2633,947553,Silesia,,Silesia,PL,
2634,947554,Silesia,,Silesia,PL,
2635,947555,Silesia,,Silesia,PL,
2636,947558,Silesia,,Silesia,PL,
2637,949902,Aragon,Huesca,Aragon,ES,
2638,950445,Switzerland,Mendrisio,Kanton Tessin,CH,
2639,950446,Switzerland,Mendrisio,Kanton Tessin,CH,
2640,950446,Switzerland,Mendrisio,Kanton Tessin,CH,
2641,950446,Switzerland,Mendrisio,Kanton Tessin,CH,
2642,950446,Switzerland,Mendrisio,Kanton Tessin,CH,
2643,950446,Switzerland,Mendrisio,Kanton Tessin,CH,
2644,950446,Switzerland,Mendrisio,Kanton Tessin,CH,
2645,950447,Switzerland,Mendrisio,Kanton Tessin,CH,
2646,950447,Switzerland,Mendrisio,Kanton Tessin,CH,
2647,950448,Switzerland,Mendrisio,Kanton Tessin,CH,
2648,950449,Switzerland,Mendrisio,Kanton Tessin,CH,
2649,950450,Switzerland,Mendrisio,Ticino,CH,
2650,950451,Switzerland,Mendrisio,Ticino,CH,
2651,950451,Switzerland,Mendrisio,Ticino,CH,
2652,950451,Switzerland,Mendrisio,Ticino,CH,
2653,950451,Switzerland,Mendrisio,Ticino,CH,
2654,950452,Switzerland,Mendrisio,Ticino,CH,
2655,958043,Komi,Ust-Vymskii,Komi,RU,
2656,963746,Yunnan,Luoping,Yunnan,CN,
2657,966703,Hubei,Nanzhang,Hubei,CN,
2658,966703,Hubei,Nanzhang,Hubei,CN,
2659,966703,Hubei,Nanzhang,Hubei,CN,
2660,966703,Hubei,Nanzhang,Hubei,CN,
2661,968597,Tirol,,Tirol,IT,
2662,973441,Northern Cape,Calvinia,Northern Cape,ZA,
2663,973442,Eastern Cape,,Eastern Cape,ZA,
2664,976632,Baden-Wurttemberg,Waldshut,Baden-Wurttemberg,DE,
2665,979958,Tasmania,Hobart,Tasmania,AU,
2666,979962,Queensland,,Queensland,AU,
2667,979963,Queensland,,Queensland,AU,
2668,980035,Eastern Cape,Stormberg,Eastern Cape,ZA,
2669,980036,Eastern Cape,Stormberg,Eastern Cape,ZA,
2670,980047,Free State,Lejweleputswa,Free State,ZA,
2671,980048,Free State,,Free State,ZA,
2672,980055,Free State,,Free State,ZA,
2673,980055,Free State,,Free State,ZA,
2674,980061,Eastern Cape,,Eastern Cape,ZA,
2675,980064,Eastern Cape,,Eastern Cape,ZA,
2676,980069,West Bengal,,West Bengal,IN,
2677,981517,Xinjiang,,Xinjiang,CN,
2678,984557,Malopolskie,Krakowski,Malopolskie,PL,
2679,986427,England,Warwickshire,England,UK,
2680,986756,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,
2681,986756,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,
2682,986756,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,
2683,989446,England,Somerset,England,UK,
2684,989446,England,Somerset,England,UK,
2685,989446,England,Somerset,England,UK,
2686,989446,England,Somerset,England,UK,
2687,989446,England,Somerset,England,UK,
2688,989446,England,Somerset,England,UK,
2689,989451,England,Somerset,England,UK,
2690,989454,England,Somerset,England,UK,
2691,989456,England,Gloucestershire,England,UK,
