,occurrence_no,locality,county_original,state,cc,notes
1110,780686,New Mexico,Union,New Mexico,US,
1111,780687,New Mexico,Union,New Mexico,US,
1112,780687,New Mexico,Union,New Mexico,US,
1113,780687,New Mexico,Union,New Mexico,US,
1114,780687,New Mexico,Union,New Mexico,US,
1115,780687,New Mexico,Union,New Mexico,US,
1116,780687,New Mexico,Union,New Mexico,US,
1117,780687,New Mexico,Union,New Mexico,US,
1118,780687,New Mexico,Union,New Mexico,US,
1119,780687,New Mexico,Union,New Mexico,US,
1120,780689,New Mexico,Union,New Mexico,US,
1121,780689,New Mexico,Union,New Mexico,US,
1122,780689,New Mexico,Union,New Mexico,US,
1123,780689,New Mexico,Union,New Mexico,US,
1124,780689,New Mexico,Union,New Mexico,US,
1125,780689,New Mexico,Union,New Mexico,US,
1126,780689,New Mexico,Union,New Mexico,US,
1127,780689,New Mexico,Union,New Mexico,US,
1128,780689,New Mexico,Union,New Mexico,US,
1129,780689,New Mexico,Union,New Mexico,US,
1130,780689,New Mexico,Union,New Mexico,US,
1131,780690,New Mexico,Union,New Mexico,US,
1132,781136,Pennsylvania,,Pennsylvania,US,
1133,781137,Pennsylvania,,Pennsylvania,US,
1134,781138,Pennsylvania,Berks,Pennsylvania,US,
1135,781139,Pennsylvania,Berks,Pennsylvania,US,
1136,781140,Pennsylvania,Berks,Pennsylvania,US,
1137,781141,Pennsylvania,Berks,Pennsylvania,US,
1138,781142,Pennsylvania,Berks,Pennsylvania,US,
1139,781145,Pennsylvania,Berks,Pennsylvania,US,
1140,781146,Pennsylvania,Berks,Pennsylvania,US,
1141,781148,Pennsylvania,Berks,Pennsylvania,US,
1142,781149,Pennsylvania,Berks,Pennsylvania,US,
1143,781150,Pennsylvania,Berks,Pennsylvania,US,
1144,781154,Pennsylvania,Berks,Pennsylvania,US,
1145,781155,Pennsylvania,Berks,Pennsylvania,US,
1146,781502,Colorado,Las Animas,Colorado,US,
1147,781503,Colorado,Las Animas,Colorado,US,
1148,782127,Swietokrzyskie,,Swietokrzyskie,PL,
1149,782162,Arizona,Navajo,Arizona,US,
1150,782162,Arizona,Navajo,Arizona,US,
1151,782162,Arizona,Navajo,Arizona,US,
1152,782166,Arizona,Navajo,Arizona,US,
1153,782168,Arizona,Navajo,Arizona,US,
1154,782169,Arizona,Navajo,Arizona,US,
1155,782173,Arizona,Navajo,Arizona,US,
1156,782174,Arizona,Navajo,Arizona,US,
1157,782175,Arizona,Navajo,Arizona,US,
1158,782179,Arizona,Navajo,Arizona,US,
1159,782180,Arizona,Navajo,Arizona,US,
1160,782187,Texas,Randall,Texas,US,
1161,782188,Texas,Randall,Texas,US,
1162,782208,New Mexico,Quay,New Mexico,US,
1163,782209,New Mexico,Quay,New Mexico,US,
1164,785830,New Mexico,Quay,New Mexico,US,
1165,785834,Western Cape,Beaufort West,Western Cape,ZA,
1166,785851,Texas,Archer,Texas,US,
1167,785868,Tatarstan,Mamadysh,Tatarstan,RU,
1168,786315,Agadez,Arlit,Agadez,NE,
1169,786315,Agadez,Arlit,Agadez,NE,
1170,786315,Agadez,Arlit,Agadez,NE,
1171,786382,Hessen,Waldeck-Frankenberg,Hessen,DE,
1172,786383,Hessen,Waldeck-Frankenberg,Hessen,DE,
1173,786668,Agadez,Arlit,Agadez,NE,
1174,786831,Eastern,Lundazi,Eastern,ZM,
1175,787464,Oklahoma,Noble,Oklahoma,US,
1176,787989,Texas,Archer,Texas,US,
1177,788176,Texas,Baylor,Texas,US,
1178,788176,Texas,Baylor,Texas,US,
1179,788480,Guizhou,,Guizhou,CN,
1180,788480,Guizhou,,Guizhou,CN,
1181,788480,Guizhou,,Guizhou,CN,
1182,788481,Guizhou,,Guizhou,CN,
1183,788482,Guizhou,,Guizhou,CN,
1184,788483,Guizhou,,Guizhou,CN,
1185,788484,Guizhou,,Guizhou,CN,
1186,788485,Guizhou,,Guizhou,CN,
1187,788486,Guizhou,,Guizhou,CN,
1188,788487,Guizhou,,Guizhou,CN,
1189,788488,Guizhou,,Guizhou,CN,
1190,788570,West Virginia,Monongalia,West Virginia,US,
1191,788570,West Virginia,Monongalia,West Virginia,US,
1192,788570,West Virginia,Monongalia,West Virginia,US,
1193,788570,West Virginia,Monongalia,West Virginia,US,
1194,788570,West Virginia,Monongalia,West Virginia,US,
1195,788570,West Virginia,Monongalia,West Virginia,US,
1196,788570,West Virginia,Monongalia,West Virginia,US,
1197,788638,Thuringia,Gotha,Thuringia,DE,
1198,788638,Thuringia,Gotha,Thuringia,DE,
1199,788638,Thuringia,Gotha,Thuringia,DE,
1200,788638,Thuringia,Gotha,Thuringia,DE,
1201,788638,Thuringia,Gotha,Thuringia,DE,
1202,788638,Thuringia,Gotha,Thuringia,DE,
1203,788638,Thuringia,Gotha,Thuringia,DE,
1204,788638,Thuringia,Gotha,Thuringia,DE,
1205,788639,Thuringia,Gotha,Thuringia,DE,
1206,789102,Agadez,Arlit,Agadez,NE,
1207,789104,Oklahoma,Comanche,Oklahoma,US,
1208,789104,Oklahoma,Comanche,Oklahoma,US,
1209,789104,Oklahoma,Comanche,Oklahoma,US,
1210,789104,Oklahoma,Comanche,Oklahoma,US,
1211,789104,Oklahoma,Comanche,Oklahoma,US,
1212,789104,Oklahoma,Comanche,Oklahoma,US,
1213,789396,Texas,Baylor,Texas,US,
1214,789397,Texas,Baylor,Texas,US,
1215,789398,Texas,Baylor,Texas,US,
1216,789398,Texas,Baylor,Texas,US,
1217,789656,Gansu,,Gansu,CN,
1218,789746,Texas,Baylor,Texas,US,
1219,789759,British Columbia,,British Columbia,CA,
1220,789764,Orenburg,,Orenburg,RU,
1221,789766,Komi,Ust-Vymskii,Komi,RU,
1222,789767,Bashkortostan,Belebei,Bashkortostan,RU,
1223,789767,Bashkortostan,Belebei,Bashkortostan,RU,
1224,789767,Bashkortostan,Belebei,Bashkortostan,RU,
1225,789771,Bashkortostan,,Bashkortostan,RU,
1226,789773,Bashkortostan,,Bashkortostan,RU,
1227,789995,Orenburg,Saraktash,Orenburg,RU,
1228,789996,Orenburg,Saraktash,Orenburg,RU,
1229,790004,Saxony,Mansfelder Land,Saxony,DE,
1230,790009,Hessen,Hersfeld-Rotenburg,Hessen,DE,
1231,790010,Hessen,Hersfeld-Rotenburg,Hessen,DE,
1232,790011,Thuringia,Nordhausen,Thuringia,DE,
1233,790024,Tirol,,Tulear,MG,
1234,790114,Fianarantsoa,,Fianarantsoa,MG,
1235,790114,Fianarantsoa,,Fianarantsoa,MG,
1236,790114,Fianarantsoa,,Fianarantsoa,MG,
1237,790114,Fianarantsoa,,Fianarantsoa,MG,
1238,790114,Fianarantsoa,,Fianarantsoa,MG,
1239,790114,Fianarantsoa,,Fianarantsoa,MG,
1240,790114,Fianarantsoa,,Fianarantsoa,MG,
1241,790114,Fianarantsoa,,Fianarantsoa,MG,
1242,790114,Fianarantsoa,,Fianarantsoa,MG,
1243,790114,Fianarantsoa,,Fianarantsoa,MG,
1244,790114,Fianarantsoa,,Fianarantsoa,MG,
1245,790114,Fianarantsoa,,Fianarantsoa,MG,
1246,790114,Fianarantsoa,,Fianarantsoa,MG,
1247,790115,Tulear,,Tulear,MG,
1248,790147,Fianarantsoa,,Fianarantsoa,MG,
1249,790203,Tulear,,Tulear,MG,
1250,790204,Tulear,,Tulear,MG,
1251,790204,Tulear,,Tulear,MG,
1252,790205,Orenburg,,Orenburg,RU,
1253,790205,Orenburg,,Orenburg,RU,
1254,790205,Orenburg,,Orenburg,RU,
1255,790206,Kirov,Kotelnich,Kirov,RU,
1256,790206,Kirov,Kotelnich,Kirov,RU,
1257,790206,Kirov,Kotelnich,Kirov,RU,
1258,790206,Kirov,Kotelnich,Kirov,RU,
1259,790206,Kirov,Kotelnich,Kirov,RU,
1260,790206,Kirov,Kotelnich,Kirov,RU,
1261,790206,Kirov,Kotelnich,Kirov,RU,
1262,790207,Orenburg,Abdulino,Orenburg,RU,
1263,790284,Saxony,Mansfelder Land,Saxony,DE,
1264,790284,Saxony,Mansfelder Land,Saxony,DE,
1265,790285,Saxony,Mansfelder Land,Saxony,DE,
1266,790356,Texas,Knox,Texas,US,
1267,790366,Texas,Knox,Texas,US,
1268,790369,Texas,Knox,Texas,US,
1269,790388,Texas,Baylor,Texas,US,
1270,790388,Texas,Baylor,Texas,US,
1271,790389,Texas,Knox,Texas,US,
1272,790390,Hessen,Hersfeld-Rotenburg,Hessen,DE,
1273,790404,Queensland,,Queensland,AU,
1274,790404,Queensland,,Queensland,AU,
1275,790405,Queensland,,Queensland,AU,
1276,790405,Queensland,,Queensland,AU,
1277,790406,Saxony,Saxony,Saxony,DE,
1278,790462,Thuringia,Ilm-Kreis,Thuringia,DE,
1279,790463,Thuringia,Nordhausen,Thuringia,DE,
1280,790482,Texas,Knox,Texas,US,
1281,790483,Texas,Knox,Texas,US,
1282,790486,Texas,Archer,Texas,US,
1283,790486,Texas,Archer,Texas,US,
1284,790486,Texas,Archer,Texas,US,
1285,790486,Texas,Archer,Texas,US,
1286,790486,Texas,Archer,Texas,US,
1287,790487,Texas,Archer,Texas,US,
1288,790511,Eastern Cape,,Eastern Cape,ZA,
1289,790511,Eastern Cape,,Eastern Cape,ZA,
1290,790511,Eastern Cape,,Eastern Cape,ZA,
1291,790511,Eastern Cape,,Eastern Cape,ZA,
1292,790511,Eastern Cape,,Eastern Cape,ZA,
1293,791754,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
1294,791882,Hessen,Hersfeld-Rotenburg,Hessen,DE,
1295,791885,Hessen,Hersfeld-Rotenburg,Hessen,DE,
1296,791945,Hessen,Hersfeld-Rotenburg,Hessen,DE,
1297,792227,Saxony,Mansfelder Land,Saxony,DE,
1298,792528,Baden-Wurttemberg,Lorrach,Baden-Wurttemberg,DE,
1299,792529,Switzerland,,Basel-Landschaft,CH,
1300,792533,Wyoming,Natrona,Wyoming,US,
1301,792534,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
1302,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1303,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1304,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1305,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1306,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1307,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1308,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1309,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1310,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1311,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1312,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1313,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,
1314,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,
1315,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,
1316,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,
1317,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,
1318,792537,Eastern Cape,Maletswai,Eastern Cape,ZA,
1319,792593,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
1320,792593,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,
1321,792619,Nizhegorod,Vetluga,Nizhegorod,RU,
1322,792621,Nizhegorod,Krasnye Baki,Nizhegorod,RU,
1323,792622,Thuringia,Hildburghausen,Thuringia,DE,
1324,792622,Thuringia,Hildburghausen,Thuringia,DE,
1325,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,
1326,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,
1327,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,
1328,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,
1329,792722,Oklahoma,Blaine,Oklahoma,US,
1330,794729,Eastern,Lundazi,Eastern,ZM,
1331,795305,Vladimir,Vyazniki,Vladimir,RU,
1332,795309,Vladimir,Vyazniki,Vladimir,RU,
1333,795351,Vladimir,Vyazniki,Vladimir,RU,
1334,795352,Nizhegorod,Tonshaevo,Nizhegorod,RU,
1335,796148,Orenburg,Grachevskii,Orenburg,RU,
1336,797372,Piedmont,Varese,Piedmont,IT,
1337,797372,Piedmont,Varese,Piedmont,IT,
1338,797372,Piedmont,Varese,Piedmont,IT,
1339,797942,Switzerland,Mendrisio,Ticino,CH,
1340,797942,Switzerland,Mendrisio,Ticino,CH,
1341,797944,Switzerland,Mendrisio,Ticino,CH,
1342,797945,Switzerland,Mendrisio,Ticino,CH,
1343,797946,Switzerland,Mendrisio,Ticino,CH,
1344,797946,Switzerland,Mendrisio,Ticino,CH,
1345,797947,Switzerland,Mendrisio,Ticino,CH,
1346,797947,Switzerland,Mendrisio,Ticino,CH,
1347,797947,Switzerland,Mendrisio,Ticino,CH,
1348,797947,Switzerland,Mendrisio,Ticino,CH,
1349,797948,Switzerland,Mendrisio,Ticino,CH,
1350,797948,Switzerland,Mendrisio,Ticino,CH,
1351,797949,Switzerland,Mendrisio,Ticino,CH,
1352,797949,Switzerland,Mendrisio,Ticino,CH,
1353,797949,Switzerland,Mendrisio,Ticino,CH,
1354,797950,Switzerland,Mendrisio,Ticino,CH,
1355,797950,Switzerland,Mendrisio,Ticino,CH,
1356,797950,Switzerland,Mendrisio,Ticino,CH,
1357,797950,Switzerland,Mendrisio,Ticino,CH,
1358,797950,Switzerland,Mendrisio,Ticino,CH,
1359,797951,Switzerland,Mendrisio,Ticino,CH,
1360,797952,Switzerland,Mendrisio,Kanton Tessin,CH,
1361,797952,Switzerland,Mendrisio,Kanton Tessin,CH,
1362,797952,Switzerland,Mendrisio,Kanton Tessin,CH,
1363,797952,Switzerland,Mendrisio,Kanton Tessin,CH,
1364,797952,Switzerland,Mendrisio,Kanton Tessin,CH,
1365,797953,Switzerland,Mendrisio,Kanton Tessin,CH,
1366,797954,Switzerland,Mendrisio,Ticino,CH,
1367,797955,Switzerland,Mendrisio,Ticino,CH,
1368,797956,Switzerland,Mendrisio,Ticino,CH,
1369,797956,Switzerland,Mendrisio,Ticino,CH,
1370,797956,Switzerland,Mendrisio,Ticino,CH,
1371,797956,Switzerland,Mendrisio,Ticino,CH,
1372,797957,Switzerland,Mendrisio,Ticino,CH,
1373,799563,England,Durham,England,UK,
1374,799811,Kirov,Slobodskoi,Kirov,RU,
1375,799826,Bashkortostan,Belebei,Bashkortostan,RU,
1376,800076,San Juan,,San Juan,AR,
1377,800077,Oklahoma,Cleveland,Oklahoma,US,
1378,800077,Oklahoma,Cleveland,Oklahoma,US,
1379,800077,Oklahoma,Cleveland,Oklahoma,US,
1380,800078,Oklahoma,Cleveland,Oklahoma,US,
1381,800599,Miyagi,Motoyoshui-gun,Miyagi,JP,
1382,801922,Kaloleni,Kaloleni/Kinango,Kaloleni,KE,
1383,803135,,,,AA,delete
1384,803158,,,,AA,delete
1385,803158,,,,AA,delete
1386,803158,,,,AA,delete
1387,805144,Massachusetts,Franklin,Massachusetts,US,
1388,805166,Switzerland,commune Filisur,Canton Grisons,CH,
1389,805168,Switzerland,,Canton Grisons,CH,
1390,805204,Massachusetts,Franklin,Massachusetts,US,
1391,806122,Virginia,Hanover,Virginia,US,
1392,806205,Guizhou,Panxian,Guizhou,CN,
1393,806205,Guizhou,Panxian,Guizhou,CN,
1394,806205,Guizhou,Panxian,Guizhou,CN,
1395,806332,Xinjiang,Turfan,Xinjiang,CN,
1396,806718,Texas,Garza,Texas,US,
1397,806719,Texas,Garza,Texas,US,
1398,806720,Texas,Garza,Texas,US,
1399,806721,Texas,Garza,Texas,US,
1400,806914,Eastern Cape,Chris Hani,Eastern Cape,ZA,
1401,806953,Texas,Baylor/Willbarger,Texas,US,
1402,807183,Eastern Cape,Chris Hani,Eastern Cape,ZA,
1403,807184,,,,AA,delete
1404,807814,Eastern Cape,Camdeboo,Eastern Cape,ZA,
1405,807814,Eastern Cape,Camdeboo,Eastern Cape,ZA,
1406,807815,Arizona,,Arizona,US,
1407,807923,Arizona,,Arizona,US,
1408,808133,Western Cape,Central Karoo,Western Cape,ZA,
1409,808154,Western Cape,Beaufort West,Western Cape,ZA,
1410,808154,Western Cape,Beaufort West,Western Cape,ZA,
1411,808154,Western Cape,Beaufort West,Western Cape,ZA,
1412,808154,Western Cape,Beaufort West,Western Cape,ZA,
1413,808154,Western Cape,Beaufort West,Western Cape,ZA,
1414,808649,Northern Cape,Kareeberg,Northern Cape,ZA,
1415,808649,Northern Cape,Kareeberg,Northern Cape,ZA,
1416,809377,Tirol,,Tirol,IT,
1417,809380,Tirol,,Tirol,IT,
1418,811288,England,Devon,England,UK,
1419,811289,England,Devon,England,UK,
1420,811299,England,Devon,England,UK,
1421,811300,England,Devon,England,UK,
1422,811301,England,Devon,England,UK,
1423,811302,England,Devon,England,UK,
1424,811303,England,Devon,England,UK,
1425,811309,England,Devon,England,UK,
1426,811310,England,Devon,England,UK,
1427,811311,England,Devon,England,UK,
1428,811312,England,Devon,England,UK,
1429,811313,England,Devon,England,UK,
1430,811314,England,Devon,England,UK,
1431,811315,England,Devon,England,UK,
1432,811316,England,Devon,England,UK,
1433,811318,England,Devon,England,UK,
1434,811319,England,Devon,England,UK,
1435,811320,England,Devon,England,UK,
1436,811326,England,Devon,England,UK,
1437,811330,England,Devon,England,UK,
1438,811331,England,Devon,England,UK,
1439,811337,England,Devon,England,UK,
1440,811338,England,Devon,England,UK,
1441,811340,England,Devon,England,UK,
1442,811360,England,Devon,England,UK,
1443,811363,England,Devon,England,UK,
1444,811364,England,Devon,England,UK,
1445,811667,Nova Scotia,Hants County,Nova Scotia,CA,
1446,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
1447,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
1448,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
1449,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,
1450,811765,New Jersey,Somerset,New Jersey,US,
1451,811782,Connecticut,New Haven,Connecticut,US,
1452,811785,Nova Scotia,Kings County,Nova Scotia,CA,
1453,811795,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1454,811795,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1455,811795,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1456,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1457,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1458,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1459,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1460,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1461,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1462,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1463,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1464,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1465,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1466,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1467,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1468,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1469,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1470,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1471,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,
1472,812265,New Mexico,Rio Arriba,New Mexico,US,
1473,812267,New Mexico,Rio Arriba,New Mexico,US,
1474,814095,Marrakech,,Marrakech-Tensift-Al Haouz,MA,
1475,814159,Northern Cape,Karoo Hoogland,Northern Cape,ZA,
1476,814161,Kirov,Kotelnich,Kirov,RU,
1477,814161,Kirov,Kotelnich,Kirov,RU,
1478,814161,Kirov,Kotelnich,Kirov,RU,
1479,814161,Kirov,Kotelnich,Kirov,RU,
1480,814161,Kirov,Kotelnich,Kirov,RU,
1481,814161,Kirov,Kotelnich,Kirov,RU,
1482,814161,Kirov,Kotelnich,Kirov,RU,
1483,814161,Kirov,Kotelnich,Kirov,RU,
1484,814161,Kirov,Kotelnich,Kirov,RU,
1485,814519,Northern Cape,Thembelihle,Northern Cape,ZA,
1486,814809,Goias,Portelandia,Goias,BR,
1487,814810,Goias,Portelandia,Goias,BR,
1488,815039,Goias,Perolandia,Goias,BR,
1489,815039,Goias,Perolandia,Goias,BR,
1490,815039,Goias,Perolandia,Goias,BR,
1491,815039,Goias,Perolandia,Goias,BR,
1492,815039,Goias,Perolandia,Goias,BR,
1493,815039,Goias,Perolandia,Goias,BR,
1494,815039,Goias,Perolandia,Goias,BR,
1495,815039,Goias,Perolandia,Goias,BR,
1496,815039,Goias,Perolandia,Goias,BR,
1497,815039,Goias,Perolandia,Goias,BR,
1498,815040,Goias,Perolandia,Goias,BR,
1499,815041,Goias,Perolandia,Goias,BR,
1500,815480,Eastern Cape,Makana,Eastern Cape,ZA,
1501,815481,Western Cape,Beaufort West,Western Cape,ZA,
1502,816641,Western Cape,Central Karoo,Western Cape,ZA,
1503,816651,Western Cape,Central Karoo,Western Cape,ZA,
1504,816652,Tirol,,Tirol,IT,
1505,816653,Tirol,,Tirol,IT,
1506,816654,Tirol,,Tirol,IT,
1507,816682,Eastern Cape,Camdeboo,Eastern Cape,ZA,
1508,818246,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1509,818246,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1510,818268,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1511,818268,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1512,818268,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1513,818268,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1514,818268,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1515,818268,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
1516,818285,New Mexico,Quay,New Mexico,US,
1517,818844,,,,PL,delete
1518,819353,New Mexico,Rio Arriba,New Mexico,US,
1519,819354,Arizona,Apache,Arizona,US,
1520,820351,Parana,Sao Mateus do Sul,Parana,BR,
1521,820351,Parana,Sao Mateus do Sul,Parana,BR,
1522,820351,Parana,Sao Mateus do Sul,Parana,BR,
1523,820351,Parana,Sao Mateus do Sul,Parana,BR,
1524,820351,Parana,Sao Mateus do Sul,Parana,BR,
1525,820351,Parana,Sao Mateus do Sul,Parana,BR,
1526,820351,Parana,Sao Mateus do Sul,Parana,BR,
1527,820351,Parana,Sao Mateus do Sul,Parana,BR,
1528,820351,Parana,Sao Mateus do Sul,Parana,BR,
1529,820352,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,
1530,820353,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,
1531,820353,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,
1532,820354,Sao Paulo,,Sao Paulo,BR,
1533,820354,Sao Paulo,,Sao Paulo,BR,
1534,820354,Sao Paulo,,Sao Paulo,BR,
1535,820354,Sao Paulo,,Sao Paulo,BR,
1536,820355,Sao Paulo,,Sao Paulo,BR,
1537,820355,Sao Paulo,,Sao Paulo,BR,
1538,820355,Sao Paulo,,Sao Paulo,BR,
1539,820355,Sao Paulo,,Sao Paulo,BR,
1540,820355,Sao Paulo,,Sao Paulo,BR,
1541,820355,Sao Paulo,,Sao Paulo,BR,
1542,820355,Sao Paulo,,Sao Paulo,BR,
1543,820355,Sao Paulo,,Sao Paulo,BR,
1544,820355,Sao Paulo,,Sao Paulo,BR,
1545,820355,Sao Paulo,,Sao Paulo,BR,
1546,820355,Sao Paulo,,Sao Paulo,BR,
1547,820355,Sao Paulo,,Sao Paulo,BR,
1548,820355,Sao Paulo,,Sao Paulo,BR,
1549,820356,Sao Paulo,,Sao Paulo,BR,
1550,820356,Sao Paulo,,Sao Paulo,BR,
1551,820356,Sao Paulo,,Sao Paulo,BR,
1552,820478,Sao Paulo,Tatui,Sao Paulo,BR,
1553,820479,Sao Paulo,Itapetininga,Sao Paulo,BR,
1554,820479,Sao Paulo,Itapetininga,Sao Paulo,BR,
1555,820479,Sao Paulo,Itapetininga,Sao Paulo,BR,
1556,820479,Sao Paulo,Itapetininga,Sao Paulo,BR,
1557,820480,Sao Paulo,Itapetininga,Sao Paulo,BR,
1558,820481,Ceara,,Ceara,BR,
1559,820482,Sao Paulo,Rio Claro,Sao Paulo,BR,
1560,820574,Sao Paulo,Piracicaba,Sao Paulo,BR,
1561,820575,Parana,,Parana,BR,
1562,820575,Parana,,Parana,BR,
1563,820575,Parana,,Parana,BR,
1564,820640,Western Cape,Prince Albert,Western Cape,ZA,
1565,820640,Western Cape,Prince Albert,Western Cape,ZA,
1566,820888,Northern Cape,Pixley ka Seme,Northern Cape,ZA,
1567,820889,San Juan,,San Juan,AR,
1568,820895,Eastern Cape,Maletswai,Eastern Cape,ZA,
1569,820897,Northern Cape,Hantam,Northern Cape,ZA,
1570,820898,Northern Cape,,Northern Cape,ZA,
1571,820921,Parana,Irati,Parana,BR,
1572,820921,Parana,Irati,Parana,BR,
1573,820922,Parana,Irati,Parana,BR,
1574,820922,Parana,Irati,Parana,BR,
1575,820922,Parana,Irati,Parana,BR,
1576,820928,Parana,Sao Mateus do Sul,Parana,BR,
1577,820929,Sao Paulo,,Sao Paulo,BR,
1578,820942,British Columbia,,British Columbia,CA,
1579,821002,Idaho,Bear Lake,Idaho,US,
1580,821003,Sao Paulo,Rio Claro,Sao Paulo,BR,
1581,821005,Parana,Irati,Parana,BR,
1582,821028,Parana,Reboucas,Parana,BR,
1583,821068,Parana,,Parana,BR,
1584,821068,Parana,,Parana,BR,
1585,821068,Parana,,Parana,BR,
1586,821068,Parana,,Parana,BR,
1587,821068,Parana,,Parana,BR,
1588,821068,Parana,,Parana,BR,
1589,821180,Sao Paulo,,Sao Paulo,BR,
1590,821274,Miyagi,,Miyagi,JP,
1591,821444,Parana,Sao Mateus do Sul,Parana,BR,
1592,821444,Parana,Sao Mateus do Sul,Parana,BR,
1593,821444,Parana,Sao Mateus do Sul,Parana,BR,
1594,821444,Parana,Sao Mateus do Sul,Parana,BR,
1595,821444,Parana,Sao Mateus do Sul,Parana,BR,
1596,821444,Parana,Sao Mateus do Sul,Parana,BR,
1597,821444,Parana,Sao Mateus do Sul,Parana,BR,
1598,821444,Parana,Sao Mateus do Sul,Parana,BR,
1599,821444,Parana,Sao Mateus do Sul,Parana,BR,
1600,821444,Parana,Sao Mateus do Sul,Parana,BR,
1601,821444,Parana,Sao Mateus do Sul,Parana,BR,
1602,821444,Parana,Sao Mateus do Sul,Parana,BR,
1603,821444,Parana,Sao Mateus do Sul,Parana,BR,
1604,821444,Parana,Sao Mateus do Sul,Parana,BR,
1605,821444,Parana,Sao Mateus do Sul,Parana,BR,
1606,821444,Parana,Sao Mateus do Sul,Parana,BR,
1607,821444,Parana,Sao Mateus do Sul,Parana,BR,
1608,821444,Parana,Sao Mateus do Sul,Parana,BR,
1609,821444,Parana,Sao Mateus do Sul,Parana,BR,
1610,821444,Parana,Sao Mateus do Sul,Parana,BR,
1611,821444,Parana,Sao Mateus do Sul,Parana,BR,
1612,821444,Parana,Sao Mateus do Sul,Parana,BR,
1613,821444,Parana,Sao Mateus do Sul,Parana,BR,
1614,821444,Parana,Sao Mateus do Sul,Parana,BR,
1615,821444,Parana,Sao Mateus do Sul,Parana,BR,
1616,821454,Sao Paulo,Rio Claro,Sao Paulo,BR,
