Time	mean_scaled	Mod_R_deltaTMyr_boxcox_scaled
300	0.13531085570841234	-0.9569833965355592
299	-0.19213223263089388	-0.22164273356862127
298	-0.9398304232422372	0.7162418490768749
297	-0.5957931819835485	-0.1690911583225288
296	-0.10757625463591006	0.21578606729884445
295	0.2524450457946126	-0.1204276789463469
294	-1.4380522830761069	1.7804767064290923
293	-1.225558422094538	-0.663085300700718
292	-0.5524003969211408	0.5895753481792602
291	-1.2512702066893215	0.6345288516914519
290	-0.8061269975838758	0.1120035285117674
288	-0.5716772167290223	-0.5655110804463732
287	0.4252965763334536	1.0749955221362877
285	-0.8619103872818932	1.4085082099573925
283	-1.6388001387170854	0.7629966698009718
281	-0.5736348259940673	1.1599809440568518
280	-0.3740165945712702	-0.7242760232552702
279	-0.7168292213150312	-0.1728964913489792
277	-1.347950260669599	0.5129062171896843
276	-1.5709358593212057	-0.6154630638684432
275	-0.9206337529742196	0.5484001805862385
274	-0.5868071856160413	-0.20117060857840238
273	-0.4186172218876973	-0.8887120656456318
272	-0.6926443930580384	-0.40736199696356296
271	-1.2157243158576199	0.29434937901310554
270	-0.9060769744494858	-0.2805197065065301
269	0.021295445954246085	0.983115135355442
268	-1.0402408227741675	1.1555738047930324
267	-0.7739529991861605	-0.4367216963351429
266	-1.7192196259628885	1.0072706671149592
265	-1.2755595913869848	0.1082836455830199
264	-1.0393485277808223	-0.5580176337907673
263	-0.3092546824495496	0.6873071404234198
262	-1.5449494797623875	1.3542277117531707
261	0.12807049155305847	1.765977454588132
260	-0.6653953549718581	0.7888993600448532
259	-0.00476179428004508	0.5671589702827619
258	0.14246331910056365	-1.0132575184167194
257	-0.016673171655477353	-0.9408154130221604
256	-0.5583983187478894	0.33459438077636655
255	-1.039392073271287	0.1989281452660884
254	-0.8258050188212285	-0.6580331883324286
253	-1.3892424043400364	0.38003324096874774
252	0.709860338289371	2.0883685099221365
251	2.0681331579316873	1.4805029578219677
250	2.1536733648400794	-1.4932126322408368
249	1.9092488182519394	-0.5236745699860599
248	1.8358801052800704	-1.6211038359394565
247	1.1952010607846342	0.5307034314295579
246	1.0022109098915075	-0.7570653164428629
245	0.8147716463490362	-0.7852539901285593
244	1.9554463929321844	1.2489633061399983
243	2.066962121384911	-1.2643021206303606
242	0.8400526393768003	1.3447831869073588
241	2.273040717030112	1.552893711565438
240	1.5281094831347244	0.7117318126644138
239	0.7446132569171925	0.7733748538430486
238	0.5197623641799644	-0.6071923000079976
237	0.4307005149837669	-1.4590431576065634
236	0.3553769434858673	-1.5994280951629574
235	0.26502198542801997	-1.446778139175059
234	0.5238184060534193	-0.4658243870363918
233	0.4906114689205105	-2.2313963581916396
232	1.5684498774080837	1.17527397473905
231	1.5194935163054322	-1.9427525798318237
229	0.4450782055894351	1.1711580080541468
227	0.2763050662846746	-0.8854364869587636
226	-0.7222589217547827	1.0770316091923176
222	-0.8526622672275778	-1.1243522308295704
217	0.039566226292642795	0.9345238782416938
216	-0.16298008646263237	-0.7100782701243741
215	1.3526730267431406	1.6294182979809462
214	1.6604194720036594	-0.28697387466418084
213	0.7105299431569175	1.0134493255912016
212	0.47097047710457013	-0.5438989096804924
211	0.21049015992509826	-0.4592223276446785
210	-0.000908632800222796	-0.6681677926574371
209	0.04354135295661074	-2.016334130261693
208	0.3328979105643304	-0.3511877485018653
207	0.4495759726660838	-1.22420520399049
206	0.1381788430036888	-0.2746076400471961
205	-0.22613028608534771	-0.1076793680969006
204	0.035532908737365865	-0.45460579956329156
203	0.12415695875650003	-1.463229212458316
202	-0.4931045403671718	0.48669723747290794
