accepted_name	min_ma	max_ma	geoplate	paleolng	paleolat	terrestrial
Kudnu	251.2	251.902	801.0	124.8	-69.82	1
Noteosuchus	251.2	251.902	701.0	-13.48	-50.76	1
Phaanthosaurus	251.2	251.902	302.0	50.48	41.35	1
Phaanthosaurus	251.2	251.902	302.0	50.49	40.49	1
Santaisaurus	251.2	251.902				1
Phaanthosaurus	251.2	251.902	302.0	50.49	40.49	1
Phaanthosaurus	251.2	251.902	302.0	50.49	40.49	1
Phaanthosaurus	251.2	251.902	302.0	50.89	42.97	1
Phaanthosaurus	251.2	251.902	302.0	50.48	41.35	1
Microcnemus	251.2	251.902	302.0	61.14	38.51	1
Blomosaurus	251.2	251.902	302.0	50.26	40.73	1
Microcnemus	251.2	251.902	302.0	50.26	40.73	1
Prolacertoides	251.2	251.902				1
Prolacerta	251.2	251.902	701.0	-5.96	-51.32	1
Phonodus	251.2	251.902	701.0	-13.06	-50.13	1
Tasmaniosaurus	251.2	251.902	801.0	61.34	-82.36	1
Tasmaniosaurus	251.2	251.902	801.0	128.14	-68.97	1
Kalisuchus	251.2	251.902	801.0	124.8	-69.82	1
Proterosuchus	251.2	251.902				1
Microcnemus	251.2	251.902	305.0	34.38	28.15	1
Eomurruna	251.2	251.902	801.0	124.8	-69.82	1
Proterosuchus	251.2	251.902				1
Chasmatosuchus	251.2	251.902	302.0	58.41	38.46	1
Phaanthosaurus	251.2	251.902	302.0	56.59	38.21	1
Microcnemus	251.2	251.902	302.0	50.48	41.35	1
Eomurruna	251.2	251.902	801.0	128.14	-68.97	1
Rhynchosauroides	251.2	251.902	701.0	-12.66	-50.04	1
Rhynchosauroides	251.2	251.902	701.0	-11.06	-50.61	1
Barasaurus	248.9	251.902	702.0	38.25	-34.35	1
Hovasaurus	248.9	251.902	702.0	38.25	-34.35	1
Proterosuchus	248.9	251.902	501.0	47.8	-49.06	1
Lasasaurus	248.9	251.902	702.0	37.75	-34.42	1
Teratosaurus	248.9	251.902	501.0	47.8	-49.07	1
Utatsusaurus	248.9	251.902	101.0	-31.79	39.37	0
Wapitisaurus	248.9	251.2	101.0	-32.71	39.53	1
Parasuchus	248.9	251.2	315.0	30.46	29.89	1
Grippia	248.9	251.2	101.0	-32.1	39.26	0
Gulosaurus	248.9	251.2	101.0	-32.1	39.25	0
Rhynchosauroides	248.9	251.2	101.0	-34.96	21.57	1
Chirotherium	248.9	251.2	101.0	-34.96	21.57	1
Paralonectes	248.9	251.2	101.0	-32.1	39.25	0
Paralonectes	248.9	251.2	101.0	-32.1	39.25	0
Agkistrognathus	248.9	251.2	101.0	-32.1	39.25	0
Prorotodactylus	248.9	251.2	302.0	37.44	30.57	1
Grallator	248.9	251.2	101.0	-35.02	21.3	1
Eubrontes	248.9	251.2	101.0	-35.02	21.3	1
Chasmatosuchus	248.9	251.2	302.0	58.81	39.7	1
Chasmatosuchus	248.9	251.2	302.0	58.79	39.69	1
Chasmatosuchus	248.9	251.2	302.0	58.75	39.78	1
Chasmatosuchus	248.9	251.2	302.0	58.44	39.72	1
Chasmatosuchus	248.9	251.2	302.0	58.1	39.77	1
Chasmatosuchus	248.9	251.2	302.0	57.91	40.02	1
Tichvinskia	248.9	251.2	302.0	57.5	39.81	1
Chasmatosuchus	248.9	251.2	302.0	57.5	39.81	1
Chasmatosuchus	248.9	251.2	302.0	57.24	39.35	1
Phalarodon	248.9	251.2	101.0	-32.1	39.25	0
Phalarodon	248.9	251.2	101.0	-32.1	39.25	0
Protochirotherium	248.9	251.2	315.0	28.81	29.1	1
Utatsusaurus	248.9	251.2	101.0	-32.93	40.09	0
Phalarodon	248.9	251.2	101.0	-32.71	39.53	0
Phalarodon	248.9	251.2	101.0	-32.71	39.53	0
Procolophon	247.2	251.902	701.0	-11.67	-51.38	1
Youngetta	247.2	251.902	604.0	117.4	15.81	1
Chasmatosuchus	247.2	251.902	302.0	58.11	40.75	1
Chasmatosuchus	247.2	251.902	302.0	58.2	39.15	1
Tikoepentapodiscus	247.2	251.902	701.0	-6.37	-49.41	1
Sauropareion	247.2	251.902	701.0	-12.37	-50.1	1
Kenyasaurus	247.2	251.902	709.0	26.18	-37.2	1
Procolophon	247.2	251.902	802.0	20.67	-72.34	1
Procolophon	247.2	251.902	802.0	20.29	-72.39	1
Procolophon	247.2	251.902	701.0	-11.67	-51.38	1
Paliguana	247.2	251.902	701.0	-11.67	-51.38	1
Procolophon	247.2	251.902	802.0	20.22	-72.48	1
Procolophon	247.2	251.902	201.0	-15.9	-34.48	1
Procolophon	247.2	251.902	201.0	-15.9	-34.48	1
Procolophon	247.2	251.902	701.0	-11.67	-51.38	1
Procolophon	247.2	251.902	701.0	-11.67	-51.38	1
Procolophon	247.2	251.902	701.0	-11.67	-51.38	1
Procolophon	247.2	251.902	201.0	-15.76	-34.7	1
Procolophon	247.2	251.902	701.0	-11.85	-50.35	1
Procolophon	247.2	251.902	701.0	-11.85	-50.35	1
Procolophon	247.2	251.902	701.0	-11.85	-50.35	1
Procolophon	247.2	251.902	701.0	-9.92	-49.85	1
Palacrodon	247.2	251.902	802.0	20.67	-72.34	1
Chirotherium	247.2	251.902				1
Procolophon	247.2	251.902	201.0	-16.59	-34.41	1
Procolophon	247.2	251.902	201.0	-16.59	-34.41	1
Procolophon	247.2	251.902	201.0	-16.59	-34.41	1
Procolophon	247.2	251.902	701.0	-4.64	-50.81	1
Prolacerta	247.2	251.902	701.0	-4.64	-50.81	1
Proterosuchus	247.2	251.902	701.0	-4.64	-50.81	1
Aenigmasaurus	247.2	251.902	701.0	-4.64	-50.81	1
Procolophon	247.2	251.902	701.0	-10.06	-50.05	1
Prolacerta	247.2	251.902	701.0	-10.06	-50.05	1
Prolacerta	247.2	251.902	802.0	20.22	-72.48	1
Prolacerta	247.2	251.902	802.0	23.46	-72.04	1
Prolacerta	247.2	251.902	802.0	20.29	-72.39	1
Prolacerta	247.2	251.902	802.0	20.67	-72.34	1
Prolacerta	247.2	251.902	701.0	-10.4	-50.59	1
Prolacerta	247.2	251.902	701.0	-4.64	-50.82	1
Prolacerta	247.2	251.902	701.0	-8.36	-49.97	1
Proterosuchus	247.2	251.902	701.0	-12.37	-50.1	1
Proterosuchus	247.2	251.902	701.0	-10.54	-50.08	1
Proterosuchus	247.2	251.902	701.0	-11.73	-51.14	1
Procolophon	247.2	251.902	701.0	-11.73	-51.14	1
Proterosuchus	247.2	251.902	701.0	-6.77	-49.54	1
Proterosuchus	247.2	251.902	701.0	-9.87	-50.35	1
Proterosuchus	247.2	251.902	701.0	-10.04	-50.07	1
Proterosuchus	247.2	251.902	701.0	-12.14	-50.33	1
Proterosuchus	247.2	251.902	701.0	-12.08	-49.98	1
Chirotherium	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	315.0	20.47	29.56	1
Sauropareion	247.2	251.902	701.0	-12.09	-49.98	1
Proterosuchus	247.2	251.902	701.0	-10.05	-50.07	1
Owenetta	247.2	251.902	701.0	-10.72	-50.35	1
Prolacerta	247.2	251.902	701.0	-10.72	-50.35	1
Teyujagua	247.2	251.902	201.0	-16.59	-34.41	1
Proterosuchus	247.2	251.902	701.0	-12.09	-51.17	1
Proterosuchus	247.2	251.902	701.0	-12.37	-50.1	1
Proterosuchus	247.2	251.902	701.0	-12.39	-50.16	1
Proterosuchus	247.2	251.902	701.0	-9.24	-50.26	1
Rhynchosauroides	247.2	251.902	315.0	20.91	28.83	1
Rhynchosauroides	247.2	251.902	315.0	20.91	28.83	1
Hamatopus	247.2	251.902	315.0	20.91	28.83	1
Proterosuchus	247.2	251.902	701.0	-17.33	-47.71	1
Prolacerta	247.2	251.902	701.0	-17.33	-47.71	1
Sauropareion	247.2	251.902	701.0	-17.33	-47.71	1
Saurodektes	247.2	251.902	701.0	-17.33	-47.71	1
Rhynchosauroides	247.2	251.902	305.0	37.08	30.31	1
Rhynchosauroides	247.2	251.902	305.0	37.16	30.29	1
Palmichnus	247.2	251.902	305.0	37.08	30.31	1
Paradoxichnium	247.2	251.902	305.0	37.08	30.31	1
Phalangichnus	247.2	251.902	305.0	37.08	30.31	1
Phalangichnus	247.2	251.902	305.0	37.08	30.31	1
Dimetropus	247.2	251.902	305.0	37.08	30.31	1
Isochirotherium	247.2	251.902	315.0	20.19	29.73	1
Rotodactylus	247.2	251.902	315.0	20.19	29.73	1
Rhynchosauroides	247.2	251.902	315.0	20.19	29.76	1
Rhynchosauroides	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	315.0	20.19	29.73	1
Isochirotherium	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	313.0	18.24	30.79	1
Synaptichnium	247.2	251.902	315.0	20.19	29.73	1
Antarctanax	247.2	251.902	802.0	23.46	-72.04	1
Protochirotherium	247.2	251.902	707.0	6.1	16.97	1
Synaptichnium	247.2	251.902	707.0	6.1	16.97	1
Rhynchosauroides	247.2	251.902	707.0	6.1	16.97	1
Synaptichnium	247.2	251.902	707.0	6.1	16.97	1
Protochirotherium	247.2	251.902	707.0	6.1	16.97	1
Rhynchosauroides	247.2	251.902	707.0	6.1	16.97	1
Protochirotherium	247.2	251.902	707.0	6.08	16.96	1
Synaptichnium	247.2	251.902	707.0	6.08	16.96	1
Rhynchosauroides	247.2	251.902	707.0	6.08	16.96	1
Synaptichnium	247.2	251.902	707.0	6.08	16.96	1
Protochirotherium	247.2	251.902	707.0	6.08	16.96	1
Chirotherium	247.2	251.902	714.0	13.48	-2.9	1
Elessaurus	247.2	251.902	201.0	-16.59	-34.41	1
Oryporan	247.2	251.902	201.0	-16.59	-34.41	1
Oryporan	247.2	251.902	201.0	-16.59	-34.41	1
Deuterotetrapous	247.2	251.902	315.0	20.19	29.73	1
Chirotherium	247.2	251.902	305.0	28.36	26.61	1
Rotodactylus	247.2	251.902	305.0	28.36	26.61	1
Procolophon	247.2	251.902	802.0	23.46	-72.04	1
Chirotherium	247.2	251.902	307.0	32.91	16.02	1
Isochirotherium	247.2	251.902	307.0	32.91	16.02	1
Isochirotherium	247.2	251.902	307.0	32.91	16.02	1
Procolophonichnium	247.2	251.902	701.0	-17.33	-47.71	1
Grippia	247.2	251.2	311.0	23.14	55.76	0
Chasmatosuchus	247.2	251.2	302.0	50.18	45.47	1
Czatkowiella	247.2	251.2	305.0	36.5	29.56	1
Sophineta	247.2	251.2	305.0	36.5	29.56	1
Osmolskina	247.2	251.2	305.0	36.5	29.56	1
Pamelina	247.2	251.2	305.0	36.5	29.56	1
Procolina	247.2	251.2	305.0	36.5	29.56	1
Timanophon	247.2	251.2	302.0	47.93	50.53	1
Coletta	247.2	251.2	701.0	-11.61	-51.2	1
Kapes	247.2	251.2	302.0	60.71	40.33	1
Kapes	247.2	251.2	302.0	60.71	40.33	1
Kapes	247.2	251.2	302.0	49.48	47.11	1
Utatsusaurus	247.2	251.2	610.0	138.78	4.8	0
Cymbospondylus	247.2	251.2	101.0	-31.58	25.76	0
Kitchingnathus	247.2	251.2	701.0	-10.94	-51.93	1
Procolophon	247.2	251.2	701.0	-10.94	-51.93	1
Tichvinskia	247.2	251.2	302.0	51.84	45.11	1
Kapes	247.2	251.2	302.0	49.48	47.11	1
Chasmatosuchus	247.2	251.2	302.0	48.59	44.05	1
Microcnemus	247.2	251.2	302.0	48.59	44.05	1
Chasmatosuchus	247.2	251.2	302.0	58.43	39.69	1
Orenburgia	247.2	251.2	302.0	58.43	39.69	1
Tichvinskia	247.2	251.2	302.0	61.23	39.16	1
Garjainia	247.2	251.2	302.0	61.23	39.16	1
Orenburgia	247.2	251.2	302.0	53.92	34.33	1
Orenburgia	247.2	251.2	302.0	38.26	58.61	1
Orenburgia	247.2	251.2	302.0	49.68	55.62	1
Orenburgia	247.2	251.2	302.0	49.68	55.62	1
Kapes	247.2	251.2	302.0	60.71	40.33	1
Timanophon	247.2	251.2	302.0	46.96	48.98	1
Timanophon	247.2	251.2	302.0	46.56	48.81	1
Coelodontognathus	247.2	251.2	302.0	53.92	34.33	1
Coelodontognathus	247.2	251.2	302.0	53.92	34.33	1
Microcnemus	247.2	251.2	302.0	48.59	44.05	1
Microcnemus	247.2	251.2	302.0	48.84	44.08	1
Chasmatosuchus	247.2	251.2	302.0	48.84	44.08	1
Orenburgia	247.2	251.2	302.0	43.07	53.06	1
Boreopricea	247.2	251.2	302.0	43.07	53.06	1
Orenburgia	247.2	251.2	302.0	43.07	53.06	1
Boreopricea	247.2	251.2	302.0	43.07	53.06	1
Tichvinskia	247.2	251.2	302.0	60.87	39.67	1
Kwangsisaurus	247.2	251.2	611.0	109.9	-14.88	0
Hanosaurus	247.2	251.2	611.0	115.86	-8.34	0
Garjainia	247.2	251.2	302.0	60.5	39.92	1
Keichousaurus	247.2	251.2	611.0	113.7	-3.05	0
Augustaburiania	247.2	251.2	302.0	53.92	34.33	1
Augustaburiania	247.2	251.2	302.0	49.68	55.62	1
Vytshegdosuchus	247.2	251.2	302.0	49.48	47.11	1
Collilongus	247.2	251.2	305.0	36.5	29.56	1
Bystrowisuchus	247.2	251.2	302.0	53.92	34.33	1
Scythosuchus	247.2	251.2	302.0	53.92	34.33	1
Tanaisosaurus	247.2	251.2	302.0	53.92	34.33	0
Kapes	247.2	251.2	302.0	53.92	34.33	1
Vritramimosaurus	247.2	251.2	302.0	60.5	39.92	1
Chasmatosuchus	247.2	251.2	302.0	57.53	39.82	1
Procolophon	247.2	251.2	701.0	-9.38	-50.41	1
Palacrodon	247.2	251.2	701.0	-5.09	-49.96	1
Synaptichnium	247.2	251.2	707.0	5.93	17.05	1
Synaptichnium	247.2	251.2	707.0	5.93	17.05	1
Brachychirotherium	247.2	251.2	707.0	5.93	17.05	1
Isochirotherium	247.2	251.2	707.0	5.93	17.05	1
Chirotherium	247.2	251.2	707.0	5.93	17.05	1
Rhynchosauroides	247.2	251.2	707.0	5.93	17.05	1
Chasmatosuchus	247.2	251.2	302.0	60.5	39.92	1
Chasmatosuchus	247.2	251.2	302.0	49.48	47.11	1
Garjainia	247.2	251.2	701.0	-5.09	-49.96	1
Garjainia	247.2	251.2	701.0	-5.46	-49.86	1
Garjainia	247.2	251.2	701.0	-5.54	-50.05	1
Garjainia	247.2	251.2	701.0	-5.54	-50.05	1
Garjainia	247.2	251.2	701.0	-5.14	-50.0	1
Garjainia	247.2	251.2	701.0	-5.56	-49.82	1
Garjainia	247.2	251.2	701.0	-4.6	-50.55	1
Aetosauripus	247.2	251.2	315.0	20.7	28.99	1
Coelurosaurichnus	247.2	251.2	315.0	20.7	28.99	1
Coelurosaurichnus	247.2	251.2	315.0	20.7	28.99	1
Coelurosaurichnus	247.2	251.2	315.0	20.7	28.99	1
Chaohusaurus	247.2	251.2	604.0	116.02	5.81	0
Majiashanosaurus	247.2	251.2	604.0	116.01	5.8	0
Hupehsuchus	247.2	251.2	611.0	111.73	-6.56	1
Microcnemus	247.2	251.2	302.0	57.47	39.8	1
Chasmatosuchus	247.2	251.2	302.0	57.47	39.8	1
Chasmatosuchus	247.2	251.2	302.0	57.54	39.82	1
Chasmatosuchus	247.2	251.2	302.0	59.41	39.59	1
Tichvinskia	247.2	251.2	302.0	58.99	39.79	1
Chasmatosuchus	247.2	251.2	302.0	58.97	39.79	1
Chasmatosuchus	247.2	251.2	302.0	57.83	39.6	1
Chasmatosuchus	247.2	251.2	302.0	57.81	39.74	1
Chaohusaurus	247.2	251.2	604.0	116.02	5.81	0
Rhynchosauroides	247.2	251.2	101.0	-32.67	21.14	1
Scolotosuchus	247.2	251.2	302.0	53.92	34.33	1
Lariosaurus	247.2	251.2	611.0	113.7	-3.05	0
Chaohusaurus	247.2	248.9	604.0	116.49	7.27	0
Chaohusaurus	247.2	248.9	604.0	116.49	7.27	0
Corosaurus	247.2	248.9	101.0	-27.7	24.67	0
Utatsusaurus	247.2	248.9	610.0	138.63	4.65	0
Chirotherium	247.2	248.9	101.0	-34.2	18.72	1
Synaptichnium	247.2	248.9	101.0	-34.2	18.72	1
Rotodactylus	247.2	248.9	101.0	-34.2	18.72	1
Isochirotherium	247.2	248.9	101.0	-34.2	18.72	1
Chirotherium	247.2	248.9	101.0	-34.06	18.7	1
Ctenosauriscus	247.2	248.9	315.0	29.36	29.34	1
Procolophonichnium	247.2	248.9	101.0	-34.2	18.72	1
Rhynchosauroides	247.2	248.9	101.0	-34.2	18.72	1
Chirotherium	247.2	248.9	101.0	-34.2	18.72	1
Chirotherium	247.2	248.9	101.0	-27.81	25.44	1
Rhynchosauroides	247.2	248.9	101.0	-27.81	25.44	1
Chirotherium	247.2	248.9	101.0	-27.98	25.41	1
Rhynchosauroides	247.2	248.9	101.0	-27.98	25.41	1
Chelonipus	247.2	248.9	101.0	-27.98	25.41	1
Chirotherium	247.2	248.9	101.0	-28.05	25.38	1
Rhynchosauroides	247.2	248.9	101.0	-28.05	25.38	1
Rotodactylus	247.2	248.9	101.0	-28.05	25.38	1
Chelonipus	247.2	248.9	101.0	-28.05	25.38	1
Chirotherium	247.2	248.9	101.0	-28.54	25.96	1
Rhynchosauroides	247.2	248.9	101.0	-28.54	25.96	1
Chelonipus	247.2	248.9	101.0	-28.54	25.96	1
Rhynchosauroides	247.2	248.9	101.0	-28.44	25.71	1
Rhynchosauroides	247.2	248.9	101.0	-28.44	25.71	1
Garjainia	247.2	248.9	701.0	-5.55	-50.04	1
Corosaurus	247.2	248.9	101.0	-27.66	24.6	0
Corosaurus	247.2	248.9	101.0	-27.63	24.54	0
Corosaurus	247.2	248.9	101.0	-27.58	24.58	0
Chaohusaurus	247.2	248.9	611.0	116.59	-5.78	0
Chaohusaurus	247.2	248.9	611.0	116.59	-5.78	0
Chaohusaurus	247.2	248.9	611.0	116.59	-5.78	0
Parahupehsuchus	247.2	248.9	611.0	111.81	-6.65	1
Chaohusaurus	247.2	248.9	604.0	116.01	5.8	0
Nanchangosaurus	247.2	248.9	611.0	111.81	-6.65	1
Prorotodactylus	247.2	248.9	302.0	37.33	30.64	1
Brachychirotherium	247.2	248.9	302.0	37.33	30.64	1
Brachychirotherium	247.2	248.9	302.0	37.33	30.64	1
Isochirotherium	247.2	248.9	302.0	37.33	30.64	1
Isochirotherium	247.2	248.9	302.0	37.33	30.64	1
Rhynchosauroides	247.2	248.9	302.0	37.33	30.64	1
Rhynchosauroides	247.2	248.9	302.0	37.33	30.64	1
Synaptichnium	247.2	248.9	302.0	37.33	30.64	1
Synaptichnium	247.2	248.9	302.0	37.33	30.64	1
Synaptichnium	247.2	248.9	302.0	37.33	30.64	1
Cartorhynchus	247.2	248.9	604.0	116.01	5.8	1
Sclerocormus	247.2	248.9	604.0	116.01	5.8	1
Eohupehsuchus	247.2	248.9	611.0	111.72	-6.51	1
Utatsusaurus	247.2	248.9	101.0	-37.64	25.68	0
Hemilopas	247.2	248.9	305.0	36.0	29.7	1
Garjainia	247.2	248.9	302.0	60.52	40.72	1
Garjainia	247.2	248.9	302.0	60.38	40.62	1
Garjainia	247.2	248.9	302.0	60.76	40.52	1
Garjainia	247.2	248.9	302.0	60.76	40.51	1
Garjainia	247.2	248.9	302.0	60.76	40.36	1
Garjainia	247.2	248.9	302.0	60.71	40.34	1
Garjainia	247.2	248.9	302.0	61.38	39.77	1
Garjainia	247.2	248.9	302.0	60.78	39.7	1
Chasmatosuchus	247.2	248.9	302.0	60.78	39.7	1
Scharschengia	247.2	248.9	302.0	57.54	39.82	1
Chasmatosuchus	247.2	248.9	302.0	57.37	39.31	1
Omphalosaurus	247.2	248.9	101.0	-37.57	25.9	0
Phalarodon	247.2	248.9	309.0	21.35	55.85	0
Grippia	247.2	248.9	311.0	22.15	55.78	0
Thaisaurus	247.2	248.9	616.0	101.27	-20.61	0
Quasianosteosaurus	247.2	248.9	309.0	21.67	55.75	0
Isfjordosaurus	247.2	248.9	309.0	21.54	55.71	0
Merriamosaurus	247.2	248.9	309.0	21.2	55.9	0
Pessopteryx	247.2	248.9	309.0	21.54	55.71	0
Omphalosaurus	247.2	248.9	309.0	21.79	55.74	0
Brachychirotherium	247.2	248.9	302.0	37.33	30.64	1
Procolophonichnium	247.2	248.9	302.0	37.33	30.64	1
Baisesaurus	247.2	248.9	611.0	106.96	-13.68	1
Prosaurosphargis	247.2	248.9	611.0	111.81	-6.65	1
Eumetabolodon	242.0	251.2	604.0	118.58	15.85	1
Eumetabolodon	242.0	251.2	604.0	118.46	15.74	1
Placodus	242.0	251.2	508.0	39.12	-4.01	0
Pentaedrusaurus	242.0	251.2	604.0	118.39	15.59	1
Xilousuchus	242.0	251.2	604.0	118.32	15.75	1
Fugusuchus	242.0	251.2	604.0	118.15	15.44	1
Chirotherium	242.0	251.2	101.0	-34.58	18.95	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Hamatopus	242.0	251.2	305.0	29.78	28.84	1
Rhynchosauroides	242.0	251.2	305.0	29.78	28.84	1
Rhynchosauroides	242.0	251.2	305.0	29.78	28.84	1
Synaptichnium	242.0	251.2	305.0	29.78	28.84	1
Chelonipus	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.88	28.85	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	305.0	29.78	28.84	1
Chelonipus	242.0	251.2	305.0	29.78	28.84	1
Chirotherium	242.0	251.2	315.0	20.41	29.9	1
Rhynchosauroides	242.0	251.2	315.0	20.41	29.9	1
Nothosaurus	242.0	251.2	503.0	39.3	-4.33	0
Anomoiodon	245.5	247.2	305.0	29.31	29.25	1
Koiloskiosaurus	245.5	247.2	305.0	29.61	29.19	1
Trachelosaurus	245.5	247.2	315.0	29.69	30.72	1
Chirotherium	245.5	247.2	305.0	27.26	27.05	1
Rhynchosauroides	245.5	247.2	304.0	22.34	17.59	1
Rhynchosauroides	245.5	247.2	305.0	27.28	27.16	1
Arizonasaurus	244.7	247.2	101.0	-34.17	17.76	1
Anisodontosaurus	244.7	247.2	101.0	-34.17	17.76	1
Chirotherium	244.7	247.2	101.0	-34.17	17.76	1
Ammorhynchus	244.7	247.2	101.0	-34.04	17.57	1
Ammorhynchus	244.7	247.2	101.0	-33.98	17.81	1
Ammorhynchus	244.7	247.2	101.0	-34.48	17.98	1
Ammorhynchus	244.7	247.2	101.0	-34.48	17.98	1
Sclerosaurus	244.7	247.2	305.0	27.97	26.0	1
Sclerosaurus	244.7	247.2	305.0	27.87	26.0	1
Basileosaurus	244.7	247.2	305.0	27.87	26.0	1
Arizonasaurus	244.7	247.2	101.0	-34.19	17.79	1
Chirotherium	244.7	247.2	101.0	-34.19	17.79	1
Chirotherium	244.7	247.2	101.0	-34.19	17.79	1
Rhynchosauroides	244.7	247.2	101.0	-34.19	17.79	1
Arizonasaurus	244.7	247.2	101.0	-34.33	17.9	1
Arizonasaurus	244.7	247.2	101.0	-34.76	18.96	1
Anisodontosaurus	244.7	247.2	101.0	-34.58	18.07	1
Arizonasaurus	244.7	247.2	101.0	-34.58	18.07	1
Isochirotherium	244.7	247.2	101.0	-34.16	17.76	1
Isochirotherium	244.7	247.2	101.0	-34.16	17.76	1
Chirotherium	244.7	247.2	101.0	-35.6	20.63	1
Rotodactylus	244.7	247.2	101.0	-35.89	20.76	1
Chirotherium	244.7	247.2	101.0	-34.82	18.91	1
Chirotherium	244.7	247.2	101.0	-34.82	18.91	1
Chirotherium	244.7	247.2	101.0	-34.82	18.96	1
Synaptichnium	244.7	247.2	101.0	-34.82	18.96	1
Rhynchosauroides	244.7	247.2	101.0	-34.8	19.03	1
Rhynchosauroides	244.7	247.2	101.0	-34.8	19.03	1
Amotosaurus	244.7	247.2	305.0	28.22	26.18	1
Eifelosaurus	244.7	247.2	315.0	26.49	28.51	1
Amotosaurus	244.7	247.2	305.0	28.33	27.07	1
Amotosaurus	244.7	247.2	305.0	28.33	27.07	1
Anomoiodon	244.7	247.2	305.0	28.33	27.07	1
Amotosaurus	244.7	247.2	305.0	28.39	27.16	1
Amotosaurus	244.7	247.2	305.0	28.39	27.16	1
Rotodactylus	244.7	247.2	101.0	-34.76	18.96	1
Rhynchosauroides	244.7	247.2	101.0	-34.77	20.35	1
Chirotherium	244.7	247.2	101.0	-34.15	17.31	1
Arizonasaurus	244.7	247.2	101.0	-29.86	16.69	1
Cymatosaurus	244.7	247.2	305.0	28.22	26.96	0
Marcianosuchus	244.7	247.2	305.0	28.39	27.16	1
Jesairosaurus	242.0	248.9	715.0	19.29	4.68	1
Cymatosaurus	244.7	245.5	305.0	34.48	30.5	0
Cymatosaurus	244.7	245.5	305.0	29.9	30.44	0
Anarosaurus	244.7	245.5	315.0	26.19	30.17	0
Eusaurosphargis	244.7	245.5	315.0	26.19	30.17	1
Cymatosaurus	244.7	245.5	315.0	26.19	30.17	0
Protanystropheus	244.7	245.5	305.0	34.48	30.5	1
Cymatosaurus	244.7	245.5	305.0	29.84	29.85	0
Paraplacodus	242.0	247.2	307.0	36.13	14.96	0
Nothosaurus	242.0	247.2	315.0	27.71	29.22	0
Rhombopholis	242.0	247.2	315.0	20.31	29.55	1
Bromsgroveia	242.0	247.2	315.0	20.31	29.55	1
Bromsgroveia	242.0	247.2	315.0	20.31	29.55	1
Bromsgroveia	242.0	247.2	315.0	20.31	29.55	1
Langeronyx	242.0	247.2	315.0	20.31	29.55	1
Psephosauriscus	242.0	247.2	508.0	39.1	-3.42	0
Tanystropheus	242.0	247.2	508.0	39.1	-3.42	1
Nothosaurus	242.0	247.2	508.0	39.1	-3.42	0
Psephosaurus	242.0	247.2	508.0	39.1	-3.42	0
Parringtonia	242.0	247.2	701.0	20.55	-40.41	1
Chirotherium	242.0	247.2	304.0	21.11	18.08	1
Chirotherium	242.0	247.2	315.0	20.49	30.27	1
Rhynchosauroides	242.0	247.2	315.0	19.44	29.97	1
Euparkeria	242.0	247.2	701.0	-7.31	-50.77	1
Mesosuchus	242.0	247.2	701.0	-7.31	-50.77	1
Euparkeria	242.0	247.2	701.0	-7.31	-50.77	1
Macrocnemus	242.0	247.2	307.0	34.28	16.7	1
Serpianosaurus	242.0	247.2	307.0	34.28	16.7	0
Turfanosuchus	242.0	247.2				1
Fodonyx	242.0	247.2	315.0	19.38	27.79	1
Fodonyx	242.0	247.2	315.0	19.38	27.79	1
Fodonyx	242.0	247.2	315.0	19.38	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.41	27.81	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.38	27.79	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Bentonyx	242.0	247.2	315.0	19.39	27.81	1
Kapes	242.0	247.2	315.0	19.41	27.81	1
Kapes	242.0	247.2	315.0	19.39	27.81	1
