accepted_name	min_ma	max_ma	geoplate	paleolng	paleolat	terrestrial
Coartaredens	242.0	247.2	315.0	19.41	27.81	1
Coartaredens	242.0	247.2	315.0	19.41	27.81	1
Fodonyx	242.0	247.2	315.0	19.37	27.76	1
Tanystropheus	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Fodonyx	242.0	247.2	315.0	19.39	27.8	1
Yarasuchus	242.0	247.2	501.0	39.36	-42.72	1
Pamelaria	242.0	247.2	501.0	39.36	-42.72	1
Placodus	242.0	247.2	305.0	35.25	30.52	0
Erythrosuchus	242.0	247.2	701.0	-7.25	-50.83	1
Teratophon	242.0	247.2	701.0	-7.32	-50.66	1
Thelephon	242.0	247.2	701.0	-8.09	-50.52	1
Thelerpeton	242.0	247.2	701.0	-6.87	-50.68	1
Theledectes	242.0	247.2	701.0	-6.87	-50.68	1
Eumetabolodon	242.0	247.2	604.0	119.09	16.34	1
Neoprocolophon	242.0	247.2	604.0	118.32	13.38	1
Hypselorhachis	242.0	247.2	701.0	20.49	-40.44	1
Kapes	242.0	247.2	302.0	60.36	41.0	1
Dorosuchus	242.0	247.2	302.0	60.36	41.0	1
Teratophon	242.0	247.2	701.0	-7.32	-50.66	1
Phantomosaurus	242.0	247.2	305.0	28.81	28.64	0
Asilisaurus	242.0	247.2	701.0	20.43	-40.37	1
Anarosaurus	242.0	247.2	315.0	26.16	30.17	0
Dactylosaurus	242.0	247.2	315.0	26.16	30.17	0
Nothosaurus	242.0	247.2	315.0	26.16	30.17	0
Eusaurosphargis	242.0	247.2	315.0	26.16	30.17	1
Placodus	242.0	247.2	315.0	26.16	30.17	0
Amotosaurus	242.0	247.2	315.0	26.16	30.17	1
Procolophonichnium	242.0	247.2	315.0	26.16	30.17	1
Sarmatosuchus	242.0	247.2	302.0	60.23	41.09	1
Vjushkovisaurus	242.0	247.2	302.0	60.23	41.09	1
Uralosaurus	242.0	247.2	302.0	60.45	40.97	1
Uralosaurus	242.0	247.2	302.0	60.32	40.91	1
Dorosuchus	242.0	247.2	302.0	60.32	40.91	1
Dongusuchus	242.0	247.2	302.0	60.32	40.91	1
Dongusuchus	242.0	247.2	302.0	58.25	41.34	1
Uralosaurus	242.0	247.2	302.0	58.25	41.34	1
Vjushkovisaurus	242.0	247.2	302.0	58.25	41.34	1
Lotosaurus	242.0	247.2	611.0	111.9	-6.3	1
Lotosaurus	242.0	247.2	611.0	112.93	-4.54	1
Rhombopholis	242.0	247.2	315.0	19.96	29.55	1
Rhynchosauroides	242.0	247.2	315.0	19.44	29.97	1
Chirotherium	242.0	247.2	315.0	19.44	29.97	1
Langeronyx	242.0	247.2	315.0	19.96	29.55	1
Bromsgroveia	242.0	247.2	315.0	19.96	29.55	1
Sanchiaosaurus	242.0	247.2	611.0	108.75	-9.55	0
Nothosaurus	242.0	247.2	611.0	106.92	-10.43	0
Halazhaisuchus	242.0	247.2	604.0	118.67	15.92	1
Barracudasauroides	242.0	247.2	611.0	107.34	-10.6	0
Barracudasauroides	242.0	247.2	611.0	107.34	-10.6	0
Barracudasauroides	242.0	247.2	611.0	107.34	-10.6	0
Barracudasauroides	242.0	247.2	611.0	107.34	-10.6	0
Barracudasauroides	242.0	247.2	611.0	107.34	-10.6	0
Barracudasauroides	242.0	247.2	611.0	107.34	-10.6	0
Shansisuchus	242.0	247.2	604.0	118.15	13.32	1
Shansisuchus	242.0	247.2	604.0	118.18	13.38	1
Shansisuchus	242.0	247.2	604.0	118.15	13.39	1
Shansisuchus	242.0	247.2	604.0	118.15	13.39	1
Guchengosuchus	242.0	247.2	604.0	118.67	15.92	1
Youngosuchus	242.0	247.2				1
Shansisuchus	242.0	247.2	604.0	118.16	13.31	1
Shansisuchus	242.0	247.2	604.0	118.32	13.36	1
Shansisuchus	242.0	247.2	604.0	118.2	13.34	1
Shansisuchus	242.0	247.2	604.0	118.15	13.39	1
Shansisuchus	242.0	247.2	604.0	118.15	13.39	1
Shansisuchus	242.0	247.2	604.0	118.15	13.34	1
Shansisuchus	242.0	247.2	604.0	119.33	15.13	1
Shansisuchus	242.0	247.2	604.0	119.33	15.13	1
Shansisuchus	242.0	247.2	604.0	119.33	15.13	1
Shansisuchus	242.0	247.2	604.0	118.15	13.39	1
Shansisuchus	242.0	247.2	604.0	118.18	13.38	1
Shansisuchus	242.0	247.2	604.0	118.32	13.36	1
Shansisuchus	242.0	247.2	604.0	118.15	13.39	1
Shansisuchus	242.0	247.2	604.0	119.33	15.13	1
Shansisuchus	242.0	247.2	604.0	118.09	15.59	1
Barracudasaurus	242.0	247.2	611.0	107.28	-10.65	0
Cymatosaurus	242.0	247.2	305.0	29.64	29.78	0
Stenaulorhynchus	242.0	247.2	701.0	20.51	-40.51	1
Stagonosuchus	242.0	247.2	701.0	19.93	-40.32	1
Ruhuhuaria	242.0	247.2	701.0	19.93	-40.32	1
Erythrosuchus	242.0	247.2	701.0	-8.08	-51.77	1
Stagonosuchus	242.0	247.2	701.0	20.53	-40.46	1
Ticinosuchus	242.0	247.2	307.0	34.28	16.7	1
Ticinosuchus	242.0	247.2	307.0	34.28	16.7	1
Wumengosaurus	242.0	247.2	611.0	107.28	-10.65	0
Erythrosuchus	242.0	247.2	701.0	-8.09	-50.52	1
Lariosaurus	242.0	247.2	315.0	26.16	30.17	0
Pistosaurus	242.0	247.2	305.0	30.14	28.94	0
Stenaulorhynchus	242.0	247.2	701.0	20.55	-40.41	1
Mesodapedon	242.0	247.2	501.0	39.9	-42.19	1
Nyasasaurus	242.0	247.2	701.0	20.55	-40.41	1
Nyasasaurus	242.0	247.2	701.0	19.84	-40.36	1
Stagonosuchus	242.0	247.2	701.0	20.51	-40.51	1
Nothosaurus	242.0	247.2	315.0	26.16	30.17	0
Cymatosaurus	242.0	247.2	305.0	35.25	30.52	0
Cymatosaurus	242.0	247.2	305.0	35.25	30.52	0
Cymatosaurus	242.0	247.2	305.0	34.55	30.52	0
Cymatosaurus	242.0	247.2	307.0	35.88	16.45	0
Cymatosaurus	242.0	247.2	315.0	30.91	31.68	0
Germanosaurus	242.0	247.2	305.0	34.55	30.52	0
Germanosaurus	242.0	247.2	305.0	35.25	30.52	0
Cymatosaurus	242.0	247.2	305.0	34.55	30.52	0
Nothosaurus	242.0	247.2	315.0	30.91	31.68	0
Nothosaurus	242.0	247.2	305.0	30.14	28.94	0
Nothosaurus	242.0	247.2	305.0	30.14	28.94	0
Nothosaurus	242.0	247.2	305.0	29.76	30.34	0
Nothosaurus	242.0	247.2	305.0	29.76	30.34	0
Nothosaurus	242.0	247.2	315.0	30.91	31.68	0
Nothosaurus	242.0	247.2	315.0	30.91	31.68	0
Nothosaurus	242.0	247.2	315.0	28.95	29.9	0
Nothosaurus	242.0	247.2	305.0	29.95	30.44	0
Cymatosaurus	242.0	247.2	305.0	35.25	30.52	0
Nothosaurus	242.0	247.2	305.0	35.25	30.52	0
Nothosaurus	242.0	247.2	305.0	29.88	30.16	0
Nothosaurus	242.0	247.2	305.0	35.25	30.52	0
Nothosaurus	242.0	247.2	315.0	28.95	29.9	0
Placodus	242.0	247.2	305.0	29.88	30.16	0
Placodus	242.0	247.2	305.0	29.88	30.16	0
Placodus	242.0	247.2	305.0	28.61	28.09	0
Placodus	242.0	247.2	305.0	28.22	26.98	0
Placodus	242.0	247.2	305.0	30.14	28.94	0
Placodus	242.0	247.2	315.0	30.91	31.68	0
Placodus	242.0	247.2	315.0	29.21	30.16	0
Thecodontosaurus	242.0	247.2	305.0	30.15	28.92	1
Protanystropheus	242.0	247.2	305.0	34.21	30.53	1
Palatodonta	242.0	247.2	315.0	26.16	30.17	0
Pararcus	242.0	247.2	315.0	26.16	30.17	0
Howesia	242.0	247.2	701.0	-7.31	-50.76	1
Asperoris	242.0	247.2	701.0	20.5	-40.47	1
Jushatyria	242.0	247.2	302.0	58.25	41.34	1
Erythrosuchus	242.0	247.2	701.0	-7.25	-51.04	1
Chirotherium	242.0	247.2	315.0	19.54	30.55	1
Palacrodon	242.0	247.2	701.0	-7.31	-50.76	1
Eohyosaurus	242.0	247.2	701.0	-7.29	-50.67	1
Erythrosuchus	242.0	247.2	701.0	-7.29	-50.67	1
Shansisuchus	242.0	247.2	604.0	116.15	14.19	1
Isochirotherium	242.0	247.2	302.0	36.33	31.58	1
Isochirotherium	242.0	247.2	302.0	36.33	31.58	1
Chirotherium	242.0	247.2	302.0	36.33	31.58	1
Brachychirotherium	242.0	247.2	302.0	36.33	31.58	1
Synaptichnium	242.0	247.2	302.0	36.33	31.58	1
Rhynchosauroides	242.0	247.2	302.0	36.33	31.58	1
Rhynchosauroides	242.0	247.2	302.0	36.33	31.58	1
Rotodactylus	242.0	247.2	302.0	36.33	31.58	1
Chirotherium	242.0	247.2	302.0	36.33	31.58	1
Erythrosuchus	242.0	247.2	701.0	-8.09	-51.78	1
Asilisaurus	242.0	247.2	701.0	20.43	-40.37	1
Asilisaurus	242.0	247.2	701.0	20.43	-40.37	1
Asilisaurus	242.0	247.2	701.0	20.77	-40.33	1
Protanystropheus	242.0	247.2	305.0	28.32	26.34	1
Teleocrater	242.0	247.2	701.0	20.15	-40.3	1
Chirotherium	242.0	247.2	315.0	20.49	30.27	1
Deuterotetrapous	242.0	247.2	315.0	20.35	30.23	1
Teleocrater	242.0	247.2	701.0	20.15	-40.3	1
Dongusuchus	242.0	247.2	302.0	60.16	40.95	1
Cymbospondylus	242.0	247.2	305.0	29.88	30.16	0
Phalarodon	242.0	247.2	305.0	29.88	30.16	0
Phalarodon	242.0	247.2	305.0	29.88	30.16	0
Tholodus	242.0	247.2	305.0	29.88	30.16	0
Mandaphon	242.0	247.2	701.0	19.86	-40.34	1
Teleocrater	242.0	247.2	701.0	20.55	-40.43	1
Shringasaurus	242.0	247.2	501.0	43.75	-40.56	1
Mandasuchus	242.0	247.2	701.0	20.62	-40.47	1
Stenaulorhynchus	242.0	247.2	701.0	20.62	-40.47	1
Mandasuchus	242.0	247.2	701.0	20.51	-40.51	1
Mandasuchus	242.0	247.2	701.0	20.08	-40.26	1
Nundasuchus	242.0	247.2	701.0	20.49	-40.44	1
Rhynchosauroides	242.0	247.2	307.0	35.54	15.61	1
Chirotherium	242.0	247.2	307.0	35.54	15.61	1
Brachychirotherium	242.0	247.2	307.0	35.54	15.61	1
Isochirotherium	242.0	247.2	307.0	35.54	15.61	1
Rotodactylus	242.0	247.2	307.0	35.54	15.61	1
Parasynaptichnium	242.0	247.2	307.0	35.54	15.61	1
Synaptichnium	242.0	247.2	307.0	35.54	15.61	1
Dawazisaurus	242.0	247.2	611.0	106.84	-11.35	0
Tholodus	242.0	247.2	628.0	140.66	21.62	0
Anarosaurus	242.0	247.2	315.0	29.34	30.94	0
Anarosaurus	242.0	247.2	305.0	29.88	30.16	0
Dactylosaurus	242.0	247.2	305.0	35.26	30.54	0
Dactylosaurus	242.0	247.2	305.0	34.21	30.53	0
Cymatosaurus	242.0	247.2	305.0	35.25	30.52	0
Cymatosaurus	242.0	247.2	305.0	34.55	30.52	0
Hemilopas	242.0	247.2	305.0	35.25	30.52	1
Hemilopas	242.0	247.2	305.0	34.55	30.52	1
Hemilopas	242.0	247.2	305.0	34.21	30.53	1
Hemilopas	242.0	247.2	305.0	35.17	30.69	1
Cymbospondylus	242.0	247.2	101.0	-38.03	24.55	0
Lariosaurus	242.0	247.2	315.0	26.16	30.17	0
Mixosaurus	242.0	247.2	611.0	106.8	-11.35	0
Neusticosaurus	242.0	247.2	308.0	40.56	11.78	0
Nothosaurus	242.0	247.2	315.0	26.16	30.17	0
Placodus	242.0	247.2	315.0	30.91	31.68	0
Omphalosaurus	242.0	247.2	305.0	34.71	30.58	0
Phalarodon	242.0	247.2	305.0	28.26	26.99	0
Pistosaurus	242.0	247.2	305.0	30.14	28.94	0
Pessopteryx	242.0	247.2	309.0	19.23	56.51	0
Tanystropheus	242.0	247.2	308.0	39.94	9.21	1
Rhynchosauroides	242.0	247.2	315.0	19.4	30.5	1
Chirotherium	242.0	247.2	315.0	19.4	30.5	1
Rhynchosauroides	242.0	247.2	315.0	18.99	30.49	1
Rhynchosauroides	242.0	247.2	315.0	18.99	30.49	1
Rhynchosauroides	242.0	247.2	315.0	18.99	30.49	1
Chirotherium	242.0	247.2	315.0	18.99	30.49	1
Chirotherium	242.0	247.2	315.0	19.54	30.55	1
Chirotherium	242.0	247.2	315.0	19.54	30.55	1
Synaptichnium	242.0	247.2	315.0	19.84	29.87	1
Chirotherium	242.0	247.2	315.0	20.43	30.05	1
Chirotherium	242.0	247.2	315.0	20.19	30.06	1
Chirotherium	242.0	247.2	315.0	19.84	29.87	1
Rhynchosauroides	242.0	247.2	315.0	19.84	29.87	1
Chirotherium	242.0	247.2	315.0	19.84	29.87	1
Chirotherium	242.0	247.2	315.0	19.73	29.92	1
Chirotherium	242.0	247.2	315.0	19.73	29.92	1
Chirotherium	242.0	247.2	315.0	19.73	29.92	1
Chirotherium	242.0	247.2	315.0	19.4	30.5	1
Isochirotherium	242.0	247.2	315.0	19.44	29.97	1
Isochirotherium	242.0	247.2	315.0	19.43	30.33	1
Pectodens	242.0	247.2	611.0	106.84	-11.35	1
Stagonosuchus	242.0	247.2	701.0	20.51	-40.51	1
Chirotherium	242.0	247.2	315.0	26.16	30.17	1
Rhynchosauroides	242.0	247.2	315.0	26.16	30.17	1
Procolophonichnium	242.0	247.2	315.0	26.16	30.17	1
Brachychirotherium	242.0	247.2	315.0	26.16	30.17	1
Doliovertebra	242.0	247.2	305.0	29.88	30.16	0
Coelurosaurichnus	242.0	247.2	304.0	21.11	18.08	1
Paratrisauropus	242.0	247.2	304.0	21.11	18.08	1
Rhynchosauroides	242.0	247.2	304.0	21.78	18.23	1
Chirotherium	242.0	247.2	304.0	21.78	18.23	1
Isochirotherium	242.0	247.2	304.0	21.78	18.23	1
Chirotherium	242.0	247.2	707.0	5.29	17.37	1
Isochirotherium	242.0	247.2	707.0	5.29	17.37	1
Synaptichnium	242.0	247.2	707.0	5.29	17.37	1
Rhynchosauroides	242.0	247.2	707.0	5.29	17.37	1
Procolophonichnium	242.0	247.2	707.0	5.29	17.37	1
Atreipus	242.0	247.2	707.0	5.29	17.37	1
Rotodactylus	242.0	247.2	707.0	5.3	17.37	1
Chirotherium	242.0	247.2	707.0	5.3	17.38	1
Procolophonichnium	242.0	247.2	707.0	5.29	17.37	1
Rhynchosauroides	242.0	247.2	707.0	5.29	17.37	1
Rhynchosauroides	242.0	247.2	707.0	5.29	17.37	1
Rhynchosauroides	242.0	247.2	707.0	5.29	17.37	1
Synaptichnium	242.0	247.2	707.0	5.3	17.38	1
Rotodactylus	242.0	247.2	707.0	5.3	17.38	1
Isochirotherium	242.0	247.2	707.0	5.3	17.38	1
Rhynchosauroides	242.0	247.2	305.0	25.46	21.67	1
Chirotherium	242.0	247.2	305.0	25.46	21.67	1
Chirotherium	242.0	247.2	305.0	25.46	21.67	1
Rotodactylus	242.0	247.2	305.0	25.46	21.67	1
Prorotodactylus	242.0	247.2	305.0	25.46	21.67	1
Brachychirotherium	242.0	247.2	305.0	25.46	21.67	1
Chirotherium	242.0	247.2	305.0	25.46	21.67	1
Feralisaurus	242.0	247.2	315.0	19.39	27.8	1
Coelurosaurichnus	242.0	247.2	315.0	26.16	30.17	1
Batrachopus	242.0	247.2	315.0	26.16	30.17	1
Cladeiodon	242.0	247.2	305.0	35.25	30.52	1
Heteropelta	242.0	247.2	307.0	36.17	14.31	1
Mambawakale	242.0	247.2	701.0	20.7	-40.71	1
Sclerosaurus	242.0	247.2	108.0	4.32	21.21	1
Anomoiodon	242.0	247.2	108.0	4.32	21.21	1
Tanystropheus	242.0	247.2	108.0	4.32	21.21	1
Nothosaurus	242.0	247.2	305.0	29.88	30.16	0
Nothosaurus	242.0	247.2	305.0	29.88	30.16	0
Dianmeisaurus	242.0	247.2	611.0	106.48	-11.62	0
Mixosaurus	242.0	247.2	611.0	106.4	-11.61	0
Benggwigwishingasuchus	242.0	247.2	101.0	-38.04	24.63	1
Qianosuchus	243.8	244.7	611.0	106.94	-10.43	1
Placodus	243.8	244.7	307.0	34.81	15.26	0
Nothosaurus	243.8	244.7	307.0	34.81	15.26	0
Barracudasauroides	243.8	244.7	611.0	107.34	-10.6	0
Barracudasauroides	243.8	244.7	611.0	107.34	-10.6	0
Xinminosaurus	243.8	244.7	611.0	107.29	-10.64	0
Phalarodon	243.8	244.7	611.0	107.28	-10.65	0
Phalarodon	243.8	244.7	305.0	28.4	27.27	0
Wumengosaurus	243.8	244.7	611.0	107.28	-10.65	0
Dianopachysaurus	243.8	244.7	611.0	106.84	-11.35	0
Sinosaurosphargis	243.8	244.7	611.0	106.84	-11.4	1
Sinosaurosphargis	243.8	244.7	611.0	107.29	-10.64	1
Diandongosaurus	243.8	244.7	611.0	106.84	-11.35	0
Largocephalosaurus	243.8	244.7	611.0	106.82	-11.25	1
Thalattoarchon	243.8	244.7	101.0	-38.01	24.6	0
Phalarodon	243.8	244.7	611.0	106.82	-11.25	0
Dinocephalosaurus	243.8	244.7	611.0	106.94	-10.43	0
Largocephalosaurus	243.8	244.7	611.0	106.94	-10.43	1
Atopodentatus	243.8	244.7	611.0	106.84	-11.35	0
Tanystropheus	243.8	244.7	508.0	38.92	-3.58	1
Dinocephalosaurus	243.8	244.7	611.0	107.44	-9.54	0
Nothosaurus	243.8	244.7	611.0	106.84	-11.35	0
Nothosaurus	243.8	244.7	611.0	107.28	-10.65	0
Atopodentatus	243.8	244.7	611.0	106.82	-11.25	0
Dianmeisaurus	243.8	244.7	611.0	106.82	-11.25	0
Lariosaurus	243.8	244.7	611.0	107.29	-10.64	0
Lariosaurus	243.8	244.7	315.0	27.22	30.51	0
Mixosaurus	243.8	244.7	611.0	107.41	-10.51	0
Placodus	243.8	244.7	611.0	107.28	-10.65	0
Serpianosaurus	243.8	244.7	315.0	29.35	30.76	0
Panzhousaurus	243.8	244.7	611.0	107.29	-10.64	0
Psephosauriscus	243.8	244.7	508.0	39.06	-3.36	0
Honghesaurus	243.8	244.7	611.0	106.72	-11.24	0
Luopingosaurus	243.8	244.7	611.0	106.82	-11.25	0
Megachirella	242.0	244.7	307.0	36.05	15.08	1
Dactylosaurus	242.0	244.7	305.0	34.58	30.64	0
Tholodus	242.0	244.7	307.0	36.11	14.37	0
Parvinatator	237.0	248.9	101.0	-33.53	38.53	0
Nothosaurus	242.0	243.8	508.0	39.1	-3.42	0
Placodus	242.0	243.8	508.0	39.1	-3.42	0
Psephosaurus	242.0	243.8	508.0	39.1	-3.42	0
Serpianosaurus	242.0	243.8	307.0	34.29	16.7	0
Serpianosaurus	242.0	243.8	307.0	34.29	16.7	0
Serpianosaurus	242.0	243.8	307.0	34.29	16.7	0
Serpianosaurus	242.0	243.8	307.0	34.29	16.7	0
Augustasaurus	242.0	243.8	101.0	-38.04	24.59	0
Cymbospondylus	242.0	243.8	307.0	34.29	16.7	0
Cymbospondylus	242.0	243.8	101.0	-37.39	24.31	0
Mixosaurus	242.0	243.8	101.0	-38.01	24.6	0
Lariosaurus	242.0	243.8	305.0	28.23	27.85	0
Nothosaurus	242.0	243.8	315.0	30.91	31.68	0
Nothosaurus	242.0	243.8	315.0	30.91	31.68	0
Nothosaurus	242.0	243.8	315.0	30.91	31.68	0
Nothosaurus	242.0	243.8	315.0	30.91	31.68	0
Nothosaurus	242.0	243.8	315.0	28.49	30.26	0
Mixosaurus	242.0	243.8	307.0	34.26	16.71	0
Neusticosaurus	242.0	243.8	307.0	34.26	16.71	0
Tanystropheus	242.0	243.8	307.0	34.26	16.71	1
Cymbospondylus	242.0	243.8	101.0	-38.2	24.16	0
Rhynchosauroides	242.0	243.8	307.0	35.97	15.15	1
Isochirotherium	242.0	243.8	307.0	35.97	15.15	1
Clarazia	242.0	243.8	307.0	34.28	16.7	0
Hescheleria	242.0	243.8	307.0	34.28	16.7	0
Mixosaurus	242.0	243.8	307.0	34.28	16.7	0
Cyamodus	242.0	243.8	305.0	30.14	28.94	0
Cyamodus	242.0	243.8	305.0	30.14	28.94	0
Lariosaurus	242.0	243.8	305.0	30.14	28.94	0
Phalarodon	242.0	243.8	101.0	-38.04	24.59	0
Psephoderma	242.0	243.8	508.0	39.06	-3.36	0
Psephosauriscus	242.0	243.8	508.0	39.06	-3.36	0
Psephosauriscus	242.0	243.8	508.0	39.06	-3.36	0
Rotodactylus	242.0	243.8				1
Simosaurus	242.0	243.8	508.0	39.06	-3.36	0
Chirotherium	242.0	243.8	307.0	35.94	15.12	1
Brachychirotherium	242.0	243.8	307.0	35.97	15.15	1
Chirotherium	242.0	243.8	307.0	35.97	15.15	1
Rhynchosauroides	242.0	243.8	307.0	35.94	15.12	1
Procolophonichnium	242.0	243.8	307.0	35.94	15.12	1
Chirotherium	242.0	243.8	307.0	35.94	15.12	1
Isochirotherium	242.0	243.8	307.0	35.94	15.12	1
Brachychirotherium	242.0	243.8	307.0	35.94	15.12	1
Rotodactylus	242.0	243.8	307.0	35.94	15.12	1
Chirotherium	242.0	243.8	304.0	21.62	18.02	1
Helveticosaurus	242.0	243.8	307.0	34.19	16.76	1
Ticinosuchus	242.0	243.8	307.0	34.2	16.76	1
Cymbospondylus	242.0	243.8	101.0	-38.02	24.61	0
Neusticosaurus	237.0	247.2	307.0	33.28	16.98	0
Mixosaurus	237.0	247.2	307.0	33.28	16.98	0
Rhynchosauroides	237.0	247.2	305.0	25.14	25.38	1
Rotodactylus	237.0	247.2	305.0	25.14	25.38	1
Brachychirotherium	237.0	247.2	305.0	25.14	25.38	1
Coelurosaurichnus	237.0	247.2	305.0	25.14	25.38	1
Chirotherium	237.0	247.2	305.0	25.14	25.38	1
Anchisauripus	237.0	247.2	305.0	25.14	25.38	1
Chirotherium	237.0	247.2	305.0	25.14	25.38	1
Coelurosaurichnus	237.0	247.2	305.0	25.23	25.16	1
Rhynchosauroides	237.0	247.2	305.0	25.12	25.44	1
Rhynchosauroides	237.0	247.2	305.0	25.12	25.44	1
Synaptichnium	237.0	247.2	305.0	25.12	25.44	1
Synaptichnium	237.0	247.2	305.0	25.12	25.44	1
Chirotherium	237.0	247.2	305.0	25.12	25.44	1
Brachychirotherium	237.0	247.2	305.0	25.12	25.44	1
Brachychirotherium	237.0	247.2	305.0	25.12	25.44	1
Isochirotherium	237.0	247.2	305.0	25.12	25.44	1
Isochirotherium	237.0	247.2	305.0	25.12	25.44	1
Rotodactylus	237.0	247.2	305.0	25.12	25.44	1
Chirotherium	237.0	247.2	305.0	25.12	25.44	1
Coelurosaurichnus	237.0	247.2	305.0	25.12	25.44	1
Anchisauripus	237.0	247.2	305.0	25.12	25.44	1
Rhynchosauroides	237.0	247.2	305.0	26.16	23.95	1
Neusticosaurus	237.0	247.2				0
Cymatosaurus	237.0	247.2				0
Omphalosaurus	237.0	247.2	101.0	-39.08	24.35	0
Rhynchosauroides	237.0	247.2	305.0	25.14	25.38	1
Rotodactylus	237.0	247.2	305.0	25.14	25.38	1
Rotodactylus	237.0	247.2	305.0	25.14	25.38	1
Coelurosaurichnus	237.0	247.2	305.0	25.14	25.38	1
Coelurosaurichnus	237.0	247.2	305.0	25.14	25.38	1
Brachychirotherium	237.0	247.2	305.0	25.14	25.38	1
Barracudasaurus	237.0	247.2	611.0	109.25	-6.45	0
Cyamodus	237.0	247.2	305.0	28.69	28.48	0
Cymbospondylus	237.0	247.2	101.0	-39.08	24.35	0
Cymbospondylus	237.0	247.2	101.0	-39.08	24.35	0
Cymbospondylus	237.0	247.2	101.0	-39.08	24.35	0
Phalarodon	237.0	247.2	101.0	-39.08	24.35	0
Tetrasauropus	237.0	247.2	291.0	-28.66	-36.08	1
Coelurosaurichnus	237.0	247.2	305.0	25.14	25.38	1
Rotodactylus	237.0	247.2	305.0	25.14	25.38	1
Anchisauripus	237.0	247.2	305.0	25.14	25.38	1
Brachychirotherium	237.0	247.2	305.0	25.14	25.38	1
Brachychirotherium	237.0	247.2	305.0	25.14	25.38	1
Brachychirotherium	237.0	247.2	305.0	25.14	25.38	1
Isochirotherium	237.0	247.2	305.0	25.23	25.16	1
Chirotherium	237.0	247.2	305.0	25.23	25.16	1
Brachychirotherium	237.0	247.2	305.0	25.23	25.16	1
Brachychirotherium	237.0	247.2	305.0	25.23	25.16	1
Brachychirotherium	237.0	247.2	305.0	25.23	25.16	1
Rotodactylus	237.0	247.2	305.0	25.23	25.16	1
Chirotherium	237.0	247.2	305.0	25.23	25.16	1
Phalangichnus	237.0	247.2	305.0	25.23	25.16	1
Anchisauripus	237.0	247.2	305.0	25.23	25.16	1
Rhynchosauroides	237.0	247.2	305.0	25.23	25.16	1
Anchisauripus	237.0	247.2	305.0	25.14	25.38	1
Anchisauripus	237.0	247.2	305.0	25.14	25.38	1
Chirotherium	237.0	247.2	305.0	25.35	25.23	1
Anchisauripus	237.0	247.2	305.0	25.35	25.23	1
Anchisauripus	237.0	247.2	305.0	25.35	25.23	1
Coelurosaurichnus	237.0	247.2	305.0	25.11	25.41	1
Anchisauripus	237.0	247.2	305.0	25.11	25.41	1
Brachychirotherium	237.0	247.2	305.0	25.11	25.41	1
Rhynchosauroides	237.0	247.2	305.0	25.11	25.41	1
Rhombopholis	237.0	247.2	315.0	19.71	30.02	1
Langeronyx	237.0	247.2	315.0	19.71	30.02	1
Psephosauriscus	237.0	247.2	508.0	38.62	-2.56	0
Psephosauriscus	237.0	247.2	508.0	38.62	-2.56	0
Teratosaurus	237.0	247.2	305.0	28.45	28.38	1
Macrocnemus	237.0	247.2	307.0	33.86	17.52	1
Serpianosaurus	237.0	247.2	307.0	33.9	17.5	0
Macrocnemus	237.0	247.2	307.0	33.9	17.5	1
Serpianosaurus	237.0	247.2	307.0	33.9	17.5	0
Serpianosaurus	237.0	247.2	307.0	33.9	17.5	0
Serpianosaurus	237.0	247.2	307.0	33.9	17.5	0
Chinchenia	237.0	247.2	611.0	109.25	-7.74	0
Pistosaurus	237.0	247.2	307.0	34.73	16.07	0
Mixosaurus	237.0	247.2	101.0	-38.53	24.07	0
Mixosaurus	237.0	247.2	101.0	-38.52	24.25	0
Cyamodus	237.0	247.2	305.0	29.53	29.48	0
Placodus	237.0	247.2	305.0	29.53	29.48	0
Placodus	237.0	247.2	305.0	29.53	29.48	0
Placodus	237.0	247.2	305.0	29.53	29.48	0
Cymbospondylus	237.0	247.2	101.0	-38.84	24.56	0
Nothosaurus	237.0	247.2	508.0	38.88	-2.7	0
Cyamodus	237.0	247.2	307.0	33.9	17.5	0
Paraplacodus	237.0	247.2	307.0	33.9	17.5	0
Mixosaurus	237.0	247.2	307.0	33.9	17.5	0
Nothosaurus	237.0	247.2	307.0	33.9	17.5	0
Tanystropheus	237.0	247.2	307.0	33.9	17.5	1
Hupehsuchus	237.0	247.2	611.0	113.67	-2.72	1
Tanystropheus	237.0	247.2	305.0	28.69	28.48	1
Blezingeria	237.0	247.2	305.0	28.69	28.48	0
Nothosaurus	237.0	247.2	305.0	28.69	28.48	0
Simosaurus	237.0	247.2	305.0	28.69	28.48	0
Nothosaurus	237.0	247.2	305.0	28.69	28.48	0
Tanystropheus	237.0	247.2	305.0	28.69	28.48	1
Placodus	237.0	247.2	305.0	29.53	29.48	0
Nothosaurus	237.0	247.2	308.0	36.93	7.94	0
Placodus	237.0	247.2	305.0	29.53	29.5	0
Contectopalatus	237.0	247.2	307.0	33.28	16.98	0
Mixosaurus	237.0	247.2	307.0	33.28	16.98	0
Tholodus	237.0	247.2	307.0	35.62	10.85	0
Besanosaurus	237.0	247.2	307.0	33.28	16.98	0
Mikadocephalus	237.0	247.2	307.0	33.28	16.98	0
Wimanius	237.0	247.2	307.0	33.28	16.98	0
Brachychirotherium	237.0	247.2	305.0	26.16	23.95	1
