Time	mean_scaled	Mod_R_deltaTMyr_log_scaled
300	0.13531085570841234	-0.9316638660832357
299	-0.19213223263089388	-0.1423597386592283
298	-0.9398304232422372	0.7397363166972613
297	-0.5957931819835485	-0.08954663550078053
296	-0.10757625463591006	0.28437599982476197
295	0.2524450457946126	-0.04103071188692849
294	-1.4380522830761069	1.6112490357851739
293	-1.225558422094538	-0.604302588935936
292	-0.5524003969211408	0.6275420823013275
291	-1.2512702066893215	0.6675873828813393
290	-0.8061269975838758	0.1857019133932196
288	-0.5716772167290223	-0.499256485867746
287	0.4252965763334536	1.0471187983322285
285	-0.8619103872818932	1.3200804858755872
283	-1.6388001387170854	0.7806519527926769
281	-0.5736348259940673	1.1177997191651527
280	-0.3740165945712702	-0.6710794400971283
279	-0.7168292213150312	-0.09335614737349851
277	-1.347950260669599	0.5586541876033397
276	-1.5709358593212057	-0.5528158711349128
275	-0.9206337529742196	0.5906390222365072
274	-0.5868071856160413	-0.12173332346418043
273	-0.4186172218876973	-0.8540961463714923
272	-0.6926443930580384	-0.3326136573075516
271	-1.2157243158576199	0.35806277866784
270	-0.9060769744494858	-0.20205770658307728
269	0.021295445954246085	0.9698052712184494
268	-1.0402408227741675	1.1141537089712314
267	-0.7739529991861605	-0.3632204920783479
266	-1.7192196259628885	0.990222791093005
265	-1.2755595913869848	0.1821364276128878
264	-1.0393485277808223	-0.4912608178989767
263	-0.3092546824495496	0.7142821674194583
262	-1.5449494797623875	1.2764488760560444
261	0.12807049155305847	1.600146620650985
260	-0.6653953549718581	0.803206372336533
259	-0.00476179428004508	0.607478180598682
258	0.14246331910056365	-0.9963229825906247
257	-0.016673171655477353	-0.9132082614670262
256	-0.5583983187478894	0.39548015496535865
255	-1.039392073271287	0.268452105264293
254	-0.8258050188212285	-0.5988206108307813
253	-1.3892424043400364	0.43746240390750657
252	0.709860338289371	1.842526693366699
251	2.0681331579316873	1.3774911320935253
250	2.1536733648400794	-1.576395437357295
249	1.9092488182519394	-0.45474465822474
248	1.8358801052800704	-1.740370777459521
247	1.1952010607846342	0.5747120668793185
246	1.0022109098915075	-0.7071540000082014
245	0.8147716463490362	-0.7383321365569433
244	1.9554463929321844	1.1909689193962516
243	2.066962121384911	-1.2930992715271008
242	0.8400526393768003	1.2688263998737475
241	2.273040717030112	1.4346974548919924
240	1.5281094831347244	0.7357755185578705
239	0.7446132569171925	0.7896982654343278
238	0.5197623641799644	-0.5439164593020697
237	0.4307005149837669	-1.5332945757790903
236	0.3553769434858673	-1.7122787165430862
235	0.26502198542801997	-1.517894943191568
234	0.5238184060534193	-0.39370611535914046
233	0.4906114689205105	-2.5872695337124645
232	1.5684498774080837	1.1304353297498413
231	1.5194935163054322	-2.172579168795901
229	0.4450782055894351	1.1270370603594968
227	0.2763050662846746	-0.8503983204309465
226	-0.7222589217547827	1.0488214347388247
222	-0.8526622672275778	-1.1259427900926857
217	0.039566226292642795	0.9285328882681713
216	-0.16298008646263237	-0.6555227059015618
215	1.3526730267431406	1.494613778038741
214	1.6604194720036594	-0.20863623628149242
213	0.7105299431569175	0.9954347599020444
212	0.47097047710457013	-0.476223215341235
211	0.21049015992509826	-0.386777449357133
210	-0.000908632800222796	-0.609822324723801
209	0.04354135295661074	-2.2757411975995234
208	0.3328979105643304	-0.2744624019555879
207	0.4495759726660838	-1.2447546958379363
206	0.1381788430036888	-0.19603771591924152
205	-0.22613028608534771	-0.02838226509619293
204	0.035532908737365865	-0.38193704011614504
203	0.12415695875650003	-1.5385590599328043
202	-0.4931045403671718	0.5349322393331585
