Time	map_scaled	mat_scaled	wmmcmm_boxcox_scaled
208.5	-0.2924601853946493	0.8789841085669367	0.0013000327175459
227.0	0.2014746870130701	0.973721004881696	-0.0075337586193475
237.0	1.5610408995091238	1.3002438804136032	0.1673161746709397
242.0	1.863182427110217	1.0290320677006592	1.0410282253898238
247.2	-0.6853218197606472	-0.985109238955901	1.3409008020651123
251.2	-0.4457024073272587	-0.3358683643071358	0.1446749739192571
251.902	-0.0157060600717413	-0.1449781421587402	0.5274055572923169
254.14	0.1918313486320705	0.2880023737375192	-0.5626728307983542
259.1	-0.0856278058759459	-0.1757635230065473	-0.3390176513404839
265.1	-1.8385145568697447	-1.7577578548971304	0.5776267510110514
268.8	-1.9482942701861288	-1.93931005477595	1.7549838066351675
272.95	0.7099261738583168	1.4994170932700217	-2.289138651748776
283.5	0.3553488945665652	-0.1091441034110758	-0.3197247676081858
290.1	0.6355313036972414	-0.080674532048217	-0.5044813864470103
293.52	-0.2067086289004765	-0.4407947150097397	-1.532667277139064
