,genus,county,state,occurrence_no,age_max,age_min
1071,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1072,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1073,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1074,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1075,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1076,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1077,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1078,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1079,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1080,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1081,Suminia,Kotelnich,Kirov,992444,264.28,259.51
1089,Galechirus,Victoria West (Ubuntu),Northern Cape,1015065,264.28,259.51
1090,Galechirus,Victoria West (Ubuntu),Northern Cape,1015065,264.28,259.51
1113,Lystrosaurus,,West Bengal,1087534,251.902,248.9
1114,Lystrosaurus,,West Bengal,1087534,251.902,248.9
1115,Lystrosaurus,,West Bengal,1087534,251.902,248.9
1118,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1119,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1120,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1121,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1122,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1123,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1124,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1125,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1126,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1127,Lystrosaurus,,West Bengal,1087544,251.902,248.9
1131,Lystrosaurus,,West Bengal,1087554,251.902,248.9
1132,Lystrosaurus,,West Bengal,1087554,251.902,248.9
1133,Lystrosaurus,,West Bengal,1087554,251.902,248.9
1134,Lystrosaurus,,West Bengal,1087554,251.902,248.9
1153,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1154,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1155,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1156,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1157,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1158,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1159,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1160,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1161,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1162,Xiyukannemeyeria,,Xinjiang,1129613,247.2,237.0
1201,Mandagomphodon,,Ruvuma,1220780,247.2,242.0
1202,Mandagomphodon,,Ruvuma,1220780,247.2,242.0
1253,Oudenodon,Murraysburg,Western Cape,1304579,259.51,251.902
1254,Oudenodon,Murraysburg,Western Cape,1304579,259.51,251.902
1255,Oudenodon,Murraysburg,Western Cape,1304579,259.51,251.902
1256,Oudenodon,Murraysburg,Western Cape,1304579,259.51,251.902
1257,Cyonosaurus,Murraysburg,Western Cape,1304580,259.51,251.902
1258,Cyonosaurus,Murraysburg,Western Cape,1304580,259.51,251.902
1273,Aulacephalodon,Graaff-Reinet,Eastern Cape,1304606,259.51,254.14
1274,Aulacephalodon,Graaff-Reinet,Eastern Cape,1304606,259.51,254.14
1292,Emydops,Victoria West,Northern Cape,1304828,259.51,254.14
1293,Emydops,Victoria West,Northern Cape,1304828,259.51,254.14
1294,Emydops,Victoria West,Northern Cape,1304828,259.51,254.14
1317,Nanictosaurus,Camdeboo,Eastern Cape,1304947,259.51,251.902
1318,Nanictosaurus,Camdeboo,Eastern Cape,1304947,259.51,251.902
1321,Cistecephalus,Camdeboo,Eastern Cape,1305342,259.51,254.14
1322,Cistecephalus,Camdeboo,Eastern Cape,1305342,259.51,254.14
1323,Cistecephalus,Camdeboo,Eastern Cape,1305342,259.51,254.14
1324,Cistecephalus,Camdeboo,Eastern Cape,1305342,259.51,254.14
1348,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1349,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1350,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1351,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1352,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1353,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1354,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1355,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1356,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1357,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1358,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1359,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1360,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1361,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1362,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1363,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1364,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1365,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1366,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1367,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1368,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1369,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1370,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1371,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1372,Cistecephalus,,Eastern Cape,1305470,259.51,254.14
1374,Aulacephalodon,,Eastern Cape,1305472,259.51,254.14
1375,Aulacephalodon,,Eastern Cape,1305472,259.51,254.14
1381,Theriognathus,,Eastern Cape,1305481,259.51,251.902
1382,Theriognathus,,Eastern Cape,1305481,259.51,251.902
1383,Theriognathus,,Eastern Cape,1305481,259.51,251.902
1394,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1395,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1396,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1397,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1398,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1399,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1400,Cistecephalus,Murraysburg,Western Cape,1307762,259.51,254.14
1428,Exaeretodon,Candelaria,Rio Grande do Sul,1308721,237.0,208.5
1429,Exaeretodon,Candelaria,Rio Grande do Sul,1308721,237.0,208.5
1430,Exaeretodon,Candelaria,Rio Grande do Sul,1308721,237.0,208.5
1443,Diictodon,Camdeboo,Eastern Cape,1310103,259.51,251.902
1444,Diictodon,Camdeboo,Eastern Cape,1310103,259.51,251.902
1445,Diictodon,Camdeboo,Eastern Cape,1310103,259.51,251.902
1446,Diictodon,Camdeboo,Eastern Cape,1310103,259.51,251.902
1450,Daptocephalus,Camdeboo,Eastern Cape,1310107,259.51,251.902
1451,Daptocephalus,Camdeboo,Eastern Cape,1310107,259.51,251.902
1452,Daptocephalus,Camdeboo,Eastern Cape,1310107,259.51,251.902
1460,Ictidosuchops,Camdeboo,Eastern Cape,1310199,259.51,251.902
1461,Ictidosuchops,Camdeboo,Eastern Cape,1310199,259.51,251.902
1462,Ictidosuchops,Camdeboo,Eastern Cape,1310199,259.51,251.902
1545,Brachyprosopus,Beaufort West,Western Cape,1314377,264.28,259.51
1546,Brachyprosopus,Beaufort West,Western Cape,1314377,264.28,259.51
1580,Procynosuchus,Camdeboo,Eastern Cape,1316967,259.51,251.902
1581,Procynosuchus,Camdeboo,Eastern Cape,1316967,259.51,251.902
1602,Scylacops,Beaufort West,Western Cape,1317322,259.51,254.14
1603,Scylacops,Beaufort West,Western Cape,1317322,259.51,254.14
1640,Gorgonops,,Western Cape,1317429,264.28,254.14
1641,Gorgonops,,Western Cape,1317429,264.28,254.14
1642,Gorgonops,,Western Cape,1317429,264.28,254.14
1643,Gorgonops,,Western Cape,1317429,264.28,254.14
1644,Gorgonops,,Western Cape,1317429,264.28,254.14
1645,Gorgonops,,Western Cape,1317430,264.28,254.14
1646,Gorgonops,,Western Cape,1317430,264.28,254.14
1647,Gorgonops,,Western Cape,1317430,264.28,254.14
1703,Daptocephalus,Graaff-Reinet,Eastern Cape,1320445,259.51,251.902
1704,Daptocephalus,Graaff-Reinet,Eastern Cape,1320445,259.51,251.902
1705,Daptocephalus,Graaff-Reinet,Eastern Cape,1320445,259.51,251.902
1706,Daptocephalus,Graaff-Reinet,Eastern Cape,1320445,259.51,251.902
1822,Cistecephalus,,Western Cape,1328463,259.51,254.14
1823,Cistecephalus,,Western Cape,1328463,259.51,254.14
1824,Cistecephalus,,Western Cape,1328463,259.51,254.14
1825,Cistecephalus,,Western Cape,1328463,259.51,254.14
1826,Cistecephalus,,Western Cape,1328463,259.51,254.14
1827,Cistecephalus,,Western Cape,1328463,259.51,254.14
1835,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1836,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1837,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1838,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1839,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1840,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1841,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1842,Cistecephalus,,Eastern Cape,1328497,259.51,254.14
1849,Cistecephalus,,Western Cape,1328506,259.51,254.14
1850,Cistecephalus,,Western Cape,1328506,259.51,254.14
1851,Cistecephalus,,Western Cape,1328506,259.51,254.14
1852,Cistecephalus,,Western Cape,1328506,259.51,254.14
1853,Cistecephalus,,Western Cape,1328506,259.51,254.14
1854,Cistecephalus,,Western Cape,1328506,259.51,254.14
1855,Cistecephalus,,Western Cape,1328506,259.51,254.14
1862,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1863,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1864,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1865,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1866,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1867,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1868,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1869,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1870,Cistecephalus,Murraysburg,Western Cape,1328802,259.51,254.14
1897,Cistecephalus,,Western Cape,1328835,259.51,254.14
1898,Cistecephalus,,Western Cape,1328835,259.51,254.14
1899,Cistecephalus,,Western Cape,1328835,259.51,254.14
1900,Cistecephalus,,Western Cape,1328835,259.51,254.14
1901,Cistecephalus,,Western Cape,1328835,259.51,254.14
1902,Cistecephalus,,Western Cape,1328835,259.51,254.14
1903,Aulacephalodon,,Western Cape,1328836,259.51,254.14
1904,Aulacephalodon,,Western Cape,1328836,259.51,254.14
1919,Lycaenops,,Western Cape,1329022,259.51,254.14
1920,Lycaenops,,Western Cape,1329022,259.51,254.14
1921,Cistecephalus,,Western Cape,1329023,259.51,254.14
1922,Cistecephalus,,Western Cape,1329023,259.51,254.14
1923,Cistecephalus,,Western Cape,1329023,259.51,254.14
1924,Cistecephalus,,Western Cape,1329023,259.51,254.14
1925,Cistecephalus,,Western Cape,1329023,259.51,254.14
1946,Leontosaurus,,Western Cape,1329046,259.51,251.902
1947,Leontosaurus,,Western Cape,1329046,259.51,251.902
1956,Rubidgea,Camdeboo,Eastern Cape,1329096,259.51,251.902
1957,Rubidgea,Camdeboo,Eastern Cape,1329096,259.51,251.902
1987,Theriognathus,Graaff-Reinet,Eastern Cape,1332763,259.51,251.902
1988,Theriognathus,Graaff-Reinet,Eastern Cape,1332763,259.51,251.902
1989,Theriognathus,Graaff-Reinet,Eastern Cape,1332763,259.51,251.902
1990,Theriognathus,Graaff-Reinet,Eastern Cape,1332763,259.51,251.902
1996,Theriognathus,,Western Cape,1332781,259.51,251.902
1997,Theriognathus,,Western Cape,1332781,259.51,251.902
1998,Theriognathus,,Western Cape,1332781,259.51,251.902
1999,Theriognathus,,Western Cape,1332781,259.51,251.902
2003,Theriognathus,,Western Cape,1332967,259.51,251.902
2004,Theriognathus,,Western Cape,1332967,259.51,251.902
2022,Microgomphodon,Maletswai,Eastern Cape,1333249,247.2,242.0
2023,Microgomphodon,Maletswai,Eastern Cape,1333249,247.2,242.0
2218,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2219,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2220,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2221,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2222,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2223,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2224,Kawingasaurus,Songea,Ruvuma,1342231,259.51,254.14
2231,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2232,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2233,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2234,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2235,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2236,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2237,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2238,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2239,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2240,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2241,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2242,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2243,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2244,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2245,Cistecephalus,Murraysburg,Western Cape,1342685,259.51,254.14
2279,Ichibengops,,Northern,1358480,259.51,254.14
2280,Ichibengops,,Northern,1358480,259.51,254.14
2281,Endothiodon,,,1358495,259.51,254.14
2282,Endothiodon,,,1358495,259.51,254.14
2296,Odontocyclops,,,1358988,259.51,254.14
2297,Odontocyclops,,,1358988,259.51,254.14
2298,Odontocyclops,,,1358988,259.51,254.14
2299,Odontocyclops,,,1358988,259.51,254.14
2300,Odontocyclops,,,1358988,259.51,254.14
2301,Odontocyclops,,,1358988,259.51,254.14
2302,Odontocyclops,,,1358988,259.51,254.14
2309,Syops,,,1358999,259.51,254.14
2310,Syops,,,1358999,259.51,254.14
2321,Pristerodon,,,1359023,259.51,254.14
2322,Pristerodon,,,1359023,259.51,254.14
2323,Pristerodon,,,1359023,259.51,254.14
2324,Pristerodon,,,1359023,259.51,254.14
2325,Pristerodon,,,1359023,259.51,254.14
2329,Pristerodon,,,1359027,259.51,254.14
2330,Pristerodon,,,1359027,259.51,254.14
2333,Diictodon,,,1359041,259.51,254.14
2334,Diictodon,,,1359041,259.51,254.14
2335,Diictodon,,,1359041,259.51,254.14
2336,Diictodon,,,1359041,259.51,254.14
2347,Kembawacela,,,1363611,259.51,254.14
2348,Kembawacela,,,1363611,259.51,254.14
2349,Kembawacela,,,1363611,259.51,254.14
2355,Oudenodon,,,1363618,259.51,254.14
2356,Oudenodon,,,1363618,259.51,254.14
2357,Oudenodon,,,1363618,259.51,254.14
2358,Oudenodon,,,1363618,259.51,254.14
2359,Oudenodon,,,1363618,259.51,254.14
2360,Oudenodon,,,1363618,259.51,254.14
2361,Oudenodon,,,1363618,259.51,254.14
2368,Platypodosaurus,,,1363625,259.51,254.14
2369,Platypodosaurus,,,1363625,259.51,254.14
2374,Bulbasaurus,,Western Cape,1364360,259.51,254.14
2375,Bulbasaurus,,Western Cape,1364360,259.51,254.14
2389,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2390,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2391,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2392,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2393,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2394,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2395,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2396,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2397,Mesenosaurus,Mezenskii,Arkhangelsk,1374684,273.01,264.28
2399,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2400,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2401,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2402,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2403,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2404,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2405,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2406,Mesenosaurus,Mezenskii,Arkhangelsk,1374689,273.01,264.28
2408,Mesenosaurus,Mezenskii,Arkhangelsk,1374694,273.01,264.28
2409,Mesenosaurus,Mezenskii,Arkhangelsk,1374694,273.01,264.28
2410,Mesenosaurus,Mezenskii,Arkhangelsk,1374694,273.01,264.28
2411,Mesenosaurus,Mezenskii,Arkhangelsk,1374694,273.01,264.28
2412,Mesenosaurus,Mezenskii,Arkhangelsk,1374694,273.01,264.28
2413,Mesenosaurus,Mezenskii,Arkhangelsk,1374694,273.01,264.28
2416,Mesenosaurus,Mezenskii,Arkhangelsk,1374700,273.01,264.28
2417,Mesenosaurus,Mezenskii,Arkhangelsk,1374700,273.01,264.28
2418,Mesenosaurus,Mezenskii,Arkhangelsk,1374700,273.01,264.28
2419,Mesenosaurus,Mezenskii,Arkhangelsk,1374700,273.01,264.28
2420,Mesenosaurus,Mezenskii,Arkhangelsk,1374700,273.01,264.28
2421,Mesenosaurus,Mezenskii,Arkhangelsk,1374702,273.01,264.28
2422,Mesenosaurus,Mezenskii,Arkhangelsk,1374702,273.01,264.28
2423,Mesenosaurus,Mezenskii,Arkhangelsk,1374702,273.01,264.28
2424,Mesenosaurus,Mezenskii,Arkhangelsk,1374704,273.01,264.28
2425,Mesenosaurus,Mezenskii,Arkhangelsk,1374704,273.01,264.28
2451,Suchogorgon,Velikoustyugskii,Vologda,1374934,264.28,259.51
2452,Suchogorgon,Velikoustyugskii,Vologda,1374934,264.28,259.51
2453,Suchogorgon,Velikoustyugskii,Vologda,1374934,264.28,259.51
2454,Suchogorgon,Velikoustyugskii,Vologda,1374934,264.28,259.51
2467,Inostrancevia,Kotlas,Arkhangelsk,1375733,264.28,256.8
2468,Inostrancevia,Kotlas,Arkhangelsk,1375733,264.28,256.8
2469,Inostrancevia,Kotlas,Arkhangelsk,1375733,264.28,256.8
2495,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2496,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2497,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2498,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2499,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2500,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2501,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2502,Estemmenosuchus,Ocher,Perm,1381536,266.9,264.28
2515,Nikkasaurus,Mezenskii,Arkhangelsk,1381595,273.01,264.28
2516,Nikkasaurus,Mezenskii,Arkhangelsk,1381595,273.01,264.28
2531,Viatkosuchus,Kotelnich,Kirov,1381733,264.28,259.51
2532,Viatkosuchus,Kotelnich,Kirov,1381733,264.28,259.51
2570,Pristerodon,,Western Cape,1384905,259.51,254.14
2571,Pristerodon,,Western Cape,1384905,259.51,254.14
2572,Pristerodon,,Western Cape,1384905,259.51,254.14
2583,Mesenosaurus,Leshukonskii,Arkhangelsk,1385575,273.01,264.28
2584,Mesenosaurus,Leshukonskii,Arkhangelsk,1385575,273.01,264.28
2585,Mesenosaurus,Leshukonskii,Arkhangelsk,1385575,273.01,264.28
2586,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2587,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2588,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2589,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2590,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2591,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2592,Mesenosaurus,Leshukonskoe,Arkhangelsk,1385579,273.01,264.28
2605,Microwhaitsia,,Western Cape,1386963,259.51,254.14
2606,Microwhaitsia,,Western Cape,1386963,259.51,254.14
2610,Diictodon,,Northern Cape,1386981,259.51,254.14
2611,Diictodon,,Northern Cape,1386981,259.51,254.14
2612,Diictodon,,Northern Cape,1386981,259.51,254.14
2613,Cistecephalus,,Northern Cape,1386982,259.51,254.14
2614,Cistecephalus,,Northern Cape,1386982,259.51,254.14
2615,Cistecephalus,,Northern Cape,1386982,259.51,254.14
2616,Cistecephalus,,Northern Cape,1386982,259.51,254.14
2617,Cistecephalus,,Northern Cape,1386982,259.51,254.14
2618,Cistecephalus,,Northern Cape,1386982,259.51,254.14
2619,Oudenodon,,Northern Cape,1386983,259.51,254.14
2620,Oudenodon,,Northern Cape,1386983,259.51,254.14
2623,Procynosuchus,,Northern Cape,1386987,259.51,254.14
2624,Procynosuchus,,Northern Cape,1386987,259.51,254.14
2625,Silphoictidoides,Songea,Ruvuma,1387034,259.51,254.14
2626,Silphoictidoides,Songea,Ruvuma,1387034,259.51,254.14
2628,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2629,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2630,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2631,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2632,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2633,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2634,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2635,Cistecephalus,Songea,Ruvuma,1387197,259.51,254.14
2636,Rhachiocephalus,Songea,Ruvuma,1387198,259.51,254.14
2637,Rhachiocephalus,Songea,Ruvuma,1387198,259.51,254.14
2638,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2639,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2640,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2641,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2642,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2643,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2644,Platypodosaurus,Songea,Ruvuma,1387199,259.51,254.14
2651,Arctognathus,Songea,Ruvuma,1387414,259.51,254.14
2652,Arctognathus,Songea,Ruvuma,1387414,259.51,254.14
2655,Arctognathus,Songea,Ruvuma,1387417,259.51,254.14
2656,Arctognathus,Songea,Ruvuma,1387417,259.51,254.14
2657,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2658,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2659,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2660,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2661,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2662,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2663,Theriognathus,Songea,Ruvuma,1387418,259.51,254.14
2664,Theriognathus,Songea,Ruvuma,1387419,259.51,254.14
2665,Theriognathus,Songea,Ruvuma,1387419,259.51,254.14
2667,Lycaenops,,,1387422,259.51,254.14
2668,Lycaenops,,,1387422,259.51,254.14
2682,Cynognathus,Songea,Ruvuma,1397640,247.2,242.0
2683,Cynognathus,Songea,Ruvuma,1397640,247.2,242.0
2702,Ascendonanus,,,1406787,293.52,283.5
2703,Ascendonanus,,,1406787,293.52,283.5
2704,Ascendonanus,,,1406787,293.52,283.5
2705,Ascendonanus,,,1406787,293.52,283.5
2706,Ascendonanus,,,1406787,293.52,283.5
2888,Moschops,,Western Cape,1428525,264.28,259.51
2889,Moschops,,Western Cape,1428525,264.28,259.51
2890,Moschops,,Western Cape,1428525,264.28,259.51
2891,Moschops,,Western Cape,1428525,264.28,259.51
2892,Moschops,,Western Cape,1428525,264.28,259.51
2893,Moschops,,Western Cape,1428525,264.28,259.51
2894,Moschops,,Western Cape,1428525,264.28,259.51
2895,Moschops,,Western Cape,1428525,264.28,259.51
2896,Moschops,,Western Cape,1428525,264.28,259.51
2897,Moschops,,Western Cape,1428525,264.28,259.51
2898,Moschops,,Western Cape,1428525,264.28,259.51
2899,Moschops,,Western Cape,1428525,264.28,259.51
3044,Pentasauropus,,Mendoza,1558904,242.0,237.0
3045,Pentasauropus,,Mendoza,1558904,242.0,237.0
3102,Gorgonops,Gwembe,Southern,1651605,259.51,251.902
3103,Gorgonops,Gwembe,Southern,1651605,259.51,251.902
