,id,occurrence_no,genus,Locality,county_original,state,cc
783,2639,895293,Protuberum,Novo Cabrais,Novo Cabrais,Rio Grande do Sul,BR
784,2638,895296,Protuberum,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
785,2637,895297,Massetognathus,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
786,2636,895298,Chiniquodon,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
787,2635,895299,Dinodontosaurus,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
788,2634,895943,Stahleckeria,Rio Grande do Sul,,Rio Grande do Sul,BR
789,2633,895946,Stahleckeria,Rio Grande do Sul,,Rio Grande do Sul,BR
790,2632,896004,Dicynodon,Rio Grande do Sul,,Rio Grande do Sul,BR
791,2631,896010,Gondwanadon,Shadol,Shadol,Madhya Pradesh,IN
792,2630,896143,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
793,2629,896149,Traversodon,Rio Grande do Sul,,Rio Grande do Sul,BR
794,2628,896158,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
795,2627,896160,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
796,2626,896161,Traversodon,Rio Grande do Sul,,Rio Grande do Sul,BR
797,2625,896162,Exaeretodon,Rio Grande do Sul,,Rio Grande do Sul,BR
798,2624,896166,Nanogomphodon,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
799,2623,896173,Microconodon,Chatham,Chatham,North Carolina,US
800,2622,896174,Dromatherium,Chatham,Chatham,North Carolina,US
801,2621,896180,Kombuisia,,,,AA
802,2620,896181,Kombuisia,,,,AA
803,2619,896216,Dolichuranus,,,,ZM
804,2618,896217,Diademodon,,,,ZM
805,2617,896219,Trirachodon,Eastern,,Eastern,ZM
806,2614,896220,Luangwa,Eastern,,Eastern,ZM
807,2615,896220,Luangwa,Eastern,,Eastern,ZM
808,2616,896220,Luangwa,Eastern,,Eastern,ZM
809,2613,896221,Sangusaurus,Eastern,,Eastern,ZM
810,2612,896225,Kannemeyeria,,,,ZM
811,2611,896241,Zambiasaurus,Eastern,,Eastern,ZM
812,2610,896297,Kannemeyeria,,,,
813,2609,896299,Dolichuranus,,,,
814,2608,896302,Dolichuranus,,,,
815,2607,896303,Microgomphodon,,,,
816,2606,896304,Cynognathus,,,,
817,2605,896305,Diademodon,,,,
818,2604,896306,Titanogomphodon,,,,
819,2603,896313,Trirachodon,,,,
820,2596,896364,Dolichuranus,,,,
821,2597,896364,Dolichuranus,,,,
822,2598,896364,Dolichuranus,,,,
823,2599,896364,Dolichuranus,,,,
824,2600,896364,Dolichuranus,,,,
825,2601,896364,Dolichuranus,,,,
826,2602,896364,Dolichuranus,,,,
827,2595,896671,Aleodon,,,,
828,2594,896672,Kannemeyeria,,,,
829,2593,896673,Chiniquodon,,,,
830,2592,896674,Luangwa,,,,
831,2591,897131,Boreogomphodon,Chatham,Chatham,North Carolina,US
832,2590,897132,Microconodon,Chatham,Chatham,North Carolina,US
833,2587,897136,Luangwa,,,,
834,2588,897136,Luangwa,,,,
835,2589,897136,Luangwa,,,,
836,2586,897137,Diademodon,,,,
837,2585,897143,Diademodon,,,,
838,2584,897149,Cynognathus,,,,
839,2583,897150,Cynognathus,,,,
840,2582,897913,Bauria,Eastern Cape,,Eastern Cape,ZA
841,2581,900033,Chiniquodon,Toliara,,Toliara,MG
842,2580,900034,Dadadon,Toliara,,Toliara,MG
843,2579,902066,Parakannemeyeria,Shanxi,,Shanxi,CN
844,2577,902402,Shansiodon,Shanxi,,Shanxi,CN
845,2578,902402,Shansiodon,Shanxi,,Shanxi,CN
846,2576,902403,Sinognathus,Shanxi,,Shanxi,CN
847,2575,902404,Sinokannemeyeria,Shanxi,,Shanxi,CN
848,2574,902405,Parakannemeyeria,Shanxi,,Shanxi,CN
849,2573,902406,Shansiodon,Shanxi,,Shanxi,CN
850,2572,902408,Parakannemeyeria,Shanxi,,Shanxi,CN
851,2571,902409,Sinokannemeyeria,Yushe,Yushe,Shanxi,CN
852,2570,902410,Shansiodon,Yushe,Yushe,Shanxi,CN
853,2569,902411,Parakannemeyeria,Shanxi,,Shanxi,CN
854,2568,902412,Parakannemeyeria,Shanxi,,Shanxi,CN
855,2567,902413,Parakannemeyeria,Shanxi,,Shanxi,CN
856,2566,902416,Parakannemeyeria,Shanxi,,Shanxi,CN
857,2565,902419,Shansiodon,Shanxi,,Shanxi,CN
858,2564,902420,Sinokannemeyeria,Shanxi,,Shanxi,CN
859,2563,906216,Andescynodon,Mendoza,,Mendoza,AR
860,2562,906217,Andescynodon,Mendoza,,Mendoza,AR
861,2561,906797,Bauria,Eastern Cape,,Eastern Cape,ZA
862,2560,906799,Bauria,Eastern Cape,,Eastern Cape,ZA
863,2559,906802,Bauria,Eastern Cape,,Eastern Cape,ZA
864,2558,906808,Bauria,Eastern Cape,,Eastern Cape,ZA
865,2557,906809,Diademodon,Eastern Cape,,Eastern Cape,ZA
866,2556,906810,Bauria,Eastern Cape,,Eastern Cape,ZA
867,2555,907014,Chaliminia,La Rioja,,La Rioja,AR
868,2552,907133,Brasilodon,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
869,2553,907133,Brasilodon,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
870,2554,907133,Brasilodon,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
871,2546,907152,Brasilitherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
872,2547,907152,Brasilitherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
873,2548,907152,Brasilitherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
874,2549,907152,Brasilitherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
875,2550,907152,Brasilitherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
876,2551,907152,Brasilitherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
877,2539,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
878,2540,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
879,2541,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
880,2542,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
881,2543,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
882,2544,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
883,2545,907153,Riograndia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
884,2538,920916,Rechnisaurus,Andhra Pradesh,,Andhra Pradesh,IN
885,2537,920917,Wadiasaurus,Andhra Pradesh,,Andhra Pradesh,IN
886,2536,920919,Acratophorus,Mendoza,,Mendoza,AR
887,2535,920920,Cynognathus,Mendoza,,Mendoza,AR
888,2532,920921,Vinceria,Mendoza,,Mendoza,AR
889,2533,920921,Vinceria,Mendoza,,Mendoza,AR
890,2534,920921,Vinceria,Mendoza,,Mendoza,AR
891,2531,920923,Cromptodon,Mendoza,,Mendoza,AR
892,2530,920925,Acratophorus,Mendoza,,Mendoza,AR
893,2529,921143,Tikitherium,Shahdol,Shahdol,Madhya Pradesh,IN
894,2525,921144,Cricodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
895,2526,921144,Cricodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
896,2527,921144,Cricodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
897,2528,921144,Cricodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
898,2524,921145,Diademodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
899,2523,921146,Cynognathus,Sterkstroom,Sterkstroom,Eastern Cape,ZA
900,2522,921148,Diademodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
901,2521,921149,Cricodon,Sterkstroom,Sterkstroom,Eastern Cape,ZA
902,2520,921150,Cynognathus,Eastern Cape,,Eastern Cape,ZA
903,2519,921151,Cynognathus,Eastern Cape,,Eastern Cape,ZA
904,2518,921152,Cynognathus,Eastern Cape,,Eastern Cape,ZA
905,2517,921153,Cynognathus,Eastern Cape,,Eastern Cape,ZA
906,2516,921154,Bolotridon,Eastern Cape,,Eastern Cape,ZA
907,2515,921155,Cynognathus,,,,AA
908,2514,921157,Diademodon,,,,AA
909,2513,921160,Cricodon,Iringa,,Iringa,TZ
910,2512,921161,Scalenodon,Ruvuma,,Ruvuma,TZ
911,2511,921166,Aleodon,Ruvuma,,Ruvuma,TZ
912,2510,921168,Scalenodon,Ruvuma,,Ruvuma,TZ
913,2509,921172,Diademodon,Eastern Cape,,Eastern Cape,ZA
914,2508,921173,Chiniquodon,San Juan,,San Juan,AR
915,2507,922058,Dinodontosaurus,Rio Grande do Sul,,Rio Grande do Sul,BR
916,2506,922059,Dinodontosaurus,Rio Grande do Sul,,Rio Grande do Sul,BR
917,2505,922060,Dinodontosaurus,Rio Grande do Sul,,Rio Grande do Sul,BR
918,2504,922061,Dinodontosaurus,Rio Grande do Sul,,Rio Grande do Sul,BR
919,2503,922130,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
920,2501,922131,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
921,2502,922131,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
922,2500,922132,Irajatherium,Rio Grande do Sul,,Rio Grande do Sul,BR
923,2499,922133,Dinodontosaurus,La Rioja,,La Rioja,AR
924,2498,922154,Dinodontosaurus,La Rioja,,La Rioja,AR
925,2497,922155,Jachaleria,La Rioja,,La Rioja,AR
926,2495,922660,Myosaurus,,,,AA
927,2496,922660,Myosaurus,,,,AA
928,2485,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
929,2486,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
930,2487,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
931,2488,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
932,2489,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
933,2490,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
934,2491,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
935,2492,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
936,2493,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
937,2494,922661,Myosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
938,2483,922662,Platycraniellus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
939,2484,922662,Platycraniellus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
940,2482,922667,Lystrosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
941,2481,922668,Lystrosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
942,2480,922669,Lystrosaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
943,2479,922670,Ericiolacerta,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
944,2478,922671,Scaloposaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
945,2477,922672,Galesaurus,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
946,2476,922674,Moschorhinus,Free State,,Free State,ZA
947,2475,922677,Lystrosaurus,Free State,,Free State,ZA
948,2474,922678,Lystrosaurus,Free State,,Free State,ZA
949,2473,922680,Thrinaxodon,Free State,,Free State,ZA
950,2472,922681,Moschorhinus,Uthukela,Uthukela,Kwazulu-Natal,ZA
951,2471,922682,Lystrosaurus,Uthukela,Uthukela,Kwazulu-Natal,ZA
952,2470,922683,Lystrosaurus,Uthukela,Uthukela,Kwazulu-Natal,ZA
953,2469,922684,Lystrosaurus,Uthukela,Uthukela,Kwazulu-Natal,ZA
954,2468,922686,Dinodontosaurus,Bom Retiro do Sul,Bom Retiro do Sul,Rio Grande do Sul,BR
955,2467,922698,Lystrosaurus,Drakensburg,Drakensburg,Eastern Cape,ZA
956,2466,922699,Lystrosaurus,Drakensburg,Drakensburg,Eastern Cape,ZA
957,2465,922700,Lystrosaurus,Drakensburg,Drakensburg,Eastern Cape,ZA
958,2464,922702,Lystrosaurus,Free State,,Free State,ZA
959,2463,922703,Lystrosaurus,Free State,,Free State,ZA
960,2459,922704,Thrinaxodon,Free State,,Free State,ZA
961,2460,922704,Thrinaxodon,Free State,,Free State,ZA
962,2461,922704,Thrinaxodon,Free State,,Free State,ZA
963,2462,922704,Thrinaxodon,Free State,,Free State,ZA
964,2458,922707,Lystrosaurus,Bergville,Bergville,KwaZulu-Natal,ZA
965,2457,922708,Lystrosaurus,Bergville,Bergville,KwaZulu-Natal,ZA
966,2456,922709,Lystrosaurus,Bergville,Bergville,KwaZulu-Natal,ZA
967,2455,922710,Moschorhinus,Bergville,Bergville,KwaZulu-Natal,ZA
968,2454,922711,Lystrosaurus,Kopanong,Kopanong,Free State,ZA
969,2453,922712,Lystrosaurus,Kopanong,Kopanong,Free State,ZA
970,2452,922713,Lystrosaurus,Kopanong,Kopanong,Free State,ZA
971,2451,922714,Lystrosaurus,Kopanong,Kopanong,Free State,ZA
972,2450,922715,Galesaurus,Kopanong,Kopanong,Free State,ZA
973,2449,922717,Lystrosaurus,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
974,2448,922718,Lystrosaurus,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
975,2447,922719,Lystrosaurus,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
976,2446,922720,Regisaurus,Eastern Cape,,Eastern Cape,ZA
977,2445,922722,Lystrosaurus,Eastern Cape,,Eastern Cape,ZA
978,2444,922723,Lystrosaurus,Eastern Cape,,Eastern Cape,ZA
979,2443,922724,Lystrosaurus,Eastern Cape,,Eastern Cape,ZA
980,2442,922725,Lystrosaurus,Eastern Cape,,Eastern Cape,ZA
981,2441,922726,Olivierosuchus,Eastern Cape,,Eastern Cape,ZA
982,2440,922727,Scaloposaurus,Eastern Cape,,Eastern Cape,ZA
983,2439,922728,Galesaurus,Eastern Cape,,Eastern Cape,ZA
984,2438,922729,Thrinaxodon,Eastern Cape,,Eastern Cape,ZA
985,2433,923079,Riograndia,Rio Grande do Sul,,Rio Grande do Sul,BR
986,2434,923079,Riograndia,Rio Grande do Sul,,Rio Grande do Sul,BR
987,2435,923079,Riograndia,Rio Grande do Sul,,Rio Grande do Sul,BR
988,2436,923079,Riograndia,Rio Grande do Sul,,Rio Grande do Sul,BR
989,2437,923079,Riograndia,Rio Grande do Sul,,Rio Grande do Sul,BR
990,2432,923084,Chaliminia,General Lavalle,General Lavalle,La Rioja,AR
991,2431,923099,Jachaleria,San Juan,,San Juan,AR
992,2430,923100,Angonisaurus,Ruvuma,,Ruvuma,TZ
993,2428,923120,Haramiyavia,East Greenland,,East Greenland,GL
994,2429,923120,Haramiyavia,East Greenland,,East Greenland,GL
995,2427,923198,Tetracynodon,Noupoort,Noupoort,Northern Cape,ZA
996,2426,923199,Lystrosaurus,Noupoort,Noupoort,Northern Cape,ZA
997,2425,923200,Lystrosaurus,Noupoort,Noupoort,Northern Cape,ZA
998,2424,923777,Kannemeyeria,Eastern Cape,,Eastern Cape,ZA
999,2423,923778,Bauria,Eastern Cape,,Eastern Cape,ZA
1000,2422,923779,Trirachodon,Eastern Cape,,Eastern Cape,ZA
1001,2420,923780,Kombuisia,Eastern Cape,,Eastern Cape,ZA
1002,2421,923780,Kombuisia,Eastern Cape,,Eastern Cape,ZA
1003,2419,923781,Kannemeyeria,Eastern Cape,,Eastern Cape,ZA
1004,2418,923782,Microgomphodon,Eastern Cape,,Eastern Cape,ZA
1005,2417,923783,Cynognathus,Eastern Cape,,Eastern Cape,ZA
1006,2416,923784,Diademodon,Eastern Cape,,Eastern Cape,ZA
1007,2415,923786,Kannemeyeria,Eastern Cape,,Eastern Cape,ZA
1008,2414,923787,Cynognathus,Eastern Cape,,Eastern Cape,ZA
1009,2412,923797,Scalenodontoides,Mohale's Hoek,,Mohale's Hoek,LS
1010,2413,923797,Scalenodontoides,Mohale's Hoek,,Mohale's Hoek,LS
1011,2409,923799,Scalenodontoides,Sterkstroom,Sterkstroom,Eastern Cape,ZA
1012,2410,923799,Scalenodontoides,Sterkstroom,Sterkstroom,Eastern Cape,ZA
1013,2411,923799,Scalenodontoides,Sterkstroom,Sterkstroom,Eastern Cape,ZA
1014,2408,924723,Chiniquodon,Rio Grande do Sul,,Rio Grande do Sul,BR
1015,2404,924731,Jachaleria,Rio Grande do Sul,,Rio Grande do Sul,BR
1016,2405,924731,Jachaleria,Rio Grande do Sul,,Rio Grande do Sul,BR
1017,2406,924731,Jachaleria,Rio Grande do Sul,,Rio Grande do Sul,BR
1018,2407,924731,Jachaleria,Rio Grande do Sul,,Rio Grande do Sul,BR
1019,2403,924733,Riograndia,Rio Grande do Sul,,Rio Grande do Sul,BR
1020,2402,930803,Luangwa,Rio Grande do Sul,,Rio Grande do Sul,BR
1021,2401,930808,Brasilitherium,Rio Grande do Sul,,Rio Grande do Sul,BR
1022,2400,930810,Irajatherium,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1023,2399,930811,Minicynodon,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1024,2398,931101,Tiarajudens,Sao Gabriel,Sao Gabriel,Rio Grande do Sul,BR
1025,2397,931102,Mitredon,East Greenland,,East Greenland,GL
1026,2396,931126,Scalenodontoides,Leribe,,Leribe,LS
1027,2395,934036,Boreogomphodon,Chatham,Chatham,North Carolina,US
1028,2394,945307,Cryptovenator,Kusel,Kusel,Rhineland-Palatinate,DE
1029,2393,959272,Lystrosaurus,Xinjiang,,Xinjiang,CN
1030,2392,961539,Rewaconodon,Shahdol,Shahdol,Madhya Pradesh,IN
1031,2391,965831,Moghreberia,Marrakech,,Marrakech,MA
1032,2390,966757,Pseudotriconodon,Gaume,,Gaume,BE
1033,2389,966758,Gaumia,Gaume,,Gaume,BE
1034,2388,966759,Gaumia,Gaume,,Gaume,BE
1035,2387,966760,Lepagia,Gaume,,Gaume,BE
1036,2386,966763,Brachyzostrodon,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1037,2385,966764,Brachyzostrodon,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1038,2384,966765,Brachyzostrodon,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1039,2383,966766,Microscalenodon,Gaume,,Gaume,BE
1040,2382,968514,Emydops,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
1041,2381,968981,Ianthodon,Anderson,Anderson,Kansas,US
1042,2380,969252,Pelanomodon,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
1043,2379,970672,Madysaurus,Batken,,Batken,KG
1044,2378,976212,Pristerodon,Murraysburg,Murraysburg,Western Cape,ZA
1045,2377,976213,Pristerodon,Murraysburg,Murraysburg,Western Cape,ZA
1046,2376,980037,Lystrosaurus,Stormberg,Stormberg,Eastern Cape,ZA
1047,2375,980038,Lystrosaurus,Stormberg,Stormberg,Eastern Cape,ZA
1048,2374,980056,Lystrosaurus,Free State,,Free State,ZA
1049,2373,980057,Lystrosaurus,Free State,,Free State,ZA
1050,2372,980058,Lystrosaurus,Free State,,Free State,ZA
1051,2371,980059,Lystrosaurus,Free State,,Free State,ZA
1052,2370,980062,Lystrosaurus,Eastern Cape,,Eastern Cape,ZA
1053,2369,980063,Lystrosaurus,Eastern Cape,,Eastern Cape,ZA
1054,2368,980070,Lystrosaurus,West Bengal,,West Bengal,IN
1055,2367,980075,Lystrosaurus,West Bengal,,West Bengal,IN
1056,2366,983910,Candelariodon,Candelaria,Candelaria,Rio Grande do Sul,BR
1057,2365,983911,Massetognathus,Candelaria,Candelaria,Rio Grande do Sul,BR
1058,2364,986757,Bauria,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1059,2362,986759,Kannemeyeria,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1060,2363,986759,Kannemeyeria,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1061,2361,986760,Cynognathus,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1062,2360,986761,Diademodon,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1063,2359,986762,Trirachodon,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1064,2357,992442,Australobarbarus,Kotelnichskii,Kotelnichskii,Kirov,RU
1065,2358,992442,Australobarbarus,Kotelnichskii,Kotelnichskii,Kirov,RU
1066,2356,992443,Australobarbarus,Kotelnichskii,Kotelnichskii,Kirov,RU
1067,2341,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1068,2342,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1069,2343,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1070,2344,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1071,2345,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1072,2346,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1073,2347,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1074,2348,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1075,2349,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1076,2350,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1077,2351,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1078,2352,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1079,2353,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1080,2354,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1081,2355,992444,Suminia,Kotelnich,Kotelnich,Kirov,RU
1082,2340,994651,Delectosaurus,Slobodskoi,Slobodskoi,Kirov,RU
1083,2339,994654,Vivaxosaurus,Slobodskoi,Slobodskoi,Kirov,RU
1084,2338,1000568,Thomasia,Somerset,Somerset,England,UK
1085,2337,1000597,Thomasia,Somerset,Somerset,England,UK
1086,2336,1000598,Thomasia,Somerset,Somerset,England,UK
1087,2335,1000599,Thomasia,Baden-Wurttemberg,,Baden-Wurttemberg,DE
1088,2334,1000600,Thomasia,Somerset,Somerset,England,UK
1089,2332,1015065,Galechirus,Victoria West (Ubuntu),Victoria West (Ubuntu),Northern Cape,ZA
1090,2333,1015065,Galechirus,Victoria West (Ubuntu),Victoria West (Ubuntu),Northern Cape,ZA
1091,2331,1016625,Tambacarnifex,Gotha,Gotha,Thuringia,DE
1092,2330,1020533,Kuehneotherium,Somerset,Somerset,England,UK
1093,2329,1061295,Woutersia,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1094,2328,1061296,Woutersia,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1095,2327,1063536,Thomasia,Gaume,,Gaume,BE
1096,2326,1063537,Thomasia,Tubingen,Tubingen,Baden-Wurttemberg,DE
1097,2325,1063538,Thomasia,Tubingen,Tubingen,Baden-Wurttemberg,DE
1098,2324,1071624,Exaeretodon,Agudo,Agudo,Rio Grande do Sul,BR
1099,2323,1081099,Procynosuchus,Songea,Songea,Ruvuma,TZ
1100,2322,1081100,Theriognathus,Songea,Songea,Ruvuma,TZ
1101,2321,1081101,Dicynodon,Songea,Songea,Ruvuma,TZ
1102,2320,1081115,Platypodosaurus,Songea,Songea,Ruvuma,TZ
1103,2319,1081116,Dicynodontoides,Songea,Songea,Ruvuma,TZ
1104,2318,1081117,Endothiodon,Songea,Songea,Ruvuma,TZ
1105,2317,1081118,Rhachiocephalus,Songea,Songea,Ruvuma,TZ
1106,2316,1087527,Lystrosaurus,West Bengal,,West Bengal,IN
1107,2315,1087528,Lystrosaurus,West Bengal,,West Bengal,IN
1108,2314,1087529,Lystrosaurus,West Bengal,,West Bengal,IN
1109,2313,1087530,Lystrosaurus,West Bengal,,West Bengal,IN
1110,2312,1087531,Lystrosaurus,West Bengal,,West Bengal,IN
1111,2311,1087532,Lystrosaurus,West Bengal,,West Bengal,IN
1112,2310,1087533,Lystrosaurus,West Bengal,,West Bengal,IN
1113,2307,1087534,Lystrosaurus,West Bengal,,West Bengal,IN
1114,2308,1087534,Lystrosaurus,West Bengal,,West Bengal,IN
1115,2309,1087534,Lystrosaurus,West Bengal,,West Bengal,IN
1116,2306,1087535,Lystrosaurus,West Bengal,,West Bengal,IN
1117,2305,1087543,Lystrosaurus,West Bengal,,West Bengal,IN
1118,2295,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1119,2296,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1120,2297,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1121,2298,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1122,2299,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1123,2300,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1124,2301,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1125,2302,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1126,2303,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1127,2304,1087544,Lystrosaurus,West Bengal,,West Bengal,IN
1128,2294,1087545,Lystrosaurus,West Bengal,,West Bengal,IN
1129,2293,1087546,Lystrosaurus,West Bengal,,West Bengal,IN
1130,2292,1087553,Lystrosaurus,West Bengal,,West Bengal,IN
1131,2288,1087554,Lystrosaurus,West Bengal,,West Bengal,IN
1132,2289,1087554,Lystrosaurus,West Bengal,,West Bengal,IN
1133,2290,1087554,Lystrosaurus,West Bengal,,West Bengal,IN
1134,2291,1087554,Lystrosaurus,West Bengal,,West Bengal,IN
1135,2287,1087563,Panchetocynodon,West Bengal,,West Bengal,IN
1136,2286,1089128,Scalenodon,Ruvuma,,Ruvuma,TZ
1137,2285,1091172,Lupeosaurus,Archer,Archer,Texas,US
1138,2284,1091175,Dimetrodon,Baylor,Baylor,Texas,US
1139,2283,1099935,Thomasia,Tubingen,Tubingen,Baden-Wurttemberg,DE
1140,2282,1099936,Oligokyphus,Tubingen,Tubingen,Baden-Wurttemberg,DE
1141,2281,1099937,Oligokyphus,Tubingen,Tubingen,Baden-Wurttemberg,DE
1142,2280,1104077,Eoraetia,Sachsen-Anhalt,,Sachsen-Anhalt,DE
1143,2279,1127578,Silphedosuchus,Ilekskii,Ilekskii,Orenburg,RU
1144,2278,1127596,Scalopognathus,Usinsk,Usinsk,Komi,RU
1145,2277,1127600,Antecosuchus,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
1146,2276,1127602,Urumchia,Xinjiang,,Xinjiang,CN
1147,2275,1127724,Yikezhaogia,Zhuengeerqi,Zhuengeerqi,Nei Mongol,CN
1148,2274,1129488,Beishanodon,Gansu,,Gansu,CN
1149,2273,1129494,Traversodontoides,Henan,,Henan,CN
1150,2272,1129496,Ordosiodon,Baode,Baode,Shanxi,CN
1151,2271,1129543,Ordosiodon,Zhuengeerqi,Zhuengeerqi,Nei Mongol,CN
1152,2270,1129555,Hazhenia,Fugu,Fugu,Shaanxi,CN
1153,2260,1129613,Xiyukannemeyeria,Xinjiang,,Xinjiang,CN
1154,2261,1129613,Xiyukannemeyeria,Xinjiang,,Xinjiang,CN
1155,2262,1129613,Xiyukannemeyeria,Xinjiang,,Xinjiang,CN
1156,2263,1129613,Xiyukannemeyeria,Xinjiang,,Xinjiang,CN
