id	Species	min_age	max_age	Status
3103	Ophiacodon	273.01	286.1	extant
3102	Dimetrodon	273.01	286.1	extant
3101	Dimetrodon	273.01	286.1	extant
3100	Edaphosaurus	273.01	286.1	extant
3098	Mycterosaurus	273.01	290.1	extant
3099	Mycterosaurus	273.01	290.1	extant
3083	Cotylorhynchus	266.9	283.5	extant
3084	Cotylorhynchus	266.9	283.5	extant
3085	Cotylorhynchus	266.9	283.5	extant
3086	Cotylorhynchus	266.9	283.5	extant
3087	Cotylorhynchus	266.9	283.5	extant
3088	Cotylorhynchus	266.9	283.5	extant
3089	Cotylorhynchus	266.9	283.5	extant
3090	Cotylorhynchus	266.9	283.5	extant
3091	Cotylorhynchus	266.9	283.5	extant
3092	Cotylorhynchus	266.9	283.5	extant
3093	Cotylorhynchus	266.9	283.5	extant
3094	Cotylorhynchus	266.9	283.5	extant
3095	Cotylorhynchus	266.9	283.5	extant
3096	Cotylorhynchus	266.9	283.5	extant
3097	Cotylorhynchus	266.9	283.5	extant
3081	Gorgodon	266.9	283.5	extant
3082	Gorgodon	266.9	283.5	extant
3079	Knoxosaurus	266.9	283.5	extant
3080	Knoxosaurus	266.9	283.5	extant
3078	Cotylorhynchus	266.9	283.5	extant
3077	Caseopsis	266.9	283.5	extant
3075	Angelosaurus	266.9	283.5	extant
3076	Angelosaurus	266.9	283.5	extant
3074	Tappenosaurus	266.9	283.5	extant
3072	Caseoides	266.9	283.5	extant
3073	Caseoides	266.9	283.5	extant
3071	Cotylorhynchus	266.9	283.5	extant
3067	Cotylorhynchus	266.9	283.5	extant
3068	Cotylorhynchus	266.9	283.5	extant
3069	Cotylorhynchus	266.9	283.5	extant
3070	Cotylorhynchus	266.9	283.5	extant
3066	Dimetrodon	266.9	283.5	extant
3065	Caseopsis	266.9	283.5	extant
3061	Cotylorhynchus	266.9	283.5	extant
3062	Cotylorhynchus	266.9	283.5	extant
3063	Cotylorhynchus	266.9	283.5	extant
3064	Cotylorhynchus	266.9	283.5	extant
3060	Baldwinonus	298.9	303.7	extant
3059	Ruthiromia	298.9	303.7	extant
3058	Aerosaurus	298.9	303.7	extant
3057	Nitosaurus	298.9	303.7	extant
3056	Angelosaurus	266.9	283.5	extant
3055	Dimetrodon	286.1	298.9	extant
3054	Mastersonia	266.9	283.5	extant
3053	Dimetrodon	266.9	283.5	extant
3050	Cotylorhynchus	266.9	283.5	extant
3051	Cotylorhynchus	266.9	283.5	extant
3052	Cotylorhynchus	266.9	283.5	extant
3049	Dimetrodon	283.5	290.1	extant
3047	Cotylorhynchus	266.9	283.5	extant
3048	Cotylorhynchus	266.9	283.5	extant
3046	Tappenosaurus	266.9	283.5	extant
3045	Dimacrodon	266.9	283.5	extant
3042	Dimacrodon	266.9	283.5	extant
3043	Dimacrodon	266.9	283.5	extant
3044	Dimacrodon	266.9	283.5	extant
3039	Cotylorhynchus	266.9	283.5	extant
3040	Cotylorhynchus	266.9	283.5	extant
3041	Cotylorhynchus	266.9	283.5	extant
3038	Cotylorhynchus	266.9	283.5	extant
3037	Steppesaurus	266.9	283.5	extant
3036	Ophiacodon	273.01	290.1	extant
3035	Dimetrodon	273.01	290.1	extant
3034	Ophiacodon	273.01	290.1	extant
3033	Dimetrodon	273.01	290.1	extant
3032	Dimetrodon	273.01	290.1	extant
3031	Edaphosaurus	273.01	290.1	extant
3030	Ophiacodon	286.1	298.9	extant
3028	Ophiacodon	286.1	298.9	extant
3029	Ophiacodon	286.1	298.9	extant
3027	Ophiacodon	273.01	283.5	extant
3026	Sinophoneus	266.9	273.01	extant
3022	Sinophoneus	266.9	273.01	extant
3023	Sinophoneus	266.9	273.01	extant
3024	Sinophoneus	266.9	273.01	extant
3025	Sinophoneus	266.9	273.01	extant
3019	Biseridens	266.9	273.01	extant
3020	Biseridens	266.9	273.01	extant
3021	Biseridens	266.9	273.01	extant
3017	Varanosaurus	273.01	283.5	extant
3018	Varanosaurus	273.01	283.5	extant
3016	Secodontosaurus	273.01	283.5	extant
3015	Elephantosaurus	237.0	242.0	extant
3014	Clepsydrops	303.7	305.9	extant
3013	Clepsydrops	303.7	305.9	extant
3012	Clepsydrops	303.7	305.9	extant
3011	Dimetrodon	273.01	283.5	extant
3010	Ennatosaurus_Temperate_N	264.28	273.01	extant
3005	Ianthasaurus	303.7	305.9	extant
3006	Ianthasaurus	303.7	305.9	extant
3007	Ianthasaurus	303.7	305.9	extant
3008	Ianthasaurus	303.7	305.9	extant
3009	Ianthasaurus	303.7	305.9	extant
3004	Xyrospondylus	303.7	305.9	extant
3002	Ophiacodon	286.1	298.9	extant
3003	Ophiacodon	286.1	298.9	extant
3001	Haptodus	290.1	293.52	extant
2995	Haptodus	293.52	298.9	extant
2996	Haptodus	293.52	298.9	extant
2997	Haptodus	293.52	298.9	extant
2998	Haptodus	293.52	298.9	extant
2999	Haptodus	293.52	298.9	extant
3000	Haptodus	293.52	298.9	extant
2994	Cutleria	286.1	298.9	extant
2993	Ophiacodon	286.1	298.9	extant
2992	Vaughnictis	286.1	298.9	extant
2991	Vaughnictis	286.1	298.9	extant
2990	Cutleria	286.1	298.9	extant
2989	Heleosaurus	259.51	264.28	extant
2988	Archaeovenator	298.9	303.7	extant
2987	Titanophoneus	264.28	266.9	extant
2986	Ulemica	264.28	266.9	extant
2985	Apsisaurus	286.1	298.9	extant
2984	Dimetrodon	273.01	283.5	extant
2983	Dimetrodon	273.01	283.5	extant
2982	Dimetrodon	273.01	283.5	extant
2981	Edaphosaurus	273.01	283.5	extant
2980	Dimetrodon	273.01	283.5	extant
2979	Dicynodontipus_Temperate_S	247.2	259.51	extant
2978	Dicynodontipus_Temperate_S	247.2	259.51	extant
2977	Dicynodontipus_Temperate_S	247.2	259.51	extant
2976	Dicynodontipus_Temperate_S	247.2	259.51	extant
2975	Dicynodontipus_Temperate_S	247.2	259.51	extant
2974	Ophiacodon	273.01	286.1	extant
2973	Dimetrodon	273.01	286.1	extant
2972	Ophiacodon	290.1	298.9	extant
2971	Secodontosaurus	283.5	290.1	extant
2970	Sphenacodon	286.1	298.9	extant
2969	Clepsydrops	303.7	305.9	extant
2968	Clepsydrops	303.7	305.9	extant
2967	Varanosaurus	273.01	283.5	extant
2966	Sphenacodon	286.1	298.9	extant
2965	Dimetrodon	286.1	298.9	extant
2964	Ophiacodon	286.1	298.9	extant
2963	Ophiacodon	273.01	286.1	extant
2962	Ophiacodon	283.5	290.1	extant
2961	Ophiacodon	283.5	290.1	extant
2960	Ophiacodon	283.5	290.1	extant
2959	Ophiacodon	286.1	298.9	extant
2958	Ophiacodon	283.5	290.1	extant
2957	Ctenospondylus	283.5	290.1	extant
2956	Varanosaurus	283.5	290.1	extant
2955	Ophiacodon	283.5	290.1	extant
2954	Ulemosaurus	259.51	266.9	extant
2953	Idelesaurus	259.51	264.28	extant
2952	Archaeothyris	307.4	309.8	extant
2950	Archaeothyris	307.4	309.8	extant
2951	Archaeothyris	307.4	309.8	extant
2948	Ophiacodon	283.5	290.1	extant
2949	Ophiacodon	283.5	290.1	extant
2947	Ophiacodon	283.5	290.1	extant
2946	Ophiacodon	286.1	298.9	extant
2945	Ophiacodon	290.1	293.52	extant
2944	Ophiacodon	283.5	290.1	extant
2943	Ophiacodon	283.5	290.1	extant
2942	Ophiacodon	283.5	290.1	extant
2941	Ophiacodon	290.1	298.9	extant
2940	Ophiacodon	293.52	298.9	extant
2939	Ophiacodon	283.5	290.1	extant
2938	Ophiacodon	283.5	290.1	extant
2937	Ophiacodon	290.1	293.52	extant
2936	Ophiacodon	273.01	290.1	extant
2935	Titanophoneus	259.51	266.9	extant
2934	Ulemosaurus	259.51	266.9	extant
2932	Casea	273.01	283.5	extant
2933	Casea	273.01	283.5	extant
2931	Burnetia	251.902	259.51	extant
2930	Lobalopex	254.14	259.51	extant
2929	Lophorhinus	254.14	259.51	extant
2914	Diictodon_Temperate_S	254.14	259.51	extant
2915	Diictodon_Temperate_S	254.14	259.51	extant
2916	Diictodon_Temperate_S	254.14	259.51	extant
2917	Diictodon_Temperate_S	254.14	259.51	extant
2918	Diictodon_Temperate_S	254.14	259.51	extant
2919	Diictodon_Temperate_S	254.14	259.51	extant
2920	Diictodon_Temperate_S	254.14	259.51	extant
2921	Diictodon_Temperate_S	254.14	259.51	extant
2922	Diictodon_Temperate_S	254.14	259.51	extant
2923	Diictodon_Temperate_S	254.14	259.51	extant
2924	Diictodon_Temperate_S	254.14	259.51	extant
2925	Diictodon_Temperate_S	254.14	259.51	extant
2926	Diictodon_Temperate_S	254.14	259.51	extant
2927	Diictodon_Temperate_S	254.14	259.51	extant
2928	Diictodon_Temperate_S	254.14	259.51	extant
2913	Tropidostoma	254.14	259.51	extant
2912	Ictidosuchops	254.14	259.51	extant
2911	Diictodon_Temperate_S	254.14	259.51	extant
2909	Diictodon_Temperate_S	254.14	259.51	extant
2910	Diictodon_Temperate_S	254.14	259.51	extant
2908	Diictodon_Temperate_S	254.14	259.51	extant
2904	Diictodon_Temperate_S	254.14	259.51	extant
2905	Diictodon_Temperate_S	254.14	259.51	extant
2906	Diictodon_Temperate_S	254.14	259.51	extant
2907	Diictodon_Temperate_S	254.14	259.51	extant
2903	Emydops	254.14	259.51	extant
2902	Pristerodon_Temperate_S	254.14	259.51	extant
2901	Oudenodon_Temperate_S	254.14	259.51	extant
2900	Lycaenops	254.14	259.51	extant
2896	Diictodon_Temperate_S	254.14	259.51	extant
2897	Diictodon_Temperate_S	254.14	259.51	extant
2898	Diictodon_Temperate_S	254.14	259.51	extant
2899	Diictodon_Temperate_S	254.14	259.51	extant
2895	Emydops	254.14	259.51	extant
2894	Pristerodon_Temperate_S	254.14	259.51	extant
2893	Diictodon_Temperate_S	254.14	259.51	extant
2892	Oudenodon_Temperate_S	254.14	259.51	extant
2877	Diictodon_Temperate_S	254.14	259.51	extant
2878	Diictodon_Temperate_S	254.14	259.51	extant
2879	Diictodon_Temperate_S	254.14	259.51	extant
2880	Diictodon_Temperate_S	254.14	259.51	extant
2881	Diictodon_Temperate_S	254.14	259.51	extant
2882	Diictodon_Temperate_S	254.14	259.51	extant
2883	Diictodon_Temperate_S	254.14	259.51	extant
2884	Diictodon_Temperate_S	254.14	259.51	extant
2885	Diictodon_Temperate_S	254.14	259.51	extant
2886	Diictodon_Temperate_S	254.14	259.51	extant
2887	Diictodon_Temperate_S	254.14	259.51	extant
2888	Diictodon_Temperate_S	254.14	259.51	extant
2889	Diictodon_Temperate_S	254.14	259.51	extant
2890	Diictodon_Temperate_S	254.14	259.51	extant
2891	Diictodon_Temperate_S	254.14	259.51	extant
2876	Oudenodon_Temperate_S	254.14	259.51	extant
2870	Diictodon_Temperate_S	254.14	259.51	extant
2871	Diictodon_Temperate_S	254.14	259.51	extant
2872	Diictodon_Temperate_S	254.14	259.51	extant
2873	Diictodon_Temperate_S	254.14	259.51	extant
2874	Diictodon_Temperate_S	254.14	259.51	extant
2875	Diictodon_Temperate_S	254.14	259.51	extant
2848	Diictodon_Temperate_S	254.14	259.51	extant
2849	Diictodon_Temperate_S	254.14	259.51	extant
2850	Diictodon_Temperate_S	254.14	259.51	extant
2851	Diictodon_Temperate_S	254.14	259.51	extant
2852	Diictodon_Temperate_S	254.14	259.51	extant
2853	Diictodon_Temperate_S	254.14	259.51	extant
2854	Diictodon_Temperate_S	254.14	259.51	extant
2855	Diictodon_Temperate_S	254.14	259.51	extant
2856	Diictodon_Temperate_S	254.14	259.51	extant
2857	Diictodon_Temperate_S	254.14	259.51	extant
2858	Diictodon_Temperate_S	254.14	259.51	extant
2859	Diictodon_Temperate_S	254.14	259.51	extant
2860	Diictodon_Temperate_S	254.14	259.51	extant
2861	Diictodon_Temperate_S	254.14	259.51	extant
2862	Diictodon_Temperate_S	254.14	259.51	extant
2863	Diictodon_Temperate_S	254.14	259.51	extant
2864	Diictodon_Temperate_S	254.14	259.51	extant
2865	Diictodon_Temperate_S	254.14	259.51	extant
2866	Diictodon_Temperate_S	254.14	259.51	extant
2867	Diictodon_Temperate_S	254.14	259.51	extant
2868	Diictodon_Temperate_S	254.14	259.51	extant
2869	Diictodon_Temperate_S	254.14	259.51	extant
2847	Tropidostoma	254.14	259.51	extant
2842	Oudenodon_Temperate_S	254.14	259.51	extant
2843	Oudenodon_Temperate_S	254.14	259.51	extant
2844	Oudenodon_Temperate_S	254.14	259.51	extant
2845	Oudenodon_Temperate_S	254.14	259.51	extant
2846	Oudenodon_Temperate_S	254.14	259.51	extant
2841	Cynosaurus	254.14	259.51	extant
2840	Emydops	254.14	259.51	extant
2839	Diictodon_Temperate_S	254.14	259.51	extant
2838	Tropidostoma	254.14	259.51	extant
2831	Diictodon_Temperate_S	254.14	259.51	extant
2832	Diictodon_Temperate_S	254.14	259.51	extant
2833	Diictodon_Temperate_S	254.14	259.51	extant
2834	Diictodon_Temperate_S	254.14	259.51	extant
2835	Diictodon_Temperate_S	254.14	259.51	extant
2836	Diictodon_Temperate_S	254.14	259.51	extant
2837	Diictodon_Temperate_S	254.14	259.51	extant
