,occurrence_no_x,locality,county_original,state,cc,notes,genus,age_max,age_min
1670,1317948,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Dicynodon,259.51,251.902
1671,1317949,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1672,1317950,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Cerdosuchus,259.51,251.902
1673,1317951,Western Cape,Beaufort West,Western Cape,ZA,,Oudenodon,259.51,254.14
1674,1317970,Texas,Knox,Texas,US,,Dimetrodon,283.5,273.01
1675,1317978,Texas,Knox,Texas,US,,Dimetrodon,283.5,273.01
1676,1317982,Texas,Knox,Texas,US,,Dimetrodon,283.5,273.01
1677,1317989,Texas,Baylor,Texas,US,,Dimetrodon,283.5,273.01
1678,1317991,Western Cape,Beaufort West,Western Cape,ZA,,Dicynodon,259.51,251.902
1679,1317995,Eastern Cape,Aliwal North,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
1680,1317998,Eastern Cape,,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
1681,1317999,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
1682,1318000,Eastern Cape,,Eastern Cape,ZA,,Diademodon,247.2,242.0
1683,1318001,Eastern Cape,,Eastern Cape,ZA,,Trirachodon,247.2,242.0
1684,1318002,Eastern Cape,,Eastern Cape,ZA,,Diademodon,247.2,242.0
1685,1318003,Eastern Cape,,Eastern Cape,ZA,,Cricodon,247.2,242.0
1686,1318005,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Lystrosaurus,251.902,251.2
1687,1318075,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1688,1318076,Eastern Cape,South Africa,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1689,1318077,Eastern Cape,South Africa,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1690,1320334,Free State,Xhariep,Free State,ZA,,Daptocephalus,259.51,251.902
1691,1320335,Free State,Xhariep,Free State,ZA,,Daptocephalus,259.51,251.902
1692,1320337,Free State,Xhariep,Free State,ZA,,Lystrosaurus,251.902,247.2
1693,1320338,Free State,Xhariep,Free State,ZA,,Lystrosaurus,251.902,247.2
1694,1320348,Graaff-Reinet,,Graaff-Reinet,ZA,,Cistecephalus,259.51,254.14
1695,1320350,Graaff-Reinet,,Graaff-Reinet,ZA,,Basilodon,259.51,254.14
1696,1320351,Graaff-Reinet,,Graaff-Reinet,ZA,,Dinanomodon,259.51,254.14
1697,1320352,Graaff-Reinet,,Graaff-Reinet,ZA,,Aulacephalodon,259.51,254.14
1698,1320353,Graaff-Reinet,,Graaff-Reinet,ZA,,Oudenodon,259.51,254.14
1699,1320354,Graaff-Reinet,,Graaff-Reinet,ZA,,Lycaenops,259.51,254.14
1700,1320355,Graaff-Reinet,,Graaff-Reinet,ZA,,Tigrisuchus,259.51,254.14
1701,1320356,Graaff-Reinet,,Graaff-Reinet,ZA,,Ictidosuchops,259.51,254.14
1702,1320411,Batou,Shiguai,Batou,CN,,Daqingshanodon,259.51,251.902
1703,1320445,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1704,1320445,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1705,1320445,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1706,1320445,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1707,1320446,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1708,1320447,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Pelanomodon,259.51,251.902
1709,1320448,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Cyonosaurus,259.51,251.902
1710,1320449,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Lycaenops,259.51,251.902
1711,1320450,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Moschorhinus,259.51,251.902
1712,1320451,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Theriognathus,259.51,251.902
1713,1320523,Eastern Cape,Fort Beaufort,Eastern Cape,ZA,,Rhachiocephalus,259.51,254.14
1714,1320526,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1715,1320531,Western Cape,Prince Albert,Western Cape,ZA,,Robertia,264.28,254.14
1716,1320532,Western Cape,Prince Albert,Western Cape,ZA,,Diictodon,264.28,254.14
1717,1320533,Western Cape,Prince Albert,Western Cape,ZA,,Emydops,264.28,254.14
1718,1320534,Western Cape,Prince Albert,Western Cape,ZA,,Emydops,264.28,254.14
1719,1320535,Western Cape,Prince Albert,Western Cape,ZA,,Blattoidealestes,264.28,254.14
1720,1320536,Eastern Cape,,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1721,1320537,Northern Cape,Colesberg,Northern Cape,ZA,,Lystrosaurus,251.902,251.2
1722,1320597,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Aulacephalodon,259.51,251.902
1723,1320598,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Oudenodon,259.51,251.902
1724,1320599,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Cyonosaurus,259.51,251.902
1725,1320602,Ruvuma,,Ruvuma,TZ,,Tetragonias,247.2,242.0
1726,1320668,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1727,1320669,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1728,1320670,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Moschorhinus,259.51,251.902
1729,1320671,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Nanictosaurus,259.51,251.902
1730,1320672,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1731,1320673,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1732,1320674,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1733,1320675,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Scaloposaurus,251.902,247.2
1734,1320676,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Thrinaxodon,251.902,247.2
1735,1320677,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Endothiodon,259.51,254.14
1736,1320678,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Tigrisuchus,259.51,254.14
1737,1320679,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Scaloposaurus,259.51,254.14
1738,1320680,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Cynosaurus,259.51,254.14
1739,1323216,Eastern Cape,,Eastern Cape,ZA,,Dicynodon,259.51,251.902
1740,1323230,Graaff-Reinet,,Graaff-Reinet,ZA,,Diictodon,259.51,254.14
1741,1323302,Eastern Cape,Victoria East,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1742,1323722,Eastern Cape,Fort Beaufort,Eastern Cape,ZA,,Gorgonops,259.51,254.14
1743,1323723,Eastern Cape,Fort Beaufort,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1744,1324432,Eastern Cape,East Lodon,Eastern Cape,ZA,,Aulacocephalus,259.51,254.14
1745,1324433,Eastern Cape,East Lodon,Eastern Cape,ZA,,Pristerodon,259.51,254.14
1746,1324434,Eastern Cape,East Lodon,Eastern Cape,ZA,,Pristerodon,259.51,254.14
1747,1324435,Eastern Cape,East Lodon,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1748,1324911,Eastern Cape,,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1749,1324913,Eastern Cape,,Eastern Cape,ZA,,Diictodon,259.51,254.14
1750,1324914,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Odontocyclops,259.51,254.14
1751,1324915,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Clelandina,259.51,254.14
1752,1324916,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Rhachiocephalus,259.51,254.14
1753,1325015,Western Cape,Prince Albert,Western Cape,ZA,,Robertia,264.28,259.51
1754,1325016,Western Cape,Prince Albert,Western Cape,ZA,,Diictodon,264.28,259.51
1755,1325017,Western Cape,Prince Albert,Western Cape,ZA,,Pristerognathus,264.28,259.51
1756,1325629,Eastern Cape,Pearston,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1757,1325630,Eastern Cape,Middelburg,Eastern Cape,ZA,,Lystrosaurus,251.902,251.2
1758,1325631,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Pelanomodon,259.51,251.902
1759,1325656,Free State,Maluti-A-Phofung,Free State,ZA,,Lystrosaurus,251.902,247.2
1760,1325657,Free State,Maluti-A-Phofung,Free State,ZA,,Platycraniellus,251.902,247.2
1761,1325667,Eastern Cape,Idutywa,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1762,1325668,Eastern Cape,Idutywa,Eastern Cape,ZA,,Dicynodon,259.51,254.14
1763,1325670,Ruvuma,Songea,Ruvuma,TZ,,Dicynodon,259.51,254.14
1764,1325671,Eastern Cape,,Eastern Cape,ZA,,Aulacephalodon,259.51,251.902
1765,1325673,Northern Cape,Hanover,Northern Cape,ZA,,Oudenodon,259.51,254.14
1766,1325743,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Lystrosaurus,251.902,251.2
1767,1325744,Northern Cape,Victoria West,Northern Cape,ZA,,Oudenodon,259.51,254.14
1768,1326583,Limpopo,,Limpopo,ZA,,Aulacephalodon,259.51,254.14
1769,1326584,Limpopo,,Limpopo,ZA,,Odontocyclops,259.51,254.14
1770,1326585,Xinjiang,Jimsar,Xinjiang,CN,,Kunpania,259.51,251.902
1771,1326586,Xinjiang,Urumqi,Xinjiang,CN,,Jimusaria,254.14,251.902
1772,1326587,Xinjiang,Turfan,Xinjiang,CN,,Jimusaria,254.14,251.902
1773,1326588,Xinjiang,,Xinjiang,CN,,Diictodon,254.14,251.902
1774,1326659,Zambia,Gwembe,Southern,ZM,,Wantulignathus,273.01,259.51
1775,1326926,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Pelanomodon,259.51,251.902
1776,1326928,Western Cape,,Western Cape,ZA,,Aelurognathus,259.51,251.902
1777,1326944,Western Cape,,Western Cape,ZA,,Aelurognathus,259.51,251.902
1778,1326945,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Aelurognathus,259.51,251.902
1779,1326951,Eastern Cape,,Eastern Cape,ZA,,Aelurognathus,259.51,251.902
1780,1326952,Western Cape,,Western Cape,ZA,,Aelurognathus,259.51,251.902
1781,1326953,Eastern Cape,,Eastern Cape,ZA,,Clelandina,259.51,254.14
1782,1326954,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Aelurognathus,259.51,251.902
1783,1326955,Eastern Cape,,Eastern Cape,ZA,,Aelurognathus,259.51,254.14
1784,1326956,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Aelurognathus,259.51,251.902
1785,1326957,Northern Cape,,Northern Cape,ZA,,Aelurognathus,259.51,251.902
1786,1326958,Western Cape,Beaufort West,Western Cape,ZA,,Aelurognathus,259.51,254.14
1787,1326959,Western Cape,,Western Cape,ZA,,Aelurognathus,259.51,251.902
1788,1326960,Eastern Cape,,Eastern Cape,ZA,,Kitchinganomodon,259.51,254.14
1789,1326961,Western Cape,,Western Cape,ZA,,Aelurognathus,259.51,251.902
1790,1326962,Western Cape,,Western Cape,ZA,,Aelurognathus,259.51,251.902
1791,1327685,Western Cape,,Western Cape,ZA,,Clelandina,259.51,251.902
1792,1327686,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Clelandina,259.51,251.902
1793,1327687,Northern Cape,,Northern Cape,ZA,,Aelurognathus,259.51,254.14
1794,1327688,Northern Cape,,Northern Cape,ZA,,Cistecephalus,259.51,254.14
1795,1327689,Northern Cape,,Northern Cape,ZA,,Diictodon,259.51,254.14
1796,1327690,Northern Cape,,Northern Cape,ZA,,Diictodon,259.51,254.14
1797,1327691,Northern Cape,,Northern Cape,ZA,,Oudenodon,259.51,254.14
1798,1327692,Western Cape,Beaufort West,Western Cape,ZA,,Aelurosaurus,273.01,259.51
1799,1327694,Western Cape,Beaufort West,Western Cape,ZA,,Aelurosaurus,259.51,254.14
1800,1327696,Western Cape,Beaufort West,Western Cape,ZA,,Aelurosaurus,259.51,254.14
1801,1327697,Eastern Cape,,Eastern Cape,ZA,,Aelurosaurus,259.51,254.14
1802,1327758,Western Cape,,Western Cape,ZA,,Aloposaurus,259.51,251.902
1803,1327763,Eastern Cape,,Eastern Cape,ZA,,Arctognathus,259.51,251.902
1804,1327764,Eastern Cape,,Eastern Cape,ZA,,Arctognathus,259.51,251.902
1805,1327818,Northern Cape,,Northern Cape,ZA,,Arctognathus,259.51,254.14
1806,1327823,Northern Cape,,Northern Cape,ZA,,Cistecephalus,259.51,254.14
1807,1327824,Northern Cape,,Northern Cape,ZA,,Aulacephalodon,259.51,254.14
1808,1327825,Northern Cape,,Northern Cape,ZA,,Oudenodon,259.51,254.14
1809,1327826,Northern Cape,,Northern Cape,ZA,,Rhachiocephalus,259.51,254.14
1810,1327827,Northern Cape,,Northern Cape,ZA,,Ictidosuchops,259.51,254.14
1811,1327828,Northern Cape,,Northern Cape,ZA,,Lycaenops,259.51,254.14
1812,1327829,Northern Cape,,Northern Cape,ZA,,Smilesaurus,259.51,254.14
1813,1327831,Western Cape,,Western Cape,ZA,,Aulacephalodon,259.51,251.902
1814,1327832,Western Cape,,Western Cape,ZA,,Oudenodon,259.51,251.902
1815,1327833,Western Cape,,Western Cape,ZA,,Theriognathus,259.51,251.902
1816,1328261,Eastern Cape,,Eastern Cape,ZA,,Arctops,259.51,254.14
1817,1328262,Western Cape,,Western Cape,ZA,,Arctops,259.51,251.902
1818,1328263,Western Cape,,Western Cape,ZA,,Ictidosuchops,259.51,251.902
1819,1328264,Western Cape,,Western Cape,ZA,,Tetracynodon,259.51,251.902
1820,1328268,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Smilesaurus,259.51,254.14
1821,1328462,Western Cape,,Western Cape,ZA,,Arctops,259.51,254.14
1822,1328463,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1823,1328463,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1824,1328463,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1825,1328463,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1826,1328463,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1827,1328463,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1828,1328464,Western Cape,,Western Cape,ZA,,Aulacephalodon,259.51,254.14
1829,1328477,Texas,Taylor,Texas,US,,Dimetrodon,283.5,273.01
1830,1328478,Texas,Taylor,Texas,US,,Casea,283.5,273.01
1831,1328489,Texas,Taylor,Texas,US,,Dimetrodon,283.5,273.01
1832,1328494,Eastern Cape,,Eastern Cape,ZA,,Cerdorhinus,259.51,254.14
1833,1328495,Eastern Cape,,Eastern Cape,ZA,,Cyonosaurus,259.51,254.14
1834,1328496,Eastern Cape,,Eastern Cape,ZA,,Aulacephalodon,259.51,254.14
1835,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1836,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1837,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1838,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1839,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1840,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1841,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1842,1328497,Eastern Cape,,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1843,1328499,Western Cape,Central Karoo,Western Cape,ZA,,Cyonosaurus,259.51,254.14
1844,1328500,Western Cape,Central Karoo,Western Cape,ZA,,Oudenodon,259.51,254.14
1845,1328501,Western Cape,Central Karoo,Western Cape,ZA,,Aulacephalodon,259.51,254.14
1846,1328502,Western Cape,Central Karoo,Western Cape,ZA,,Cistecephalus,259.51,254.14
1847,1328504,Eastern Cape,,Eastern Cape,ZA,,Cyonosaurus,259.51,254.14
1848,1328505,Western Cape,,Western Cape,ZA,,Cyonosaurus,259.51,254.14
1849,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1850,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1851,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1852,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1853,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1854,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1855,1328506,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1856,1328507,Western Cape,,Western Cape,ZA,,Oudenodon,259.51,254.14
1857,1328508,Eastern Cape,Graaf-Reinet,Eastern Cape,ZA,,Cyonosaurus,259.51,251.902
1858,1328509,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Cyonosaurus,259.51,251.902
1859,1328510,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Cyonosaurus,259.51,254.14
1860,1328511,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Rubidgea,259.51,254.14
1861,1328512,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Nanictidops,259.51,254.14
1862,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1863,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1864,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1865,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1866,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1867,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1868,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1869,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1870,1328802,Western Cape,Murraysburg,Western Cape,ZA,,Cistecephalus,259.51,254.14
1871,1328804,Western Cape,Murraysburg,Western Cape,ZA,,Cyonosaurus,259.51,251.902
1872,1328805,Western Cape,Murraysburg,Western Cape,ZA,,Ictidosuchops,259.51,251.902
1873,1328806,Western Cape,Beaufort West,Western Cape,ZA,,Pristerognathoides,264.28,259.51
1874,1328807,Western Cape,Prince Albert,Western Cape,ZA,,Jonkeria,264.28,259.51
1875,1328808,Western Cape,Prince Albert,Western Cape,ZA,,Titanosuchus,264.28,259.51
1876,1328809,Western Cape,Prince Albert,Western Cape,ZA,,Struthiocephaloides,264.28,259.51
1877,1328810,Western Cape,Prince Albert,Western Cape,ZA,,Moschops,264.28,259.51
1878,1328811,Western Cape,Prince Albert,Western Cape,ZA,,Glanosuchus,264.28,259.51
1879,1328812,Western Cape,Prince Albert,Western Cape,ZA,,Scymnosaurus,264.28,259.51
1880,1328813,Western Cape,Prince Albert,Western Cape,ZA,,Alopecognathus,264.28,259.51
1881,1328814,Western Cape,Prince Albert,Western Cape,ZA,,Alopecognathus,264.28,259.51
1882,1328816,Western Cape,Prince Albert,Western Cape,ZA,,Pristerognathoides,264.28,259.51
1883,1328817,Western Cape,Prince Albert,Western Cape,ZA,,Pristerognathoides,264.28,259.51
1884,1328818,Western Cape,Prince Albert,Western Cape,ZA,,Pristerognathoides,264.28,259.51
1885,1328820,Western Cape,Prince Albert,Western Cape,ZA,,Titanosuchus,264.28,259.51
1886,1328821,Western Cape,Prince Albert,Western Cape,ZA,,Emydops,264.28,259.51
1887,1328822,Western Cape,Prince Albert,Western Cape,ZA,,Pristerognathoides,264.28,259.51
1888,1328823,Western Cape,,Western Cape,ZA,,Gorgonops,259.51,254.14
1889,1328825,Western Cape,,Western Cape,ZA,,Endothiodon,259.51,254.14
1890,1328826,Western Cape,,Western Cape,ZA,,Pristerodon,259.51,254.14
1891,1328827,Western Cape,,Western Cape,ZA,,Diictodon,259.51,254.14
1892,1328828,Western Cape,,Western Cape,ZA,,Diictodon,259.51,254.14
1893,1328829,Western Cape,,Western Cape,ZA,,Diictodon,259.51,254.14
1894,1328831,Western Cape,,Western Cape,ZA,,Ictidosuchops,259.51,254.14
1895,1328832,Northern Cape,Victoria West,Northern Cape,ZA,,Gorgonops,259.51,254.14
1896,1328834,Western Cape,,Western Cape,ZA,,Gorgonops,259.51,254.14
1897,1328835,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1898,1328835,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1899,1328835,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1900,1328835,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1901,1328835,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1902,1328835,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1903,1328836,Western Cape,,Western Cape,ZA,,Aulacephalodon,259.51,254.14
1904,1328836,Western Cape,,Western Cape,ZA,,Aulacephalodon,259.51,254.14
1905,1328839,Western Cape,,Western Cape,ZA,,Cyonosaurus,259.51,254.14
1906,1328856,Western Cape,,Western Cape,ZA,,Gorgonops,259.51,254.14
1907,1328857,Western Cape,,Western Cape,ZA,,Emydochampsa,259.51,254.14
1908,1328858,Western Cape,,Western Cape,ZA,,Pristerodon,259.51,254.14
1909,1328859,Western Cape,,Western Cape,ZA,,Gorgonops,259.51,254.14
1910,1328920,Western Cape,,Western Cape,ZA,,Gorgonops,259.51,254.14
1911,1328921,Western Cape,,Western Cape,ZA,,Pristerodon,259.51,254.14
1912,1329015,Eastern Cape,,Eastern Cape,ZA,,Aelurognathus,259.51,251.902
1913,1329016,Eastern Cape,,Eastern Cape,ZA,,Rubidgea,259.51,251.902
1914,1329017,Eastern Cape,,Eastern Cape,ZA,,Theriognathus,259.51,251.902
1915,1329018,Eastern Cape,,Eastern Cape,ZA,,Procynosuchus,259.51,251.902
1916,1329019,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Lycaenops,259.51,251.902
1917,1329020,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1918,1329021,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Oudenodon,259.51,251.902
1919,1329022,Western Cape,,Western Cape,ZA,,Lycaenops,259.51,254.14
1920,1329022,Western Cape,,Western Cape,ZA,,Lycaenops,259.51,254.14
1921,1329023,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1922,1329023,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1923,1329023,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1924,1329023,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1925,1329023,Western Cape,,Western Cape,ZA,,Cistecephalus,259.51,254.14
1926,1329024,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Lycaenops,259.51,251.902
1927,1329025,Western Cape,,Western Cape,ZA,,Lycaenops,259.51,254.14
1928,1329026,Western Cape,,Western Cape,ZA,,Lycaenops,259.51,254.14
1929,1329027,Western Cape,Murraysburg,Western Cape,ZA,,Lycaenops,259.51,251.902
1930,1329028,Northern Cape,,Northern Cape,ZA,,Lycaenops,259.51,254.14
1931,1329029,Western Cape,Beaufort West,Western Cape,ZA,,Eriphostoma,259.51,254.14
1932,1329030,Northern Cape,,Northern Cape,ZA,,Eriphostoma,259.51,254.14
1933,1329031,Northern Cape,,Northern Cape,ZA,,Hofmeyria,259.51,254.14
1934,1329032,Northern Cape,,Northern Cape,ZA,,Emydops,259.51,254.14
1935,1329033,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Scylacops,259.51,254.14
1936,1329034,Eastern Cape,Cacadu,Eastern Cape,ZA,,Scylacops,259.51,254.14
1937,1329035,Eastern Cape,Cacadu,Eastern Cape,ZA,,Ictidosuchops,259.51,254.14
1938,1329036,Northern Cape,,Northern Cape,ZA,,Rubidgea,259.51,251.902
1939,1329037,Northern Cape,,Northern Cape,ZA,,Oudenodon,259.51,251.902
1940,1329038,Eastern Cape,,Eastern Cape,ZA,,Dinogorgon,259.51,251.902
1941,1329039,Eastern Cape,,Eastern Cape,ZA,,Daptocephalus,259.51,251.902
1942,1329040,Eastern Cape,,Eastern Cape,ZA,,Rubidgea,259.51,254.14
1943,1329042,Western Cape,,Western Cape,ZA,,Leontosaurus,259.51,251.902
1944,1329044,Western Cape,,Western Cape,ZA,,Rubidgea,259.51,251.902
1945,1329045,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Sycosaurus,259.51,251.902
1946,1329046,Western Cape,,Western Cape,ZA,,Leontosaurus,259.51,251.902
1947,1329046,Western Cape,,Western Cape,ZA,,Leontosaurus,259.51,251.902
1948,1329088,Eastern Cape,,Eastern Cape,ZA,,Dinogorgon,259.51,251.902
1949,1329089,Eastern Cape,,Eastern Cape,ZA,,Dinogorgon,259.51,251.902
1950,1329090,Eastern Cape,,Eastern Cape,ZA,,Aelurognathus,259.51,251.902
1951,1329091,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Dinogorgon,259.51,254.14
1952,1329092,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Leontosaurus,259.51,251.902
1953,1329093,Northern Cape,,Northern Cape,ZA,,Leontosaurus,259.51,254.14
1954,1329094,Eastern Cape,Cacadu,Eastern Cape,ZA,,Rubidgea,259.51,254.14
1955,1329095,Eastern Cape,,Eastern Cape,ZA,,Rubidgea,259.51,251.902
1956,1329096,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Rubidgea,259.51,251.902
1957,1329096,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Rubidgea,259.51,251.902
1958,1329111,Eastern Cape,,Eastern Cape,ZA,,Smilesaurus,259.51,254.14
1959,1329928,Western Cape,Murraysburg,Western Cape,ZA,,Rhachiocephalus,259.51,254.14
1960,1331649,Free State,,Free State,ZA,,Rhachiocephalus,259.51,251.902
1961,1331662,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Cistecephalus,259.51,254.14
1962,1331663,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Diictodon,259.51,254.14
1963,1331664,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Diictodon,259.51,254.14
1964,1331665,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Aulacephalodon,259.51,254.14
1965,1331666,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Oudenodon,259.51,254.14
1966,1331667,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Rhachiocephalus,259.51,254.14
1967,1331668,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Nanictocephalus,259.51,254.14
1968,1332078,Eastern Cape,,Eastern Cape,ZA,,Kitchinganomodon,259.51,254.14
1969,1332733,Eastern Cape,,Eastern Cape,ZA,,Scaloposuchus,259.51,251.902
1970,1332734,Eastern Cape,,Eastern Cape,ZA,,Pelanomodon,259.51,251.902
1971,1332735,Eastern Cape,,Eastern Cape,ZA,,Eriphostoma,259.51,251.902
1972,1332736,Eastern Cape,,Eastern Cape,ZA,,Tetracynodon,259.51,251.902
