,occurrence_no_x,locality,county_original,state,cc,notes,genus,age_max,age_min
850,902408,Shaanxi,,Shaanxi,CN,,Parakannemeyeria,247.2,242.0
851,902409,Shaanxi,Yushe,Shaanxi,CN,,Sinokannemeyeria,247.2,242.0
852,902410,Shaanxi,Yushe,Shaanxi,CN,,Shansiodon,247.2,242.0
853,902411,Shaanxi,,Shaanxi,CN,,Parakannemeyeria,247.2,242.0
854,902412,Shaanxi,,Shaanxi,CN,,Parakannemeyeria,247.2,242.0
855,902413,Shaanxi,,Shaanxi,CN,,Parakannemeyeria,247.2,242.0
856,902416,Shaanxi,,Shaanxi,CN,,Parakannemeyeria,247.2,242.0
857,902419,Shaanxi,,Shaanxi,CN,,Shansiodon,247.2,242.0
858,902420,Shaanxi,,Shaanxi,CN,,Sinokannemeyeria,247.2,242.0
859,906216,Mendoza,,Mendoza,AR,,Andescynodon,247.2,242.0
860,906217,Mendoza,,Mendoza,AR,,Andescynodon,247.2,242.0
861,906797,Eastern Cape,,Eastern Cape,ZA,,Bauria,247.2,242.0
862,906799,Eastern Cape,,Eastern Cape,ZA,,Bauria,247.2,242.0
863,906802,Eastern Cape,,Eastern Cape,ZA,,Bauria,247.2,242.0
864,906808,Eastern Cape,,Eastern Cape,ZA,,Bauria,247.2,242.0
865,906809,Eastern Cape,,Eastern Cape,ZA,,Diademodon,247.2,242.0
866,906810,Eastern Cape,,Eastern Cape,ZA,,Bauria,247.2,242.0
867,907014,La Rioja,,La Rioja,AR,,Chaliminia,227.0,208.5
868,907133,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilodon,227.0,208.5
869,907133,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilodon,227.0,208.5
870,907133,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilodon,227.0,208.5
871,907152,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
872,907152,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
873,907152,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
874,907152,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
875,907152,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
876,907152,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
877,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
878,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
879,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
880,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
881,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
882,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
883,907153,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
884,920916,Andhra Pradesh,,Andhra Pradesh,IN,,Rechnisaurus,247.2,242.0
885,920917,Andhra Pradesh,,Andhra Pradesh,IN,,Wadiasaurus,247.2,242.0
886,920919,Mendoza,,Mendoza,AR,,Acratophorus,237.0,227.0
887,920920,Mendoza,,Mendoza,AR,,Cynognathus,237.0,227.0
888,920921,Mendoza,,Mendoza,AR,,Vinceria,247.2,242.0
889,920921,Mendoza,,Mendoza,AR,,Vinceria,247.2,242.0
890,920921,Mendoza,,Mendoza,AR,,Vinceria,247.2,242.0
891,920923,Mendoza,,Mendoza,AR,,Cromptodon,247.2,242.0
892,920925,Mendoza,,Mendoza,AR,,Acratophorus,242.0,227.0
893,921143,Madhya Pradesh,Shahdol,Madhya Pradesh,IN,,Tikitherium,237.0,227.0
894,921144,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Cricodon,247.2,242.0
895,921144,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Cricodon,247.2,242.0
896,921144,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Cricodon,247.2,242.0
897,921144,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Cricodon,247.2,242.0
898,921145,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Diademodon,247.2,242.0
899,921146,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Cynognathus,247.2,242.0
900,921148,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Diademodon,247.2,242.0
901,921149,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Cricodon,247.2,242.0
902,921150,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
903,921151,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
904,921152,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
905,921153,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
906,921154,Eastern Cape,,Eastern Cape,ZA,,Bolotridon,247.2,242.0
909,921160,Iringa,,Iringa,TZ,,Cricodon,247.2,242.0
910,921161,Ruvuma,,Ruvuma,TZ,,Scalenodon,247.2,242.0
911,921166,Ruvuma,,Ruvuma,TZ,,Aleodon,247.2,242.0
912,921168,Ruvuma,,Ruvuma,TZ,,Scalenodon,247.2,242.0
913,921172,Eastern Cape,,Eastern Cape,ZA,,Diademodon,247.2,242.0
914,921173,San Juan,,San Juan,AR,,Chiniquodon,237.0,227.0
915,922058,Rio Grande do Sul,,Rio Grande do Sul,BR,,Dinodontosaurus,242.0,237.0
916,922059,Rio Grande do Sul,,Rio Grande do Sul,BR,,Dinodontosaurus,242.0,237.0
917,922060,Rio Grande do Sul,,Rio Grande do Sul,BR,,Dinodontosaurus,242.0,237.0
918,922061,Rio Grande do Sul,,Rio Grande do Sul,BR,,Dinodontosaurus,242.0,237.0
919,922130,Rio Grande do Sul,,Rio Grande do Sul,BR,,Chiniquodon,242.0,237.0
920,922131,Rio Grande do Sul,,Rio Grande do Sul,BR,,Chiniquodon,242.0,237.0
921,922131,Rio Grande do Sul,,Rio Grande do Sul,BR,,Chiniquodon,242.0,237.0
922,922132,Rio Grande do Sul,,Rio Grande do Sul,BR,,Irajatherium,227.0,208.5
923,922133,La Rioja,,La Rioja,AR,,Dinodontosaurus,242.0,237.0
924,922154,La Rioja,,La Rioja,AR,,Dinodontosaurus,242.0,237.0
925,922155,La Rioja,,La Rioja,AR,,Jachaleria,242.0,237.0
928,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
929,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
930,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
931,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
932,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
933,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
934,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
935,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
936,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
937,922661,Free State,Maluti-A-Phofung,Free State,ZA,,Myosaurus,251.902,247.2
938,922662,Free State,Maluti-A-Phofung,Free State,ZA,,Platycraniellus,251.902,247.2
939,922662,Free State,Maluti-A-Phofung,Free State,ZA,,Platycraniellus,251.902,247.2
940,922667,Free State,Maluti-A-Phofung,Free State,ZA,,Lystrosaurus,251.902,247.2
941,922668,Free State,Maluti-A-Phofung,Free State,ZA,,Lystrosaurus,251.902,247.2
942,922669,Free State,Maluti-A-Phofung,Free State,ZA,,Lystrosaurus,251.902,247.2
943,922670,Free State,Maluti-A-Phofung,Free State,ZA,,Ericiolacerta,251.902,247.2
944,922671,Free State,Maluti-A-Phofung,Free State,ZA,,Scaloposaurus,251.902,247.2
945,922672,Free State,Maluti-A-Phofung,Free State,ZA,,Galesaurus,251.902,247.2
946,922674,Free State,,Free State,ZA,,Moschorhinus,251.902,247.2
947,922677,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
948,922678,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
949,922680,Free State,,Free State,ZA,,Thrinaxodon,251.902,247.2
950,922681,Kwazulu-Natal,Uthukela,Kwazulu-Natal,ZA,,Moschorhinus,251.902,247.2
951,922682,Kwazulu-Natal,Uthukela,Kwazulu-Natal,ZA,,Lystrosaurus,251.902,247.2
952,922683,Kwazulu-Natal,Uthukela,Kwazulu-Natal,ZA,,Lystrosaurus,251.902,247.2
953,922684,Kwazulu-Natal,Uthukela,Kwazulu-Natal,ZA,,Lystrosaurus,251.902,247.2
954,922686,Rio Grande do Sul,Bom Retiro do Sul,Rio Grande do Sul,BR,,Dinodontosaurus,242.0,237.0
955,922698,Eastern Cape,Drakensburg,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
956,922699,Eastern Cape,Drakensburg,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
957,922700,Eastern Cape,Drakensburg,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
958,922702,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
959,922703,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
960,922704,Free State,,Free State,ZA,,Thrinaxodon,251.902,247.2
961,922704,Free State,,Free State,ZA,,Thrinaxodon,251.902,247.2
962,922704,Free State,,Free State,ZA,,Thrinaxodon,251.902,247.2
963,922704,Free State,,Free State,ZA,,Thrinaxodon,251.902,247.2
964,922707,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,,Lystrosaurus,251.902,247.2
965,922708,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,,Lystrosaurus,251.902,247.2
966,922709,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,,Lystrosaurus,251.902,247.2
967,922710,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,,Moschorhinus,251.902,247.2
968,922711,Free State,Kopanong,Free State,ZA,,Lystrosaurus,251.902,251.2
969,922712,Free State,Kopanong,Free State,ZA,,Lystrosaurus,251.902,251.2
970,922713,Free State,Kopanong,Free State,ZA,,Lystrosaurus,251.902,251.2
971,922714,Free State,Kopanong,Free State,ZA,,Lystrosaurus,251.902,251.2
972,922715,Free State,Kopanong,Free State,ZA,,Galesaurus,251.902,251.2
973,922717,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
974,922718,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
975,922719,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
976,922720,Eastern Cape,,Eastern Cape,ZA,,Regisaurus,251.902,247.2
977,922722,Eastern Cape,,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
978,922723,Eastern Cape,,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
979,922724,Eastern Cape,,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
980,922725,Eastern Cape,,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
981,922726,Eastern Cape,,Eastern Cape,ZA,,Olivierosuchus,251.902,247.2
982,922727,Eastern Cape,,Eastern Cape,ZA,,Scaloposaurus,251.902,247.2
983,922728,Eastern Cape,,Eastern Cape,ZA,,Galesaurus,251.902,247.2
984,922729,Eastern Cape,,Eastern Cape,ZA,,Thrinaxodon,251.902,247.2
985,923079,Rio Grande do Sul,,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
986,923079,Rio Grande do Sul,,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
987,923079,Rio Grande do Sul,,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
988,923079,Rio Grande do Sul,,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
989,923079,Rio Grande do Sul,,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
990,923084,La Rioja,General Lavalle,La Rioja,AR,,Chaliminia,227.0,208.5
991,923099,San Juan,,San Juan,AR,,Jachaleria,227.0,208.5
992,923100,Ruvuma,,Ruvuma,TZ,,Angonisaurus,247.2,242.0
993,923120,East Greenland,,East Greenland,GL,,Haramiyavia,208.5,201.4
994,923120,East Greenland,,East Greenland,GL,,Haramiyavia,208.5,201.4
995,923198,Northern Cape,Noupoort,Northern Cape,ZA,,Tetracynodon,251.902,251.2
996,923199,Northern Cape,Noupoort,Northern Cape,ZA,,Lystrosaurus,251.902,251.2
997,923200,Northern Cape,Noupoort,Northern Cape,ZA,,Lystrosaurus,251.902,251.2
998,923777,Eastern Cape,,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
999,923778,Eastern Cape,,Eastern Cape,ZA,,Bauria,247.2,242.0
1000,923779,Eastern Cape,,Eastern Cape,ZA,,Trirachodon,247.2,242.0
1001,923780,Eastern Cape,,Eastern Cape,ZA,,Kombuisia,247.2,242.0
1002,923780,Eastern Cape,,Eastern Cape,ZA,,Kombuisia,247.2,242.0
1003,923781,Eastern Cape,,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
1004,923782,Eastern Cape,,Eastern Cape,ZA,,Microgomphodon,247.2,242.0
1005,923783,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
1006,923784,Eastern Cape,,Eastern Cape,ZA,,Diademodon,247.2,242.0
1007,923786,Eastern Cape,,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
1008,923787,Eastern Cape,,Eastern Cape,ZA,,Cynognathus,247.2,242.0
1009,923797,Lesotho,,Mohale's Hoek,LS,,Scalenodontoides,227.0,201.4
1010,923797,Lesotho,,Mohale's Hoek,LS,,Scalenodontoides,227.0,201.4
1011,923799,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Scalenodontoides,227.0,201.4
1012,923799,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Scalenodontoides,227.0,201.4
1013,923799,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,Scalenodontoides,227.0,201.4
1014,924723,Rio Grande do Sul,,Rio Grande do Sul,BR,,Chiniquodon,242.0,237.0
1015,924731,Rio Grande do Sul,,Rio Grande do Sul,BR,,Jachaleria,227.0,208.5
1016,924731,Rio Grande do Sul,,Rio Grande do Sul,BR,,Jachaleria,227.0,208.5
1017,924731,Rio Grande do Sul,,Rio Grande do Sul,BR,,Jachaleria,227.0,208.5
1018,924731,Rio Grande do Sul,,Rio Grande do Sul,BR,,Jachaleria,227.0,208.5
1019,924733,Rio Grande do Sul,,Rio Grande do Sul,BR,,Riograndia,227.0,208.5
1020,930803,Rio Grande do Sul,,Rio Grande do Sul,BR,,Luangwa,247.2,237.0
1021,930808,Rio Grande do Sul,,Rio Grande do Sul,BR,,Brasilitherium,227.0,208.5
1022,930810,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Irajatherium,227.0,208.5
1023,930811,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Minicynodon,227.0,208.5
1024,931101,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,,Tiarajudens,273.01,259.51
1025,931102,East Greenland,,East Greenland,GL,,Mitredon,208.5,201.4
1026,931126,Lesotho,,Leribe,LS,,Scalenodontoides,227.0,201.4
1027,934036,North Carolina,Chatham,North Carolina,US,,Boreogomphodon,237.0,227.0
1028,945307,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,,Cryptovenator,303.7,293.52
1029,959272,Xinjiang,,Xinjiang,CN,,Lystrosaurus,251.902,251.2
1030,961539,Madhya Pradesh,Shahdol,Madhya Pradesh,IN,,Rewaconodon,237.0,227.0
1031,965831,Marrakech,,Marrakech,MA,,Moghreberia,237.0,201.4
1032,966757,Belgium,,Gaume,BE,,Pseudotriconodon,208.5,201.4
1033,966758,Belgium,,Gaume,BE,,Gaumia,208.5,201.4
1034,966759,Belgium,,Gaume,BE,,Gaumia,208.5,201.4
1035,966760,Belgium,,Gaume,BE,,Lepagia,208.5,201.4
1036,966763,Lorraine,Meuthe-et-Moselle,Lorraine,FR,,Brachyzostrodon,208.5,201.4
1037,966764,Lorraine,Meuthe-et-Moselle,Lorraine,FR,,Brachyzostrodon,208.5,201.4
1038,966765,Lorraine,Meuthe-et-Moselle,Lorraine,FR,,Brachyzostrodon,208.5,201.4
1039,966766,Belgium,,Gaume,BE,,Microscalenodon,208.5,201.4
1040,968514,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Emydops,259.51,254.14
1041,968981,Kansas,Anderson,Kansas,US,,Ianthodon,305.9,303.7
1042,969252,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,,Pelanomodon,259.51,251.902
1043,970672,Batken,,Batken,KG,,Madysaurus,242.0,227.0
1044,976212,Western Cape,Murraysburg,Western Cape,ZA,,Pristerodon,259.51,254.14
1045,976213,Western Cape,Murraysburg,Western Cape,ZA,,Pristerodon,259.51,254.14
1046,980037,Eastern Cape,Stormberg,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1047,980038,Eastern Cape,Stormberg,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1048,980056,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
1049,980057,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
1050,980058,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
1051,980059,Free State,,Free State,ZA,,Lystrosaurus,251.902,247.2
1052,980062,Eastern Cape,,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1053,980063,Eastern Cape,,Eastern Cape,ZA,,Lystrosaurus,251.902,247.2
1054,980070,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1055,980075,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1056,983910,Rio Grande do Sul,Candelaria,Rio Grande do Sul,BR,,Candelariodon,242.0,237.0
1057,983911,Rio Grande do Sul,Candelaria,Rio Grande do Sul,BR,,Massetognathus,242.0,237.0
1058,986757,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,Bauria,247.2,242.0
1059,986759,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
1060,986759,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,Kannemeyeria,247.2,242.0
1061,986760,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,Cynognathus,247.2,242.0
1062,986761,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,Diademodon,247.2,242.0
1063,986762,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,Trirachodon,247.2,242.0
1064,992442,Kirov,Kotelnichskii,Kirov,RU,,Australobarbarus,264.28,259.51
1065,992442,Kirov,Kotelnichskii,Kirov,RU,,Australobarbarus,264.28,259.51
1066,992443,Kirov,Kotelnichskii,Kirov,RU,,Australobarbarus,264.28,259.51
1067,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1068,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1069,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1070,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1071,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1072,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1073,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1074,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1075,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1076,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1077,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1078,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1079,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1080,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1081,992444,Kirov,Kotelnich,Kirov,RU,,Suminia,264.28,259.51
1082,994651,Kirov,Slobodskoi,Kirov,RU,,Delectosaurus,259.51,256.8
1083,994654,Kirov,Slobodskoi,Kirov,RU,,Vivaxosaurus,259.51,256.8
1084,1000568,England,Somerset,England,UK,,Thomasia,208.5,201.4
1085,1000597,England,Somerset,England,UK,,Thomasia,208.5,201.4
1086,1000598,England,Somerset,England,UK,,Thomasia,208.5,201.4
1087,1000599,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Thomasia,208.5,201.4
1088,1000600,England,Somerset,England,UK,,Thomasia,208.5,201.4
1089,1015065,Northern Cape,Victoria West (Ubuntu),Northern Cape,ZA,,Galechirus,264.28,259.51
1090,1015065,Northern Cape,Victoria West (Ubuntu),Northern Cape,ZA,,Galechirus,264.28,259.51
1091,1016625,Thuringia,Gotha,Thuringia,DE,,Tambacarnifex,290.1,283.5
1092,1020533,England,Somerset,England,UK,,Kuehneotherium,208.5,201.4
1093,1061295,Lorraine,Meuthe-et-Moselle,Lorraine,FR,,Woutersia,208.5,201.4
1094,1061296,Lorraine,Meuthe-et-Moselle,Lorraine,FR,,Woutersia,208.5,201.4
1095,1063536,Belgium,,Gaume,BE,,Thomasia,208.5,201.4
1096,1063537,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,Thomasia,208.5,201.4
1097,1063538,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,Thomasia,208.5,201.4
1098,1071624,Rio Grande do Sul,Agudo,Rio Grande do Sul,BR,,Exaeretodon,237.0,208.5
1099,1081099,Ruvuma,Songea,Ruvuma,TZ,,Procynosuchus,259.51,254.14
1100,1081100,Ruvuma,Songea,Ruvuma,TZ,,Theriognathus,259.51,254.14
1101,1081101,Ruvuma,Songea,Ruvuma,TZ,,Dicynodon,259.51,254.14
1102,1081115,Ruvuma,Songea,Ruvuma,TZ,,Platypodosaurus,259.51,254.14
1103,1081116,Ruvuma,Songea,Ruvuma,TZ,,Dicynodontoides,259.51,254.14
1104,1081117,Ruvuma,Songea,Ruvuma,TZ,,Endothiodon,259.51,254.14
1105,1081118,Ruvuma,Songea,Ruvuma,TZ,,Rhachiocephalus,259.51,254.14
1106,1087527,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1107,1087528,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1108,1087529,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1109,1087530,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1110,1087531,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1111,1087532,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1112,1087533,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1113,1087534,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1114,1087534,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1115,1087534,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1116,1087535,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1117,1087543,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1118,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1119,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1120,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1121,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1122,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1123,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1124,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1125,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1126,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1127,1087544,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1128,1087545,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1129,1087546,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1130,1087553,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1131,1087554,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1132,1087554,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1133,1087554,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1134,1087554,West Bengal,,West Bengal,IN,,Lystrosaurus,251.902,248.9
1135,1087563,West Bengal,,West Bengal,IN,,Panchetocynodon,251.902,248.9
1136,1089128,Ruvuma,,Ruvuma,TZ,,Scalenodon,247.2,242.0
1137,1091172,Texas,Archer,Texas,US,,Lupeosaurus,298.9,293.52
1138,1091175,Texas,Baylor,Texas,US,,Dimetrodon,283.5,273.01
1139,1099935,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,Thomasia,208.5,201.4
1140,1099936,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,Oligokyphus,208.5,201.4
1141,1099937,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,Oligokyphus,208.5,201.4
1142,1104077,Sachsen-Anhalt,,Sachsen-Anhalt,DE,,Eoraetia,208.5,201.4
1143,1127578,Orenburg,Ilekskii,Orenburg,RU,,Silphedosuchus,251.2,247.2
1144,1127596,Komi,Usinsk,Komi,RU,,Scalopognathus,251.902,251.2
1145,1127600,Orenburg,Sol'-Iletsk,Orenburg,RU,,Antecosuchus,247.2,242.0
1146,1127602,Xinjiang,,Xinjiang,CN,,Urumchia,251.902,251.2
1147,1127724,Nei Mongol,Zhuengeerqi,Nei Mongol,CN,,Yikezhaogia,247.2,242.0
1148,1129488,Gansu,,Gansu,CN,,Beishanodon,251.2,247.2
1149,1129494,Henan,,Henan,CN,,Traversodontoides,247.2,242.0
1150,1129496,Shaanxi,Baode,Shaanxi,CN,,Ordosiodon,247.2,242.0
1151,1129543,Nei Mongol,Zhuengeerqi,Nei Mongol,CN,,Ordosiodon,247.2,242.0
1152,1129555,Shaanxi,Fugu,Shaanxi,CN,,Hazhenia,251.2,242.0
1153,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1154,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1155,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1156,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1157,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1158,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1159,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1160,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1161,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1162,1129613,Xinjiang,,Xinjiang,CN,,Xiyukannemeyeria,247.2,237.0
1163,1129616,Xinjiang,Turfan,Xinjiang,CN,,Xiyukannemeyeria,247.2,242.0
1164,1129819,Nei Mongol,,Nei Mongol,CN,,Shaanbeikannemeyeria,247.2,242.0
