"age","L_mean","L_hpd_m95","L_hpd_M95","M_mean","M_hpd_m95","M_hpd_M95","R_mean","R_hpd_m95","R_hpd_M95"
-175,NA,NA,NA,NA,NA,NA,NA,NA,NA
-198,NA,NA,NA,NA,NA,NA,NA,NA,NA
-198.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA
-199,NA,NA,NA,NA,NA,NA,NA,NA,NA
-199.00001,0.0535629358108239,0.000186586694346123,0.169637631101699,0.187795978609442,0.00153274225213947,0.546325507598799,-0.129478436092375,-0.546902211815391,0.114715158290393
-200,0.0535629358108239,0.000186586694346123,0.169637631101699,0.187795978609442,0.00153274225213947,0.546325507598799,-0.129478436092375,-0.546902211815391,0.114715158290393
-200.00001,0.0617616388783978,0.000254958558030087,0.183208198186676,0.250247887106098,0.00411181816447875,0.690804760508728,-0.181449916933386,-0.717531717160899,0.137951990803814
-201,0.0617616388783978,0.000254958558030087,0.183208198186676,0.250247887106098,0.00411181816447875,0.690804760508728,-0.181449916933386,-0.717531717160899,0.137951990803814
-201.00001,0.0859857377524379,0.000378989054100317,0.260029585675925,0.339917896416262,0.025109102336948,0.879148206119531,-0.253932158663824,-0.81619981308506,0.187113916960715
-202,0.0859857377524379,0.000378989054100317,0.260029585675925,0.339917896416262,0.025109102336948,0.879148206119531,-0.253932158663824,-0.81619981308506,0.187113916960715
-202.00001,0.109459121790612,0.000545923480347488,0.320878651097606,0.429862922238671,0.042284386630892,1.01102074961249,-0.320403800448061,-0.918197507841999,0.150140414057981
-203,0.109459121790612,0.000545923480347488,0.320878651097606,0.429862922238671,0.042284386630892,1.01102074961249,-0.320403800448061,-0.918197507841999,0.150140414057981
-203.00001,0.0844859374195889,0.000437292276826936,0.243706647735546,0.0508386120479862,0.000515488471577311,0.146841223977483,0.0336473253716027,-0.131018880952097,0.238055629287504
-204,0.0844859374195889,0.000437292276826936,0.243706647735546,0.0508386120479862,0.000515488471577311,0.146841223977483,0.0336473253716027,-0.131018880952097,0.238055629287504
-204.00001,0.0740187598185238,0.000327571089164275,0.200833441467807,0.0512739677975002,0.000671678510001918,0.145514586450389,0.0227447920210236,-0.122268241127294,0.192534812428283
-205,0.0740187598185238,0.000327571089164275,0.200833441467807,0.0512739677975002,0.000671678510001918,0.145514586450389,0.0227447920210236,-0.122268241127294,0.192534812428283
-205.00001,0.0766698856966475,0.000990417421287688,0.204897926802126,0.0848717696701177,0.0027621822453588,0.219957037543431,-0.00820188397347016,-0.203787225508215,0.181419231995441
-206,0.0766698856966475,0.000990417421287688,0.204897926802126,0.0848717696701177,0.0027621822453588,0.219957037543431,-0.00820188397347016,-0.203787225508215,0.181419231995441
-206.00001,0.0579632336624347,0.000207356120366988,0.164805554542677,0.0510597219273037,0.000760523271947135,0.144859190770355,0.00690351173513099,-0.152800874786567,0.142611214858596
-207,0.0579632336624347,0.000207356120366988,0.164805554542677,0.0510597219273037,0.000760523271947135,0.144859190770355,0.00690351173513099,-0.152800874786567,0.142611214858596
-207.00001,0.0481032477470689,0.000267707746538018,0.152399212523066,0.0559569411100436,0.000628411647370548,0.167521293512539,-0.00785369336297457,-0.171636659628136,0.128609268615383
-208,0.0481032477470689,0.000267707746538018,0.152399212523066,0.0559569411100436,0.000628411647370548,0.167521293512539,-0.00785369336297457,-0.171636659628136,0.128609268615383
-208.00001,0.0220278002686508,9.84285365089609e-05,0.0672843329278813,0.0225886693574727,3.07858040404203e-05,0.0729066124598765,-0.000560869088822006,-0.0721732471776105,0.0623143992798378
-209,0.0220278002686508,9.84285365089609e-05,0.0672843329278813,0.0225886693574727,3.07858040404203e-05,0.0729066124598765,-0.000560869088822006,-0.0721732471776105,0.0623143992798378
-209.00001,0.0207274207585692,0.000213344622819624,0.063763083406649,0.0260735080530253,0.000108280978140989,0.0825330334496268,-0.00534608729445608,-0.0737741629025019,0.0655559454409147
-210,0.0207274207585692,0.000213344622819624,0.063763083406649,0.0260735080530253,0.000108280978140989,0.0825330334496268,-0.00534608729445608,-0.0737741629025019,0.0655559454409147
-210.00001,0.0171145850404648,8.93345925090676e-05,0.0497234514270995,0.025364245610322,9.56158097006347e-05,0.0744358159895427,-0.00824966056985723,-0.0680655825953453,0.0452175977438698
-211,0.0171145850404648,8.93345925090676e-05,0.0497234514270995,0.025364245610322,9.56158097006347e-05,0.0744358159895427,-0.00824966056985723,-0.0680655825953453,0.0452175977438698
-211.00001,0.0143833805876814,6.64429666940355e-05,0.043914539328619,0.025443873519333,8.39884335459974e-05,0.075384765142253,-0.0110604929316516,-0.0706791406988203,0.046666051593841
-212,0.0143833805876814,6.64429666940355e-05,0.043914539328619,0.025443873519333,8.39884335459974e-05,0.075384765142253,-0.0110604929316516,-0.0706791406988203,0.046666051593841
-212.00001,0.0133098887861062,5.80880192325801e-05,0.0403009472745774,0.0259749698851232,5.03107079266879e-05,0.0805463697613127,-0.012665081099017,-0.083766429090189,0.030636920875517
-213,0.0133098887861062,5.80880192325801e-05,0.0403009472745774,0.0259749698851232,5.03107079266879e-05,0.0805463697613127,-0.012665081099017,-0.083766429090189,0.030636920875517
-213.00001,0.0116299223860574,2.39096744800556e-05,0.0403676582287886,0.017891751102742,4.4847927859305e-05,0.0573230663327136,-0.0062618287166846,-0.0676780153824948,0.0376695339310648
-214,0.0116299223860574,2.39096744800556e-05,0.0403676582287886,0.017891751102742,4.4847927859305e-05,0.0573230663327136,-0.0062618287166846,-0.0676780153824948,0.0376695339310648
-214.00001,0.0133796064172828,3.7555258308294e-05,0.0497510209488571,0.0212289956827765,9.8945142358773e-05,0.0685051233675762,-0.00784938926549371,-0.0712851446148685,0.0518934309466286
-215,0.0133796064172828,3.7555258308294e-05,0.0497510209488571,0.0212289956827765,9.8945142358773e-05,0.0685051233675762,-0.00784938926549371,-0.0712851446148685,0.0518934309466286
-215.00001,0.0108298559475835,3.68701823921835e-05,0.0413188444802064,0.028232878207253,0.000136164174102119,0.0991996394446699,-0.0174030222596695,-0.100014742009173,0.0496131410493768
-216,0.0108298559475835,3.68701823921835e-05,0.0413188444802064,0.028232878207253,0.000136164174102119,0.0991996394446699,-0.0174030222596695,-0.100014742009173,0.0496131410493768
-216.00001,0.0192662573664614,0.0001192452520826,0.0571089218312047,0.0338624314369928,0.00011104148125866,0.0963976018640116,-0.0145961740705314,-0.091176551701268,0.0642903004200662
-217,0.0192662573664614,0.0001192452520826,0.0571089218312047,0.0338624314369928,0.00011104148125866,0.0963976018640116,-0.0145961740705314,-0.091176551701268,0.0642903004200662
-217.00001,0.00879060850750563,1.00201859777831e-05,0.029127179074529,0.0212039289807315,9.42966286468922e-05,0.0641109772598918,-0.0124133204732258,-0.0732499578490116,0.030659734591453
-218,0.00879060850750563,1.00201859777831e-05,0.029127179074529,0.0212039289807315,9.42966286468922e-05,0.0641109772598918,-0.0124133204732258,-0.0732499578490116,0.030659734591453
-218.00001,0.00909795225208736,3.22719415323184e-05,0.0293209191286717,0.0161114892146621,0.0001102333825867,0.0436782838731886,-0.00701353696257476,-0.0437666373045849,0.0252956282519212
-219,0.00909795225208736,3.22719415323184e-05,0.0293209191286717,0.0161114892146621,0.0001102333825867,0.0436782838731886,-0.00701353696257476,-0.0437666373045849,0.0252956282519212
-219.00001,0.00886874620460115,3.03736793085242e-05,0.0280444219261369,0.0161878889135714,0.0001102333825867,0.0428186750538635,-0.00731914270897021,-0.0422033135748958,0.0252956282519212
-220,0.00886874620460115,3.03736793085242e-05,0.0280444219261369,0.0161878889135714,0.0001102333825867,0.0428186750538635,-0.00731914270897021,-0.0422033135748958,0.0252956282519212
-220.00001,0.00884360366465576,2.89709561637746e-05,0.028528357934776,0.0163251394594582,0.0001102333825867,0.0437922720365034,-0.00748153579480244,-0.0433306603120708,0.0240194629656992
-221,0.00884360366465576,2.89709561637746e-05,0.028528357934776,0.0163251394594582,0.0001102333825867,0.0437922720365034,-0.00748153579480244,-0.0433306603120708,0.0240194629656992
