id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range
4207,150315,150315,20.93788,Neusticosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4208,150316,150316,20.93788,Mixosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4211,361674,361674,17.34627,Omphalosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4212,361674,361674,17.34627,Omphalosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4213,391980,391980,15.06738,Barracudasaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4214,411325,411325,26.46257,Cyamodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4215,467069,467069,17.34627,Cymbospondylus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4216,467070,467070,17.34627,Cymbospondylus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4217,467071,467071,17.34627,Cymbospondylus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4218,467073,467073,17.34627,Phalarodon,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4219,690412,690412,24.55053,Rhombopholis,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4220,690413,690413,24.55053,Langeronyx,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4221,700604,700604,-9.650311,Psephosauriscus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4222,700605,700605,-9.650311,Psephosauriscus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4223,725442,725442,26.46257,Teratosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4224,797372,797372,20.93788,Macrocnemus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4225,797372,797372,20.93788,Macrocnemus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4226,797372,797372,20.93788,Macrocnemus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4227,797952,797952,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4228,797952,797952,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4229,797952,797952,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4230,797952,797952,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4231,797952,797952,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4232,797953,797953,20.93788,Macrocnemus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4233,797954,797954,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4234,797955,797955,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4235,797956,797956,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4236,797956,797956,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4237,797956,797956,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4238,797956,797956,20.93788,Serpianosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4239,883957,883957,15.06738,Chinchenia,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4240,895625,895625,12.69028,Pistosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4241,908660,908660,16.03868,Mixosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4242,908661,908661,16.03868,Mixosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4243,921260,921260,26.46257,Cyamodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4244,921261,921261,26.46257,Placodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4245,921262,921262,26.46257,Placodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4246,921263,921263,26.46257,Placodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4247,934002,934002,17.34627,Cymbospondylus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4248,943015,943015,-9.650311,Nothosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4249,950445,950445,20.93788,Cyamodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4250,950446,950446,20.93788,Paraplacodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4251,950446,950446,20.93788,Paraplacodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4252,950446,950446,20.93788,Paraplacodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4253,950446,950446,20.93788,Paraplacodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4254,950446,950446,20.93788,Paraplacodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4255,950446,950446,20.93788,Paraplacodus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4256,950447,950447,20.93788,Mixosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4257,950447,950447,20.93788,Mixosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4258,950448,950448,20.93788,Nothosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4259,950449,950449,20.93788,Tanystropheus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4260,966703,966703,20.78674,Hupehsuchus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4261,966703,966703,20.78674,Hupehsuchus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4262,966703,966703,20.78674,Hupehsuchus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4263,966703,966703,20.78674,Hupehsuchus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4264,1091664,1091664,26.46257,Tanystropheus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4265,1091665,1091665,26.46257,Blezingeria,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4266,1091666,1091666,26.46257,Nothosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4267,1091667,1091667,26.46257,Simosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
4268,1091733,1091733,26.46257,Nothosaurus,246.7,237.0,Middle Triassic,"(246.7, 237.0)"
