stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-235.0,0.0280299633210754,9.67833523560508e-05,0.0868673896613511,0.0358755395531604,0.0001833898740672,0.0964259243251594,-0.007845576232085,-0.0906971146836985,0.0729935336641748
Carnian,-235.00001,0.0294859331770096,0.0001010532831066,0.0941520589657152,0.0357846924563312,0.000374382408414,0.103576912902723,-0.0062987592793216,-0.0984688305884088,0.0797059701140081
Carnian,-236.0,0.0294859331770096,0.0001010532831066,0.0941520589657152,0.0357846924563312,0.000374382408414,0.103576912902723,-0.0062987592793216,-0.0984688305884088,0.0797059701140081
Carnian,-236.00001,0.046663894466588,0.0003248762400778,0.135587180214111,0.0664969511181744,0.0004086113240403,0.197654910115004,-0.0198330566515863,-0.193210844834619,0.149705156897631
Carnian,-237.0,0.046663894466588,0.0003248762400778,0.135587180214111,0.0664969511181744,0.0004086113240403,0.197654910115004,-0.0198330566515863,-0.193210844834619,0.149705156897631
Ladinian,-237.00001,0.0303986834879413,0.0001624463403568,0.0947113185145175,0.0564712444790117,1.90957733594269e-05,0.175811396296525,-0.0260725609910705,-0.161002682573278,0.114167011058239
Ladinian,-238.0,0.0303986834879413,0.0001624463403568,0.0947113185145175,0.0564712444790117,1.90957733594269e-05,0.175811396296525,-0.0260725609910705,-0.161002682573278,0.114167011058239
Ladinian,-238.00001,0.0201346876774401,4.86510452468024e-05,0.060130535450417,0.0482841074476179,2.31731438470189e-05,0.142020896890753,-0.0281494197701778,-0.131733863987364,0.0578439016750217
Ladinian,-239.0,0.0201346876774401,4.86510452468024e-05,0.060130535450417,0.0482841074476179,2.31731438470189e-05,0.142020896890753,-0.0281494197701778,-0.131733863987364,0.0578439016750217
Ladinian,-239.00001,0.0170216808941177,4.4898476389496e-05,0.0578720544652187,0.0475416513045521,0.0005328436098151,0.12987265846722,-0.0305199704104345,-0.130065206174295,0.0425467968193297
Ladinian,-240.0,0.0170216808941177,4.4898476389496e-05,0.0578720544652187,0.0475416513045521,0.0005328436098151,0.12987265846722,-0.0305199704104345,-0.130065206174295,0.0425467968193297
Ladinian,-240.00001,0.0178569904797352,6.02983093979273e-05,0.0595795629807782,0.0605130692305549,0.0004877467327458,0.166295693705692,-0.0426560787508196,-0.167578132892926,0.0465142779642219
Ladinian,-241.0,0.0178569904797352,6.02983093979273e-05,0.0595795629807782,0.0605130692305549,0.0004877467327458,0.166295693705692,-0.0426560787508196,-0.167578132892926,0.0465142779642219
Ladinian,-241.00001,0.0296759375208253,7.64790423150923e-05,0.10204580935974,0.191719593319212,0.0008873080825296,0.463594907987944,-0.162043655798387,-0.480347388445387,0.0202191064600898
Anisian,-242.0,0.0296759375208253,7.64790423150923e-05,0.10204580935974,0.191719593319212,0.0008873080825296,0.463594907987944,-0.162043655798387,-0.480347388445387,0.0202191064600898
