stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Changhsingian,-251.9168471,0.755592691,0.094289043,1.451997798,0.175564198,0.003603883,0.459865399,0.580028493,-0.123893558,1.410399074
Changhsingian,-251.9168571,0.042905503,0.000190854,0.14706379,0.162269514,0.001567503,0.407958049,-0.119364011,-0.396046707,0.14552592
Changhsingian,-252.9093226,0.042905503,0.000190854,0.14706379,0.162269514,0.001567503,0.407958049,-0.119364011,-0.396046707,0.14552592
Changhsingian,-252.9093326,0.041046322,0.000184809,0.140869406,0.180177283,0.001730393,0.459077981,-0.139130962,-0.470992565,0.107403439
Changhsingian,-253.901798,0.041046322,0.000184809,0.140869406,0.180177283,0.001730393,0.459077981,-0.139130962,-0.470992565,0.107403439
Changhsingian,-253.901808,0.03644096,8.4e-05,0.123941183,0.170202068,0.000819974,0.537276319,-0.133761108,-0.522362455,0.093908424
Wuchiapingian,-254.8942735,0.03644096,8.4e-05,0.123941183,0.170202068,0.000819974,0.537276319,-0.133761108,-0.522362455,0.093908424
Wuchiapingian,-254.8942835,0.033329653,0.000157099,0.106099065,0.040003875,0.000695687,0.102587944,-0.006674222,-0.09033378,0.084875304
Wuchiapingian,-255.8867489,0.033329653,0.000157099,0.106099065,0.040003875,0.000695687,0.102587944,-0.006674222,-0.09033378,0.084875304
Wuchiapingian,-255.8867589,0.033188405,9.82e-05,0.104912585,0.041177629,0.000671716,0.111053544,-0.007989223,-0.09522218,0.084329615
Wuchiapingian,-256.8792243,0.033188405,9.82e-05,0.104912585,0.041177629,0.000671716,0.111053544,-0.007989223,-0.09522218,0.084329615
Wuchiapingian,-256.8792343,0.033197674,8.84e-05,0.101664235,0.042449332,0.000695666,0.109679093,-0.009251658,-0.101098548,0.075778282
Wuchiapingian,-257.9957592,0.033197674,8.84e-05,0.101664235,0.042449332,0.000695666,0.109679093,-0.009251658,-0.101098548,0.075778282
Wuchiapingian,-257.9957692,0.032935456,9.17e-05,0.10867523,0.044929021,0.000649654,0.116137668,-0.011993566,-0.100034363,0.081813031
Wuchiapingian,-258.9882347,0.032935456,9.17e-05,0.10867523,0.044929021,0.000649654,0.116137668,-0.011993566,-0.100034363,0.081813031
Wuchiapingian,-258.9882447,0.034002133,9.82e-05,0.109764099,0.049092956,0.001812744,0.130130385,-0.015090823,-0.117467649,0.079460619
Wuchiapingian,-259.4844724,0.034002133,9.82e-05,0.109764099,0.049092956,0.001812744,0.130130385,-0.015090823,-0.117467649,0.079460619
Wuchiapingian,-259.4844824,0.127866826,0.010532468,0.24966657,0.047928004,0.000267793,0.109081543,0.079938822,-0.054309484,0.218811876
Capitanian,-259.9807101,0.127866826,0.010532468,0.24966657,0.047928004,0.000267793,0.109081543,0.079938822,-0.054309484,0.218811876
Capitanian,-259.9807201,0.125723243,0.012715775,0.249482276,0.049799408,0.000532514,0.113251263,0.075923835,-0.055047574,0.215418061
Capitanian,-260.9731856,0.125723243,0.012715775,0.249482276,0.049799408,0.000532514,0.113251263,0.075923835,-0.055047574,0.215418061
Capitanian,-260.9731956,0.122176238,0.011407491,0.245291235,0.050050978,0.000358296,0.113980905,0.07212526,-0.05778567,0.21241385
Capitanian,-261.965661,0.122176238,0.011407491,0.245291235,0.050050978,0.000358296,0.113980905,0.07212526,-0.05778567,0.21241385
Capitanian,-261.965671,0.119382221,0.006816658,0.239457443,0.050246663,0.000358247,0.115717196,0.069135558,-0.055033937,0.210455496
Capitanian,-262.9581365,0.119382221,0.006816658,0.239457443,0.050246663,0.000358247,0.115717196,0.069135558,-0.055033937,0.210455496
Capitanian,-262.9581465,0.116177727,0.003872864,0.235102509,0.050528407,0.00067628,0.113656303,0.06564932,-0.052601423,0.214802531
Capitanian,-263.9506119,0.116177727,0.003872864,0.235102509,0.050528407,0.00067628,0.113656303,0.06564932,-0.052601423,0.214802531
Capitanian,-263.9506219,0.213949627,7.37e-05,0.683529255,0.110934706,0.000337181,0.346088701,0.103014921,-0.412860473,0.656669589
Capitanian,-264.1987308,0.213949627,7.37e-05,0.683529255,0.110934706,0.000337181,0.346088701,0.103014921,-0.412860473,0.656669589
Capitanian,-264.1987408,0.106782779,0.000251493,0.309217151,0.059487392,0.000557563,0.176583344,0.047295387,-0.16719243,0.281769317
Wordian,-264.9430874,0.106782779,0.000251493,0.309217151,0.059487392,0.000557563,0.176583344,0.047295387,-0.16719243,0.281769317
Wordian,-264.9430974,0.098390747,0.000280405,0.279152277,0.062445995,0.000139823,0.177751439,0.035944752,-0.151385118,0.271115131
Wordian,-265.9355628,0.098390747,0.000280405,0.279152277,0.062445995,0.000139823,0.177751439,0.035944752,-0.151385118,0.271115131
Wordian,-265.9355728,0.080031777,0.000130843,0.236477261,0.034644934,0.000256634,0.10852312,0.045386843,-0.096036256,0.245461415
Roadian,-266.9280382,0.080031777,0.000130843,0.236477261,0.034644934,0.000256634,0.10852312,0.045386843,-0.096036256,0.245461415
Roadian,-266.9280482,0.057972071,0.000139164,0.158588155,0.023036995,0.000418764,0.067977215,0.034935077,-0.057167835,0.14462846
Roadian,-267.9205137,0.057972071,0.000139164,0.158588155,0.023036995,0.000418764,0.067977215,0.034935077,-0.057167835,0.14462846
Roadian,-267.9205237,0.05332677,0.000139164,0.148259124,0.023160885,0.000478661,0.067010169,0.030165885,-0.04677754,0.150833047
Roadian,-268.9129891,0.05332677,0.000139164,0.148259124,0.023160885,0.000478661,0.067010169,0.030165885,-0.04677754,0.150833047
Roadian,-268.9129991,0.051550019,0.00012653,0.145111813,0.024291586,0.000385175,0.070281372,0.027258433,-0.049097973,0.143332516
Roadian,-269.9054646,0.051550019,0.00012653,0.145111813,0.024291586,0.000385175,0.070281372,0.027258433,-0.049097973,0.143332516
Roadian,-269.9054746,0.050892027,0.00012653,0.144393789,0.026176715,0.000705599,0.074980781,0.024715312,-0.058770296,0.13494777
Roadian,-270.89794,0.050892027,0.00012653,0.144393789,0.026176715,0.000705599,0.074980781,0.024715312,-0.058770296,0.13494777
Roadian,-270.89795,0.049503654,0.00015382,0.141068663,0.027492836,0.000917745,0.07657118,0.022010818,-0.058477666,0.137404493
Roadian,-271.8904155,0.049503654,0.00015382,0.141068663,0.027492836,0.000917745,0.07657118,0.022010818,-0.058477666,0.137404493
Roadian,-271.8904255,0.046610375,0.000151797,0.133687334,0.030095175,0.000905311,0.086849323,0.0165152,-0.070437462,0.120377588
Roadian,-272.8828909,0.046610375,0.000151797,0.133687334,0.030095175,0.000905311,0.086849323,0.0165152,-0.070437462,0.120377588
Roadian,-272.8829009,0.04440526,0.000164115,0.124260034,0.036747827,0.000918992,0.102623055,0.007657433,-0.086102187,0.109754699
Roadian,-273.9994258,0.04440526,0.000164115,0.124260034,0.036747827,0.000918992,0.102623055,0.007657433,-0.086102187,0.109754699
Roadian,-273.9994358,0.042500408,0.00015382,0.129054031,0.044796217,0.001243227,0.125116815,-0.002295809,-0.102658616,0.110937685
Roadian,-274.3716041,0.042500408,0.00015382,0.129054031,0.044796217,0.001243227,0.125116815,-0.002295809,-0.102658616,0.110937685
Roadian,-274.3716141,0.067151963,0.000335165,0.19541098,0.048567945,0.000280167,0.131559428,0.018584018,-0.125631045,0.164512881
Kungurian,-274.9919012,0.067151963,0.000335165,0.19541098,0.048567945,0.000280167,0.131559428,0.018584018,-0.125631045,0.164512881
Kungurian,-274.9919112,0.043953207,0.000236705,0.118279096,0.038623732,0.000240147,0.097262101,0.005329475,-0.089102091,0.104629913
Kungurian,-275.9843767,0.043953207,0.000236705,0.118279096,0.038623732,0.000240147,0.097262101,0.005329475,-0.089102091,0.104629913
Kungurian,-275.9843867,0.038656004,0.000213294,0.105252571,0.035905645,0.000240147,0.091702597,0.002750359,-0.084375136,0.091774362
Kungurian,-276.9768521,0.038656004,0.000213294,0.105252571,0.035905645,0.000240147,0.091702597,0.002750359,-0.084375136,0.091774362
Kungurian,-276.9768621,0.038426529,0.000236489,0.103029931,0.035963294,0.000279918,0.089697464,0.002463236,-0.081797326,0.089868213
Kungurian,-277.9693276,0.038426529,0.000236489,0.103029931,0.035963294,0.000279918,0.089697464,0.002463236,-0.081797326,0.089868213
Kungurian,-277.9693376,0.040845233,0.000236489,0.114262227,0.038231002,0.000279918,0.09647755,0.002614231,-0.082099275,0.106470492
Kungurian,-278.961803,0.040845233,0.000236489,0.114262227,0.038231002,0.000279918,0.09647755,0.002614231,-0.082099275,0.106470492
Kungurian,-278.961813,0.041566939,0.000243761,0.112065089,0.039931609,0.000613444,0.105913654,0.00163533,-0.095594208,0.096315474
Kungurian,-279.9542785,0.041566939,0.000243761,0.112065089,0.039931609,0.000613444,0.105913654,0.00163533,-0.095594208,0.096315474
Kungurian,-279.9542885,0.040089282,0.000243761,0.109116334,0.038604711,0.00053682,0.097393327,0.001484571,-0.082099275,0.098474001
