stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-235.0,0.026976784,7.83e-05,0.078051186,0.051899407,0.001882084,0.118144962,-0.024922623,-0.119946616,0.046848666
Carnian,-235.00001,0.025881877,7.33e-05,0.075531918,0.053715174,0.001807128,0.12100809,-0.027833298,-0.111720169,0.054262902
Carnian,-236.0,0.025881877,7.33e-05,0.075531918,0.053715174,0.001807128,0.12100809,-0.027833298,-0.111720169,0.054262902
Carnian,-236.00001,0.025666346,7.33e-05,0.072724741,0.058095912,0.002742812,0.127994828,-0.032429565,-0.115422617,0.053194502
Carnian,-237.0,0.025666346,7.33e-05,0.072724741,0.058095912,0.002742812,0.127994828,-0.032429565,-0.115422617,0.053194502
Ladinian,-237.00001,0.01686198,5.93e-05,0.055665569,0.062636091,0.000350091,0.162085175,-0.045774111,-0.167242918,0.038223649
Ladinian,-238.0,0.01686198,5.93e-05,0.055665569,0.062636091,0.000350091,0.162085175,-0.045774111,-0.167242918,0.038223649
Ladinian,-238.00001,0.015028975,5.58e-05,0.049539245,0.062048984,0.000318273,0.164443985,-0.047020009,-0.155290573,0.041005821
Ladinian,-239.0,0.015028975,5.58e-05,0.049539245,0.062048984,0.000318273,0.164443985,-0.047020009,-0.155290573,0.041005821
Ladinian,-239.00001,0.014448504,5.98e-05,0.046555874,0.063158267,0.000409798,0.162039663,-0.048709763,-0.159940039,0.033153255
Ladinian,-240.0,0.014448504,5.98e-05,0.046555874,0.063158267,0.000409798,0.162039663,-0.048709763,-0.159940039,0.033153255
Ladinian,-240.00001,0.013732663,6.25e-05,0.043175081,0.065086844,0.000409805,0.162477613,-0.051354181,-0.165278438,0.030849384
Ladinian,-241.0,0.013732663,6.25e-05,0.043175081,0.065086844,0.000409805,0.162477613,-0.051354181,-0.165278438,0.030849384
Ladinian,-241.00001,0.021971588,8.63e-05,0.074401491,0.122088008,0.000980823,0.311722395,-0.100116421,-0.307978569,0.05604197
Anisian,-242.0,0.021971588,8.63e-05,0.074401491,0.122088008,0.000980823,0.311722395,-0.100116421,-0.307978569,0.05604197
Anisian,-242.00001,0.065840462,0.000330357,0.176805447,0.101633797,0.001527597,0.200811422,-0.035793335,-0.186242903,0.090897931
Anisian,-243.0,0.065840462,0.000330357,0.176805447,0.101633797,0.001527597,0.200811422,-0.035793335,-0.186242903,0.090897931
Anisian,-243.00001,0.065998558,0.00061766,0.173622531,0.106829888,0.005709448,0.208508126,-0.04083133,-0.190396524,0.090540587
