stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-235.417381925,0.155183118122129,0.0715642860571793,0.219030863081615,0.109308184911693,0.0556109956854887,0.252426215498695,0.0418856420197132,-0.0754592878100694,0.122924968774545
Carnian,-236.402161375,0.205921799621981,0.100871784476448,0.992348072200457,0.116980013402562,0.0572756770688526,0.286475618184923,0.274991013248601,-0.127297969859593,0.888791509126532
Ladinian,-237.386940825,0.541239959848792,0.157603541623217,1.11181984164551,0.295666291449872,0.0696171871105804,1.03968421789159,0.0561194143299927,-0.421806322053454,0.775896493163849
Ladinian,-238.371720275,0.185002999173625,0.13880817648228,0.218630076518424,0.267154655975584,0.0606528278454135,0.896193353722595,-0.190076517721113,-0.738285046849838,0.10467025519106
Ladinian,-239.356499725,0.184962970693678,0.13880817648228,0.217594892293373,0.241891523320939,0.0562849147197693,0.326856582449172,-0.0444842111939116,-0.143777438916161,0.1140490025355
Ladinian,-240.341279175,0.184962970693678,0.13880817648228,0.217594892293373,0.242796981542155,0.0636536314477789,0.326856582449172,-0.0456923410643403,-0.143777438916161,0.104294308213485
Ladinian,-241.326058625,0.184962970693678,0.139631333741706,0.218767320625663,0.245994712750951,0.107910460594222,0.343398088245791,-0.0562958350426625,-0.148937904975457,0.0775599534577968
Anisian,-242.310838075,0.184984373356126,0.139631333741706,0.218767320625663,0.256186406990652,0.157939025702484,0.369443261680871,-0.0905319209605086,-0.201611613499295,0.0500372521236757
Anisian,-243.295617525,0.184984373356126,0.139631333741706,0.218767320625663,0.254886425059126,0.168753223209382,0.343398088245791,-0.0826944118181393,-0.170874403791003,0.0300858278984362
Anisian,-244.280396975,0.184943731539423,0.139631333741706,0.218767320625663,0.252405930637597,0.164768754543244,0.333295493862445,-0.0675907496364665,-0.165153735865137,0.0185184474599829
Anisian,-245.265176425,0.184984373356126,0.13880817648228,0.218767320625663,0.252405930637597,0.162657461894841,0.333295493862445,-0.0670450281300252,-0.170874403791003,0.0185184474599829
Anisian,-246.249955875,0.190952174273552,0.122557531295359,0.632479869830826,0.2551089283051,0.170093200831017,0.348244938166038,-0.0081263950248873,-0.170874403791003,0.429229699698947
Olenekian,-247.234735325,1.12242355949435,0.415735251353762,1.57995408759797,0.28220647162128,0.20493059524667,0.497352815778598,0.756646542273412,0.119807905075145,1.29586118937047
Olenekian,-248.219514775,0.348172097219185,0.153165812247129,0.740959701604937,0.290077203088703,0.216271490234521,0.514700875628442,0.0655878529280202,-0.248345066491166,0.484564104978596
Olenekian,-249.204294225,0.342323670571629,0.161522790943033,0.637765261847673,0.2913182624336,0.216271490234521,0.514700875628442,0.0379727360377934,-0.240982406755717,0.327581931883896
Induan,-250.189073675,0.342584249905841,0.155643738999402,0.642029868990563,0.294779254034646,0.210067701683893,0.513604376162453,0.0366605645151652,-0.25426712028523,0.327581931883896
Induan,-251.173853125,0.454396853384049,0.162630679427494,1.59495077902519,0.305266618345821,0.199955138435527,0.568350924242161,0.34077066399604,-0.240823300377866,1.34502684483445
Changhsingian,-252.158632575,1.50046491070311,0.896463560910643,2.41703905796955,0.49650188418361,0.249184310452819,1.35455843982608,0.89622084910797,0.0838315742514251,1.91959729486777
Changhsingian,-253.143412025,0.18602288347625,0.132413443074039,0.242533778102838,0.431572941208632,0.117475023144972,1.00597365316708,-0.268780287530732,-0.929588328620185,0.0914209991735151
