"age","L_mean","L_hpd_m95","L_hpd_M95","M_mean","M_hpd_m95","M_hpd_M95","R_mean","R_hpd_m95","R_hpd_M95"
-199.965321725,0.532716623283217,0.230514971349861,0.973425246834988,4.14976422200574,1.05375639405605,7.73219132138455,-3.75080775411698,-7.09334049412665,-0.373727783353223
-200.950101175,0.537387405328765,0.24962991206439,0.915811475720546,0.627567244516239,0.167252892503237,1.34462207932558,-0.121800342089808,-0.868731715045467,0.535869933050639
-201.934880625,0.537908455245433,0.241813245845002,0.976296868436717,0.597667769941016,0.148601308014296,1.18428481825031,-0.0690218394257134,-0.823929735203124,0.470754557023404
-202.919660075,0.0581511176281098,0.0396625519555176,0.4553442757865,0.235204330924672,0.109796145921832,0.755498324893539,-0.216297761387204,-0.697493522833657,0.249952295481094
-203.904439525,0.0564190667677406,0.0430831080477185,0.0738331659540712,0.186053858333928,0.0277878897426052,0.421123144769718,-0.144142106416911,-0.393105605748958,0.0324542919051118
-204.889218975,0.0563482772022656,0.0430831080477185,0.0720766878633536,0.180263085665411,0.0283752474311241,0.289048057739656,-0.123097330481071,-0.234786867305536,0.0226581646681079
-205.873998425,0.0563482772022656,0.0431206167064945,0.0720766878633536,0.178658471186936,0.0350951761163114,0.290324225349904,-0.120620100793995,-0.222674323887692,0.0290834526317635
-206.858777875,0.0563482772022656,0.0431206167064945,0.0720766878633536,0.180307808739342,0.0314043549207597,0.290324225349904,-0.12248732424403,-0.234786867305536,0.0226581646681079
-207.843557325,0.0563482772022656,0.0431206167064945,0.0720766878633536,0.18234762988035,0.0378255876904517,0.31742295824144,-0.131695629113953,-0.254457015100491,0.0226581646681079
-208.828336775,0.0563482772022656,0.0431206167064945,0.0720766878633536,0.211768055173104,0.122785518105313,0.636693106089804,-0.211510573012845,-0.580231441781668,-0.052649527759545
-209.813116225,0.0563482772022656,0.0435747999314157,0.0722213041587639,0.191564952740373,0.0407297423496472,0.459058073248191,-0.157682887155326,-0.4069104425992,0.019491549514499
-210.797895675,0.0563482772022656,0.0438635425218356,0.0722213041587639,0.143102213904394,0.037937212113504,0.236125508138184,-0.0704395518854243,-0.17954239828639,0.0205905442632625
-211.782675125,0.0563332058681145,0.0438635425218356,0.0722213041587639,0.0732186972330635,0.0367852589605864,0.209807232126557,-0.051818777697889,-0.149433669229113,0.0249532392436055
-212.767454575,0.0563332058681145,0.0438635425218356,0.0722213041587639,0.067500634163596,0.0367852589605864,0.2019087146962,-0.0432790763271528,-0.143285393010889,0.0249532392436055
-213.752234025,0.0563332058681145,0.0438635425218356,0.0722213041587639,0.0575634735201674,0.0311755255544477,0.188935878500138,-0.0256825212074862,-0.131463590202532,0.0332242539104304
-214.737013475,0.0563332058681145,0.0438635425218356,0.0722213041587639,0.0488521797656823,0.0218310236590703,0.12975384675981,0.00103579241295906,-0.0693196142412168,0.0457727859822153
-215.721792925,0.0563332058681145,0.0438635425218356,0.0722213041587639,0.04774848219663,0.0259948018814483,0.07796390906622,0.00562146485346869,-0.0236963766047299,0.036595865109521
-216.706572375,0.0563332058681145,0.0438635425218356,0.0722213041587639,0.047383555826906,0.0269842019124259,0.0754421846051265,0.00775098886882458,-0.0187567042883811,0.036595865109521
-217.691351825,0.0563482772022656,0.0435747999314157,0.0722213041587639,0.0468730314871721,0.0269711831046757,0.0752001456552521,0.00826974163389702,-0.0182182071344422,0.036595865109521
-218.676131275,0.0563482772022656,0.0435747999314157,0.0722213041587639,0.0468252881120078,0.0269711831046757,0.0752001456552521,0.00838353918937558,-0.0182182071344422,0.036595865109521
-219.660910725,0.0563615299550265,0.0431206167064945,0.0720766878633536,0.0468252881120078,0.0269711831046757,0.0752001456552521,0.00841031417730554,-0.0182182071344422,0.036595865109521
-220.645690175,0.0563805425269874,0.0431206167064945,0.0720766878633536,0.0468252881120078,0.0269711831046757,0.0752001456552521,0.00847541601384894,-0.0183395288161253,0.036595865109521
-221.630469625,0.0564063741735958,0.0428704421005074,0.0722213041587639,0.0468148838852814,0.0269711831046757,0.0752001456552521,0.00864249848598193,-0.018551151994855,0.036595865109521
-222.615249075,0.0564116590636193,0.044119078263305,0.0737524286542791,0.0468148838852814,0.0270594895976552,0.0754421846051265,0.00872275067155473,-0.0193323468438946,0.036595865109521
