Time,mat_z_trans,map_z_trans,wmm_z_trans,cmm_z_trans,wmmcmm_z_trans,wetmon_z_trans,drymon_z_trans,wetdry_z_trans,208-217,217-227,227-237,237-242,242-246.7,246.7-252,252-259.5,259.5-264.3,264.3-274.4,274.4-283.5,283.5-290.1
262,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,0,0,0,0,0,0,0,1,0,0,0
263,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,0,0,0,0,0,0,0,1,0,0,0
264,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,0,0,0,0,0,0,0,1,0,0,0
265,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,0,0,0,0,0,0,0,0,1,0,0
265.1,-1.255380968,0.839680695,-2.049837442,-0.396711451,-0.790232968,0.26010497,1.898150236,-0.47188621,0,0,0,0,0,0,0,0,1,0,0
266,-1.255380968,0.839680695,-2.049837442,-0.396711451,-0.790232968,0.26010497,1.898150236,-0.47188621,0,0,0,0,0,0,0,0,1,0,0
267,-1.255380968,0.839680695,-2.049837442,-0.396711451,-0.790232968,0.26010497,1.898150236,-0.47188621,0,0,0,0,0,0,0,0,1,0,0
268,-1.255380968,0.839680695,-2.049837442,-0.396711451,-0.790232968,0.26010497,1.898150236,-0.47188621,0,0,0,0,0,0,0,0,1,0,0
268.8,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0,0,0,0,0,0,0,0,1,0,0
269,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0,0,0,0,0,0,0,0,1,0,0
270,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0,0,0,0,0,0,0,0,1,0,0
271,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0,0,0,0,0,0,0,0,1,0,0
272,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0,0,0,0,0,0,0,0,1,0,0
272.95,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,1,0,0
273,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,1,0,0
274,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,1,0,0
275,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
276,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
277,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
278,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
279,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
280,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
