genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mat_z_trans_NN,map_z_trans_NN,wmm_z_trans_NN,cmm_z_trans_NN,wmmcmm_z_trans_NN,wetmon_z_trans_NN,drymon_z_trans_NN,wetdry_z_trans_NN,mat_z_trans_WI,map_z_trans_WI,wmm_z_trans_WI,cmm_z_trans_WI,wmmcmm_z_trans_WI,wetmon_z_trans_WI,drymon_z_trans_WI,wetdry_z_trans_WI
Marcianosuchus,-0.298764409,0,1,0,0,246.18916154954957,245.62366084984984,0.5655006996997258,2.4921030811111105,0.46772327111111117,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Massospondylus,-0.298764409,0,0,1,0,231.8912891031031,231.36018670470472,0.5311023983983887,0.8362347022222222,0.8831129566666667,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.9000761959999999,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Mbiresaurus,-0.298764409,0,0,1,0,234.75163141941943,228.62028232732735,6.13134909209208,0.8215868477777778,0.877927511111111,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.9259274839999999,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.9259274839999999
Megachirella,-0.298764409,1,0,0,0,244.54780785785786,244.3417647097097,0.2060431481481544,1.9946712022222222,1.8624363866666667,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Megalancosaurus,0.632580547,1,1,0,0,218.5688904134134,207.4947503843844,11.074140029029024,0.20794165888888888,0.45462496,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002
Megalosaurus,-0.298764409,1,0,0,0,204.72177443943943,204.2730053963964,0.4487690430430291,1.3547580555555558,0.9755877577777777,0.932414708,1.167003166,0.905312061,0.558768521,0.004693377,1.556154685,0.380521132,1.689356665,0.932414708,1.167003166,0.905312061,0.558768521,0.004693377,1.556154685,0.380521132,1.689356665
Megapnosaurus,-0.298764409,0,1,0,0,200.65712401701703,200.50086949249248,0.1562545245245417,3.4636211288888887,3.5125992533333332,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Melanorosaurus,-0.298764409,0,0,1,0,216.98511047347347,215.66855233033033,1.3165581431431406,0.20096143111111114,0.7285100211111111,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Mesodapedon,-0.298764409,0,0,1,0,244.51716931231232,243.92624012312314,0.5909291891891826,0.7554102577777778,0.27115707666666666,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Mesosuchus,-0.298764409,0,0,1,0,246.59220762462462,237.97823289689688,8.613974727727737,3.6461639277777773,0.5882455344444444,-0.2082599316,-0.28697344,0.0011315511999999972,-0.21382053480000002,0.19257456639999998,-0.4885001668000001,-0.27420328039999997,-0.4666895569999999,-0.2082599316,-0.28697344,0.0011315511999999972,-0.21382053480000002,0.19257456639999998,-0.4885001668000001,-0.27420328039999997,-0.4666895569999999
Metamosaurus,-0.298764409,0,1,0,0,286.83083982982987,286.71250983083087,0.11832999899900187,0.2418610377777778,0.22056982888888887,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723
Microcnemus,1.198437547,1,0,0,0,251.90250566666668,246.58076243443446,5.3217432322322225,1.2039865633333335,0.3675820866666667,-0.907919905125,-0.373502597125,-0.600686380875,-0.8079018398750001,0.38930680337499995,-0.38184075399999995,-0.10151227525000006,-0.41117760025,-0.907919905125,-0.373502597125,-0.600686380875,-0.8079018398750001,0.38930680337499995,-0.38184075399999995,-0.10151227525000006,-0.41117760025
Microleter,-0.298764409,0,1,0,0,287.36727117017017,287.2614093633633,0.10586180680684265,0.23860355888888887,0.19546813444444444,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,1.338319205,-1.667559157,0.618942645,1.264485545,-0.7889618139999999,-1.343779767,-1.810145641,-0.849676723
Micromenodon,-0.298764409,0,1,0,0,229.48349525225225,228.81369047847846,0.6698047737737909,0.7497459955555557,0.5295873944444445,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Microsphenodon,-0.298764409,0,0,1,0,223.90867837237238,214.9334917107107,8.975186661661667,0.7515036066666667,0.6485782722222222,1.193377754,0.47984326400000005,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.47984326400000005,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Milleretta,-0.10065443,0,0,1,0,261.11548875275275,251.6482722072072,9.46721654554554,0.32914536,1.1712130377777779,-0.5795772752307692,-0.3751274928461538,0.5755156606923078,-0.9474507316153845,1.172356186923077,-0.6662041752307691,0.5181819835384616,-1.0032508988461537,-0.5795772752307692,-0.3751274928461538,0.5755156606923078,-0.9474507316153845,1.172356186923077,-0.6662041752307691,0.5181819835384616,-1.0032508988461537
Millerinoides,-0.298764409,0,0,1,0,254.23529946346346,254.13125033433434,0.10404912912912323,1.301849903333333,1.6376009077777778,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359
Milleropsis,-0.127877185,0,0,1,0,261.1469468138138,251.6783475025025,9.468599311311323,0.34706478888888886,1.5446395411111113,-0.5795772752307692,-0.3751274928461538,0.5755156606923078,-0.9474507316153845,1.172356186923077,-0.6662041752307691,0.5181819835384616,-1.0032508988461537,-0.5795772752307692,-0.3751274928461538,0.5755156606923078,-0.9474507316153845,1.172356186923077,-0.6662041752307691,0.5181819835384616,-1.0032508988461537
Millerosaurus,-0.127877185,0,0,1,0,259.9002200880881,252.44680835035035,7.453411737737724,0.27790918444444446,1.1782078133333334,-0.5722269297777777,-0.26463841744444444,1.0587267014444446,-1.1979821238888888,1.667483513111111,-0.6311592902222222,0.6852096639999999,-1.030354767,-0.5722269297777777,-0.26463841744444444,1.0587267014444446,-1.1979821238888888,1.667483513111111,-0.6311592902222222,0.6852096639999999,-1.030354767
Moradisaurus,-0.091010551,0,1,0,0,256.41337726226226,252.08054282782783,4.332834434434432,1.0727177211111112,1.6795421244444444,-0.20347176239999998,-0.3707789802,1.1752202224000001,-0.8209522872000001,1.3941804045999997,-0.7660420504000001,0.5745258534000001,-1.1448369428,-0.20347176239999998,-0.3707789802,1.1752202224000001,-0.8209522872000001,1.3941804045999997,-0.7660420504000001,0.5745258534000001,-1.1448369428
Mystriosuchus,1.356248551,1,1,0,0,229.07382396396395,199.51093128128127,29.562892682682673,0.17444993333333333,1.2938300066666666,1.0934107918787876,0.5497208957878789,0.6896077888181817,0.9822295177878788,-0.4960683012424243,0.6963953413636365,-0.28313694315151516,0.9424252459090908,1.0934107918787876,0.5497208957878789,0.6896077888181817,0.9822295177878788,-0.4960683012424243,0.6963953413636365,-0.28313694315151516,0.9424252459090908
Nambalia,-0.298764409,0,0,1,0,224.18601723023022,213.1295706966967,11.056446533533517,0.8886849255555556,0.9142975888888889,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002
Nanchangosaurus,0.103483668,0,1,0,0,249.8074316116116,237.2471918028028,12.560239808808802,1.0452758155555555,0.2822381611111111,-0.33969688028571426,-0.21215275971428565,-0.42879811028571435,-0.17407942057142864,-0.08353410114285713,-0.39213203885714293,-0.09262921228571429,-0.42703659614285716,-0.33969688028571426,-0.21215275971428565,-0.42879811028571435,-0.17407942057142864,-0.08353410114285713,-0.39213203885714293,-0.09262921228571429,-0.42703659614285716
Nanoparia,-0.127877185,0,0,1,0,259.52845785185184,253.61791203603605,5.910545815815794,0.22593075666666668,0.5200312288888889,-0.723884197625,-0.19048905837499996,1.14105739125,-1.42293014125,1.9154567925000001,-0.565466817125,0.776564581875,-0.9899944913750001,-0.723884197625,-0.19048905837499996,1.14105739125,-1.42293014125,1.9154567925000001,-0.565466817125,0.776564581875,-0.9899944913750001
Neoaetosauroides,-0.298764409,0,0,1,0,226.62427388988988,209.08912163563565,17.53515225425423,1.2560569222222224,1.6211378333333333,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Neoprocolophon,-0.298764409,1,0,0,0,243.57024055655654,243.34691314914915,0.2233274074073961,1.8031125744444445,1.8677273955555553,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Nhandumirim,-0.298764409,0,0,1,0,222.61421533433435,211.22455243243243,11.389662901901914,0.8388329666666666,0.9464353133333333,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002
Nicrosaurus,2.264733365,1,1,0,0,230.37814415815814,206.22521433533532,24.152929822822813,0.2388610511111111,0.34541239,1.1464495047199998,0.48417740976000007,0.61484788848,1.1111725157199999,-0.65362620124,0.60428406212,-0.38361592372000003,0.87448005776,1.1464495047199998,0.48417740976000007,0.61484788848,1.1111725157199999,-0.65362620124,0.60428406212,-0.38361592372000003,0.87448005776
Nochelesaurus,-0.298764409,0,0,1,0,264.1116575145145,259.72801005905905,4.383647455455446,2.3119171188888887,0.6838258955555556,-1.8332623179999998,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,-1.8332623179999998,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419
Notatesseraeraptor,-0.298764409,1,0,0,0,220.11633091291293,219.3497793983984,0.7665515145145321,0.44429299,0.43609324555555556,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Noteosuchus,-0.298764409,0,0,1,0,251.56431717817816,251.47140229229228,0.09291488588587526,4.452681551111111,4.748253026666665,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.353236972,-0.37458781901983873,-0.7806479810644247,0.34452894686446756,-0.6150857918267538,0.7448227795308299,-0.8476667290771868,-0.340166078080321,-0.8655883863925486
Nundasuchus,-0.298764409,0,0,1,0,244.76797313413414,244.15846687587586,0.6095062582582784,0.9169062477777778,0.2721931722222222,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Nyasasaurus,-0.298764409,0,0,1,0,245.25385301601602,242.53342565865864,2.72042735735738,1.629095108888889,0.41218025999999997,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.04936521600000001,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.04936521600000001,-0.769319312,-0.227658904,-0.818914215
Nycteroleter,-0.298764409,1,0,0,0,271.34905734334336,267.0275129289289,4.321544414414461,2.0520131166666666,0.71193485,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114
Nyctiboetus,-0.298764409,1,0,0,0,278.669603047047,278.5151386706707,0.1544643763763247,4.208650846666667,1.9202068366666667,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0.822347339,-1.32411463,0.11079846900000001,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983
Nyctiphruretus,-0.237441041,1,0,0,0,274.43357452952955,259.0031016196196,15.430472909909952,3.1553088099999997,0.27693301666666664,-0.4466528937368421,-0.12682425573684208,-0.6865252176315789,-0.18376865773684214,-0.2189676784210526,-0.10259385589473685,0.5688722205263157,-0.3555757448947368,-0.4466528937368421,-0.12682425573684208,-0.6865252176315789,-0.18376865773684214,-0.2189676784210526,-0.10259385589473685,0.5688722205263157,-0.3555757448947368
Obirkovia,-0.253051675,1,0,0,0,261.90843385385386,257.07107298999,4.837360863863864,0.54883142,0.8693986922222221,-1.4065468892,-0.2522039638,-0.1773078942,-1.5291960566,1.2735662723999996,-0.4022883684,0.5934066004,-0.7211398873999999,-1.4065468892,-0.2522039638,-0.1773078942,-1.5291960566,1.2735662723999996,-0.4022883684,0.5934066004,-0.7211398873999999
Odontochelys,-0.298764409,1,0,0,0,232.7314535985986,228.10084433933935,4.630609259259245,0.3433900688888889,0.5106077888888889,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Opisthodontosaurus,-0.298764409,0,1,0,0,290.579002966967,283.3450425295295,7.233960437437474,1.3819040733333332,2.0850763511111112,1.3383192049999997,-1.6675591569999997,0.6189426449999998,1.264485545,-0.7889618140000001,-1.3437797669999998,-1.810145641,-0.849676723,1.3383192049999997,-1.6675591569999997,0.6189426449999998,1.264485545,-0.7889618140000001,-1.3437797669999998,-1.810145641,-0.849676723
Orenburgia,0.901034606,1,0,0,0,251.11795987187188,246.67083249549552,4.447127376376358,1.067169718888889,0.31784149111111104,-1.1291986362857143,-0.30431249814285716,-0.7436531757142857,-1.0092595334285714,0.49010816414285713,-0.27114670814285713,-0.10949550328571432,-0.27659769,-1.1291986362857143,-0.30431249814285716,-0.7436531757142857,-1.0092595334285714,0.49010816414285713,-0.27114670814285713,-0.10949550328571432,-0.27659769
Orovenator,-0.298764409,0,1,0,0,288.08261346646646,283.9862369139139,4.096376552552556,0.4973284044444444,1.3424553477777779,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723
Oryctorhynchus,-0.298764409,0,1,0,0,233.7648394034034,229.64348112612612,4.121358277277295,0.6786869211111111,0.5177752244444445,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Oryporan,-0.298764409,0,0,1,0,250.22152169769768,248.60549043143143,1.6160312662662477,3.8320409000000004,2.4208246166666667,-1.3852594053333334,-0.45942996433333333,-0.32144812666666667,-1.528444477,1.1922825719999999,-0.33777725766666666,-0.3710518706666667,-0.24809407666666664,-1.3852594053333334,-0.45942996433333333,-0.32144812666666667,-1.528444477,1.1922825719999999,-0.33777725766666666,-0.3710518706666667,-0.24809407666666664
Osmolskina,-0.298764409,1,0,0,0,248.47799892192194,248.30533373073075,0.17266519119118584,3.386826117777778,2.811933937777778,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194
Owenetta,-0.124742475,0,0,1,0,261.01063433033033,248.2633159049049,12.74731842542542,0.30712327333333334,1.088382047777778,-0.7902368985882354,-0.4077377480588235,0.3992351853529412,-1.1269115494117647,1.2348708758235294,-0.5944144751764705,0.28741055229411766,-0.8232195842941176,-0.7902368985882354,-0.4077377480588235,0.3992351853529412,-1.1269115494117647,1.2348708758235294,-0.5944144751764705,0.28741055229411766,-0.8232195842941176
Ozimek,-0.298764409,1,0,0,0,233.193233998999,228.7639774084084,4.429256590590597,0.3687692388888889,0.48714461333333337,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.925927484
Pachagnathus,-0.298764409,0,0,1,0,218.9021154074074,217.63157090290292,1.2705445045044712,0.16903515666666666,0.3850270277777778,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Pachystropheus,0.211644121,1,0,0,0,211.06206090790792,200.9192117967968,10.142849111111133,0.06244634111111111,1.091318331111111,1.050153896076923,0.6975546534615383,0.7789317318461537,0.8507789939999999,-0.32811465376923077,0.9013361043076924,-0.1113442073076923,1.1148811175384619,1.050153896076923,0.6975546534615383,0.7789317318461537,0.8507789939999999,-0.32811465376923077,0.9013361043076924,-0.1113442073076923,1.1148811175384619
Palacrodon,5.544117957,0,1,1,1,251.28338556956956,207.7744677767768,43.50891779279277,0.742985001111111,0.5019812822222222,0.4717402924374999,0.20653073718750004,0.24831988947916664,0.46947968995833333,-0.28257059118750005,0.24255353283333334,-0.314260384625,0.4169052881250001,0.4717402924374999,0.20653073718750004,0.24831988947916664,0.46947968995833333,-0.28257059118750005,0.24255353283333334,-0.314260384625,0.4169052881250001
Palaeagama,-0.298764409,0,0,1,0,252.75209826526526,252.6392661951952,0.11283207007005558,1.5144913044444444,2.3090786811111115,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.353236972,0.641031213,-0.8578332899999999,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.04562967899999999,-1.353236972
Palaeochersis,-0.298764409,0,0,1,0,222.83435533733734,210.6862428988989,12.148112438438432,0.7766112222222222,1.4786728877777777,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.39212362900000003,0.8646805480000003,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.39212362900000003,0.8646805480000003
Palaeosaurus,-0.298764409,1,0,0,0,232.4378186846847,231.41079014714714,1.0270285375375465,0.35238451555555556,0.3889732888888889,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Paleollanosaurus,2.59504447,1,1,0,0,232.28687686286287,201.260208004004,31.02666885885887,0.3192570322222222,1.1738709166666668,1.1032417369999998,0.5856764985882353,0.6447194170882353,1.0207919178235294,-0.5557882631176471,0.7470677113529413,-0.26911590097058824,0.996764730382353,1.1032417369999998,0.5856764985882353,0.6447194170882353,1.0207919178235294,-0.5557882631176471,0.7470677113529413,-0.26911590097058824,0.996764730382353
Paliguana,-0.298764409,0,0,1,0,249.31748516016017,249.158710977978,0.1587741821821851,3.6464074455555555,2.7547647366666665,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.9528046004813819,-0.19745584850125683,-1.034499964995879,-0.6516056535857843,0.0063972930823831264,-0.22524654318561033,0.070684316544737,-0.296233135951261
Pamelaria,-0.298764409,0,0,1,0,246.29907017917918,241.81123701601598,4.487833163163202,2.8508767166666673,0.5523480366666667,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Pamelina,-0.298764409,1,0,0,0,248.4701383683684,248.27276006806807,0.1973783003003291,2.9009277411111114,2.48522254,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101059000000002,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194
Pampadromaeus,-0.050003139,0,0,1,0,236.84707492092093,209.62388429029028,27.223190630630654,0.23911948555555557,1.0861544433333332,1.0886271975714286,0.4895176965000001,0.5515463477142858,1.0661021281428569,-0.6485683265714286,0.6180972474285715,-0.37313321542857153,0.8865544537142857,1.0886271975714286,0.4895176965000001,0.5515463477142858,1.0661021281428569,-0.6485683265714286,0.6180972474285715,-0.37313321542857153,0.8865544537142857
Panguraptor,-0.298764409,1,0,0,0,200.79413066766767,200.40977377377376,0.3843568938939086,1.6937473322222223,1.4097713855555554,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Panphagia,-0.298764409,0,0,1,0,233.54204587987988,233.02745545945947,0.5145904204204044,0.8357609011111112,0.87908286,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Pantydraco,-0.298764409,1,0,0,0,232.23850006406406,231.26578062262263,0.9727194414414271,0.3711696211111111,0.41511327,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Pappochelys,-0.298764409,1,0,0,0,238.81143417017017,238.2626945035035,0.5487396666666768,0.7728212855555555,0.6624427055555556,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Parahupehsuchus,-0.298764409,0,1,0,0,248.9799661361361,248.88160736036036,0.09835877577575047,5.960141686666667,3.250129461111111,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.32790419400000004
Parasaurus,-0.149136959,1,0,0,0,262.16924702002,254.25747473173175,7.911772288288262,0.26134717333333335,1.2820650533333333,-1.2406020002222222,-0.1987634083333333,0.30732219222222223,-1.5914508846666664,1.600475661888889,-0.4290739113333333,0.6956989678888889,-0.7949675140000001,-1.2406020002222222,-0.1987634083333333,0.30732219222222223,-1.5914508846666664,1.600475661888889,-0.4290739113333333,0.6956989678888889,-0.7949675140000001
Parasuchus,4.448030549,1,1,1,0,250.0874008848849,210.6322898938939,39.45511099099099,0.7232347055555556,0.38497954,0.47288966493181805,0.20796681840909084,0.21934196811363635,0.4851607812045454,-0.31285276570454545,0.2339638527272727,-0.29933856340909093,0.4005818455454547,0.47288966493181805,0.20796681840909084,0.21934196811363635,0.4851607812045454,-0.31285276570454545,0.2339638527272727,-0.29933856340909093,0.4005818455454547
Paratypothorax,2.362043354,1,1,0,0,228.58823996096095,207.60011586986985,20.988124091091095,0.1407208322222222,0.15719931666666667,1.166713976,0.4823058468181818,0.6370326181818181,1.1269679348181816,-0.6553987897272727,0.5994430775454546,-0.3872897055454546,0.8702484512727273,1.166713976,0.4823058468181818,0.6370326181818181,1.1269679348181816,-0.6553987897272727,0.5994430775454546,-0.3872897055454546,0.8702484512727273
Pareiasaurus,0.839307093,0,0,1,0,265.5772081851852,250.7082826166166,14.868925568568613,0.44805306999999994,0.35137952555555557,-0.9099367342105265,-0.2654083178421052,-0.032570051999999954,-1.0248906552631583,0.9018061905789471,-0.5037756915263157,0.567712775,-0.8309534410526315,-0.9099367342105265,-0.2654083178421052,-0.032570051999999954,-1.0248906552631583,0.9018061905789471,-0.5037756915263157,0.567712775,-0.8309534410526315
Pareiasuchus,0.839307093,0,0,1,0,264.3916706276276,253.67486258058057,10.716808047047039,0.41721143666666666,0.2517051577777778,-1.1580547242142856,-0.18802460335714283,-0.002776859785714419,-1.3304081175714286,1.1927237151428574,-0.42362041835714287,0.6973223079285714,-0.7891663739999998,-1.1580547242142856,-0.18802460335714283,-0.002776859785714419,-1.3304081175714286,1.1927237151428574,-0.42362041835714287,0.6973223079285714,-0.7891663739999998
Parringtonia,-0.298764409,0,0,1,0,243.93908351851852,243.32063782182183,0.618445696696682,0.5167770866666666,0.36851913,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335912999999996,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Parvosuchus,-0.298764409,0,0,1,0,239.67839571971973,238.80958986286288,0.8688058568568522,0.3698966255555555,0.47960987666666666,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Pectodens,-0.298764409,0,1,0,0,243.97675967267267,243.48292558458456,0.49383408808810714,0.4408274444444444,1.2003937977777779,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Pelecymala,-0.298764409,1,0,0,0,235.80718812512512,227.74808647747747,8.059101647647651,0.47062304222222223,0.52442043,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Pendraig,-0.298764409,1,0,0,0,232.40999372272273,231.4646611701702,0.9453325525525429,0.4062226288888889,0.41536871555555555,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Pentaedrusaurus,-0.298764409,1,0,0,0,246.40104958558558,246.20844249949948,0.1926070860860989,2.622677856666667,2.4741808822222224,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.3974170916124056,-0.37405280471243824,-0.7807235921423213,-0.08005173516118674,-0.36475149012690555,-0.5002252508110681,0.02874782584445748,-0.6051522710735924
