genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mean_pt_1myr_z_trans_NN,Mod_R_deltaTMyr_pt_1myr_z_trans_NN,mean_pt_1myr_z_trans_WI,Mod_R_deltaTMyr_pt_1myr_z_trans_WI
Alwalkeria,-0.336825198,0,0,1,0,233.07567966366366,232.46025878278277,0.6154208808808903,1.4036224411111111,1.57349481,0.4906114689205105,-1.1380913736053158,0.4906114689205105,-1.1380913736053158
Amanasaurus,-0.083832221,0,0,1,0,234.4707325955956,209.67700324724723,24.793729348348364,0.35654705777777773,0.37694392555555556,0.47059974609639793,-0.053088952173937554,0.47059974609639793,-0.053088952173937554
Ammorhynchus,-0.265748728,0,1,0,0,246.67920942142143,244.74670263463463,1.9325067867868029,4.207938693333333,0.3591183233333333,0.9084912781202719,-0.7903926351562492,0.9084912781202719,-0.7903926351562492
Ammosaurus,-0.336825198,1,0,0,0,200.9893051911912,199.70339505205206,1.2859101391391334,1.8056973666666667,1.993690258888889,-0.4931045403671718,0.1553161732057885,-0.4931045403671718,0.1553161732057885
Amotosaurus,-0.029130508,1,1,0,0,246.79407811211212,243.3418607807808,3.452217331331326,3.0455731844444442,0.14261196555555558,1.2574763163909093,-0.08878455880747256,1.2574763163909093,-0.08878455880747256
Anarosaurus,-0.18898393,1,0,0,0,246.8897940800801,242.03933941041043,4.850454669669659,3.222661297777778,1.1582965422222222,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378
Ancistronychus,-0.336825198,0,1,0,0,221.55588578678677,220.62394881081082,0.9319369759759581,0.6182796255555556,0.5323762111111111,-0.8526622672275778,-0.9228468133005516,-0.6902619237332676,-0.615769217438652
Angistorhinus,0.292289821,0,1,0,0,236.95834102602603,211.187217012012,25.77112401401402,0.41367243,0.11782786,0.49627583370821127,-0.09546963988698265,0.49627583370821127,-0.09546963988698265
Anisodontosaurus,-0.265748728,0,1,0,0,246.79107556956956,240.25119256256255,6.539883007007006,4.720730272222221,1.524518818888889,1.4920807378274252,0.37269038085152245,1.4920807378274252,0.37269038085152245
Anomoepus,-0.336825198,1,0,0,0,200.47810056356357,200.23396625525524,0.2441343083083325,1.8082034733333332,1.993690258888889,-0.4931045403671718,0.1553161732057885,-0.4931045403671718,0.1553161732057885
Anomoiodon,0.757623849,1,1,0,0,246.9988270960961,242.56166558958958,4.437161506506527,2.5481104755555557,0.16458452222222222,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378
Anshunsaurus,0.282626198,1,1,0,0,240.16365533033033,226.62595781681682,13.537697513513507,0.24470465222222224,0.4628916444444444,0.7222784240575909,-0.3498061626742768,0.7222784240575909,-0.3498061626742768
Antarctanax,-0.336825198,0,0,0,1,248.5517688288288,248.43251595195196,0.11925287687685682,4.905578775555556,4.1316593911111115,1.8358801052800704,-1.0491518362093228,1.871987959061911,-0.8627240516839789
Anthodon,0.820606173,0,0,1,0,261.4862844654655,254.40458162462463,7.081702840840848,0.5113278288888888,0.2415068722222222,-0.28772670032470493,0.1981418685776287,-0.28772670032470493,0.1981418685776287
Apachesuchus,-0.336825198,0,1,0,0,219.52116459459458,218.2958162822823,1.225348312312292,0.30887411000000004,0.30151586444444445,0.0395662262926427,0.7642394012632303,-0.3009956834644911,0.12028181939997618
Apatopus,1.603633954,1,1,0,0,234.74259296696698,207.9404777097097,26.80211525725727,0.39131767666666667,0.21541237111111108,0.43922417783685047,-0.14074757495628654,0.43922417783685047,-0.14074757495628654
Apatosuchus,-0.336825198,1,0,0,0,215.6388587807808,214.52457213213214,1.1142866486486582,0.7178030744444444,0.51423359,1.3526730267431406,2.144833208630812,1.3526730267431406,2.144833208630812
Aphelosaurus,-0.336825198,0,1,0,0,296.00369713413414,295.7017198138138,0.3019773203203613,2.399077245555555,1.7860246277777778,-0.10757625463591,-0.1304571632934497,-0.10757625463591,-0.1304571632934497
Araeoscelis,-0.201678558,0,1,0,0,288.381906018018,273.9376067837838,14.444299234234222,0.44570675444444446,0.4207443722222222,-0.7943544424414529,0.14554712767715247,-0.7943544424414529,0.14554712767715247
Archeopelta,-0.336825198,0,0,1,0,240.2923402212212,239.86644923423424,0.42589098698695693,0.5136809733333334,0.9510653066666666,1.5281094831347244,0.4380448974548507,1.5281094831347244,0.4380448974548507
Archosaurus,-0.087061659,1,0,0,0,262.30012537737736,254.94115994394394,7.358965433433411,0.3265005588888889,0.39544148333333334,-0.4448795477544153,0.3639812026542426,-0.4448795477544153,0.3639812026542426
Arcticodactylus,-0.336825198,1,0,0,0,215.55714106306306,214.63957473373372,0.9175663293293326,0.5824488222222224,0.7946439355555557,1.3526730267431406,2.144833208630812,1.3526730267431406,2.144833208630812
Arganaceras,-0.336825198,0,1,0,0,256.1856031051051,256.101559992993,0.0840431121121128,2.4891206211111108,2.365207377777778,-0.5583983187478894,-0.0119614923970951,-0.4806165829695465,-0.1336116568268224
Arganasuchus,-0.336825198,0,1,0,0,233.332316988989,228.9271359079079,4.405181081081082,0.8715156277777778,0.6104367933333333,1.0059082670558652,0.025417829176194284,1.0059082670558652,0.025417829176194284
Arizonasaurus,-0.216455383,0,1,0,0,246.82244709509507,244.3329091191191,2.4895379759759635,4.399763314444445,0.2024698988888889,0.9084912781202719,-0.7903926351562492,0.9084912781202719,-0.7903926351562492
Asilisaurus,-0.336825198,0,0,1,0,246.76175435135136,242.0885504964965,4.673203854854847,5.589386046666666,0.7555604588888889,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378
Askeptosaurus,-0.17456814,0,1,0,0,246.31355043343342,237.20836906306306,9.10518137037036,2.8614654955555556,1.1726817366666666,1.3049966145773815,0.27599397778133045,1.3049966145773815,0.27599397778133045
Asperoris,-0.336825198,0,0,1,0,245.12854924724724,244.54990255155155,0.5786466956956815,1.5280713444444447,0.33845953333333334,0.8147716463490362,-0.7965389385741263,0.8147716463490362,-0.7965389385741263
Asylosaurus,-0.336825198,1,0,0,0,207.31261669069067,202.4238085955956,4.888808095095072,1.3845261788888887,1.5612334044444445,0.10426287941565815,-0.7055326400099919,0.10426287941565815,-0.7055326400099919
Atopodentatus,-0.336825198,0,1,0,0,246.10742655255254,244.4414577907908,1.6659687617617465,2.402382288888889,0.9580046833333333,0.9084912781202719,-0.7903926351562492,0.9084912781202719,-0.7903926351562492
Augustaburiania,0.88338374,1,0,0,0,251.13465611311312,247.41672456956957,3.717931543543557,1.593146431111111,0.6735730755555555,1.9917338615759443,-0.2363458031187982,1.9917338615759443,-0.2363458031187982
Augustasaurus,-0.336825198,0,1,0,0,245.09434175775777,244.6726347007007,0.4217070570570627,1.3965028744444445,0.8116477344444445,0.8147716463490362,-0.7965389385741263,0.8147716463490362,-0.7965389385741263
Australothyris,-0.336825198,0,0,1,0,262.32381124124123,261.67202052352354,0.651790717717688,0.8382662744444446,0.38771775,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397
Austriadactylus,-0.336825198,1,0,0,0,213.98664728328328,209.89614275475475,4.090504528528527,0.6642203088888888,1.1563502677777777,0.34777048684659073,-0.2918631161987695,0.34777048684659073,-0.2918631161987695
Austriadraco,-0.336825198,1,0,0,0,211.66971493193194,210.87803740740742,0.7916775245245162,0.6564450233333333,0.8650510577777777,0.2104901599250982,-0.6347871891715815,0.2104901599250982,-0.6347871891715815
Avalonnectes,-0.336825198,1,0,0,0,200.8090521931932,200.56684174274275,0.2422104504504432,1.8058048966666667,1.993690258888889,-0.4931045403671718,0.1553161732057885,-0.4931045403671718,0.1553161732057885
Avicranium,-0.336825198,0,1,0,0,206.48628287087087,206.0646822172172,0.4216006536536554,1.4026905344444445,1.3467132366666668,0.1381788430036888,-0.5220302755285571,0.22396331649110113,-0.6408215490301379
Azendohsaurus,-0.336825198,0,1,0,0,232.5938562252252,231.55205621721723,1.0418000080079821,1.2994646244444443,0.9011761522222222,1.5684498774080835,1.1752785107296455,1.5684498774080835,1.1752785107296455
Baeotherates,-0.336825198,0,1,0,0,286.32632637037034,286.2088251321321,0.11750123823821923,0.37497423,0.38178785666666665,0.4252965763334536,0.9962012252474048,-0.0460942203216248,1.2315769855391663
Baisesaurus,-0.336825198,0,1,0,0,249.29597759659657,249.02092742342342,0.27505017317315605,2.349221105555556,1.6556012711111112,1.9092488182519396,-0.6703432065006151,1.947978501166885,-0.7260954290489883
Barasaurus,0.438269307,0,0,1,0,261.56838594694693,246.9380842042042,14.630301742742745,0.5729196688888889,0.6869606166666666,0.3761908346629055,0.22554488054661032,0.3761908346629055,0.22554488054661032
Barberenasuchus,-0.336825198,0,0,1,0,239.0851844044044,238.68838701701702,0.39679738738738024,0.6073142499999999,0.9957137699999999,0.7446132569171925,0.523448309350873,0.7446132569171925,0.523448309350873
Barracudasauroides,-0.336825198,0,1,0,0,246.71470592592593,242.77593579679677,3.9387701291291535,4.968088846666667,1.1696321688888889,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378
Barracudasaurus,-0.149566719,0,1,0,0,246.86292885285286,240.44895877177177,6.413970081081089,3.086805101111111,0.6784685055555555,1.4920807378274252,0.37269038085152245,1.4920807378274252,0.37269038085152245
Bashkyroleter,-0.282990691,1,0,0,0,273.3446267767768,264.2924716276276,9.0521551491492,1.22359207,0.5053498133333334,-0.8911933887343108,-0.0012477759570615938,-0.8911933887343108,-0.0012477759570615938
Batrachopus,-0.336825198,0,1,0,0,204.67627437137136,204.3690505225225,0.30722384884884946,1.7479295388888891,1.7431010955555555,-0.2261302860853477,-0.4048549564327162,-0.10122861694462341,-0.513359850287778
Batrachotomus,-0.336825198,1,0,0,0,239.12150857057057,237.20173043543542,1.9197781351351466,1.0124380188888888,1.9724524244444446,0.6321878105485784,-0.09512069126600559,0.6321878105485784,-0.09512069126600559
Beesiiwo,-0.336825198,0,1,0,0,233.55149917317317,232.69956227827828,0.8519368948948909,0.9649231733333334,0.6842300766666666,0.4906114689205105,-1.1380913736053158,0.4906114689205105,-1.1380913736053158
Belebey,-0.114332721,1,0,0,0,270.47860126226226,264.161201005005,6.317400257257248,0.3226297355555556,0.3083610677777778,-0.9489590946342402,0.24766272291253655,-0.9489590946342402,0.24766272291253655
Benggwigwishingasuchus,-0.336825198,0,1,0,0,244.6719067037037,244.26017243443442,0.4117342692692887,1.2586674755555556,0.8697203899999999,1.9554463929321844,1.3144315938900808,1.423846825586606,0.3306357966229612
Bentonyx,-0.336825198,0,1,0,0,245.09737769069068,244.67163660660663,0.4257410840840521,1.454211191111111,0.8278987833333332,0.8147716463490362,-0.7965389385741263,0.8147716463490362,-0.7965389385741263
Bergamodactylus,-0.336825198,0,1,0,0,215.07633494694693,213.67713638738738,1.3991985595595509,0.33795336555555555,0.34137116777777776,1.5065462493733999,0.8073591859819982,1.5065462493733999,0.8073591859819982
Besanosaurus,-0.336825198,0,1,0,0,242.39889268168167,242.09259785685686,0.3062948248248176,1.7224593199999998,1.658981348888889,0.8400526393768003,1.5054011739054376,1.141559840401897,0.8983918736948157
Blezingeria,-0.336825198,1,0,0,0,241.00693074774773,240.71533065165164,0.29160009609609006,1.2852419433333333,1.6559137155555554,2.273040717030112,1.961768834357048,2.273040717030112,1.961768834357048
Blikanasaurus,-0.336825198,0,0,1,0,204.96985796296295,204.50894145245246,0.46091651051048643,1.0606794233333332,1.3461571344444443,-0.2261302860853477,-0.4048549564327162,-0.15794078103241643,-0.4640927156932535
Blomosaurus,-0.336825198,1,0,0,0,251.57900906606608,251.47021933733734,0.1087897287287376,4.742448665555555,3.5513022377777776,0.709860338289371,3.4369011219489054,1.3555639469619234,2.6569871631247737
Bobosaurus,-0.336825198,1,0,0,0,235.6892160620621,234.47304302502502,1.2161730370370663,1.3542646700000003,0.3764396333333333,0.2650219854280199,-1.0115352546763234,0.2650219854280199,-1.0115352546763234
Bolosaurus,-0.167386404,0,1,0,0,296.3315112402403,277.02294818618617,19.308563054054105,0.40706175111111104,0.31099855,-0.6742936659629427,0.28658350402029514,-0.6742936659629427,0.28658350402029514
Boreopricea,-0.336825198,1,0,0,0,249.95371861561563,248.22559632332332,1.728122292292312,2.7036200077777783,1.9582600566666664,1.9092488182519396,-0.6703432065006151,1.9092488182519396,-0.6703432065006151
Bradysaurus,-0.336825198,0,0,1,0,264.5958311041041,257.87157509509507,6.724256009009025,2.0846014299999998,1.2776841755555557,-0.47045371837014865,0.5208764811982872,-0.47045371837014865,0.5208764811982872
Brasinorhynchus,-0.336825198,0,0,1,0,240.66704835635636,238.2670908988989,2.3999574574574467,0.64793103,1.1641034922222222,1.1363613700259585,0.4807466034028619,1.1363613700259585,0.4807466034028619
Brazilosaurus,0.213766899,0,0,1,0,290.8063334984985,283.52250440640637,7.283829092092105,0.5539912933333333,0.32476345888888886,-0.45360450631533444,0.4292137921034145,-0.45360450631533444,0.4292137921034145
Bromsgroveia,-0.249980413,1,1,0,0,246.6044885995996,241.8889974144144,4.715491185185186,2.7359261011111116,0.31930905000000004,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726
Broomia,-0.153838008,0,0,1,0,263.8533961281281,260.4557466826827,3.3976494454454382,0.8349060388888889,0.2708104088888889,-0.5753778902196263,1.4744569071719458,-0.5753778902196263,1.4744569071719458
Bunostegos,-0.336825198,0,1,0,0,253.22255962562562,253.13389145345346,0.08866817217216294,2.6731627466666668,2.78670997,-1.3892424043400364,0.0361209522064403,-1.2888234723091994,-0.10196013497413708
Buriolestes,-0.083832221,0,0,1,0,235.78294531531532,208.40977387887887,27.37317143643645,0.4056673177777778,0.4500019988888889,0.4354532931070555,-0.1652306541623476,0.4354532931070555,-0.1652306541623476
Bystrowisuchus,-0.336825198,1,0,0,0,249.36758761761763,249.16889596796796,0.19869164964967467,2.647930257777778,1.9644334055555555,1.9092488182519396,-0.6703432065006151,1.9748136968313077,-0.7647252779970852
Callawayia,0.185025653,1,1,0,0,224.1720612932933,209.24082963863864,14.931231654654653,0.17299421333333334,0.3796738533333333,0.38089981319284394,-0.05271393380100469,0.38089981319284394,-0.05271393380100469
Calyptosuchus,-0.103798429,0,1,0,0,233.00148581381382,208.66926091191192,24.332224901901895,0.3940731577777778,0.44089013000000005,0.4405824302778475,-0.08275626792336623,0.4405824302778475,-0.08275626792336623
Camelotia,-0.193028632,1,0,0,0,206.6776908908909,203.21726550150152,3.4604253893893713,0.47527914555555556,0.4448069177777778,-0.01747284478143103,-0.5196843002228956,-0.01747284478143103,-0.5196843002228956
Camposaurus,-0.336825198,0,1,0,0,217.30699926026026,216.3076732692693,0.9993259909909682,0.5102040955555556,0.5218172544444445,0.0395662262926427,0.7642394012632303,0.0395662262926427,0.7642394012632303
Candelaria,-0.336825198,0,0,1,0,241.9222483183183,237.68170296396397,4.240545354354339,0.7224498999999999,1.7135555266666669,1.2663814553154984,0.5523930873199718,1.2663814553154984,0.5523930873199718
Captorhinikos,-0.170916413,0,1,0,0,283.2704504664665,273.4175340720721,9.852916394394413,0.32327319555555556,0.4118898266666666,-0.966200979897315,-0.042710257244065436,-0.966200979897315,-0.042710257244065436
Captorhinoides,-0.336825198,0,1,0,0,281.5539017147147,277.98105771171174,3.572844003002956,1.0656534711111112,1.1177805911111112,-0.5548268806267895,-0.024938113779479427,-0.5548268806267895,-0.024938113779479427
Captorhinus,3.374786389,0,1,1,0,290.8097085085085,256.58938365065063,34.22032485785786,0.2555450033333333,0.28810002777777777,-0.7198143297687991,0.14313317753340332,-0.7198143297687991,0.14313317753340332
Cargninia,-0.336825198,0,0,1,0,218.99124662662663,217.63968463663662,1.3515619899900173,0.35723703777777777,0.2476512811111111,0.0395662262926427,0.7642394012632303,-0.19517295746502183,0.320378614691595
Carnufex,-0.336825198,0,1,0,0,232.442687013013,231.4430405955956,0.9996464174174093,0.8675740233333332,0.4492599188888889,1.5684498774080835,1.1752785107296455,1.5684498774080835,1.1752785107296455
Cartorhynchus,-0.336825198,1,0,0,0,249.63329777677677,249.45013835535536,0.18315942142140784,2.66174949,2.2664519655555555,2.1536733648400794,-1.0221976677827795,2.0416580109287423,-0.8609491248031074
Caseosaurus,-0.336825198,0,1,0,0,219.17113230530532,217.89109357257257,1.2800387327327485,0.4249213877777778,0.37255274888888884,0.0395662262926427,0.7642394012632303,-0.23365429189112,0.24761549481840345
Ceresiosaurus,0.391815082,0,1,0,0,242.21766062362363,237.20457833933935,5.01308228428428,0.20703528555555556,0.46125985333333336,1.1811156921277588,0.7429947046370649,1.1811156921277588,0.7429947046370649
Chalishevia,-0.336825198,1,0,0,0,241.21273859959962,237.91027897897897,3.3024596206206525,1.4744112999999999,1.6031252588888891,1.2663814553154984,0.5523930873199718,1.2663814553154984,0.5523930873199718
Chanaresuchus,-0.336825198,0,0,1,0,241.24256652352352,238.0913306986987,3.1512358248248233,0.7634883311111111,1.241984571111111,1.5152544856940098,0.9744206803875906,1.5152544856940098,0.9744206803875906
Chaohusaurus,0.890538187,1,1,0,0,251.22470618318317,241.3797882132132,9.84491796996997,1.9743880211111111,0.2114739033333333,1.5841580217022853,-0.04638346758464584,1.5841580217022853,-0.04638346758464584
Chasmatosuchus,-0.04248638,1,0,0,0,251.8259640950951,246.87363628128128,4.95232781381381,1.8387486844444445,0.67530439,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089
Chelyoposuchus,-0.336825198,1,0,0,0,206.0614400930931,205.6792938068068,0.3821462862862859,1.4615184422222223,1.35022017,0.1381788430036888,-0.5220302755285571,0.1381788430036888,-0.5220302755285571
Chinchenia,-0.336825198,0,1,0,0,241.92551852752752,241.6390956866867,0.28642284084082803,1.5332329266666669,1.6648210844444444,0.8400526393768003,1.5054011739054376,1.1520039594821836,1.6047491701319128
Chindesaurus,-0.149870241,0,1,0,0,229.51786063963965,209.77355919419418,19.744301445445473,0.29405129999999996,0.4424664222222222,0.2856018890712435,0.07125996912207795,0.2856018890712435,0.07125996912207795
Chinshakiangosaurus,-0.336825198,1,0,0,0,200.50296525225227,200.26561857757758,0.23734667467468284,1.8084141444444444,1.993690258888889,-0.4931045403671718,0.1553161732057885,-0.4931045403671718,0.1553161732057885
Chirotherium,-0.336825198,1,0,0,0,233.04452492792794,231.7229618748749,1.3215630530530404,0.7171484266666667,0.5060471877777778,1.029530673164297,0.018593568562164875,1.029530673164297,0.018593568562164875
Chromogisaurus,-0.336825198,0,0,1,0,233.14664793593593,232.4317835705706,0.7148643653653437,0.8737041511111112,0.666123738888889,0.4906114689205105,-1.1380913736053158,0.4906114689205105,-1.1380913736053158
Cladeiodon,-0.336825198,1,0,0,0,244.7312706066066,244.39669690190192,0.3345737047046953,1.2770353099999998,1.3677137766666667,0.8147716463490362,-0.7965389385741263,1.3121243669712026,0.12387850787081928
Clarazia,-0.336825198,0,1,0,0,244.26667406306308,243.8615508958959,0.4051231671671758,0.7066646911111111,0.8585953122222222,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808
Claudiosaurus,-0.336825198,0,0,1,0,259.59615054654654,252.0397110740741,7.556439472472448,1.4421169244444445,2.8406643744444446,-0.5274013517164857,-0.3363390419630069,-0.5274013517164857,-0.3363390419630069
Clevosaurus,7.312826905,1,0,1,0,236.70709708908907,199.2118808108108,37.495216278278264,0.09768230111111112,0.3101177055555556,0.3290247687187814,-0.30623697566434427,0.3290247687187814,-0.30623697566434427
Coahomasuchus,-0.265032749,0,1,0,0,234.6697705215215,215.86570546646647,18.804065055055048,0.8809630399999999,0.3511135066666667,0.3125421491409205,-0.12966891419519194,0.3125421491409205,-0.12966891419519194
Coartaredens,-0.336825198,0,1,0,0,245.59756164064063,243.48969085285285,2.107870787787789,1.3386140266666668,1.1797501455555557,1.3851090196406104,0.25894632765797726,1.3851090196406104,0.25894632765797726
Coburgosuchus,-0.336825198,1,0,0,0,216.80294638538538,215.75244984084082,1.0504965445445578,0.6257383677777778,0.6753605766666667,-0.1629800864626323,-0.7630838993406391,-0.1629800864626323,-0.7630838993406391
Coelodontognathus,-0.336825198,1,0,0,0,249.72778933433432,247.83333017517518,1.8944591591591404,2.014825267777778,2.1203247999999997,1.872564461766005,-0.859747521354969,1.872564461766005,-0.859747521354969
Coelophysis,1.280262789,0,1,0,0,228.14446153753752,199.67869910910912,28.465762428428405,0.33811395777777775,0.46413021111111114,0.17825229386829194,-0.2825767610152648,0.17825229386829194,-0.2825767610152648
Coelurosauravus,5.514311419,1,0,1,0,260.6746265375375,250.93168256656656,9.742943970970941,0.6210906588888888,0.4676123744444444,-0.1579211320766199,0.3424363675885389,-0.1579211320766199,0.3424363675885389
Coletta,-0.336825198,0,0,1,0,248.39168735635633,248.20792568268268,0.1837616736736436,2.783055973333333,2.5231883088888885,1.8358801052800704,-1.0491518362093228,1.857876523757792,-0.9355825393724015
Collilongus,-0.336825198,1,0,0,0,249.43766517717717,249.2224597067067,0.21520547047046534,2.530415053333333,1.9420593155555557,1.9092488182519396,-0.6703432065006151,1.9899241809693744,-0.7864771491995748
Colobomycter,-0.336825198,0,1,0,0,289.53270908108107,284.52395648848847,5.0087525925926,2.18924873,1.0769917111111114,-0.33609700922582064,0.6475668208004001,-0.33609700922582064,0.6475668208004001
Colobops,-0.336825198,0,1,0,0,216.0889148968969,214.9805017967968,1.1084131001001083,0.2465078911111111,0.4880323122222223,0.5948464701402542,0.6908746546450864,0.5948464701402542,0.6908746546450864
Coloradisaurus,-0.336825198,0,0,1,0,224.51627325425426,210.1587215875876,14.357551666666666,0.78222633,0.7848681133333333,0.4286258689419773,0.033631799303284804,0.4286258689419773,0.033631799303284804
Coloradisuchus,-0.336825198,0,0,1,0,217.22568343543543,215.5661901001001,1.659493335335327,0.24518027555555552,0.3867902677777778,-0.061706930084994796,0.0005777509612955867,-0.061706930084994796,0.0005777509612955867
Concavispina,-0.336825198,1,0,0,0,232.23821387887887,230.83100682782782,1.4072070510510457,0.5947363022222223,0.49910188888888884,1.5439716968567578,0.036032371414726594,1.5439716968567578,0.036032371414726594
Contectopalatus,-0.336825198,0,1,0,0,239.59275960860862,239.33635262962963,0.2564069789789869,1.3658532966666668,1.6049198544444445,0.7446132569171925,0.523448309350873,1.108591223113288,0.4837736317609249
Cornualbus,-0.336825198,0,0,1,0,233.76391698098098,232.9672664914915,0.7966504894894797,1.0758613544444444,1.03400936,0.4906114689205105,-1.1380913736053158,0.4906114689205105,-1.1380913736053158
Corosaurus,-0.336825198,0,1,0,0,250.43984635635636,247.45065073973973,2.9891956166166267,3.164580198888889,1.7234455122222223,1.9662674294573632,-0.9138975701642392,1.9662674294573632,-0.9138975701642392
Cosesaurus,-0.336825198,0,1,0,0,238.60715392292292,238.3480702042042,0.2590837187187276,1.366003071111111,1.7327927833333332,0.5197623641799644,-0.7136896918828842,0.6271538630542994,-0.12281765820073759
Crosbysaurus,-0.123909397,0,1,0,0,227.62846123523525,209.19803576976977,18.430425465465476,0.2666319311111111,0.4863560255555556,0.2711040421150443,-0.028416210728700396,0.2711040421150443,-0.028416210728700396
Ctenosauriscus,-0.336825198,1,0,0,0,249.39652946746747,249.21324487687687,0.18328459059060265,3.3883208744444446,2.3711974244444445,1.9092488182519396,-0.6703432065006151,1.9837707270706666,-0.7776191182171023
Cyamodus,0.937654861,1,1,0,0,246.76556370370372,227.40632291891893,19.359240784784788,2.028978743333333,0.20843730444444444,1.0202070852571157,-0.06609741118645523,1.0202070852571157,-0.06609741118645523
