"age","L_mean","L_hpd_m95","L_hpd_M95","M_mean","M_hpd_m95","M_hpd_M95","R_mean","R_hpd_m95","R_hpd_M95"
-175,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.123946036185,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.123956036185,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.24789207237,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.24790207237,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.371838108555,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.371848108555,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.49578414474,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.49579414474,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.619730180926,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.619740180926,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.743676217111,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.743686217111,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.867622253296,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.867632253296,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.991568289481,NA,NA,NA,NA,NA,NA,NA,NA,NA
-175.991578289481,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.115514325666,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.115524325666,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.239460361851,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.239470361851,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.363406398036,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.363416398036,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.487352434221,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.487362434221,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.611298470406,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.611308470406,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.735244506592,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.735254506592,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.859190542777,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.859200542777,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.983136578962,NA,NA,NA,NA,NA,NA,NA,NA,NA
-176.983146578962,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.107082615147,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.107092615147,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.231028651332,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.231038651332,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.354974687517,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.354984687517,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.478920723702,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.478930723702,NA,NA,NA,NA,NA,NA,NA,NA,NA
-177.602866759887,NA,NA,NA,NA,NA,NA,NA,NA,NA
