feature1,feature2,feature1_state,feature2_state,posterior_probability,fold_change,fold_change_lwr_CI,fold_change_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
lat_range_z_trans,none,none,none,1.0,-40.0,-40.0,-10.669438620660182,0.45753598272800444,0.3349605202674866,0.5929864645004272,-9.777068044058978e-14,-3.410605131648481e-13,1.1368683772161603e-13,5.0
Temperate_N,none,0_1,none,0.93,-4.509008092182519,-21.04785756801194,1.6759558679788107,0.6506489506363868,0.30305495858192444,0.8929083347320557,-900.645032460149,-1320.4664930357812,-395.8326278386562,3.0
Tropical,none,0_1,none,0.99,-9.867065506389782,-40.0,-2.016006597527858,0.6107383501529694,0.3483145833015442,0.8561657071113586,-1121.7701376174196,-1691.698941784809,-455.08816238449003,2.0
Temperate_S,none,0_1,none,1.0,-23.080007576695255,-40.0,-5.229634416706281,0.669339715540409,0.35128435492515564,0.9013705849647522,-1269.1699522842907,-2012.3514000002583,-543.1096490045927,1.0
Antarctic,none,0_1,none,0.78,-2.9748464275827944,-30.219891608677557,3.847160882653524,0.06994893755763769,0.04530201852321625,0.0892343744635582,-21.09458816653702,-62.35737088048711,3.9505274055718473,18.0
mean_pt_1myr_z_trans,none,none,none,0.81,-2.133554897291262,-13.289338701695453,3.118917974142316,0.3882446952164173,0.2339170277118683,0.5213351249694824,-1178.2875465306518,-1676.7094180193221,-531.4704196186872,6.0
Mod_R_deltaTMyr_pt_1myr_z_trans,none,none,none,0.75,-2.5390706368146327,-28.950102272944548,3.731041988027866,0.2969814610481262,0.16883805394172668,0.41100001335144043,-633.2162601158064,-951.1029353846176,-376.3955221724327,7.0
208-217,none,0_1,none,1.0,-12.829871567238985,-40.0,-3.7179330018141425,0.1310350050777197,0.06829468160867691,0.17961467802524567,-208.6033648960313,-422.8886646446924,-43.157103125072354,10.0
217-227,none,0_1,none,0.99,-8.23087001368636,-40.0,-2.814023521202764,0.20525212846696378,0.1169518306851387,0.31123462319374084,-504.82887396541673,-889.4333131084372,-169.15449013546663,8.0
227-237,none,0_1,none,0.78,-2.0948946284344676,-13.95349068364167,4.655710077905039,0.20093999981880187,0.09779759496450424,0.3748207986354828,-279.3269659944789,-466.3417518779281,-103.21642787493397,9.0
237-242,none,0_1,none,0.8,-2.5688906501108963,-14.761447233417814,3.2843099064473575,0.09666126880794763,0.05763709545135498,0.14541365206241608,-76.64991525797537,-168.06947435650068,-12.082173594083997,17.0
242-246.7,none,0_1,none,0.91,-4.840760147754466,-40.0,1.0847407607942507,0.1545326756685972,0.06237491965293884,0.2708243727684021,-124.08991165369576,-283.7726236707381,-15.133356839567455,12.0
246.7-252,none,0_1,none,0.88,6.321478907566844,-3.285988744105964,34.66743560796595,0.5470911441743374,0.08708128333091736,0.9015347361564636,-422.88399858278365,-745.1931205988257,-89.56260989104112,4.0
252-259.5,none,0_1,none,0.99,-3.917680768273004,-21.31552166560333,-1.0438405182671837,0.09139424122869969,0.05064988508820534,0.1341305673122406,-92.85483772735293,-176.35763834669137,-27.554578089988127,15.0
259.5-264.3,none,0_1,none,0.98,-10.23871837871991,-40.0,-1.9625703698177568,0.09425409644842148,0.06242254376411438,0.1358235776424408,-102.10182322109469,-181.76388357433507,-25.96123946452076,14.0
264.3-274.4,none,0_1,none,0.98,-8.223558607264392,-37.38233700212156,1.1160686788230139,0.10854320276528596,0.06215664744377136,0.16614912450313568,-184.6448950398148,-303.2670271524015,-86.6156866837523,11.0
274.4-283.5,none,0_1,none,1.0,-5.467484376141615,-40.0,-1.260112360658174,0.07735399302095175,0.0537223145365715,0.11491192877292633,-81.63443654461915,-155.17564958157254,-15.572174291307306,16.0
283.5-290.1,none,0_1,none,1.0,-11.216451188500681,-40.0,-2.5079893307152212,0.09084048364311456,0.05759324133396149,0.13326001167297363,-103.855581103961,-194.94696761228056,-19.687371079383865,13.0
