accepted_name;accepted_rank;early_interval;late_interval;max_ma;min_ma;time_bins;age;Rotated Longitude;Rotated latitude;group;niche_adequability
Pristerodon buffaloensis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon buffaloensis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon buffaloensis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-44.20747;56.82493;Dicynodontia;0.141300573945045
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon mackayi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Pristerodon mirus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon oudebergensis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Pristerodon vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Pristerodon vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Pristerodon vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon whaitsi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodontinae;subfamily;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Sauroscaptor tharavati;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-44.20747;56.82493;Dicynodontia;0.141300573945045
Sauroscaptor tharavati;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-44.20747;56.82493;Dicynodontia;0.141300573945045
Sintocephalus alticeps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Syops vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Syops vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Syops vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Syops vanhoepeni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Colobodectes cluveri;species;Lopingian;;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Delectosaurus arefjevi;species;Vyatkian;;259;252.3;Wuchiapingian;255;44.7139;33.17182;Dicynodontia;0.394172847270966
Delectosaurus berezhanensis;species;Vyatkian;;259;252.3;Wuchiapingian;255;47.69551;31.62961;Dicynodontia;0.458283543586731
Dicynodontia;order;Lopingian;;259.9;252.17;Wuchiapingian;255;-47.63135;32.00205;Dicynodontia;0.174918860197067
Dicynodontia;order;Lopingian;;259.9;252.17;Wuchiapingian;255;-4.44358;113.9768;Dicynodontia;NA
Dicynodontidae;family;Vyatkian;;259;252.3;Wuchiapingian;255;43.07523;31.5453;Dicynodontia;0.448245853185654
Dicynodontidae;family;Vyatkian;;259;252.3;Wuchiapingian;255;46.3931;34.76167;Dicynodontia;0.428082585334778
Dicynodontidae;family;Vyatkian;;259;252.3;Wuchiapingian;255;43.07523;31.5453;Dicynodontia;0.448245853185654
Dicynodontoidea;species;Lopingian;;259.9;252.17;Wuchiapingian;255;-4.44358;113.9768;Dicynodontia;NA
Digalodon rubidgei;species;Lopingian;;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Digalodon rubidgei;species;Lopingian;;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Lopingian;;259.9;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Diictodon feliceps;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;59.11267;74.43819;Dicynodontia;0.244184151291847
Dolomitipes accordii;species;Lopingian;;259.9;252.17;Wuchiapingian;255;23.58059;23.93896;Dicynodontia;0.478087842464447
Dolomitipes accordii;species;Lopingian;;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dolomitipes icelsi;species;Lopingian;;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Gordonia traquairi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;27.39976;9.512091;Dicynodontia;0.0390832014381886
Gordonia traquairi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;27.39976;9.512091;Dicynodontia;0.0390832014381886
Gordonia traquairi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;27.39976;9.512091;Dicynodontia;0.0390832014381886
Gordonia traquairi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;27.39976;9.512091;Dicynodontia;0.0390832014381886
Gordonia traquairi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;27.39976;9.512091;Dicynodontia;0.0390832014381886
Gordonia traquairi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;27.39976;9.512091;Dicynodontia;0.0390832014381886
Interpresosaurus blomi;species;Vyatkian;;259;252.3;Wuchiapingian;255;44.7139;33.17182;Dicynodontia;0.394172847270966
Jimusaria sinkianensis;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;59.11267;74.43819;Dicynodontia;0.244184151291847
Jimusaria sinkianensis;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;59.61994;81.60577;Dicynodontia;0.613400101661682
Kunpania scopulusa;species;Lopingian;;259.9;252.17;Wuchiapingian;255;61.21097;77.698;Dicynodontia;0.216075196862221
Lystrosaurus maccaigi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Lystrosaurus maccaigi;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Lystrosaurus robustus;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;59.61994;81.60577;Dicynodontia;0.613400101661682
Lystrosaurus robustus;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;59.61994;81.60577;Dicynodontia;0.613400101661682
Taoheodon baizhijuni;species;Lopingian;;259.9;252.17;Wuchiapingian;255;34.76487;119.4046;Dicynodontia;NA
Turfanodon bogdaensis;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;59.61994;81.60577;Dicynodontia;0.613400101661682
Turfanodon bogdaensis;species;Changhsingian;;254.17;252.17;Wuchiapingian;255;61.21097;77.698;Dicynodontia;0.216075196862221
Turfanodon bogdaensis;species;Lopingian;;259.9;252.17;Wuchiapingian;255;42.75358;108.1979;Dicynodontia;NA
Turfanodon jiufengensis;species;Lopingian;;259.9;252.17;Wuchiapingian;255;36.878;121.0524;Dicynodontia;NA
Vivaxosaurus trautscholdi;species;Vyatkian;;259;252.3;Wuchiapingian;255;47.69551;31.62961;Dicynodontia;0.458283543586731
Basilodon woodwardi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Basilodon woodwardi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Basilodon woodwardi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Bidentalia;clade;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Compsodon helmoedi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Compsodon helmoedi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Compsodon helmoedi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.50161;-5.693021;Dicynodontia;0.0200453028082848
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.50161;-5.693021;Dicynodontia;0.0200453028082848
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Daptocephalus leoniceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodon;genus;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodon lacerticeps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodon lacerticeps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodon lacerticeps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodon lacerticeps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodon lacerticeps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodon lacerticeps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontoidea;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontoidea;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontoidea;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.50161;-5.693021;Dicynodontia;0.0200453028082848
Dicynodontoidea;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontoides recurvidens;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontoides recurvidens;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontoides recurvidens;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Digalodon rubidgei;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Emydops arctatus;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydorhinus sciuroides;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Emydorhinus sciuroides;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Kembawacela kitchingi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-47.78411;17.74821;Dicynodontia;0.0204379372298717
Kwazulusaurus shakai;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.50161;-5.693021;Dicynodontia;0.0200453028082848
Lystrosaurus maccaigi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Lystrosaurus murrayi;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Pristerodon platyceps;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Thliptosaurus imperforatus;species;Wuchiapingian;Changhsingian;259.9;252.17;Wuchiapingian;255;-63.50161;-5.693021;Dicynodontia;0.0200453028082848
Dicynodontoidea;superfamily;Lopingian;Induan;259.9;251.2;Wuchiapingian;255;-70.94924;126.1273;Dicynodontia;NA
Dinophoneus ingens;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Moschops capensis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Jonkeria ingens;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-50.26402;17.17707;Gorgonopsia;0.0204379372298717
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-44.20747;56.82493;Gorgonopsia;0.141300573945045
Lycaenops ornatus;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-50.26402;17.17707;Gorgonopsia;0.0204379372298717
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-50.26402;17.17707;Gorgonopsia;0.0204379372298717
Cyonosaurus rubidgei;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;31.55929;117.0049;Gorgonopsia;NA
Aelurosaurus brevirostris;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Aelurosaurus polyodon;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Cyonosaurus longiceps;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Cyonosaurus longiceps;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Aelurognathus tigriceps;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Rubidgea atrox;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Gorgonopsia;order;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-60.85079;-19.33425;Gorgonopsia;0.0484099537134171
Arctognathus curvimola;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-63.15948;-14.72496;Gorgonopsia;0.0487370491027832
Cyonosaurus kitchingi;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-63.15948;-14.72496;Gorgonopsia;0.0487370491027832
Dinogorgon rubidgei;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-63.15948;-14.72496;Gorgonopsia;0.0487370491027832
Scylacognathus robustus;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Gorgonopsia;order;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Aloposaurus tenuis;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Lycaenops ornatus;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-62.75164;-22.80723;Gorgonopsia;0.0873583406209946
Cyonosaurus rubidgei;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-63.15948;-14.72496;Gorgonopsia;0.0487370491027832
Paragalerhinus rubidgei;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-63.15948;-14.72496;Gorgonopsia;0.0487370491027832
Dinogorgon rubidgei;species;Wuchiapingian;;259.51;254.14;Wuchiapingian;255;-63.15948;-14.72496;Gorgonopsia;0.0487370491027832
Clelandina rubidgei;species;Wuchiapingian;Changhsingian;259.51;251.902;Wuchiapingian;255;-61.36501;-10.98271;Gorgonopsia;0.0150218764320016
