accepted_name;accepted_rank;early_interval;late_interval;max_ma;min_ma;time_bins;age;Rotated Longitude;Rotated latitude;group;niche_adequability
Cistecephalus microrhinus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Cistecephalus microrhinus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Cistecephalus platyceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Compsodon helmoedi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Compsodon helmoedi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Cryptocynodon schroederi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Cryptocynodon simus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-59.78021;1.551491;Dicynodontia;0.0274471156299114
Daptocephalus leoniceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodon angielczyki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodon angielczyki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodon hartzenbergi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodon lacerticeps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodon lacerticeps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodon lacerticeps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;24.21149;17.88815;Dicynodontia;0.477937519550323
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-61.67242;-10.21031;Dicynodontia;0.0150218764320016
Dicynodontia;order;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontoides;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-44.20747;56.82493;Dicynodontia;0.141300573945045
Dicynodontoides nowacki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontoides nowacki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontoides nowacki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontoides nowacki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontoides nowacki;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Dicynodontoides recurvidens;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontoides recurvidens;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dicynodontoides recurvidens;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Digalodon rubidgei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Digalodon rubidgei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Diictodon feliceps;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-52.58124;15.67166;Dicynodontia;0.0266501642763615
Diictodontoides skaios;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Dinanomodon gilli;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Emydops;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-61.36501;-10.98271;Dicynodontia;0.0150218764320016
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emydops arctatus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Emydops haughtoni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emydops oweni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emydorhynchus formosus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Emyduranus gracilis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Emyduranus platyops;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Endothiodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Endothiodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-44.20747;56.82493;Dicynodontia;0.141300573945045
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon bathystoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Endothiodon mahalanobisi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-44.20747;56.82493;Dicynodontia;0.141300573945045
Eosimops newtoni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Euptychognathus bathyrhynchus;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Katumbia parringtoni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Katumbia parringtoni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Katumbia parringtoni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Katumbia parringtoni;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Kawingasaurus fossilis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Kembawacela kitchingi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Kembawacela kitchingi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Kembawacela kitchingi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Kembawacela yajuwayeyi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Myosauroides minnaari;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Niassodon mfumukasi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.87476;12.81735;Dicynodontia;0.0419242009520531
Palemydops minor;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Palemydops platysoma;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Palemydops rubidgeae;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-63.15948;-14.72496;Dicynodontia;0.0487370491027832
Platycyclops richardi;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Platypodosaurus huenei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Platypodosaurus huenei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Platypodosaurus huenei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-52.58124;15.67166;Dicynodontia;0.0266501642763615
Platypodosaurus huenei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Platypodosaurus huenei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Platypodosaurus huenei;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
Pristerodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-50.26402;17.17707;Dicynodontia;0.0204379372298717
Pristerodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Pristerodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Pristerodon;genus;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-62.75164;-22.80723;Dicynodontia;0.0873583406209946
Pristerodon agilis;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-65.18245;-18.19193;Dicynodontia;0.0530015714466572
Pristerodon boonstrai;species;Wuchiapingian;;259.9;254.17;Wuchiapingian;255;-60.85079;-19.33425;Dicynodontia;0.0484099537134171
