"age","L_mean","L_hpd_m95","L_hpd_M95","M_mean","M_hpd_m95","M_hpd_M95","R_mean","R_hpd_m95","R_hpd_M95"
-198.629676818848,0.00850171207068933,0.000221938898530684,0.0204348453776047,0.336833394879763,0.225775539827654,0.449366571907261,-0.328331682809073,-0.444734924488594,-0.221849738021773
-208,0.00850171207068933,0.000221938898530684,0.0204348453776047,0.336833394879763,0.225775539827654,0.449366571907261,-0.328331682809073,-0.444734924488594,-0.221849738021773
-208.00001,0.00895684467250704,0.000505054864297331,0.0205961154279396,0.0187341539657477,0.00348922469742412,0.0355731906483045,-0.00977730929324078,-0.0301672205616746,0.0108577863863351
-217,0.00895684467250704,0.000505054864297331,0.0205961154279396,0.0187341539657477,0.00348922469742412,0.0355731906483045,-0.00977730929324078,-0.0301672205616746,0.0108577863863351
-217.00001,0.0101504976195093,0.000595020927057422,0.0247487330086359,0.0124844946508299,0.00198875885133639,0.0243671370844804,-0.00233399703132063,-0.0183396397285112,0.0190483108795012
-227,0.0101504976195093,0.000595020927057422,0.0247487330086359,0.0124844946508299,0.00198875885133639,0.0243671370844804,-0.00233399703132063,-0.0183396397285112,0.0190483108795012
-227.00001,0.0537585334379054,0.00359081772852287,0.111729202959155,0.0345203355773281,0.0113727034986126,0.0638337960263253,0.0192381978605774,-0.0466284375688929,0.0881770657390974
-237,0.0537585334379054,0.00359081772852287,0.111729202959155,0.0345203355773281,0.0113727034986126,0.0638337960263253,0.0192381978605774,-0.0466284375688929,0.0881770657390974
-237.00001,0.111213676606217,0.0242842985238996,0.2021187292559,0.101829439113125,0.024414344992323,0.173606893242148,0.0093842374930924,-0.114702852485646,0.132389014934079
-242,0.111213676606217,0.0242842985238996,0.2021187292559,0.101829439113125,0.024414344992323,0.173606893242148,0.0093842374930924,-0.114702852485646,0.132389014934079
-242.00001,0.0869881309160169,0.00838624428673032,0.163407289836795,0.0696463479774856,0.0100724084999779,0.129573858944517,0.0173417829385312,-0.0894208124210032,0.117620256394098
-246.7,0.0869881309160169,0.00838624428673032,0.163407289836795,0.0696463479774856,0.0100724084999779,0.129573858944517,0.0173417829385312,-0.0894208124210032,0.117620256394098
-246.70001,0.442472624382617,0.189280240268298,0.696412250820081,0.156818723584861,0.0525412961692279,0.253316459677709,0.285653900797756,0.0165447453808063,0.557170228382647
-252,0.442472624382617,0.189280240268298,0.696412250820081,0.156818723584861,0.0525412961692279,0.253316459677709,0.285653900797756,0.0165447453808063,0.557170228382647
-252.00001,0.0637462495399905,0.00708084005886726,0.120578019593514,0.0810499838185881,0.014909052979621,0.159367464173227,-0.0173037342785976,-0.115428433362138,0.0711676223801231
-259.5,0.0637462495399905,0.00708084005886726,0.120578019593514,0.0810499838185881,0.014909052979621,0.159367464173227,-0.0173037342785976,-0.115428433362138,0.0711676223801231
-259.50001,0.092677496578418,0.00374655891803476,0.199179254794962,0.0783797442855337,0.022234592491194,0.144472909813829,0.0142977522928844,-0.100220022765181,0.152429393299964
-264.3,0.092677496578418,0.00374655891803476,0.199179254794962,0.0783797442855337,0.022234592491194,0.144472909813829,0.0142977522928844,-0.100220022765181,0.152429393299964
-264.30001,0.0870076694466041,0.00953443470001178,0.193669614350201,0.0389838899087541,0.00644217738832697,0.0803557189851896,0.0480237795378501,-0.0395489045246499,0.173044469095777
-274.4,0.0870076694466041,0.00953443470001178,0.193669614350201,0.0389838899087541,0.00644217738832697,0.0803557189851896,0.0480237795378501,-0.0395489045246499,0.173044469095777
-274.40001,0.0743667195311014,0.0094558957046562,0.16074728502797,0.0797447341879228,0.00481951101848352,0.169504153439848,-0.00537801465682128,-0.13460922738689,0.122984450128499
-283.5,0.0743667195311014,0.0094558957046562,0.16074728502797,0.0797447341879228,0.00481951101848352,0.169504153439848,-0.00537801465682128,-0.13460922738689,0.122984450128499
-283.50001,0.120281131274183,0.0217512771855701,0.235137436671942,0.100630552829419,0.0226646686602925,0.179904054693731,0.0196505784447646,-0.112996645747464,0.150231660220851
-290.1,0.120281131274183,0.0217512771855701,0.235137436671942,0.100630552829419,0.0226646686602925,0.179904054693731,0.0196505784447646,-0.112996645747464,0.150231660220851
-290.10001,0.233578091521256,0.0198917798667512,0.543717930145606,0.100186547513392,0.0139986733129891,0.193632062776191,0.133391544007865,-0.146408138995644,0.437079457139372
-298.959381103516,0.233578091521256,0.0198917798667512,0.543717930145606,0.100186547513392,0.0139986733129891,0.193632062776191,0.133391544007865,-0.146408138995644,0.437079457139372
