feature1,feature2,feature1_state,feature2_state,posterior_probability,fold_change,fold_change_lwr_CI,fold_change_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
time,none,none,none,1.0,-9.115821180755166,-13.501821866949768,-6.57845817843416,NA,NA,NA,-1012.3345263591223,-1581.3799162389855,-530.9428516453845,1.0
