feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
terrestrial,none,0_1,none,0.53,1.0072464953212417,0.6876087765453159,1.3723092150253835,0.0219319975832446,0.014005036827787856,0.03151785307166911,-71.97488943040291,-170.8310676061733,-5.841110879211328,3.0
paleolat_normalized,none,none,none,1.0,16.992241190961966,7.4793839997337574,29.493499969511145,0.13142046398383875,0.1058704159306193,0.15278699637516738,-720.4562348874168,-1114.6593702957084,-409.7943543788549,1.0
time,none,none,none,1.0,5.403796008796283,2.1830838693366856,9.30251475570927,0.07636820956579615,0.056768193294977155,0.09286029042900644,-470.64402387257314,-828.0002933841656,-178.47817866404785,2.0
terrestrial,paleolat_normalized,none,none,0.99,3.172757902533382,0.3679220926941909,72.46940527902093,0.0389484436124871,0.024207408594380038,0.06023634586523112,-55.33148176766459,-217.69939406581648,94.32959665658996,2.0
terrestrial,time,none,none,0.84,6.797031949006545,0.051042040950996286,52.73527060432766,0.020017561805621455,0.012565365293550824,0.029624326594478428,-42.01730467841712,-171.79539533886555,53.68968992539544,3.0
paleolat_normalized,time,none,none,1.0,0.00926925318569767,0.0034064617218292803,0.01546126523958089,0.0964232320482642,0.07046626027423601,0.11926996082893808,-104.43019857487994,-501.0607191295021,270.11776846925227,1.0
