Time	mean_scaled	Mod_R_deltaTMyr_scaled
202	-0.4931045403671729	0.1553161732057887
203	0.12415695875649892	-1.015368406021189
204	0.03553290873736475	-0.6321676687074131
205	-0.22613028608534883	-0.40485495643271596
206	0.13817884300368766	-0.5220302755285569
207	0.4495759726660826	-0.9532418933600832
208	0.33289791056432927	-0.5708398289672241
209	0.04354135295660962	-1.1131932854629323
210	-0.0009086328002239155	-0.7434797986353205
211	0.21049015992509715	-0.6347871891715813
212	0.470970477104569	-0.6811170847177921
213	0.7105299431569164	0.8919316077296167
214	1.660419472003658	-0.5301148366668154
215	1.3526730267431395	2.144833208630812
216	-0.16298008646263348	-0.7630838993406389
217	0.03956622629264168	0.7642394012632303
222	-0.8526622672275789	-0.9228468133005513
226	-0.7222589217547838	0.9997227630057856
227	0.2763050662846735	-0.8378756768124475
229	0.445078205589434	1.1676979474806397
231	1.519493516305431	-1.103213767900192
232	1.5684498774080826	1.1752785107296457
233	0.4906114689205094	-1.1380913736053153
234	0.5238184060534182	-0.6385162334720734
235	0.2650219854280188	-1.011535254676323
236	0.3553769434858662	-1.0448227365392992
237	0.43070051498376577	-1.014398882218793
238	0.5197623641799632	-0.713689691882884
239	0.7446132569171914	0.5234483093508732
240	1.5281094831347233	0.43804489745485076
241	2.273040717030111	1.9617688343570479
242	0.8400526393767992	1.5054011739054374
243	2.06696212138491	-0.9646740467309332
244	1.9554463929321833	1.3144315938900808
245	0.8147716463490351	-0.7965389385741259
246	1.0022109098915064	-0.7842463317383721
247	1.195201060784633	0.20717508587664843
248	1.8358801052800693	-1.0491518362093226
249	1.9092488182519383	-0.6703432065006147
250	2.153673364840078	-1.022197667782779
251	2.0681331579316864	1.7963094980175247
252	0.7098603382893699	3.4369011219489054
253	-1.3892424043400375	0.03612095220644053
254	-0.8258050188212296	-0.7386338194010479
255	-1.039392073271288	-0.14645311248414378
256	-0.5583983187478905	-0.01196149239709496
257	-0.01667317165547847	-0.8592163467668947
258	0.14246331910056254	-0.8855944689606436
259	-0.0047617942800461995	0.25136499406233803
260	-0.6653953549718592	0.5455263496600073
261	0.12807049155305736	2.493327156929834
262	-1.5449494797623886	1.5248565411905397
263	-0.30925468244955073	0.4051870233954643
264	-1.0393485277808234	-0.688532227889528
265	-1.275559591386986	-0.22912983362731273
266	-1.7192196259628896	0.8816940463736234
267	-0.7739529991861616	-0.6219262800404748
268	-1.0402408227741686	1.139176894002053
269	0.021295445954244964	0.8420667526700514
270	-0.9060769744494869	-0.5259052419027204
271	-1.215724315857621	-0.05325194285075723
272	-0.6926443930580395	-0.6047872473926899
273	-0.41861722188769845	-0.8391671308453255
274	-0.5868071856160424	-0.4723595687539049
275	-0.9206337529742207	0.22848566207240087
276	-1.5709358593212068	-0.7178204412503985
277	-1.3479502606696	0.18600856729242593
279	-0.7168292213150323	-0.4524596472658608
280	-0.3740165945712713	-0.7695682293260777
281	-0.5736348259940685	1.1472135352535007
283	-1.6388001387170865	0.5088180640253925
285	-0.8619103872818943	1.638931884954161
287	0.42529657633345247	0.9962012252474047
288	-0.5716772167290234	-0.6924326478003654
290	-0.806126997583877	-0.22584529398754216
291	-1.2512702066893227	0.33604039698993476
292	-0.552400396921142	0.2791008242860916
293	-1.225558422094539	-0.7410547313849409
294	-1.438052283076108	2.5320313297489974
295	0.25244504579461147	-0.41435049116311334
296	-0.10757625463591117	-0.13045716329344956
297	-0.5957931819835496	-0.44974769985903434
298	-0.9398304232422383	0.4441724180913202
299	-0.19213223263089502	-0.4864959883941365
300	0.1353108557084112	-0.8652521173051212
