Time	mean_scaled	Mod_R_deltaTMyr_boxcox_scaled
202	-0.4931045403671729	0.4866972425637757
203	0.12415695875649892	-1.4632292202748263
204	0.03553290873736475	-0.45460579324735795
205	-0.22613028608534883	-0.10767936073149698
206	0.13817884300368766	-0.27460763295929347
207	0.4495759726660826	-1.224205206866669
208	0.33289791056432927	-0.3511877416816533
209	0.04354135295660962	-2.016334153698817
210	-0.0009086328002239155	-0.6681677879134521
211	0.21049015992509715	-0.4592223213551196
212	0.470970477104569	-0.543898903933903
213	0.7105299431569164	1.0134493246690874
214	1.660419472003658	-0.2869738676134698
215	1.3526730267431395	1.6294182856296275
216	-0.16298008646263348	-0.7100782657745011
217	0.03956622629264168	0.9345238784482013
222	-0.8526622672275789	-1.1243522319467076
226	-0.7222589217547838	1.0770316073041646
227	0.2763050662846735	-0.8854364845702042
229	0.445078205589434	1.1711580046437606
231	1.519493516305431	-1.9427526008364933
232	1.5684498774080826	1.1752739712596083
233	0.4906114689205094	-2.23139638939746
234	0.5238184060534182	-0.46582438078512856
235	0.2650219854280188	-1.446778146617874
236	0.3553769434858662	-1.5994281062692697
237	0.43070051498376577	-1.4590431653275058
238	0.5197623641799632	-0.6071922947412232
239	0.7446132569171914	0.7733748561080259
240	1.5281094831347233	0.7117318156282951
241	2.273040717030111	1.5528937008801673
242	0.8400526393767992	1.3447831804047006
243	2.06696212138491	-1.2643021242628045
244	1.9554463929321833	1.2489633013891615
245	0.8147716463490351	-0.785253986557343
246	1.0022109098915064	-0.757065312568824
247	1.195201060784633	0.5307034361574973
248	1.8358801052800693	-1.6211038476019686
249	1.9092488182519383	-0.5236745640995408
250	2.153673364840078	-1.4932126407514676
251	2.0681331579316864	1.480502948649729
252	0.7098603382893699	2.088368486177203
253	-1.3892424043400375	0.3800332468306595
254	-0.8258050188212296	-0.6580331834974082
255	-1.039392073271288	0.19892815207915682
256	-0.5583983187478905	0.33459438691958077
257	-0.01667317165547847	-0.9408154113594189
258	0.14246331910056254	-1.0132575177819552
259	-0.0047617942800461995	0.5671589746903929
260	-0.6653953549718592	0.7888993621260433
261	0.12807049155305736	1.7659774390956104
262	-1.5449494797623886	1.354227705071854
263	-0.30925468244955073	0.6873071436505248
264	-1.0393485277808234	-0.5580176281456961
265	-1.275559591386986	0.10828365269976944
266	-1.7192196259628896	1.0072706662840263
267	-0.7739529991861616	-0.4367216899201679
268	-1.0402408227741686	1.1555738016422263
269	0.021295445954244964	0.9831151348763839
270	-0.9060769744494869	-0.2805196994361191
271	-1.215724315857621	0.29434938538171684
272	-0.6926443930580395	-0.407361990396761
273	-0.41861722188769845	-0.8887120632985668
274	-0.5868071856160424	-0.2011706013171441
275	-0.9206337529742207	0.548400185160907
276	-1.5709358593212068	-0.6154630586690831
277	-1.3479502606696	0.5129062220675342
279	-0.7168292213150323	-0.17289648404252778
280	-0.3740165945712713	-0.7242760190453771
281	-0.5736348259940685	1.1599809408329405
283	-1.6388001387170865	0.762996672187072
285	-0.8619103872818943	1.4085082022285802
287	0.42529657633345247	1.0749955202798513
288	-0.5716772167290234	-0.5655110748564653
290	-0.806126997583877	0.11200353561834751
291	-1.2512702066893227	0.6345288554606173
292	-0.552400396921142	0.589575352381136
293	-1.225558422094539	-0.6630852959108717
294	-1.438052283076108	1.780476690590514
295	0.25244504579461147	-0.12042767158751946
296	-0.10757625463591117	0.2157860740426491
297	-0.5957931819835496	-0.16909115101090463
298	-0.9398304232422383	0.7162418519912994
299	-0.19213223263089502	-0.22164272634754287
300	0.1353108557084112	-0.9569833950944979
