genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mean_pt_1myr_z_trans_NN,Mod_R_deltaTMyr_pt_1myr_z_trans_NN,mean_pt_1myr_z_trans_WI,Mod_R_deltaTMyr_pt_1myr_z_trans_WI,Stage
Arctognathus,0.668769528,0,0,1,0,260.20386734434436,252.9114404974975,7.292426846846865,1.0276180066666667,0.66326377,-0.5446506021234072,-0.2261058680101301,-0.5446506021234072,-0.2261058680101301,Lopingian
Arctops,-0.152345603,0,0,1,0,260.95415796796794,253.39476880280282,7.559389165165129,0.7470340877777778,0.6030589211111113,-0.42399463037817453,-0.263566842326783,-0.42399463037817453,-0.263566842326783,Lopingian
Aulacephalodon,0.064364473,0,0,1,0,259.9974212052052,252.5660752142142,7.431345990991019,0.7588392355555557,0.5365838555555555,-0.5274013517164857,-0.3363390419630069,-0.5274013517164857,-0.3363390419630069,Lopingian
Aulacocephalus,-0.297424559,0,0,1,0,256.9364536816817,256.7511092802803,0.18534440140143715,1.2256879722222223,1.2459853655555555,-0.0166731716554773,-0.8592163467668951,-0.10130067184962271,-0.7268594481855569,Lopingian
Australobarbarus,-0.297424559,1,0,0,0,263.6360064334334,260.81943057257257,2.816575860860837,1.7457283211111112,1.8595242677777777,-0.5753778902196263,1.4744569071719458,-0.5753778902196263,1.4744569071719458,Capitanian
Australosyodon,-0.297424559,0,0,1,0,265.380366990991,265.00090747647647,0.3794595145145081,1.8338849866666667,0.5531725200000001,-1.2755595913869848,-0.2291298336273129,-1.3601377130967311,-0.017365441978603235,Roadian-Wordian
Avenantia,-0.297424559,0,0,1,0,261.3743418128128,260.76294644244246,0.6113953703703601,0.6279495211111111,1.1198330466666666,0.1280704915530584,2.493327156929834,0.1280704915530584,2.493327156929834,Capitanian
Basilodon,-0.152345603,0,0,1,0,261.28181133733733,252.3177517117117,8.964059625625623,0.7193864233333332,0.7308818888888888,-0.4699038139371333,0.07605335698319925,-0.4699038139371333,0.07605335698319925,Lopingian
Bauria,-0.17428318,0,0,1,0,247.46287118518518,242.23114812512512,5.231723060060062,1.2898067244444442,0.21092562666666667,1.4069184262684549,-0.20477052745534063,1.4069184262684549,-0.20477052745534063,Anisian
Beishanodon,-0.297424559,1,0,0,0,248.37622943643643,248.29680296996997,0.07942646646645812,5.913653622222222,3.5527946533333337,1.8358801052800704,-1.0491518362093228,1.8605698660032683,-0.9216765943991457,Early Triassic
Biarmosuchoides,-0.297424559,1,0,0,0,265.94359526126124,265.5658596686687,0.3777355925925576,0.6837428655555555,1.1305581088888887,-1.7192196259628885,0.8816940463736233,-1.6104020045887224,0.6092394573483323,Roadian-Wordian
Biarmosuchus,-0.180409488,1,0,0,0,273.3830637297297,263.74242293393394,9.640640795795775,0.5648552366666667,0.5046851722222222,-0.9060089026389619,-0.06997622115030826,-0.9060089026389619,-0.06997622115030826,Roadian-Wordian
Biseridens,-0.297424559,1,0,0,0,272.2094358788789,267.8063232792793,4.403112599599581,0.6425693744444445,0.5878824533333333,-0.7666782120370131,0.15945984290518728,-0.7666782120370131,0.15945984290518728,Roadian-Wordian
Blattoidealestes,-0.297424559,0,0,1,0,259.779133980981,259.1731314534535,0.6060025275274938,0.6839900933333334,0.6488532277777778,-0.004761794280045,0.2513649940623379,-0.3193110466171384,0.39142483960336305,Lopingian
Bolotridon,-0.297424559,0,0,1,0,244.46893515815816,244.25180805505505,0.21712710310310968,1.3969574722222222,0.9947905844444443,1.9554463929321844,1.3144315938900808,1.5443796018904326,0.5536977516067527,Anisian
Bonacynodon,-0.270175714,0,0,1,0,241.53327003203202,231.9611591011011,9.572110930930933,0.7861177566666667,0.3486327622222223,0.8699505017541661,-0.14625136205022737,0.8699505017541661,-0.14625136205022737,Mixed
Brachyprosopus,-0.140777318,0,0,1,0,265.13582865265266,259.83444822622624,5.3013804264264195,1.0736119533333333,0.12027376222222222,-0.7844061907997574,0.6752058349431672,-0.7844061907997574,0.6752058349431672,Capitanian
Bulbasaurus,-0.297424559,0,0,1,0,259.1942820810811,254.72264995395398,4.471632127127123,1.463969622222222,1.7199630888888888,-0.295352407770827,-0.3303720853092881,-0.295352407770827,-0.3303720853092881,Lopingian
Bullacephalus,-0.297424559,0,0,1,0,264.1353524044044,263.46492133833834,0.670431066066044,1.34106685,0.5220454622222223,-1.0393485277808223,-0.6885322278895283,-1.0393485277808223,-0.6885322278895283,Capitanian
Burnetia,-0.297424559,0,0,1,0,257.4717027437437,257.28506693093095,0.1866358128127672,1.1718639433333333,0.8952718244444444,-0.0166731716554773,-0.8592163467668951,0.04354166351367718,-0.8691974282424404,Lopingian
Candelariodon,-0.297424559,0,0,1,0,240.40979095295296,240.20124493493495,0.2085460180180121,0.8701015555555556,0.6359925144444445,1.5281094831347244,0.4380448974548507,1.755699342094076,0.9035699017953973,Ladinian
Caodeyao,-0.297424559,1,0,0,0,256.0841029219219,255.94839923523523,0.13570368668666788,2.280115601111111,2.864683162222222,-0.5583983187478894,-0.0119614923970951,-0.5583983187478894,-0.0119614923970951,Lopingian
Cerdorhinus,-0.297424559,0,0,1,0,256.28138196396395,256.09174936236235,0.1896326016016019,0.8301150377777777,1.0065342255555556,-0.5583983187478894,-0.0119614923970951,-0.457331007428438,-0.1700301561707957,Lopingian
Cerdosuchus,-0.297424559,0,0,1,0,255.3962121051051,255.2319862842843,0.1642258208208034,1.3750942433333335,1.5868335900000001,-1.039392073271287,-0.1464531124841439,-0.8883123223223186,-0.10420940292161941,Lopingian
Charassognathus,-0.297424559,0,0,1,0,256.7075047997998,256.5208088238238,0.1866959759759652,1.0018905333333332,0.9603338577777778,-0.0166731716554773,-0.8592163467668951,-0.22569412953135276,-0.5323088325488948,Lopingian
Chiniquodon,-0.001945952,0,0,1,0,243.80183515915917,228.84713734734737,14.954697811811798,0.21017240888888888,0.21155906444444447,0.9693636785855885,-0.06123587955338018,0.9693636785855885,-0.06123587955338018,Mixed
Choerosaurus,-0.297424559,0,0,1,0,255.88394906706708,255.68608988588588,0.19785918118120094,0.7723282300000001,1.2268098455555554,-0.5583983187478894,-0.0119614923970951,-0.6618026079068806,-0.040874571292937395,Lopingian
Chthomaloporus,-0.297424559,1,0,0,0,265.9451942282283,265.563180986987,0.3820132412412818,0.6693688566666667,1.0700344411111111,-1.7192196259628885,0.8816940463736233,-1.610162491454893,0.6086397709039906,Roadian-Wordian
Chthonosaurus,-0.297424559,1,0,0,0,262.6165173083083,258.80807353753755,3.8084437707707366,1.3715859588888886,2.965359822222222,-0.5217590343653081,1.2037687604606797,-0.5217590343653081,1.2037687604606797,Capitanian
Cistecephaloides,-0.297424559,0,0,1,0,256.86244658658654,256.68647195695695,0.17597462962959298,0.97407786,1.1778136355555555,-0.0166731716554773,-0.8592163467668951,-0.1388542558302422,-0.6681258699174317,Lopingian
Cistecephalus,0.668769528,0,0,1,0,259.66980831631633,254.1058801821822,5.56392813413413,1.1749064166666665,0.23368128777777777,-0.295352407770827,-0.3303720853092881,-0.295352407770827,-0.3303720853092881,Lopingian
Cistecynodon,-0.297424559,0,0,1,0,244.53576270970973,244.31723707207206,0.21852563763766852,1.1115145444444443,1.020494316666667,1.9554463929321844,1.3144315938900808,1.4689487379724562,0.4141028921201719,Anisian
Clelandina,-0.152345603,0,0,1,0,261.08314652552554,253.30251776176175,7.7806287637637865,0.7097101133333333,0.61456841,-0.3549864901367704,0.08104490758029412,-0.3549864901367704,0.08104490758029412,Lopingian
Colobodectes,-0.028702758,0,0,1,0,263.826222008008,252.14655043243243,11.679671575575583,1.1124224222222223,0.6327983955555555,-0.5530307716041942,0.2376839797667997,-0.5530307716041942,0.2376839797667997,Mixed
Compsodon,0.668769528,0,0,1,0,260.8027799079079,252.7370335075075,8.0657464004004,1.0875694388888888,0.8150018255555557,-0.5446506021234072,-0.2261058680101301,-0.5446506021234072,-0.2261058680101301,Lopingian
Cotylorhynchus,-0.194988016,0,1,0,0,281.17014119819817,265.26362696997,15.906514228228161,0.39200255666666667,0.8801838966666666,-0.8557325738455497,-0.042173351464277115,-0.8557325738455497,-0.042173351464277115,Mixed
Counillonia,-0.297424559,0,1,0,0,249.33659699799802,249.24407118818817,0.09252580980984249,4.364739684444444,3.3997178555555556,1.9092488182519396,-0.6703432065006151,1.980213597315298,-0.7724985524177315,Early Triassic
Cricodon,0.7568089,0,0,1,0,246.57539324424425,242.08024702702704,4.495146217217211,0.8124693211111111,0.3554687455555556,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Criocephalosaurus,-0.297424559,0,0,1,0,263.26180041441444,259.9789941401401,3.2828062742743214,1.151429368888889,1.4387745677777775,-0.5978822564076842,1.2422242677939612,-0.5978822564076842,1.2422242677939612,Capitanian
Cromptodon,-0.297424559,0,0,1,0,245.38752486786785,245.19542256356357,0.1921023043042851,1.7509242444444444,1.0699308266666667,0.8147716463490362,-0.7965389385741263,0.8694052649647767,-0.7929559667838767,Anisian
Cryptocynodon,-0.080714483,0,0,1,0,261.1242263723724,254.08577540240242,7.038450969969972,0.6802064788888889,0.3037967322222222,-0.28772670032470493,0.1981418685776287,-0.28772670032470493,0.1981418685776287,Lopingian
Cynariognathus,-0.297424559,0,0,1,0,263.3244322252252,259.9060648628629,3.4183673623623463,1.1925151833333332,1.5150939433333335,-0.5978822564076842,1.2422242677939612,-0.5978822564076842,1.2422242677939612,Capitanian
Cyniscops,-0.297424559,0,0,1,0,256.92336494794796,256.72488347247247,0.19848147547548933,1.1225298811111113,0.9851619922222221,-0.0166731716554773,-0.8592163467668951,-0.1119495097493274,-0.7102047301014012,Lopingian
Cynognathus,1.437747253,0,0,1,1,246.80188354154154,230.37261136936937,16.429272172172176,1.3463525122222222,0.40770652333333335,1.0561526402363457,-0.14320962110314867,1.0561526402363457,-0.14320962110314867,Mixed
Cynosaurus,-0.152345603,0,0,1,0,261.3242397897898,252.4347364074074,8.889503382382372,0.7728075666666666,0.7864720155555556,-0.4699038139371333,0.07605335698319925,-0.4699038139371333,0.07605335698319925,Lopingian
Cyonosaurus,-0.129234168,0,0,1,0,260.262788013013,251.9577625095095,8.305025503503487,0.6167520144444445,0.8928868333333334,-0.4052604976330985,0.18089490865198496,-0.4052604976330985,0.18089490865198496,Lopingian
Dalongkoua,-0.297424559,1,0,0,0,253.02333872372373,252.89243160260258,0.13090712112114034,2.776486697777778,3.1601686366666666,-1.3892424043400364,0.0361209522064403,-1.3892424043400364,0.0361209522064403,Lopingian
Daptocephalus,0.690269107,0,0,1,0,263.28008787787786,251.95883259459458,11.321255283283278,1.2172434533333334,1.0260548622222223,-0.44778984577973047,0.5042854082819752,-0.44778984577973047,0.5042854082819752,Mixed
Daqingshanodon,-0.297424559,1,0,0,0,255.56699545245246,255.45642616216216,0.11056929029030016,2.768765567777778,3.5946148433333334,-0.5583983187478894,-0.0119614923970951,-0.7932623708343451,-0.07763229699333214,Lopingian
Davletkulia,-0.297424559,1,0,0,0,270.6779717317317,269.87869404804803,0.7992776836836697,0.4064312488888889,0.36917517666666666,-0.9060769744494858,-0.5259052419027206,-0.9060769744494858,-0.5259052419027206,Roadian-Wordian
Delectosaurus,-0.110059055,1,0,0,0,260.46889954154153,257.0175778908909,3.451321650650641,0.26931562111111107,1.1515631644444446,-0.17589794338377981,-0.029567708412766274,-0.17589794338377981,-0.029567708412766274,Lopingian
Delphinognathus,-0.297424559,0,0,1,0,261.95629125325326,261.17051809309305,0.785773160160204,0.4826361455555555,0.7779150266666667,-1.5449494797623875,1.5248565411905397,-0.8145167785981258,1.947686286191407,Capitanian
Deuterosaurus,-0.174175094,1,0,0,0,266.8938315035035,259.74131587287286,7.15251563063066,0.2556092833333333,1.1786382666666668,-0.917950967251633,0.7047041508618038,-0.917950967251633,0.7047041508618038,Mixed
Diademodon,1.437747253,0,0,1,1,246.811847019019,230.9550941011011,15.856752917917902,1.3336191633333334,0.40202229,1.0561526402363457,-0.14320962110314867,1.0561526402363457,-0.14320962110314867,Mixed
Dicynodon,6.526876649,1,0,1,0,264.742306986987,239.19091427327328,25.55139271371371,1.36940318,0.3255868444444444,0.5291961496020039,0.2919548690983846,0.5291961496020039,0.2919548690983846,Mixed
Dicynodontipus,-0.297424559,0,0,1,0,251.60820321321322,251.4852591041041,0.12294410910911324,2.6947904799999995,2.2515992911111113,0.709860338289371,3.4369011219489054,1.3255230854740996,2.693272057455196,Early Triassic
Dicynodontoides,1.017341343,0,0,1,0,260.75092824324327,247.54133897397395,13.209589269269316,1.1231875,0.26181763222222226,0.3322762282773762,0.05251315118405165,0.3322762282773762,0.05251315118405165,Mixed
Digalodon,-0.152345603,0,0,1,0,261.0798045725726,252.81187661161164,8.267927960960947,0.7138409611111111,0.7692567155555555,-0.4699038139371333,0.07605335698319925,-0.4699038139371333,0.07605335698319925,Lopingian
Diictodon,7.378515237,1,0,1,0,264.29173133133133,252.3339758968969,11.957755434434432,1.2259370822222222,0.1981556322222222,-0.5935572512855799,0.16049929579543906,-0.5935572512855799,0.16049929579543906,Mixed
Diictodontoides,-0.297424559,0,0,1,0,256.50790216616616,256.31292307907904,0.19497908708711975,0.8531542466666666,1.18221209,-0.5583983187478894,-0.0119614923970951,-0.3360674803890626,-0.35968557920875904,Lopingian
Dinanomodon,-0.149684313,0,0,1,0,261.5676138688689,248.5937647967968,12.973849072072085,0.7593830566666666,0.6387089233333333,0.2009062579906829,0.32501153527167914,0.2009062579906829,0.32501153527167914,Mixed
Dinodontosaurus,-0.238528042,0,0,1,0,242.04764008608606,236.4971099029029,5.550530183183156,0.4276694611111111,0.32600168222222226,1.0560464959370934,0.4500957734944218,1.0560464959370934,0.4500957734944218,Ladinian
Dinogorgon,0.668769528,0,0,1,0,260.3177391931932,252.30182363463462,8.01591555855856,1.1050629511111112,0.8692409122222221,-0.5446506021234072,-0.2261058680101301,-0.5446506021234072,-0.2261058680101301,Lopingian
Dinosaurus,-0.297424559,1,0,0,0,265.9024974504504,264.8081975115115,1.0942999389389456,0.69605234,1.1528036844444445,-1.2755595913869848,-0.2291298336273129,-1.2755595913869848,-0.2291298336273129,Roadian-Wordian
Dolichuranus,-0.250888744,0,0,1,0,246.52269506406407,242.46134495195196,4.061350112112109,2.0265826566666667,0.463408548888889,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Dolomitipes,-0.12624925,0,0,1,0,252.1324576886887,248.85263864764767,3.279819041041037,0.23560069222222224,0.5255320433333334,1.7102289198282696,0.8851674364207588,1.7102289198282696,0.8851674364207588,Early Triassic
Dvinia,-0.297424559,1,0,0,0,261.38551065465464,258.6500964664665,2.7354141881881446,1.1198444055555556,2.5426080033333336,-0.18069555256628156,1.096739500217393,-0.18069555256628156,1.096739500217393,Capitanian
Elephantosaurus,-0.297424559,1,0,0,0,238.41569469269268,238.27881156556558,0.13688312712710626,1.9275975355555557,2.0301508922222222,0.5197623641799644,-0.7136896918828842,0.5978425402704417,-0.28408964978992335,Ladinian
Elliotsmithia,-0.297424559,0,0,1,0,262.5873201961962,261.8179092222222,0.7694109739739474,0.7787878733333333,0.7697882522222221,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397,Capitanian
Elph,-0.297424559,1,0,0,0,263.0552008068068,259.1424018868869,3.912798919919908,1.8479531333333334,2.1916920533333335,-0.5978822564076842,1.2422242677939612,-0.5978822564076842,1.2422242677939612,Capitanian
Emydochampsa,-0.297424559,0,0,1,0,257.36706194994997,257.1613133903904,0.20574855955959492,1.002280348888889,0.8965783488888888,-0.0166731716554773,-0.8592163467668951,0.02536872707641394,-0.866185121412725,Lopingian
Emydops,0.668769528,0,0,1,0,264.3078508008008,253.40844144144143,10.899409359359367,1.7049755322222222,0.4274126566666666,-0.5212222373715384,0.1718064179398935,-0.5212222373715384,0.1718064179398935,Mixed
Emydorhinus,-0.297424559,0,0,1,0,257.9425551151151,255.56441555555557,2.3781395595595427,1.2540172955555555,1.4102788133333333,-0.28753574520168335,-0.4355889195819951,-0.28753574520168335,-0.4355889195819951,Lopingian
Emydorhynchus,-0.297424559,0,0,1,0,257.4699063243243,257.26076807407406,0.20913825025024835,0.9687558199999999,0.8778654100000001,-0.0166731716554773,-0.8592163467668951,0.0414653081677223,-0.8688532560492933,Lopingian
Emyduranus,-0.297424559,0,0,1,0,257.7568253823824,255.5478984094094,2.208926972972961,1.0375568344444444,1.2661864111111112,-0.28753574520168335,-0.4355889195819951,-0.28753574520168335,-0.4355889195819951,Lopingian
Endothiodon,2.436003129,0,1,1,0,264.2354812862863,252.90278834234235,11.332692943943954,1.000621131111111,0.5095072044444444,-0.5935572512855799,0.16049929579543906,-0.5935572512855799,0.16049929579543906,Mixed
Ennatosaurus,2.009158217,1,1,0,0,274.6064828108108,262.64593077677677,11.960552034034038,0.12564994222222223,0.4059235544444444,-0.8296792412046008,-0.06391122973846029,-0.8296792412046008,-0.06391122973846029,Roadian-Wordian
Eodicynodon,-0.297424559,0,0,1,0,266.8418721711712,264.4026442192192,2.4392279519519775,1.549043431111111,0.5605738677777777,-1.4973896086749368,0.3262821063731552,-1.4973896086749368,0.3262821063731552,Roadian-Wordian
Eosimops,-0.251476302,0,0,1,0,264.163068003003,254.85836115815817,9.304706844844816,1.5562287633333334,0.9131475422222222,-0.4907639592265694,0.2628504416739877,-0.4907639592265694,0.2628504416739877,Mixed
Ericiolacerta,0.927958444,0,0,1,1,251.496150027027,246.53140900300298,4.964741024024022,1.0158778077777777,0.4820859222222222,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Eriphostoma,-0.177974424,0,0,1,0,264.57539842742744,254.4514487177177,10.123949709709734,1.5999468288888887,0.45601089222222224,-0.4907639592265694,0.2628504416739877,-0.4907639592265694,0.2628504416739877,Mixed
Estemmenosuchus,-0.12305256,1,0,0,0,270.1715772752753,263.94208521521523,6.229492060060068,0.23153673333333336,0.25213245666666667,-0.9618718707980376,0.11392058708367014,-0.9618718707980376,0.11392058708367014,Roadian-Wordian
Etjoia,-0.297424559,0,0,1,0,244.69034155155157,244.4948928808809,0.19544867067065752,1.3908033933333335,1.0627723811111112,0.8147716463490362,-0.7965389385741263,1.279462900003914,0.06343411342662808,Anisian
Euchambersia,-0.297424559,0,0,1,0,257.0839217167167,256.902232974975,0.18168874174170924,0.90681592,1.0934435688888888,-0.0166731716554773,-0.8592163467668951,-0.0166731716554773,-0.8592163467668951,Lopingian
Euptychognathus,-0.297424559,0,0,1,0,256.4851437847848,256.29716424524526,0.18797953953952629,0.7795645111111111,1.119750628888889,-0.5583983187478894,-0.0119614923970951,-0.3465003524281061,-0.3433686304247833,Lopingian
Exaeretodon,3.719649219,0,1,1,0,244.73374205105105,207.1035319049049,37.63021014614614,0.32178109,0.08750065555555556,0.6744686292827445,-0.0549815054393965,0.6744686292827445,-0.0549815054393965,Mixed
Galechirus,-0.297424559,0,0,1,0,263.7719022512513,261.18238719819817,2.5895150530531055,1.5420621122222222,0.7695785988888888,-0.9271020811059686,0.965021782293002,-0.9271020811059686,0.965021782293002,Capitanian
Galeops,-0.177974424,0,0,1,0,263.3626979199199,255.13914223223225,8.223555687687679,0.9893353766666668,0.4752467544444445,-0.35361237390169814,0.4329362196391936,-0.35361237390169814,0.4329362196391936,Mixed
Galepus,-0.297424559,0,0,1,0,262.4800226236236,261.75184575875875,0.7281768648648494,0.7878880555555555,0.7385968033333334,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397,Capitanian
Galesaurus,-0.16710618,0,0,1,0,251.99987312812812,247.05612322522524,4.94374990290288,0.4321150622222222,0.7726878311111112,1.9917338615759443,-0.2363458031187982,1.9917338615759443,-0.2363458031187982,Early Triassic
Geikia,4.447499172,1,0,1,0,262.4317382712713,251.91026873173175,10.521469539539538,0.9918469333333333,0.6139322588888889,-0.4603839515370197,0.513294352362567,-0.4603839515370197,0.513294352362567,Mixed
Glanosuchus,-0.140777318,0,0,1,0,266.6625203943944,259.85730728828827,6.805213106106123,1.2166739077777777,0.10942641777777778,-0.917950967251633,0.7047041508618038,-0.917950967251633,0.7047041508618038,Mixed
Gordonia,-0.297424559,1,0,0,0,254.05669294794797,252.19730177677678,1.8593911711711826,3.162557841111111,3.5362644788888886,-1.1075237115806325,-0.35125643359730396,-1.1075237115806325,-0.35125643359730396,Lopingian
Gorgonops,0.668769528,0,0,1,0,264.1066323273273,253.7015822832833,10.405050044044003,1.4064370711111112,0.3521562455555555,-0.5212222373715384,0.1718064179398935,-0.5212222373715384,0.1718064179398935,Mixed
Gorochovetzia,-0.297424559,1,0,0,0,260.6277954134134,260.3456094024024,0.28218601101104923,1.4968198377777775,1.7561168955555553,-0.6653953549718581,0.5455263496600072,-0.279213616875502,1.493525692683181,Capitanian
Gorynychus,-0.101648499,1,0,0,0,264.89719788488486,259.97720472872874,4.919993156156124,0.3003536477777778,0.7472347455555555,-0.6861755106823118,0.8560729686572633,-0.6861755106823118,0.8560729686572633,Capitanian
Hazhenia,-0.297424559,1,0,0,0,246.05591811211212,245.88341627827828,0.17250183383384865,3.2756633388888883,2.1832476611111113,1.0022109098915075,-0.7842463317383722,1.0022109098915075,-0.7842463317383722,Anisian
Heleosaurus,-0.297424559,0,0,1,0,262.3451739239239,261.69228244944946,0.6528914744744156,0.7560549777777777,0.7758726777777777,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397,Capitanian
Herpetoskylax,-0.297424559,0,0,1,0,258.274127002002,255.93907109909912,2.335055902902866,1.3025160588888889,1.109179898888889,-0.14420272376760102,-0.5855907693748781,-0.14420272376760102,-0.5855907693748781,Lopingian
Hipposaurus,-0.297424559,0,0,1,0,263.4510104844845,259.92932947947946,3.521681005005064,1.6467173555555554,1.4696337499999998,-0.5978822564076842,1.2422242677939612,-0.5978822564076842,1.2422242677939612,Capitanian
Hofmeyria,-0.152345603,0,0,1,0,261.05355592792796,254.12087194994996,6.932683977978002,0.7209219088888889,0.43543292111111104,-0.28772670032470493,0.1981418685776287,-0.28772670032470493,0.1981418685776287,Lopingian
Homodontosaurus,-0.152345603,0,0,1,0,261.13995693993996,252.78379648948948,8.356160450450488,0.6906950966666666,0.6682171177777777,-0.4699038139371333,0.07605335698319925,-0.4699038139371333,0.07605335698319925,Lopingian
