genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mat_z_trans_NN,map_z_trans_NN,wmm_z_trans_NN,cmm_z_trans_NN,wmmcmm_z_trans_NN,wetmon_z_trans_NN,drymon_z_trans_NN,wetdry_z_trans_NN,mat_z_trans_WI,map_z_trans_WI,wmm_z_trans_WI,cmm_z_trans_WI,wmmcmm_z_trans_WI,wetmon_z_trans_WI,drymon_z_trans_WI,wetdry_z_trans_WI,Stage
Anningia,-0.297424559,0,0,1,0,262.34448564964964,261.73136538038034,0.6131202692693023,1.2202574966666666,0.42893754666666667,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,Capitanian
Anomocephalus,-0.297424559,0,0,1,0,265.9869702892893,265.53518928628625,0.4517810030030205,1.4254409200000002,0.6695113511111112,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,Roadian-Wordian
Antecosuchus,-0.297424559,1,0,0,0,246.16346446246246,242.6312632182182,3.5322012442442485,2.9930266277777777,1.2240641544444444,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,Anisian
Anteosaurus,6.167515769,1,0,1,0,264.7754304374374,259.5774638998999,5.197966537537525,2.1508907322222224,0.07148618999999999,-1.3380906175,0.47449602500000004,-1.1203727231666667,-0.783426098,0.1571248705,0.7241899350000001,0.6734815361666667,0.48898451550000005,-1.3380906175,0.47449602500000004,-1.1203727231666667,-0.783426098,0.1571248705,0.7241899350000001,0.6734815361666667,0.48898451550000005,Capitanian
Archaeosyodon,-0.297424559,1,0,0,0,266.0089372462462,265.6933556946947,0.31558155155153145,0.95135069,1.4338799677777776,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,Roadian-Wordian
Arctognathus,0.668769528,0,0,1,0,260.5148646956957,253.0121932062062,7.502671489489472,0.4997143677777778,0.47526901111111114,-1.0669915894444442,-0.1107193172222222,0.3094543706666667,-1.1752509301111111,1.087285580111111,0.023053515000000017,0.07536100322222222,-0.023705094555555535,-1.0669915894444442,-0.1107193172222222,0.3094543706666667,-1.1752509301111111,1.087285580111111,0.023053515000000017,0.07536100322222222,-0.023705094555555535,Lopingian
Arctops,-0.152345603,0,0,1,0,261.5261537417417,253.3975718148148,8.128581926926927,0.6200449766666667,0.5811035522222222,-1.1064559001999998,-0.08202132509999997,0.18545163020000005,-1.1561107911000001,1.0186749458999997,0.08600254020000002,0.0913375719,0.04979897110000002,-1.1064559001999998,-0.08202132509999997,0.18545163020000005,-1.1561107911000001,1.0186749458999997,0.08600254020000002,0.0913375719,0.04979897110000002,Mixed
Aulacephalodon,0.064364473,0,0,1,0,260.2216074434434,252.58146113413414,7.640146309309273,0.31537407333333334,0.40493981777777777,-1.0201363233999998,-0.17152017439999998,0.093622328,-1.0311898354,0.8778857493999999,-0.050775184799999984,0.055983629599999994,-0.10944732880000001,-1.0201363233999998,-0.17152017439999998,0.093622328,-1.0311898354,0.8778857493999999,-0.050775184799999984,0.055983629599999994,-0.10944732880000001,Lopingian
Aulacocephalus,-0.297424559,0,0,1,0,256.92416633533537,256.7566674814815,0.16749885385388552,0.9168726055555555,1.3470847555555554,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.6649874119999999,-0.063728736,0.054401397,-0.125814923,Lopingian
Australobarbarus,-0.297424559,1,0,0,0,263.6889873833834,260.8145667007007,2.8744206826826826,2.490878167777778,1.7403949211111114,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.40117923799999994,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.40117923799999994,0.652543767,0.23512669,0.711335562,Capitanian
Australosyodon,-0.297424559,0,0,1,0,265.40204053553555,264.9928640960961,0.4091764394394204,1.3473140355555557,0.7468563677777779,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,Roadian-Wordian
Avenantia,-0.297424559,0,0,1,0,261.34227658458457,260.7877314484484,0.5545451361361415,0.7384705677777778,0.4645858122222222,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,Capitanian
Basilodon,-0.152345603,0,0,1,0,261.61843812212214,252.31368361561562,9.304754506506526,0.5562578655555556,0.6527424711111111,-1.0602725391818182,-0.13990374,0.0005136587272727346,-1.026886172181818,0.8345487938181816,0.013162901727272747,0.07226936236363636,-0.03483070236363637,-1.0602725391818182,-0.13990374,0.0005136587272727346,-1.026886172181818,0.8345487938181816,0.013162901727272747,0.07226936236363636,-0.03483070236363637,Mixed
Bauria,-0.17428318,0,0,1,0,247.46203699099098,242.29834411511513,5.163692875875853,0.31115480333333334,0.1906464988888889,-1.0764399113333332,-0.218551885,-0.29615859733333333,-0.9503296696666667,0.6454046489999999,-0.3219401433333334,0.20629560033333336,-0.585675541,-1.0764399113333332,-0.218551885,-0.29615859733333333,-0.9503296696666667,0.6454046489999999,-0.3219401433333334,0.20629560033333336,-0.585675541,Anisian
Beishanodon,-0.297424559,1,0,0,0,248.3763628058058,248.29712835635635,0.07923444944944436,5.974953102222222,3.4658995200000002,-1.474915132,-0.484076621,-0.443140496,-1.303851211,0.869743261,-0.556491464,-0.216051829,-0.595315143,-1.474915132,-0.48407662099999993,-0.443140496,-1.303851211,0.869743261,-0.556491464,-0.21605182900000003,-0.595315143,Early Triassic
Biarmosuchoides,-0.297424559,1,0,0,0,265.9120166776777,265.5827186726727,0.3292980050050005,1.0205995355555555,1.4641272355555555,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,-0.72037022,1.9656731300000003,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,Roadian-Wordian
Biarmosuchus,-0.180409488,1,0,0,0,273.3685745215215,263.7382340980981,9.630340423423434,0.4272495188888889,0.5313704533333332,0.17390139358333337,0.9088357481666668,-0.6304863837500001,0.4638255363333334,-0.6466300245833333,0.30822048966666654,1.1552396879166664,-0.4244869404166667,0.17390139358333337,0.9088357481666668,-0.6304863837500001,0.4638255363333334,-0.6466300245833333,0.30822048966666654,1.1552396879166664,-0.4244869404166667,Roadian-Wordian
Biseridens,-0.297424559,1,0,0,0,272.5257707547548,267.67723946246247,4.848531292292307,0.5137030855555555,0.7520271455555556,0.71369526,0.604093623,-0.053393758,0.73671033,-0.621412329,-0.025145026999999997,0.628997783,-0.492108337,0.71369526,0.604093623,-0.053393758,0.73671033,-0.621412329,-0.025145026999999997,0.628997783,-0.492108337,Roadian-Wordian
Blattoidealestes,-0.297424559,0,0,1,0,259.71911033033035,259.28748454754754,0.4316257827828167,0.6809811688888888,0.5811626155555555,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,Capitanian
Bolotridon,-0.297424559,0,0,1,0,244.4650613053053,244.25741127527527,0.20765003003003812,1.0463563555555555,0.9272769033333333,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.41746931500000006,-0.58085574,Anisian
Bonacynodon,-0.270175714,0,0,1,0,241.55823834734736,232.39628265065065,9.161955696696708,0.7268466199999999,0.2589692622222222,-0.018186258599999994,0.42761595809999997,0.8293823234,-0.4582349375,0.7271933925,0.06339277739999997,0.017982009000000014,0.07264368670000002,-0.018186258599999994,0.42761595809999997,0.8293823234,-0.4582349375,0.7271933925,0.06339277739999997,0.017982009000000014,0.07264368670000002,Mixed
Brachyprosopus,-0.140777318,0,0,1,0,265.19904598999,259.8458916966967,5.353154293293301,1.4361035033333331,0.03616708555555556,-1.2498448464285714,0.6875213257142858,-1.2559439297142858,-0.6402664965714285,-0.017199677714285704,0.7753657692857143,0.9865921405714285,0.3301623394285715,-1.2498448464285714,0.6875213257142858,-1.2559439297142858,-0.6402664965714285,-0.017199677714285704,0.7753657692857143,0.9865921405714285,0.3301623394285715,Capitanian
Bulbasaurus,-0.297424559,0,0,1,0,259.3933209159159,254.74018550250253,4.653135413413395,0.7193353233333334,1.7821544344444444,-1.013535997,-0.10504452899999998,1.08251691,-1.479153218,1.6649874119999999,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.10504452899999998,1.08251691,-1.479153218,1.6649874119999999,-0.063728736,0.054401397,-0.125814923,Lopingian
Bullacephalus,-0.297424559,0,0,1,0,264.057046972973,263.54332384784783,0.5137231251251819,2.0704026177777775,0.5003430733333333,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,Capitanian
Burnetia,-0.297424559,0,0,1,0,257.4663821941942,257.28165225925926,0.1847299349349214,0.8218102566666666,0.9369446777777778,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,Lopingian
Candelariodon,-0.297424559,0,0,1,0,240.4094859009009,240.18418152752753,0.22530437337337617,0.7966190511111112,0.5710409655555555,0.002232871,-0.435903942,1.661886874,-0.859840872,1.409712574,-0.631854939,-0.805988657,-0.267594645,0.002232871,-0.43590394199999993,1.661886874,-0.8598408720000001,1.409712574,-0.631854939,-0.805988657,-0.267594645,Ladinian
Caodeyao,-0.297424559,1,0,0,0,256.08487382382384,255.95682170770772,0.12805211611612322,2.3361893866666668,3.062974157777778,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,Lopingian
Cerdorhinus,-0.297424559,0,0,1,0,256.27644714214216,256.0863550910911,0.1900920510510673,0.80739023,0.940151,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,Lopingian
Cerdosuchus,-0.297424559,0,0,1,0,255.40358029529528,255.23217695695695,0.17140333833833665,1.2598804033333333,1.5358135433333333,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.6649874119999999,-0.063728736,0.054401397000000004,-0.125814923,Lopingian
Charassognathus,-0.297424559,0,0,1,0,256.71337104804803,256.51961734934935,0.19375369869868564,0.7990274344444445,0.8726511755555556,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.6649874120000003,-0.063728736,0.054401397000000004,-0.125814923,Lopingian
Chiniquodon,-0.001945952,0,0,1,0,243.76166386686685,228.91065106006005,14.851012806806807,0.13504095666666666,0.15478965555555554,-0.07825573925000001,0.6653780846875,0.503471528125,-0.3524414555625,0.5017837701875001,0.26390411,0.30044079875,0.13812445118750002,-0.07825573925000001,0.6653780846875,0.503471528125,-0.3524414555625,0.5017837701875001,0.26390411,0.30044079875,0.13812445118750002,Mixed
Choerosaurus,-0.297424559,0,0,1,0,255.8747916036036,255.68608451151152,0.18870709209207348,0.9155508944444445,1.2471641799999997,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,Lopingian
Chthomaloporus,-0.297424559,1,0,0,0,265.90812810310314,265.61163101701703,0.2964970860861058,0.9596321933333333,1.484103888888889,-0.72037022,1.96567313,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,-0.72037022,1.9656731300000003,-2.069371169,0.218691112,-1.063146967,1.082420775,2.865255767,-0.622770717,Roadian-Wordian
Chthonosaurus,-0.297424559,1,0,0,0,262.62139797497497,258.78969097197194,3.8317070030030322,1.5557684755555556,2.765980371111111,-1.372014957,0.1199995774,-0.5279550452,-1.0829102756000002,0.6539408728,0.5092892664,0.19898163139999997,0.543905465,-1.372014957,0.1199995774,-0.5279550452,-1.0829102756000002,0.6539408728,0.5092892664,0.19898163139999997,0.543905465,Capitanian
Cistecephaloides,-0.297424559,0,0,1,0,256.86978966466467,256.67682145845845,0.19296820620621702,0.8095628777777778,1.1720022033333335,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,Lopingian
Cistecephalus,0.668769528,0,0,1,0,259.77415780180183,254.10246843143142,5.671689370370416,0.45621780666666667,0.3249055944444444,-1.077550097,-0.06485808142857141,0.7949326322857143,-1.4083955497142857,1.484443387142857,0.03859590728571429,0.080219296,-0.006221996571428555,-1.077550097,-0.06485808142857141,0.7949326322857143,-1.4083955497142857,1.484443387142857,0.03859590728571429,0.080219296,-0.006221996571428555,Lopingian
Cistecynodon,-0.297424559,0,0,1,0,244.52697102802802,244.31918556556556,0.20778546246245355,1.094941051111111,0.9219476033333334,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,Anisian
Clelandina,-0.152345603,0,0,1,0,261.4870003113113,253.28795805005007,8.19904226126124,0.55307545,0.6303470888888888,-1.1064559001999998,-0.08202132509999997,0.18545163020000005,-1.1561107911000001,1.0186749458999997,0.08600254020000002,0.0913375719,0.04979897110000002,-1.1064559001999998,-0.08202132509999997,0.18545163020000005,-1.1561107911000001,1.0186749458999997,0.08600254020000002,0.0913375719,0.04979897110000002,Lopingian
Colobodectes,-0.028702758,0,0,1,0,263.6546324114114,252.2032552882883,11.451377123123109,0.9901423366666666,0.46049727444444444,-1.1220205634615386,-0.09126307169230771,-0.14273044784615385,-1.0202651518461539,0.7678765544615381,0.11152918869230771,0.09732433584615384,0.07996410753846155,-1.1220205634615386,-0.09126307169230771,-0.14273044784615385,-1.0202651518461539,0.7678765544615381,0.11152918869230771,0.09732433584615384,0.07996410753846155,Mixed
Compsodon,0.668769528,0,0,1,0,261.0765518648649,252.71967410410412,8.356877760760767,0.5900253955555556,0.6084397377777777,-1.0602725391818182,-0.13990374,0.0005136587272727346,-1.026886172181818,0.8345487938181816,0.013162901727272747,0.07226936236363636,-0.03483070236363637,-1.0602725391818182,-0.13990374,0.0005136587272727346,-1.026886172181818,0.8345487938181816,0.013162901727272747,0.07226936236363636,-0.03483070236363637,Lopingian
Cotylorhynchus,-0.194988016,0,1,0,0,281.44765935935936,265.5717705165165,15.875888842842869,0.27402285555555556,1.6812653022222221,0.8592011191111112,-0.053538865277777736,-0.13195330216666667,0.9219590974444443,-0.8055389306666667,-0.239159078,5.572222222404043e-07,-0.323467795,0.8592011191111112,-0.053538865277777736,-0.13195330216666667,0.9219590974444443,-0.8055389306666667,-0.239159078,5.572222222404043e-07,-0.323467795,Mixed
Counillonia,-0.297424559,0,1,0,0,249.33244469369367,249.24984391991993,0.08260077377374841,5.119927316666667,4.050829047777778,-1.474915132,-0.484076621,-0.443140496,-1.303851211,0.869743261,-0.556491464,-0.216051829,-0.595315143,-1.3836440292599905,-0.4544827189941604,0.03818660690859105,-1.4199650573590692,1.1700391488568482,-0.43927814157468037,-0.25755788511463773,-0.40655293604875264,Early Triassic
Cricodon,0.7568089,0,0,1,0,246.55621345845844,242.22247303103103,4.333740427427415,0.20521631777777777,0.20841627333333337,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,Anisian
Criocephalosaurus,-0.297424559,0,0,1,0,263.26300447247246,260.01557510910914,3.2474293633633238,1.811608471111111,0.5010202544444444,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.40117923799999994,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.40117923799999994,0.652543767,0.23512669,0.711335562,Capitanian
Cromptodon,-0.297424559,0,0,1,0,245.39621148348348,245.18053025225225,0.21568123123122973,1.083613651111111,0.9219476033333334,-0.877202301,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.417469315,-0.58085574,-0.8772023010000001,-0.085789517,-0.222667648,-0.773568899,0.533235343,-0.204664483,0.41746931500000006,-0.58085574,Anisian
Cryptocynodon,-0.080714483,0,0,1,0,261.3886711791792,254.0511427267267,7.337528452452489,0.4740318633333333,0.3275990877777778,-1.1629022303333332,-0.011276151333333337,0.41148692866666675,-1.314051992,1.2437180206666667,0.17502876500000003,0.11464316133333334,0.1532352386666667,-1.1629022303333332,-0.011276151333333337,0.41148692866666675,-1.314051992,1.2437180206666667,0.17502876500000003,0.11464316133333334,0.1532352386666667,Lopingian
Cynariognathus,-0.297424559,0,0,1,0,263.31772312912915,259.89507510810813,3.4226480210210184,2.006878891111111,0.49086835,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,-1.461634697,0.176260604,-0.930573034,-0.98384954,0.401179238,0.652543767,0.23512669,0.711335562,Capitanian
Cyniscops,-0.297424559,0,0,1,0,256.92500145645647,256.731159003003,0.19384245345349882,0.7930895633333332,0.9086254855555556,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,-1.013535997,-0.105044529,1.08251691,-1.479153218,1.664987412,-0.063728736,0.054401397,-0.125814923,Lopingian
Cynognathus,1.437747253,0,0,1,1,246.8626938858859,230.16877875675675,16.693915129129152,0.9186938433333333,0.31724817000000005,-0.3167056412777777,0.3685483210555556,0.3800484863333333,-0.5282685077222222,0.5918289864999999,0.05850263172222222,0.21929232588888892,-0.08058466999999997,-0.3167056412777777,0.3685483210555556,0.3800484863333333,-0.5282685077222222,0.5918289864999999,0.05850263172222222,0.21929232588888892,-0.08058466999999997,Mixed
Cynosaurus,-0.152345603,0,0,1,0,261.80212109109107,252.43628014414415,9.365840946946918,0.6125347066666667,0.7307697400000001,-1.0602725391818182,-0.13990374,0.0005136587272727346,-1.026886172181818,0.8345487938181816,0.013162901727272747,0.07226936236363636,-0.03483070236363637,-1.0602725391818182,-0.13990374,0.0005136587272727346,-1.026886172181818,0.8345487938181816,0.013162901727272747,0.07226936236363636,-0.03483070236363637,Mixed
Cyonosaurus,-0.129234168,0,0,1,0,260.69372715415415,251.93189753653655,8.761829617617593,0.34325318666666665,0.7349911933333333,-0.9818001966363635,-0.22126633027272732,-0.08296752509090909,-0.913321667,0.7065586151818183,-0.11118048463636358,0.040129414818181816,-0.17960006590909092,-0.9818001966363635,-0.22126633027272732,-0.08296752509090909,-0.913321667,0.7065586151818183,-0.11118048463636358,0.040129414818181816,-0.17960006590909092,Lopingian
