genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mean_pt_1myr_z_trans_NN,Mod_R_deltaTMyr_pt_1myr_z_trans_NN,mean_pt_1myr_z_trans_WI,Mod_R_deltaTMyr_pt_1myr_z_trans_WI
Abajudon,-0.297424559,0,0,1,0,266.1942694744745,259.87117556456457,6.323093909909915,1.4825818155555557,1.7282567188888889,-0.917950967251633,0.7047041508618038,-0.917950967251633,0.7047041508618038
Abdalodon,-0.297424559,0,0,1,0,257.0290669019019,256.8337731741742,0.19529372772768738,1.0965092888888888,1.0861278799999998,-0.0166731716554773,-0.8592163467668951,-0.0166731716554773,-0.8592163467668951
Acratophorus,-0.297424559,0,0,1,0,233.35552446346347,228.59782297797798,4.757701485485484,0.4690962388888889,0.6290016088888889,1.0059082670558652,0.025417829176194284,1.0059082670558652,0.025417829176194284
Adelobasileus,-0.297424559,0,1,0,0,216.76385614714712,216.11342377577577,0.6504323713713518,1.0543589555555557,1.0214594022222223,-0.1629800864626323,-0.7630838993406391,-0.07413517964150304,-0.09313886562460866
Aelurognathus,1.840694848,0,0,1,0,260.1123003203203,252.03434334934934,8.077956970970945,0.9501141244444444,0.9647666011111111,-0.5446506021234072,-0.2261058680101301,-0.5446506021234072,-0.2261058680101301
Aelurosaurus,-0.152345603,0,0,1,0,263.2735337917918,253.48818840640638,9.785345385385426,0.8907188366666667,0.5274745344444445,-0.46940960833060996,0.25784028252283564,-0.46940960833060996,0.25784028252283564
Aelurosuchus,-0.297424559,0,0,1,0,244.68013993093092,244.50406954854856,0.17607038238236328,1.4926438133333335,1.1284839855555557,0.8147716463490362,-0.7965389385741263,1.280047468978877,0.06451593616710372
Agudotherium,-0.297424559,0,0,1,0,231.30585451651652,230.01286442942944,1.2929900870870767,0.38819364666666667,0.45588611888888886,1.5194935163054322,-1.1032137679001923,1.5194935163054322,-1.1032137679001923
Akidnognathus,-0.152345603,0,0,1,0,260.8349455325325,254.12413123023023,6.710814302302282,0.6243681211111112,0.47494857555555553,-0.3570262323043322,-0.18438901281440548,-0.3570262323043322,-0.18438901281440548
Aleodon,-0.141271243,0,0,1,0,246.3329053903904,234.0118061881882,12.32109920220222,1.1422294455555557,0.22833018888888887,1.0663390812578406,-0.048900922783536915,1.0663390812578406,-0.048900922783536915
Alepognathus,-0.297424559,0,0,1,0,262.18786665765765,261.49270834534536,0.6951583123122873,0.6692130144444445,0.8769237166666666,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397
Alopecideops,-0.297424559,0,0,1,0,262.40052778678677,261.82877855255254,0.5717492342342325,1.0753667388888888,0.8251330666666667,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397
Alopecodon,-0.297424559,0,0,1,0,264.00780328428425,259.9672420950951,4.040561189189134,1.8698367322222222,1.4858500399999996,-0.6861755106823118,0.8560729686572633,-0.6861755106823118,0.8560729686572633
Alopecognathus,-0.297424559,0,0,1,0,263.6269443153153,260.0695664164164,3.557377898898892,1.3117347,1.4074391444444443,-0.5753778902196263,1.4744569071719458,-0.5753778902196263,1.4744569071719458
Alopecorhinus,-0.297424559,0,0,1,0,259.97103521521524,259.4652615795796,0.5057736356356486,0.7151650688888889,0.6657136733333333,-0.6653953549718581,0.5455263496600072,-0.479194727157799,0.46261650016104655
Aloposaurus,0.668769528,0,0,1,0,260.8859886116116,252.76705155255257,8.118937059059022,1.162714888888889,0.742295308888889,-0.5446506021234072,-0.2261058680101301,-0.5446506021234072,-0.2261058680101301
Alrausuchus,-0.297424559,1,0,0,0,273.2644701331331,265.512024029029,7.752446104104081,0.9736110299999999,1.0294436922222223,-0.8431476134027265,0.02723748125171982,-0.8431476134027265,0.02723748125171982
Andescynodon,-0.297424559,0,0,1,0,245.15596763463464,243.00819089289288,2.147776741741751,1.7593050833333337,1.0309306077777778,1.3851090196406104,0.25894632765797726,1.3851090196406104,0.25894632765797726
Angelosaurus,-0.297424559,0,1,0,0,270.75212794794794,266.6733443743744,4.07878357357356,0.8740088233333333,1.3057531422222222,-0.6747438376138919,0.2083530311822272,-0.6747438376138919,0.2083530311822272
Angonisaurus,1.437747253,0,0,1,1,246.67852594994997,241.45847896296297,5.2200469869870005,1.2077264533333336,0.27962645222222227,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726
Annatherapsidus,-0.149232491,1,0,0,0,265.04774382882886,257.3827801921922,7.664963636636685,0.41419626777777785,1.4812944277777778,-0.5710919524972532,0.42712569184508725,-0.5710919524972532,0.42712569184508725
Anningia,-0.297424559,0,0,1,0,262.4117173673674,261.66164106506506,0.7500763023023183,0.9023372344444445,0.8012882944444444,-1.5449494797623875,1.5248565411905397,-1.5449494797623875,1.5248565411905397
Anomocephalus,-0.297424559,0,0,1,0,265.99136974774774,265.5477930560561,0.4435766916916464,1.3736350733333331,0.4988730333333333,-1.7192196259628885,0.8816940463736233,-1.6169921027637615,0.625739565209934
Antecosuchus,-0.297424559,1,0,0,0,246.085708995996,242.61565526226227,3.470053733733721,2.582495567777778,1.3265000844444443,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378
Anteosaurus,6.167515769,1,0,1,0,264.80916792392395,259.5759720620621,5.233195861861873,1.5540759855555555,0.10004551777777777,-0.6861755106823118,0.8560729686572633,-0.6861755106823118,0.8560729686572633
Apsisaurus,-0.297424559,0,1,0,0,292.8226324074074,292.2626734424424,0.5599589649650056,0.9694196033333333,0.93998811,-1.225558422094538,-0.7410547313849413,-0.9176915682181791,-0.2744895718772188
Archaeosyodon,-0.297424559,1,0,0,0,266.05090340440444,265.6679603213213,0.3829430830831484,0.72650436,1.081954771111111,-1.7192196259628885,0.8816940463736233,-1.7192196259628885,0.8816940463736233
Arctognathus,0.668769528,0,0,1,0,260.20386734434436,252.9114404974975,7.292426846846865,1.0276180066666667,0.66326377,-0.5446506021234072,-0.2261058680101301,-0.5446506021234072,-0.2261058680101301
Arctops,-0.152345603,0,0,1,0,260.95415796796794,253.39476880280282,7.559389165165129,0.7470340877777778,0.6030589211111113,-0.42399463037817453,-0.263566842326783,-0.42399463037817453,-0.263566842326783
Arctotraversodon,-0.297424559,0,1,0,0,234.4911031991992,228.860293022022,5.630810177177182,1.3019245566666666,0.6470232922222223,0.9094902948553761,-0.10736898335345932,0.9094902948553761,-0.10736898335345932
Arisierpeton,-0.297424559,0,1,0,0,287.7027739039039,287.2612247367367,0.4415491671671816,1.0762115455555554,1.1699816522222222,0.4252965763334536,0.9962012252474048,-0.05524411429982373,0.18228084616852247
Ascendonanus,-0.297424559,0,1,0,0,292.8521062722723,284.44420845445444,8.407897817817855,1.2175465411111113,1.4021026311111109,-0.6030147714786334,0.3886660649482807,-0.6030147714786334,0.3886660649482807
Aulacephalodon,0.064364473,0,0,1,0,259.9974212052052,252.5660752142142,7.431345990991019,0.7588392355555557,0.5365838555555555,-0.5274013517164857,-0.3363390419630069,-0.5274013517164857,-0.3363390419630069
Aulacocephalus,-0.297424559,0,0,1,0,256.9364536816817,256.7511092802803,0.18534440140143715,1.2256879722222223,1.2459853655555555,-0.0166731716554773,-0.8592163467668951,-0.10130067184962271,-0.7268594481855569
Australobarbarus,-0.297424559,1,0,0,0,263.6360064334334,260.81943057257257,2.816575860860837,1.7457283211111112,1.8595242677777777,-0.5753778902196263,1.4744569071719458,-0.5753778902196263,1.4744569071719458
Australosyodon,-0.297424559,0,0,1,0,265.380366990991,265.00090747647647,0.3794595145145081,1.8338849866666667,0.5531725200000001,-1.2755595913869848,-0.2291298336273129,-1.3601377130967311,-0.017365441978603235
Avenantia,-0.297424559,0,0,1,0,261.3743418128128,260.76294644244246,0.6113953703703601,0.6279495211111111,1.1198330466666666,0.1280704915530584,2.493327156929834,0.1280704915530584,2.493327156929834
Baldwinonus,-0.297424559,0,1,0,0,294.20746362262264,293.67577786286284,0.5316857597597959,1.1445916611111109,0.8815379655555555,-1.4380522830761069,2.532031329748998,-1.4380522830761069,2.532031329748998
Basilodon,-0.152345603,0,0,1,0,261.28181133733733,252.3177517117117,8.964059625625623,0.7193864233333332,0.7308818888888888,-0.4699038139371333,0.07605335698319925,-0.4699038139371333,0.07605335698319925
Bauria,-0.17428318,0,0,1,0,247.46287118518518,242.23114812512512,5.231723060060062,1.2898067244444442,0.21092562666666667,1.4069184262684549,-0.20477052745534063,1.4069184262684549,-0.20477052745534063
Beishanodon,-0.297424559,1,0,0,0,248.37622943643643,248.29680296996997,0.07942646646645812,5.913653622222222,3.5527946533333337,1.8358801052800704,-1.0491518362093228,1.8605698660032683,-0.9216765943991457
Biarmosuchoides,-0.297424559,1,0,0,0,265.94359526126124,265.5658596686687,0.3777355925925576,0.6837428655555555,1.1305581088888887,-1.7192196259628885,0.8816940463736233,-1.6104020045887224,0.6092394573483323
Biarmosuchus,-0.180409488,1,0,0,0,273.3830637297297,263.74242293393394,9.640640795795775,0.5648552366666667,0.5046851722222222,-0.9060089026389619,-0.06997622115030826,-0.9060089026389619,-0.06997622115030826
Biseridens,-0.297424559,1,0,0,0,272.2094358788789,267.8063232792793,4.403112599599581,0.6425693744444445,0.5878824533333333,-0.7666782120370131,0.15945984290518728,-0.7666782120370131,0.15945984290518728
Blattoidealestes,-0.297424559,0,0,1,0,259.779133980981,259.1731314534535,0.6060025275274938,0.6839900933333334,0.6488532277777778,-0.004761794280045,0.2513649940623379,-0.3193110466171384,0.39142483960336305
Bolodon,-0.297424559,1,0,0,0,206.04259177177178,205.5602737227227,0.48231804904906994,1.4265873588888889,1.1079161366666666,0.1381788430036888,-0.5220302755285571,0.1381788430036888,-0.5220302755285571
Bolotridon,-0.297424559,0,0,1,0,244.46893515815816,244.25180805505505,0.21712710310310968,1.3969574722222222,0.9947905844444443,1.9554463929321844,1.3144315938900808,1.5443796018904326,0.5536977516067527
Bonacynodon,-0.270175714,0,0,1,0,241.53327003203202,231.9611591011011,9.572110930930933,0.7861177566666667,0.3486327622222223,0.8699505017541661,-0.14625136205022737,0.8699505017541661,-0.14625136205022737
Boreogomphodon,-0.140383315,0,1,0,0,236.09849321721723,214.69998903003003,21.3985041871872,0.8647047244444445,0.31453885666666664,0.3921918036204794,-0.09293953265667161,0.3921918036204794,-0.09293953265667161
Botucaraitherium,-0.297424559,0,0,1,0,218.62044580880882,217.39695395795798,1.2234918508508486,0.2255051422222222,0.19465103888888888,0.0395662262926427,0.7642394012632303,-0.14043192918039593,0.4238866676855845
Brachyprosopus,-0.140777318,0,0,1,0,265.13582865265266,259.83444822622624,5.3013804264264195,1.0736119533333333,0.12027376222222222,-0.7844061907997574,0.6752058349431672,-0.7844061907997574,0.6752058349431672
Brachyzostrodon,0.283596334,1,0,0,0,208.19659281781782,201.6644139079079,6.532178909909902,0.2229248666666667,0.7471153444444445,0.05158682389649275,-0.5633124079730566,0.05158682389649275,-0.5633124079730566
Brasilitherium,-0.297424559,0,0,1,0,227.1061617837838,210.3868965855856,16.7192651981982,0.5314881411111111,0.46980288777777773,0.298305309606571,0.04309014806196163,0.298305309606571,0.04309014806196163
Brasilodon,-0.297424559,0,0,1,0,226.98818393993994,208.83349499899902,18.15468894094093,0.4950883488888889,0.5428198711111111,0.24994370453976578,-0.05344508424238082,0.24994370453976578,-0.05344508424238082
Bulbasaurus,-0.297424559,0,0,1,0,259.1942820810811,254.72264995395398,4.471632127127123,1.463969622222222,1.7199630888888888,-0.295352407770827,-0.3303720853092881,-0.295352407770827,-0.3303720853092881
Bullacephalus,-0.297424559,0,0,1,0,264.1353524044044,263.46492133833834,0.670431066066044,1.34106685,0.5220454622222223,-1.0393485277808223,-0.6885322278895283,-1.0393485277808223,-0.6885322278895283
Burnetia,-0.297424559,0,0,1,0,257.4717027437437,257.28506693093095,0.1866358128127672,1.1718639433333333,0.8952718244444444,-0.0166731716554773,-0.8592163467668951,0.04354166351367718,-0.8691974282424404
Cabarzia,-0.297424559,0,1,0,0,296.0865642292292,295.36906192392394,0.7175023053052882,0.88067738,0.9091340322222221,-0.10757625463591,-0.1304571632934497,-0.10757625463591,-0.1304571632934497
Callibrachion,-0.297424559,0,1,0,0,287.97737536736736,287.6060591001001,0.3713162672672752,1.38356489,1.3190799888888887,-0.5716772167290223,-0.6924326478003656,-0.3640247572149846,-0.3407193135110348
Candelariodon,-0.297424559,0,0,1,0,240.40979095295296,240.20124493493495,0.2085460180180121,0.8701015555555556,0.6359925144444445,1.5281094831347244,0.4380448974548507,1.755699342094076,0.9035699017953973
Caodeyao,-0.297424559,1,0,0,0,256.0841029219219,255.94839923523523,0.13570368668666788,2.280115601111111,2.864683162222222,-0.5583983187478894,-0.0119614923970951,-0.5583983187478894,-0.0119614923970951
Casea,-0.158928152,0,1,0,0,284.3554454684685,275.1609612302302,9.19448423823826,0.19623798555555558,0.3877664777777778,-1.0370278167647098,-0.016301358545169824,-1.0370278167647098,-0.016301358545169824
Cerdorhinus,-0.297424559,0,0,1,0,256.28138196396395,256.09174936236235,0.1896326016016019,0.8301150377777777,1.0065342255555556,-0.5583983187478894,-0.0119614923970951,-0.457331007428438,-0.1700301561707957
Cerdosuchus,-0.297424559,0,0,1,0,255.3962121051051,255.2319862842843,0.1642258208208034,1.3750942433333335,1.5868335900000001,-1.039392073271287,-0.1464531124841439,-0.8883123223223186,-0.10420940292161941
Chalepotherium,-0.297424559,1,0,0,0,204.70303553953954,204.11119711711711,0.5918384224224269,0.7179367388888889,0.8836983077777778,0.0355329087373658,-0.6321676687074134,-0.07099445039751737,-0.5396249519037849
Chaliminia,-0.297424559,0,0,1,0,225.9680211241241,212.9120237107107,13.055997413413394,0.3919665233333333,0.3557526433333333,0.45792438575102506,0.26415977805260876,0.45792438575102506,0.26415977805260876
Charassognathus,-0.297424559,0,0,1,0,256.7075047997998,256.5208088238238,0.1866959759759652,1.0018905333333332,0.9603338577777778,-0.0166731716554773,-0.8592163467668951,-0.22569412953135276,-0.5323088325488948
Chiniquodon,-0.001945952,0,0,1,0,243.80183515915917,228.84713734734737,14.954697811811798,0.21017240888888888,0.21155906444444447,0.9693636785855885,-0.06123587955338018,0.9693636785855885,-0.06123587955338018
Choerosaurus,-0.297424559,0,0,1,0,255.88394906706708,255.68608988588588,0.19785918118120094,0.7723282300000001,1.2268098455555554,-0.5583983187478894,-0.0119614923970951,-0.6618026079068806,-0.040874571292937395
Chthomaloporus,-0.297424559,1,0,0,0,265.9451942282283,265.563180986987,0.3820132412412818,0.6693688566666667,1.0700344411111111,-1.7192196259628885,0.8816940463736233,-1.610162491454893,0.6086397709039906
Chthonosaurus,-0.297424559,1,0,0,0,262.6165173083083,258.80807353753755,3.8084437707707366,1.3715859588888886,2.965359822222222,-0.5217590343653081,1.2037687604606797,-0.5217590343653081,1.2037687604606797
Cistecephaloides,-0.297424559,0,0,1,0,256.86244658658654,256.68647195695695,0.17597462962959298,0.97407786,1.1778136355555555,-0.0166731716554773,-0.8592163467668951,-0.1388542558302422,-0.6681258699174317
Cistecephalus,0.668769528,0,0,1,0,259.66980831631633,254.1058801821822,5.56392813413413,1.1749064166666665,0.23368128777777777,-0.295352407770827,-0.3303720853092881,-0.295352407770827,-0.3303720853092881
