id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range
3204,486405,486405,32.59323,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3205,486408,486408,32.59323,Gresslyosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3206,486412,486412,34.47747,Ruehleia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3207,486412,486412,34.47747,Ruehleia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3208,486413,486413,34.47747,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3209,486413,486413,34.47747,Liliensternus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3210,490747,490747,1.357201,Gojirasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3211,490749,490749,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3212,490750,490750,1.357201,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3213,490751,490751,1.357201,Rioarribasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3214,490752,490752,1.357201,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3215,490754,490754,1.357201,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3216,490757,490757,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3217,490758,490758,1.353064,Hesperosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3218,490763,490763,1.353064,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3219,490769,490769,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3220,504257,504257,30.98263,Eudimorphodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3221,513572,513572,-50.49719,Coloradisaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3222,513603,513603,-50.49719,Riojasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3223,517573,517573,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3224,517577,517577,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3225,517578,517578,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3226,517585,517585,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3227,517592,517592,1.353064,Krzyzanowskisaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3228,517595,517595,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3229,517597,517597,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3230,517601,517601,1.353064,Scutarx,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3231,517603,517603,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3232,517609,517609,1.353064,Acaenasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3233,517610,517610,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3234,517611,517611,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3235,517612,517612,1.357201,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3236,517613,517613,1.357201,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3237,517621,517621,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3238,517622,517622,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3239,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3240,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3241,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3242,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3243,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3244,521669,521669,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3245,521670,521670,1.353064,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3246,528637,528637,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3247,528638,528638,3.836582,Eucoelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3248,528639,528639,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3249,528640,528640,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3250,528641,528641,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3251,528642,528642,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3252,528643,528643,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3253,528644,528644,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3254,528645,528645,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3255,530454,530454,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3256,530455,530455,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3257,536062,536062,-46.11636,Sacisaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3258,536068,536068,-46.11636,Guaibasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3259,536068,536068,-46.11636,Guaibasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3260,536430,536430,3.837634,Grallator,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3261,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3262,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3263,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3264,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3265,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3266,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3267,538678,538678,-56.03159,Kholumolumo,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3268,539206,539206,-50.49719,Lessemsaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3269,539206,539206,-50.49719,Lessemsaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3270,539206,539206,-50.49719,Lessemsaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3271,545159,545159,-1.470099,Tecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3272,545160,545160,1.353064,Tecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3273,545161,545161,1.357201,Lucianosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3274,557168,557168,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3275,557171,557171,1.353064,Vancleavea,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3276,557172,557172,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3277,557172,557172,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3278,557172,557172,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3279,557173,557173,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3280,557174,557174,1.353064,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3281,557175,557175,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3282,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3283,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3284,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3285,557177,557177,1.353064,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3286,557182,557182,1.353064,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3287,559094,559094,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3288,559095,559095,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3289,561802,561802,-50.49719,Riojasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3290,562834,562834,-1.470099,Technosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3291,562835,562835,-1.470099,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3292,562836,562836,-1.470099,Protoavis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3293,562836,562836,-1.470099,Protoavis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3294,562836,562836,-1.470099,Protoavis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3295,562837,562837,-1.470099,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3296,562843,562843,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3297,562846,562846,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3298,562847,562847,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3299,566949,566949,6.739012,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3300,572546,572546,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3301,572551,572551,1.353064,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3302,572552,572552,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3303,572553,572553,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3304,572562,572562,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3305,572567,572567,1.353064,Poposaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3306,572571,572571,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3307,572572,572572,1.353064,Stagonolepis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3308,572586,572586,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3309,572593,572593,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3310,572595,572595,1.353064,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3311,572614,572614,-1.470099,Diphydontosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3312,572615,572615,-1.470099,Planocephalosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3313,572616,572616,-1.470099,Fraserosphenodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3314,572619,572619,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3315,572632,572632,-1.470099,Protecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3316,572633,572633,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3317,572634,572634,-1.470099,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3318,572650,572650,-1.470099,Paleollanosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3319,572651,572651,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3320,572673,572673,-1.470099,Protecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3321,572674,572674,-1.470099,Protecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3322,572675,572675,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3323,572676,572676,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3324,572677,572677,-1.470099,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3325,572678,572678,-1.470099,Tecovasaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3326,589407,589407,1.353064,Revueltosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3327,590148,590148,3.836582,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3328,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3329,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3330,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3331,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3332,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3333,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3334,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3335,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3336,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3337,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3338,590150,590150,3.836582,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3339,590151,590151,3.836582,Rioarribasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3340,590152,590152,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3341,593107,593107,9.712786,Erpetosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3342,627521,627521,-1.470099,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3343,627729,627729,-1.470099,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3344,627731,627731,-1.470099,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3345,632302,632302,32.59323,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3346,632303,632303,30.98263,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3347,632304,632304,32.59323,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3348,668537,668537,-46.11636,Teyumbaita,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3349,690297,690297,3.836582,Dromomeron,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3350,690298,690298,3.836582,Dromomeron,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3351,690300,690300,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3352,690301,690301,3.836582,Rioarribasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3353,690302,690302,3.836582,Vivaron,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3354,705331,705331,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3355,705332,705332,1.353064,Desmatosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3356,705341,705341,1.353064,Stagonolepis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3357,705346,705346,1.353064,Tecovasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3358,705367,705367,1.353064,Stagonolepis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3359,705954,705954,34.47747,Plateosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3360,735410,735410,3.837634,Tanytrachelos,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3361,738863,738863,9.712786,Colobops,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3362,745263,745263,-1.470099,Libognathus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3363,755503,755503,-1.470099,Crosbysaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3364,755823,755823,3.836582,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3365,755824,755824,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3366,755825,755825,1.357201,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3367,778905,778905,1.357201,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3368,778927,778927,1.357201,Coelophysis,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3369,778940,778940,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3370,778944,778944,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3371,778949,778949,1.357201,Redondasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3372,780614,780614,1.625439,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3373,780615,780615,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3374,780616,780616,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3375,780672,780672,1.625439,Postosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3376,780673,780673,1.625439,Shuvosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3377,780674,780674,1.625439,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3378,780675,780675,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3379,780675,780675,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3380,780676,780676,1.625439,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3381,782162,782162,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3382,782162,782162,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3383,782162,782162,1.353064,Smilosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3384,782166,782166,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3385,782168,782168,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3386,782169,782169,1.353064,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3387,782173,782173,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3388,782174,782174,1.353064,Typothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3389,782175,782175,1.353064,Paratypothorax,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3390,782179,782179,1.353064,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3391,782180,782180,1.353064,Calyptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3392,782187,782187,1.019337,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3393,782188,782188,1.019337,Rutiodon,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3394,782208,782208,1.357201,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3395,782209,782209,1.357201,Redondasuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3396,785830,785830,1.357201,Proganochelys,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3397,806718,806718,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3398,806719,806719,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3399,806720,806720,-1.470099,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3400,806721,806721,-1.470099,Leptosuchus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3401,807815,807815,1.353064,Trilophosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3402,807923,807923,1.353064,Machaeroprosopus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3403,811765,811765,6.739012,Stegomus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3404,811785,811785,13.4263,Hypsognathus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3405,811795,811795,-46.11636,Soturnia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3406,811795,811795,-46.11636,Soturnia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3407,811795,811795,-46.11636,Soturnia,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3408,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3409,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3410,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3411,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3412,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3413,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3414,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3415,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
3416,811801,811801,-46.11636,Clevosaurus,227.0,208.5,Late Triassic,"(227.0, 208.5)"
