Species	Status
Nothogomphodon	extinct
Notictoides	extinct
Notosyodon	extinct
Nshimbodon	extinct
Nythosaurus	extinct
Odontocyclops	extinct
Oligokyphus	extinct
Olivierosuchus	extinct
Ophiacodon	extinct
Ophidostoma	extinct
Ordosiodon	extinct
Oromycter	extinct
Otsheria	extinct
Oudenodon	extinct
Pachydectes	extinct
Palemydops	extinct
Pampaphoneus	extinct
Panchetocynodon	extinct
Parabradysaurus	extinct
Paraburnetia	extinct
Paragalerhinus	extinct
Parakannemeyeria	extinct
Parasuminia	extinct
Paratraversodon	extinct
Pardosuchus	extinct
Pascualgnathus	extinct
Patranomodon	extinct
Pelanomodon	extinct
Pelictosuchus	extinct
Peramodon	extinct
Perplexisaurus	extinct
Phocosaurus	extinct
Phreatophasma	extinct
Phthinosaurus	extinct
Placerias	extinct
Planitorostris	extinct
Platycraniellus	extinct
Platycyclops	extinct
Platypodosaurus	extinct
Polonodon	extinct
Polycynodon	extinct
Porosteognathus	extinct
Pravoslavlevia	extinct
Pristerodon	extinct
Pristerognathoides	extinct
Pristerognathus	extinct
Pristerosaurus	extinct
Probainognathus	extinct
Proburnetia	extinct
Procynosuchus	extinct
Prodicynodon	extinct
Progalesaurus	extinct
Promoschorhynchus	extinct
Protheriodon	extinct
Protuberum	extinct
Prozostrodon	extinct
Pseudotherium	extinct
Pseudotriconodon	extinct
Ptomalestes	extinct
Purlovia	extinct
Putillosaurus	extinct
Pyozia	extinct
Rabidosaurus	extinct
Raranimus	extinct
Rastodon	extinct
Rechnisaurus	extinct
Redondagnathus	extinct
Regisaurus	extinct
Reiszia	extinct
Repelinosaurus	extinct
Rewaconodon	extinct
Rhachiocephalus	extinct
Rhadiodromus	extinct
Rhinodicynodon	extinct
Rhopalodon	extinct
Riebeeckosaurus	extinct
Riograndia	extinct
Riojanodon	extinct
Robertia	extinct
Rosieria	extinct
Ruberodon	extinct
Rubidgea	extinct
Ruhuhucerberus	extinct
Ruthenosaurus	extinct
Sangusaurus	extinct
Santacruzgnathus	extinct
Santacruzodon	extinct
Santagnathus	extinct
Sauroctonus	extinct
Sauroscaptor	extinct
Scalenodon	extinct
Scalopocephalus	extinct
Scalopodontes	extinct
Scalopognathus	extinct
Scaloporhinus	extinct
Scaloposaurus	extinct
Scaloposuchus	extinct
Scylacoides	extinct
Scylacops	extinct
Scylacosaurus	extinct
Scylacosuchus	extinct
Scymnosaurus	extinct
Secodontosaurus	extinct
Sesamondontoides	extinct
Shaanbeikannemeyeria	extinct
Shansiodon	extinct
Shiguaignathus	extinct
Silphedosuchus	extinct
Silphoictidoides	extinct
Sinoconodon	extinct
Sinognathus	extinct
Sinokannemeyeria	extinct
Sinophoneus	extinct
Sintocephalus	extinct
Siriusgnathus	extinct
Sludica	extinct
Smilesaurus	extinct
Sphenacodon	extinct
Stahleckeria	extinct
Stereophallodon	extinct
Struthiocephaloides	extinct
Struthiocephalus	extinct
Styracocephalus	extinct
Suchogorgon	extinct
Suminia	extinct
Sungeodon	extinct
Sycosaurus	extinct
Syodon	extinct
Syops	extinct
Sysphinctostoma	extinct
Tambacarnifex	extinct
Tamboeria	extinct
Taoheodon	extinct
Tapinocaninus	extinct
Tapinocephalus	extinct
Taurocephalus	extinct
Tessellatia	extinct
Tetraceratops	extinct
Tetracynodon	extinct
Tetragonias	extinct
Theriognathus	extinct
Therioides	extinct
Theroteinus	extinct
Thliptosaurus	extinct
Thomasia	extinct
Thrinaxodon	extinct
Tigrisuchus	extinct
Tikitherium	extinct
Titanogomphodon	extinct
Titanophoneus	extinct
Titanosuchus	extinct
Traversodon	extinct
Traversodontoides	extinct
Trichasaurus	extinct
Tricuspes	extinct
Trirachodon	extinct
Trochorhinus	extinct
Trochosaurus	extinct
Trochosuchus	extinct
Tropidostoma	extinct
Trucidocynodon	extinct
Turfanodon	extinct
Ufudocyclops	extinct
Ulemica	extinct
Ulemosaurus	extinct
Uniserium	extinct
Uralocynodon	extinct
Uralokannemeyeria	extinct
Urumchia	extinct
Ustia	extinct
Varanodon	extinct
Varanops	extinct
Varanosaurus	extinct
Vaughnictis	extinct
Venyukovia	extinct
Vetusodon	extinct
Viatkogorgon	extinct
Viatkosuchus	extinct
Vinceria	extinct
Vivaxosaurus	extinct
Wadiasaurus	extinct
Walteria	extinct
Watongia	extinct
Woutersia	extinct
Woznikella	extinct
Xiyukannemeyeria	extinct
Yikezhaogia	extinct
Zambiasaurus	extinct
