Species	Status
Abajudon	extinct
Abdalodon	extinct
Acratophorus	extinct
Adelobasileus	extinct
Aelurognathus	extinct
Aelurosaurus	extinct
Aelurosuchus	extinct
Agudotherium	extinct
Akidnognathus	extinct
Aleodon	extinct
Alepognathus	extinct
Alopecideops	extinct
Alopecodon	extinct
Alopecognathus	extinct
Alopecorhinus	extinct
Aloposaurus	extinct
Alrausuchus	extinct
Andescynodon	extinct
Angelosaurus	extinct
Angonisaurus	extinct
Annatherapsidus	extinct
Anningia	extinct
Anomocephalus	extinct
Antecosuchus	extinct
Anteosaurus	extinct
Apsisaurus	extinct
Archaeosyodon	extinct
Arctognathus	extinct
Arctops	extinct
Arctotraversodon	extinct
Arisierpeton	extinct
Ascendonanus	extinct
Aulacephalodon	extinct
Aulacocephalus	extinct
Australobarbarus	extinct
Australosyodon	extinct
Avenantia	extinct
Baldwinonus	extinct
Basilodon	extinct
Bauria	extinct
Beishanodon	extinct
Biarmosuchoides	extinct
Biarmosuchus	extinct
Biseridens	extinct
Blattoidealestes	extinct
Bolodon	extinct
Bolotridon	extinct
Bonacynodon	extinct
Boreogomphodon	extinct
Botucaraitherium	extinct
Brachyprosopus	extinct
Brachyzostrodon	extinct
Brasilitherium	extinct
Brasilodon	extinct
Bulbasaurus	extinct
Bullacephalus	extinct
Burnetia	extinct
Cabarzia	extinct
Callibrachion	extinct
Candelariodon	extinct
Caodeyao	extinct
Casea	extinct
Cerdorhinus	extinct
Cerdosuchus	extinct
Chalepotherium	extinct
Chaliminia	extinct
Charassognathus	extinct
Chiniquodon	extinct
Choerosaurus	extinct
Chthomaloporus	extinct
Chthonosaurus	extinct
Cistecephaloides	extinct
Cistecephalus	extinct
Cistecynodon	extinct
Clelandina	extinct
Clepsydrops	extinct
Colobodectes	extinct
Compsodon	extinct
Cotylorhynchus	extinct
Counillonia	extinct
Cricodon	extinct
Criocephalosaurus	extinct
Cromptodon	extinct
Cryptocynodon	extinct
Ctenorhachis	extinct
Ctenospondylus	extinct
Cutleria	extinct
Cynariognathus	extinct
Cyniscops	extinct
Cynognathus	extinct
Cynosaurus	extinct
Cyonosaurus	extinct
Dalongkoua	extinct
Daptocephalus	extinct
Daqingshanodon	extinct
Davletkulia	extinct
Delectosaurus	extinct
Delphinognathus	extinct
Deuterosaurus	extinct
Diademodon	extinct
Dicynodon	extinct
Dicynodontipus	extinct
Dicynodontoides	extinct
Diegocanis	extinct
Digalodon	extinct
Diictodon	extinct
Diictodontoides	extinct
Dimetrodon	extinct
Dinanomodon	extinct
Dinodontosaurus	extinct
Dinogorgon	extinct
Dinosaurus	extinct
Dolichuranus	extinct
Dolomitipes	extinct
Dromatherium	extinct
Dvinia	extinct
Ecteninion	extinct
Edaphosaurus	extinct
Elephantosaurus	extinct
Elliotsmithia	extinct
Elph	extinct
Emydochampsa	extinct
Emydops	extinct
Emydorhinus	extinct
Emydorhynchus	extinct
Emyduranus	extinct
Endothiodon	extinct
Ennatosaurus	extinct
Eodicynodon	extinct
Eoraetia	extinct
Eosimops	extinct
Eothyris	extinct
Eozostrodon	extinct
Ericiolacerta	extinct
Eriphostoma	extinct
Estemmenosuchus	extinct
Etjoia	extinct
Eubrachiosaurus	extinct
Euchambersia	extinct
Euptychognathus	extinct
Euromycter	extinct
Exaeretodon	extinct
Fluctuodon	extinct
Galechirus	extinct
Galeops	extinct
Galepus	extinct
Galesaurus	extinct
Gaumia	extinct
Geikia	extinct
Glanosuchus	extinct
Glaucosaurus	extinct
Gondwanadon	extinct
Gordonia	extinct
Gorgonops	extinct
Gorochovetzia	extinct
Gorynychus	extinct
Habayia	extinct
Hahnia	extinct
Hallautherium	extinct
Haptodus	extinct
Haramiyavia	extinct
Hazhenia	extinct
Heleosaurus	extinct
Helvetiodon	extinct
Herpetoskylax	extinct
Hipposaurus	extinct
Hofmeyria	extinct
Homodontosaurus	extinct
Hwanghocynodon	extinct
Hyaenasuchus	extinct
Hypselohaptodus	extinct
Hypsiprymnopsis	extinct
Ichibengops	extinct
Icticephalus	extinct
Ictidochampsa	extinct
Ictidognathus	extinct
Ictidorhinus	extinct
Ictidosaurus	extinct
Ictidosuchops	extinct
Ictidosuchus	extinct
Idelesaurus	extinct
Impidens	extinct
Inostrancevia	extinct
Interpresosaurus	extinct
Irajatherium	extinct
Ischigualastia	extinct
Isengops	extinct
Jachaleria	extinct
Jimusaria	extinct
Jiufengia	extinct
Jonkeria	extinct
Julognathus	extinct
Kamagorgon	extinct
Kannemeyeria	extinct
Karenites	extinct
Kataigidodon	extinct
Katumbia	extinct
Kawingasaurus	extinct
Kembawacela	extinct
Keratocephalus	extinct
Keyseria	extinct
Kitchinganomodon	extinct
Kombuisia	extinct
Kotelcephalon	extinct
Kuehneotherium	extinct
Kunpania	extinct
Kwazulusaurus	extinct
Lalieudorhynchus	extinct
Langbergia	extinct
Lanthanostegus	extinct
Lemurosaurus	extinct
Lende	extinct
Leogorgon	extinct
Leontosaurus	extinct
Lepagia	extinct
Leucocephalus	extinct
Lobalopex	extinct
Lophorhinus	extinct
Luangwa	extinct
Lumkuia	extinct
Lupeosaurus	extinct
Lycaenodon	extinct
Lycaenops	extinct
Lycedops	extinct
Lycideops	extinct
Lycosaurus	extinct
Lycosuchus	extinct
Lystrosaurus	extinct
Malasaurus	extinct
Mandagomphodon	extinct
Martensius	extinct
Massetognathus	extinct
Maubeugia	extinct
Megawhaitsia	extinct
Menadon	extinct
Mesenosaurus	extinct
Meurthodon	extinct
Microconodon	extinct
Microgomphodon	extinct
Microhelodon	extinct
Microscalenodon	extinct
Microsyodon	extinct
Microurania	extinct
Microvaranops	extinct
Microwhaitsia	extinct
Minicynodon	extinct
Mirotenthes	extinct
Mitredon	extinct
Moghreberia	extinct
Mojo	extinct
Molybdopygus	extinct
Morganucodon	extinct
Mormosaurus	extinct
Moschops	extinct
Moschorhinus	extinct
Moschowhaitsia	extinct
Muchia	extinct
Mucrotherium	extinct
Mupashi	extinct
Mycterosaurus	extinct
Myosauroides	extinct
Myosaurus	extinct
Nanictidops	extinct
Nanictocephalus	extinct
Nanictosaurus	extinct
Nanocynodon	extinct
Nanogomphodon	extinct
Niaftasuchus	extinct
Niassodon	extinct
Nikkasaurus	extinct
Niuksenitia	extinct
Nochnitsa	extinct
Notaelurodon	extinct
