stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-237.0,0.0537585334379054,0.0035908177285228,0.111729202959155,0.0345203355773281,0.0113727034986126,0.0638337960263253,0.0192381978605774,-0.0466284375688929,0.0881770657390974
Ladinian,-237.00001,0.111213676606217,0.0242842985238996,0.2021187292559,0.101829439113125,0.024414344992323,0.173606893242148,0.0093842374930924,-0.114702852485646,0.132389014934079
Anisian,-242.0,0.111213676606217,0.0242842985238996,0.2021187292559,0.101829439113125,0.024414344992323,0.173606893242148,0.0093842374930924,-0.114702852485646,0.132389014934079
Anisian,-242.00001,0.0869881309160169,0.0083862442867303,0.163407289836795,0.0696463479774856,0.0100724084999779,0.129573858944517,0.0173417829385312,-0.0894208124210032,0.117620256394098
Anisian,-246.7,0.0869881309160169,0.0083862442867303,0.163407289836795,0.0696463479774856,0.0100724084999779,0.129573858944517,0.0173417829385312,-0.0894208124210032,0.117620256394098
Olenekian,-246.70001,0.442472624382617,0.189280240268298,0.696412250820081,0.156818723584861,0.0525412961692279,0.253316459677709,0.285653900797756,0.0165447453808063,0.557170228382647
Changhsingian,-252.0,0.442472624382617,0.189280240268298,0.696412250820081,0.156818723584861,0.0525412961692279,0.253316459677709,0.285653900797756,0.0165447453808063,0.557170228382647
Changhsingian,-252.00001,0.0637462495399905,0.0070808400588672,0.120578019593514,0.0810499838185881,0.014909052979621,0.159367464173227,-0.0173037342785976,-0.115428433362138,0.0711676223801231
Wuchiapingian,-259.5,0.0637462495399905,0.0070808400588672,0.120578019593514,0.0810499838185881,0.014909052979621,0.159367464173227,-0.0173037342785976,-0.115428433362138,0.0711676223801231
Wuchiapingian,-259.50001,0.092677496578418,0.0037465589180347,0.199179254794962,0.0783797442855337,0.022234592491194,0.144472909813829,0.0142977522928844,-0.100220022765181,0.152429393299964
Wordian,-264.3,0.092677496578418,0.0037465589180347,0.199179254794962,0.0783797442855337,0.022234592491194,0.144472909813829,0.0142977522928844,-0.100220022765181,0.152429393299964
Wordian,-264.30001,0.0870076694466041,0.0095344347000117,0.193669614350201,0.0389838899087541,0.0064421773883269,0.0803557189851896,0.0480237795378501,-0.0395489045246499,0.173044469095777
Roadian,-274.4,0.0870076694466041,0.0095344347000117,0.193669614350201,0.0389838899087541,0.0064421773883269,0.0803557189851896,0.0480237795378501,-0.0395489045246499,0.173044469095777
Kungurian,-274.40001,0.0743667195311014,0.0094558957046562,0.16074728502797,0.0797447341879228,0.0048195110184835,0.169504153439848,-0.0053780146568212,-0.13460922738689,0.122984450128499
